	Condition	CorrectSource	Stim_RT
0	Enc	8	0.709
1	CTL	6	1.248
2	Enc	5	0.772
3	Enc	5	0.685
4	CTL	5	1.928
5	CTL	6	0.865
6	Enc	6	0.742
7	Enc	5	0.783
8	CTL	6	0.907
9	Enc	9	0.977
10	CTL	9	0.726
11	Enc	6	1.369
12	CTL	9	1.261
13	CTL	5	0.935
14	Enc	8	0.989
15	Enc	9	0.853
16	Enc	5	1.369
17	Enc	9	0.963
18	Enc	5	0.622
19	Enc	8	0.752
20	Enc	8	1.093
21	Enc	9	0.798
22	Enc	8	0.819
23	Enc	5	1.23
24	CTL	8	1.078
25	Enc	8	0.845
26	Enc	8	0.774
27	Enc	5	1.13
28	CTL	8	0.756
29	Enc	9	0.791
30	Enc	9	2.221
31	Enc	6	0.53
32	Enc	8	0.744
33	Enc	8	0.77
34	Enc	9	0.734
35	Enc	5	0.706
36	Enc	6	0.628
37	CTL	9	1.096
38	CTL	6	0.677
39	CTL	6	0.587
40	CTL	5	0.619
41	Enc	9	0.637
42	Enc	8	0.73
43	CTL	9	0.707
44	Enc	6	0.803
45	Enc	6	1.471
46	Enc	9	0.939
47	Enc	8	0.976
48	CTL	8	1.274
49	Enc	9	0.913
50	CTL	9	0.701
51	CTL	8	0.759
52	Enc	8	0.753
53	Enc	9	0.822
54	Enc	6	0.726
55	CTL	5	1.174
56	Enc	5	0.685
57	Enc	6	0.804
58	Enc	6	0.723
59	Enc	8	0.786
60	Enc	9	0.688
61	CTL	5	0.715
62	Enc	5	0.663
63	CTL	8	1.37
64	CTL	9	0.665
65	Enc	6	0.698
66	CTL	8	0.695
67	Enc	9	0.605
68	Enc	6	0.731
69	Enc	9	0.869
70	Enc	6	0.67
71	Enc	8	0.57
72	Enc	9	0.963
73	Enc	8	0.682
74	CTL	9	2.316
75	Enc	9	0.534
76	CTL	6	0.801
77	Enc	5	1.154
78	Enc	8	1.204
79	Enc	5	1.939
80	Enc	6	0.717
81	CTL	6	0.66
82	Enc	5	0.87
83	Enc	6	0.565
84	Enc	8	0.646
85	CTL	6	0.65
86	CTL	9	0.809
87	CTL	5	0.671
88	Enc	5	0.607
89	Enc	5	0.959
90	CTL	8	1.046
91	Enc	5	0.827
92	Enc	9	0.652
93	CTL	9	0.785
94	Enc	9	0.701
95	Enc	5	0.647
96	CTL	6	1.153
97	CTL	5	0.754
98	Enc	8	1.674
99	Enc	6	0.637
100	CTL	5	0.569
101	CTL	8	0.784
102	Enc	6	0.62
103	Enc	5	1.695
104	CTL	8	2.382
105	CTL	6	0.629
106	Enc	6	0.545
107	Enc	8	1.324
108	CTL	5	0.703
109	CTL	8	1.8
110	Enc	9	0.677
111	Enc	8	0.817
112	CTL	9	1.724
113	Enc	9	0.543
114	Enc	6	0.788
115	Enc	5	2.199
116	Enc	6	0.744
