	Condition	CorrectSource	Stim_RT
0	Enc	6	0.901
1	Enc	5	1.419
2	Enc	6	1.501
3	Enc	9	1.135
4	Enc	8	1.029
5	Enc	9	1.005
6	Enc	8	0.726
7	CTL	8	0.789
8	CTL	5	0.815
9	Enc	6	1.195
10	CTL	6	0.75
11	Enc	5	0.769
12	Enc	6	0.997
13	CTL	8	0.615
14	Enc	6	0.967
15	Enc	8	0.746
16	Enc	5	1.126
17	Enc	9	0.938
18	Enc	9	0.879
19	Enc	5	0.928
20	Enc	5	1.175
21	Enc	5	0.797
22	CTL	8	0.689
23	CTL	5	0.669
24	Enc	8	0.989
25	Enc	6	0.714
26	Enc	5	0.962
27	CTL	5	0.69
28	Enc	6	0.885
29	Enc	5	0.712
30	CTL	6	0.626
31	Enc	8	1.004
32	Enc	5	0.855
33	Enc	9	1.005
34	Enc	8	0.716
35	Enc	9	0.881
36	Enc	8	1.256
37	Enc	6	0.865
38	CTL	9	0.789
39	CTL	8	0.804
40	Enc	9	0.942
41	Enc	6	0.943
42	Enc	9	0.866
43	Enc	6	1.031
44	CTL	5	0.7
45	Enc	5	1.211
46	Enc	9	0.79
47	CTL	9	0.799
48	Enc	8	0.808
49	CTL	6	0.63
50	CTL	6	0.685
51	CTL	6	0.491
52	CTL	9	0.661
53	Enc	6	0.786
54	Enc	6	1.259
55	Enc	5	1.161
56	Enc	6	0.691
57	Enc	9	0.988
58	Enc	8	1.637
59	Enc	9	1.271
60	Enc	8	1.386
61	Enc	9	0.846
62	Enc	6	0.723
63	Enc	6	0.838
64	Enc	8	0.952
65	Enc	9	0.856
66	Enc	6	0.803
67	CTL	8	0.824
68	Enc	5	0.883
69	CTL	9	0.705
70	CTL	8	0.661
71	CTL	5	0.8
72	Enc	9	0.872
73	Enc	8	1.137
74	Enc	8	0.858
75	Enc	6	0.971
76	CTL	5	0.771
77	Enc	9	0.844
78	CTL	8	0.544
79	Enc	9	0.721
80	CTL	9	0.575
81	CTL	8	0.608
82	CTL	9	0.497
83	CTL	5	0.508
84	Enc	5	1.038
85	CTL	6	0.835
86	CTL	6	0.574
87	Enc	8	0.905
88	CTL	9	0.784
89	Enc	8	0.764
90	Enc	5	0.659
91	Enc	8	0.924
92	CTL	8	0.741
93	Enc	9	0.771
94	Enc	8	0.995
95	Enc	8	0.652
96	CTL	8	0.648
97	CTL	5	0.631
98	Enc	5	0.795
99	CTL	9	0.604
100	CTL	9	0.487
101	CTL	6	0.702
102	Enc	9	1.086
103	CTL	6	1.049
104	CTL	5	0.68
105	CTL	6	0.639
106	Enc	5	0.928
107	Enc	9	1.011
108	Enc	8	0.887
109	Enc	6	0.923
110	Enc	9	0.874
111	CTL	9	1.086
112	Enc	5	1.263
113	Enc	6	0.798
114	Enc	5	0.974
115	Enc	5	1.021
116	Enc	8	1.285
