trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		5	2	1659	0	4.61	7.61	0.5	2.1100000000000003
enc	enc00		8	3	392	0	8.109	11.109000000000002	0.5	5.609
enc	enc000		9	2	1300	0	11.609000000000002	14.609000000000002	5.5	14.109000000000002
ctl	ctl01		8	3	892	0	20.109	23.108	0.5	17.609
enc	enc01	old56	6	2	1259	0	23.608	26.608	1.0	21.608
enc	enc02	old03	5	2	732	0	27.608	30.608	1.0	25.608
enc	enc03	old24	6	2	931	0	31.608	34.607	1.5	30.108000000000004
enc	enc04	old74	9	3	893	0	36.107	39.107	2.0	35.107
enc	enc05	old59	8	2	921	0	41.107	44.107	3.0	41.107
enc	enc06	old46	9	2	970	0	47.106	50.106	0.5	44.606
ctl	ctl02		5	3	395	0	50.606	53.606	4.0	51.606
ctl	ctl03		6	2	1438	0	57.606	60.605	2.5	57.106
enc	enc07	old35	8	2	1738	0	63.105	66.105	1.5	61.60499999999999
ctl	ctl04		8	2	990	0	67.605	70.605	2.0	66.605
enc	enc08	old48	6	2	1545	0	72.604	75.604	3.5	73.104
enc	enc09	old15	5	2	1163	0	79.104	82.104	0.5	76.604
ctl	ctl05		8	3	895	0	82.604	85.603	2.5	82.104
enc	enc10	old37	6	2	1012	0	88.103	91.103	0.5	85.603
enc	enc11	old01	6	2	950	0	91.603	94.603	1.0	89.603
enc	enc12	old17	8	3	896	0	95.603	98.602	1.5	94.103
enc	enc13	old77	5	2	1412	0	100.102	103.102	2.5	99.602
enc	enc14	old20	9	2	1171	0	105.602	108.602	3.0	105.602
enc	enc15	old33	9	2	1264	0	111.601	114.601	1.0	109.601
enc	enc16	old27	5	3	898	0	115.601	118.601	1.5	114.101
enc	enc17	old22	5	2	1154	0	120.101	123.1	1.5	118.601
ctl	ctl06		5	2	833	0	124.6	127.6	1.0	122.6
enc	enc18	old11	5	3	399	0	128.6	131.6	2.5	128.1
enc	enc19	old42	8	2	984	0	134.099	137.099	2.5	133.599
ctl	ctl07		5	3	900	0	139.599	142.599	0.5	137.099
enc	enc20	old73	6	3	399	0	143.099	146.099	5.5	145.599
enc	enc21	old65	5	2	1089	0	151.59799999999998	154.59799999999998	5.5	154.09799999999998
enc	enc22	old68	6	3	899	0	160.097	163.097	2.0	159.097
enc	enc23	old13	5	2	993	0	165.097	168.097	1.0	163.097
enc	enc24	old10	8	3	2400	0	169.097	172.09599999999998	3.0	169.097
enc	enc25	old43	5	3	900	0	175.09599999999998	178.09599999999998	3.5	175.59599999999998
enc	enc26	old64	9	2	758	0	181.59599999999998	184.59599999999998	0.5	179.09599999999998
ctl	ctl08		6	2	826	0	185.095	188.095	1.5	183.595
ctl	ctl09		9	2	697	0	189.595	192.595	9.5	196.095
ctl	ctl10		8	3	402	0	202.09400000000002	205.09400000000002	2.0	201.09400000000002
ctl	ctl11		5	3	402	0	207.09400000000002	210.09400000000002	2.0	206.09400000000002
enc	enc27	old44	8	3	402	0	212.093	215.093	1.0	210.093
ctl	ctl12		9	3	403	0	216.093	219.093	0.5	213.593
enc	enc28	old21	9	2	1005	0	219.593	222.592	0.5	217.093
ctl	ctl13		6	3	402	0	223.092	226.092	2.0	222.092
enc	enc29	old39	8	2	1647	0	228.092	231.092	4.5	229.592
enc	enc30	old63	6	2	1156	0	235.59099999999998	238.59099999999998	3.5	236.09099999999998
enc	enc31	old05	9	2	1011	0	242.09099999999998	245.09099999999998	8.0	247.09099999999998
enc	enc32	old75	6	3	404	0	253.09	256.09	9.0	259.09000000000003
enc	enc33	old25	9	3	1905	0	265.089	268.089	0.5	262.589
enc	enc34	old14	6	2	786	0	268.589	271.589	2.5	268.089
ctl	ctl14		6	4	1406	0	274.08799999999997	277.08799999999997	8.5	279.58799999999997
enc	enc35	old69	5	2	692	0	285.58799999999997	288.587	0.5	283.08799999999997
enc	enc36	old09	9	2	875	0	289.087	292.087	5.5	291.587
enc	enc37	old12	8	4	907	0	297.587	300.586	3.0	297.587
enc	enc38	old52	6	2	1230	0	303.586	306.586	4.0	304.586
ctl	ctl15		6	2	937	0	310.586	313.585	6.5	314.086
ctl	ctl16		9	4	1907	0	320.085	323.085	0.5	317.585
enc	enc39	old57	6	2	742	0	323.585	326.584	11.5	332.085
enc	enc40	old61	5	2	868	0	338.083	341.083	9.5	344.583
enc	enc41	old66	6	2	868	0	350.582	353.582	1.0	348.582
ctl	ctl17		8	2	745	0	354.582	357.582	5.5	357.082
enc	enc42	old53	9	4	410	0	363.08099999999996	366.08099999999996	1.5	361.58099999999996
enc	enc43	old16	8	2	1160	0	367.58099999999996	370.58099999999996	1.0	365.58099999999996
enc	enc44	old36	9	2	986	0	371.58099999999996	374.58099999999996	2.0	370.58099999999996
ctl	ctl18		9	4	917	0	376.58	379.58	3.5	377.08
enc	enc45	old18	8	4	911	0	383.08	386.08	1.5	381.58
enc	enc46	old29	9	2	1054	0	387.58	390.579	0.5	385.08
ctl	ctl19		8	2	749	0	391.079	394.079	2.5	390.579
ctl	ctl20		5	2	942	0	396.579	399.579	0.5	394.079
ctl	ctl21		5	4	912	0	400.079	403.07800000000003	2.5	399.579
ctl	ctl22		8	2	1521	0	405.57800000000003	408.57800000000003	2.0	404.57800000000003
ctl	ctl23		9	a	624	0	410.57800000000003	413.577	11.0	418.57800000000003
ctl	ctl24		8	2	586	0	424.577	427.57599999999996	1.0	422.577
enc	enc47	old38	6	4	413	0	428.57599999999996	431.57599999999996	1.5	427.07599999999996
enc	enc48	old07	6	2	976	0	433.07599999999996	436.07599999999996	0.5	430.57599999999996
enc	enc49	old49	8	2	1118	0	436.57599999999996	439.575	0.5	434.07599999999996
enc	enc50	old45	9	2	799	0	440.075	443.075	2.0	439.075
enc	enc51	old04	6	2	789	0	445.075	448.075	1.0	443.075
ctl	ctl25		9	2	1091	0	449.075	452.074	2.0	448.075
ctl	ctl26		5	2	771	0	454.074	457.074	4.0	455.074
enc	enc52	old47	5	4	916	0	461.074	464.07300000000004	4.5	462.574
enc	enc53	old58	9	4	1415	0	468.57300000000004	471.57300000000004	8.5	474.07300000000004
enc	enc54	old51	8	4	1415	0	480.07199999999995	483.07199999999995	1.0	478.07199999999995
enc	enc55	old60	8	2	951	0	484.07199999999995	487.07199999999995	6.0	487.07199999999995
ctl	ctl27		6	2	743	0	493.07099999999997	496.07099999999997	1.5	491.57099999999997
enc	enc56	old34	6	2	1288	0	497.57099999999997	500.57099999999997	13.0	507.57099999999997
ctl	ctl28		6	2	670	0	513.57	516.569	1.5	512.07
enc	enc57	old62	9	4	1418	0	518.069	521.069	1.5	516.569
enc	enc58	old78	9	4	1919	0	522.569	525.569	7.5	527.069
enc	enc59	old54	5	2	577	0	533.068	536.068	1.5	531.568
ctl	ctl29		9	2	703	0	537.568	540.567	3.5	538.068
enc	enc60	old55	8	2	855	0	544.067	547.067	1.0	542.067
ctl	ctl30		8	2	742	0	548.067	551.067	1.5	546.567
enc	enc61	old06	8	2	1246	0	552.566	555.566	3.5	553.066
ctl	ctl31		8	2	842	0	559.066	562.066	4.5	560.566
enc	enc62	old30	5	4	920	0	566.565	569.565	3.0	566.565
ctl	ctl32		5	4	921	0	572.565	575.565	0.5	570.065
enc	enc63	old72	8	2	693	0	576.065	579.064	8.0	581.065
enc	enc64	old71	9	2	696	0	587.064	590.063	5.0	589.064
ctl	ctl33		9	4	421	0	595.063	598.063	0.5	592.563
ctl	ctl34		9	2	583	0	598.563	601.563	1.0	596.563
enc	enc65	old67	8	2	812	0	602.563	605.562	11.5	611.063
enc	enc66	old70	8	4	2422	0	617.061	620.061	2.5	616.561
ctl	ctl35		6	4	423	0	622.561	625.561	2.0	621.561
enc	enc67	old02	5	2	2137	0	627.561	630.56	0.5	625.061
enc	enc68	old08	9	2	667	0	631.06	634.06	1.0	629.06
enc	enc69	old31	5	2	795	0	635.06	638.06	1.0	633.06
enc	enc70	old50	9	2	998	0	639.06	642.059	0.5	636.56
enc	enc71	old28	8	2	738	0	642.559	645.559	7.5	647.059
ctl	ctl36		6	2	887	0	653.059	656.058	15.0	665.059
enc	enc72	old19	6	2	1076	0	671.057	674.057	0.5	668.557
enc	enc73	old76	9	4	1426	0	674.557	677.557	1.0	672.557
ctl	ctl37		5	4	426	0	678.556	681.556	0.5	676.056
ctl	ctl38		6	2	574	0	682.056	685.056	9.0	688.056
enc	enc74	old40	5	4	427	0	694.055	697.055	6.0	697.055
enc	enc75	old41	6	2	761	0	703.055	706.054	10.5	710.555
ctl	ctl39		9	2	982	0	716.553	719.553	5.0	718.553
enc	enc76	old23	5		0	1	724.553	727.553	1.0	722.553
enc	enc77	old32	5	2	540	0	728.553	731.552	18.5	744.053
enc	enc78	old26	8	2	699	0				
