trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		5	1	994	0	10.109	13.107999999999999	4.5	11.609
enc	enc000		9	1	1090	0	17.608	20.608	4.5	19.108
ctl	ctl0		9	1	1336	0	25.107	28.107	0.5	22.607
enc	enc01	old58	8	1	1840	0	28.607	31.607	0.5	26.107
ctl	ctl01		6	3	1394	0	32.107	35.107	4.5	33.607
enc	enc02	old06	5	3	394	0	39.606	42.606	2.0	38.606
enc	enc03	old54	5	3	395	0	44.606	47.605	3.5	45.106
ctl	ctl02		5	4	395	0	51.105	54.105	1.5	49.605
ctl	ctl03		6	4	1396	0	55.605	58.604	2.5	55.105
enc	enc04	old68	6	1	1067	0	61.104	64.104	1.0	59.104
enc	enc05	old77	5	4	1396	0	65.104	68.104	3.0	65.104
ctl	ctl04		6	1	959	0	71.10300000000001	74.10300000000001	4.0	72.10300000000001
enc	enc06	old44	9	4	1396	0	78.10300000000001	81.102	0.5	75.60300000000001
ctl	ctl05		9	1	833	0	81.602	84.602	2.5	81.102
enc	enc07	old65	6	4	897	0	87.102	90.102	2.5	86.602
ctl	ctl06		9	4	397	0	92.601	95.601	3.5	93.101
ctl	ctl07		5	1	668	0	99.101	102.1	1.0	97.101
enc	enc08	old02	8	4	897	0	103.1	106.1	2.0	102.1
enc	enc09	old66	9	4	1898	0	108.1	111.1	0.5	105.6
enc	enc10	old01	5	4	1898	0	111.6	114.59899999999999	4.5	113.1
enc	enc11	old30	9	4	898	0	119.09899999999999	122.09899999999999	7.0	123.09899999999999
enc	enc12	old35	5	4	899	0	129.09799999999998	132.09799999999998	0.5	126.59799999999998
enc	enc13	old42	8	1	858	0	132.59799999999998	135.597	2.0	131.59799999999998
enc	enc14	old48	8	1	1034	0	137.597	140.597	1.0	135.597
enc	enc15	old51	9	1	918	0	141.597	144.597	1.0	139.597
enc	enc16	old40	8	4	900	0	145.597	148.596	3.5	146.097
enc	enc17	old03	5	1	975	0	152.096	155.096	1.0	150.096
ctl	ctl08		8	4	401	0	156.096	159.095	2.0	155.096
enc	enc18	old34	8	4	1400	0	161.095	164.095	0.5	158.595
enc	enc19	old24	8	1	1218	0	164.595	167.595	3.5	165.095
enc	enc20	old20	5	4	401	0	171.09400000000002	174.09400000000002	7.0	175.09400000000002
ctl	ctl09		8	1	857	0	181.093	184.093	2.5	180.593
enc	enc21	old41	9	1	1062	0	186.593	189.592	5.0	188.593
enc	enc22	old19	9	4	902	0	194.592	197.592	1.0	192.592
enc	enc23	old10	6	4	403	0	198.592	201.59099999999998	10.0	205.592
enc	enc24	old25	8	1	1133	0	211.59	214.59	1.5	210.09
enc	enc25	old78	8	4	904	0	216.09	219.09	0.5	213.59
enc	enc26	old18	9	1	1028	0	219.59	222.59	2.5	219.09
enc	enc27	old75	5	4	404	0	225.08900000000003	228.08900000000003	3.5	225.58900000000003
enc	enc28	old28	6	1	903	0	231.58900000000003	234.588	1.0	229.58900000000003
ctl	ctl10		9	1	747	0	235.588	238.588	0.5	233.088
ctl	ctl11		6	1	761	0	239.088	242.088	1.5	237.588
ctl	ctl12		6	1	719	0	243.588	246.58700000000002	7.0	247.588
ctl	ctl13		5	1	647	0	253.58700000000002	256.586	7.0	257.587
enc	enc29	old72	9	4	1405	0	263.586	266.586	2.0	262.586
enc	enc30	old73	8	1	824	0	268.585	271.585	6.5	272.085
ctl	ctl14		9	1	758	0	278.084	281.084	3.5	278.584
enc	enc31	old32	6	1	628	0	284.584	287.584	2.5	284.084
enc	enc32	old11	6	4	407	0	290.08299999999997	293.08299999999997	4.0	291.08299999999997
enc	enc33	old12	9	1	734	0	297.08299999999997	300.082	3.5	297.58299999999997
enc	enc34	old53	8	4	408	0	303.582	306.582	1.0	301.582
ctl	ctl15		8	1	747	0	307.582	310.58099999999996	6.5	311.082
enc	enc35	old07	9	1	1310	0	317.08099999999996	320.08099999999996	7.5	321.58099999999996
ctl	ctl16		9	4	408	0	327.58	330.58	2.5	327.08
ctl	ctl17		8	1	1145	0	333.079	336.079	1.5	331.579
enc	enc36	old57	8	1	1564	0	337.579	340.579	1.0	335.579
enc	enc37	old16	9	1	854	0	341.579	344.57800000000003	3.0	341.579
enc	enc38	old47	6	4	910	0	347.57800000000003	350.57800000000003	2.5	347.07800000000003
ctl	ctl18		5	1	602	0	353.07800000000003	356.077	1.0	351.07800000000003
enc	enc39	old26	5	1	1139	0	357.077	360.077	9.0	363.077
enc	enc40	old22	6	4	411	0	369.07599999999996	372.07599999999996	1.5	367.57599999999996
enc	enc41	old71	6	4	912	0	373.57599999999996	376.57599999999996	8.5	379.07599999999996
enc	enc42	old29	8	1	1223	0	385.075	388.074	8.0	390.075
enc	enc43	old33	9	1	1103	0	396.074	399.07300000000004	1.5	394.574
ctl	ctl19		5	1	834	0	400.57300000000004	403.57300000000004	5.0	402.57300000000004
enc	enc44	old50	5	1	1449	0	408.57300000000004	411.57199999999995	1.0	406.57300000000004
ctl	ctl20		8	1	707	0	412.57199999999995	415.57199999999995	3.0	412.57199999999995
ctl	ctl21		9	1	849	0	418.57199999999995	421.57099999999997	5.0	420.57199999999995
enc	enc45	old62	6	1	1270	0	426.57099999999997	429.57099999999997	0.5	424.07099999999997
ctl	ctl22		8	1	754	0	430.07099999999997	433.07	1.5	428.57099999999997
enc	enc46	old63	9	1	1045	0	434.57	437.57	0.5	432.07
enc	enc47	old45	6	4	415	0	438.07	441.07	2.0	437.07
enc	enc48	old27	9	1	1073	0	443.069	446.069	1.5	441.569
enc	enc49	old23	6	1	1327	0	447.569	450.569	1.0	445.569
enc	enc50	old08	8	1	812	0	451.569	454.56800000000004	2.5	451.069
enc	enc51	old60	9	4	915	0	457.06800000000004	460.06800000000004	5.5	459.56800000000004
enc	enc52	old76	8	4	416	0	465.56699999999995	468.56699999999995	2.5	465.06699999999995
ctl	ctl23		9	1	819	0	471.06699999999995	474.06699999999995	1.5	469.56699999999995
enc	enc53	old21	9	1	1205	0	475.56699999999995	478.566	0.5	473.06699999999995
ctl	ctl24		6	1	656	0	479.066	482.066	3.0	479.066
enc	enc54	old67	5	1	754	0	485.066	488.065	3.5	485.566
enc	enc55	old36	8	1	711	0	491.565	494.565	7.5	496.065
enc	enc56	old38	5	4	917	0	502.064	505.064	2.5	501.564
enc	enc57	old49	6	4	418	0	507.564	510.56300000000005	0.5	505.064
ctl	ctl25		6	1	763	0	511.06300000000005	514.063	1.0	509.0630000000001
enc	enc58	old14	5	1	1054	0	515.063	518.063	4.0	516.063
enc	enc59	old43	6	1	2348	0	522.062	525.062	11.5	530.562
enc	enc60	old74	8	4	420	0	536.561	539.561	0.5	534.061
ctl	ctl26		6	1	563	0	540.061	543.06	4.0	541.061
ctl	ctl27		9	1	588	0	547.06	550.06	0.5	544.56
ctl	ctl28		5	4	421	0	550.56	553.559	2.5	550.06
enc	enc61	old39	5	1	886	0	556.059	559.059	3.0	556.059
enc	enc62	old64	5	4	1421	0	562.059	565.058	1.0	560.059
ctl	ctl29		8	4	421	0	566.058	569.058	2.0	565.058
enc	enc63	old04	5	1	965	0	571.058	574.058	0.5	568.558
enc	enc64	old13	9	1	1114	0	574.558	577.557	7.0	578.558
ctl	ctl30		9	4	421	0	584.557	587.556	0.5	582.057
enc	enc65	old59	9	4	422	0	588.056	591.056	0.5	585.556
enc	enc66	old52	5	1	1054	0	591.556	594.556	0.5	589.056
ctl	ctl31		6	1	691	0	595.056	598.055	1.5	593.556
ctl	ctl32		5	1	618	0	599.555	602.555	3.0	599.555
enc	enc67	old61	8	4	423	0	605.555	608.554	1.5	604.055
enc	enc68	old37	6	1	1032	0	610.054	613.054	4.5	611.554
ctl	ctl33		5	1	681	0	617.554	620.553	0.5	615.054
ctl	ctl34		8	1	651	0	621.053	624.053	8.0	626.053
enc	enc69	old09	6	1	1042	0	632.052	635.052	1.0	630.052
enc	enc70	old56	5	4	425	0	636.052	639.052	4.5	637.552
ctl	ctl35		8	1	716	0	643.5509999999999	646.5509999999999	2.0	642.5509999999999
ctl	ctl36		6	1	704	0	648.5509999999999	651.5509999999999	1.0	646.5509999999999
enc	enc71	old70	6	1	1094	0	652.55	655.55	2.0	651.55
enc	enc72	old05	8	1	885	0	657.55	660.55	2.0	656.55
ctl	ctl37		5	1	621	0	662.55	665.549	10.0	669.55
ctl	ctl38		8	1	603	0	675.548	678.548	3.5	676.048
enc	enc73	old69	9	1	649	0	682.048	685.048	9.0	688.048
enc	enc74	old17	8	4	427	0	694.047	697.046	0.5	691.547
ctl	ctl39		9	1	727	0	697.546	700.546	7.0	701.546
enc	enc75	old46	9	1	1130	0	707.545	710.545	12.5	717.045
enc	enc76	old55	6	1	700	0	723.044	726.044	2.5	722.544
enc	enc77	old31	5	1	1070	0	728.544	731.543	18.5	744.044
enc	enc78	old15	6	1	667	0				
