trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		5	2	2108	0	4.563	7.562	0.5	2.0629999999999997
enc	enc00		8	2	1653	0	8.062000000000001	11.062000000000001	0.5	5.562000000000001
enc	enc000		9	2	942	0	11.562000000000001	14.562000000000001	5.5	14.062000000000001
ctl	ctl01		8	2	957	0	20.061	23.061	0.5	17.561
enc	enc01	old56	6	2	1180	0	23.561	26.561	1.0	21.561
enc	enc02	old01	5	2	1042	0	27.56	30.56	1.0	25.56
enc	enc03	old22	6	2	1049	0	31.56	34.56	1.5	30.060000000000002
enc	enc04	old67	9	2	986	0	36.06	39.059	2.0	35.06
enc	enc05	old61	8	2	981	0	41.059	44.059	3.0	41.059
enc	enc06	old46	9	2	830	0	47.059	50.058	0.5	44.559
ctl	ctl02		5	2	762	0	50.558	53.558	4.0	51.558
ctl	ctl03		6	2	699	0	57.558	60.558	2.5	57.058
enc	enc07	old28	8	2	1001	0	63.056999999999995	66.057	1.5	61.55699999999999
ctl	ctl04		8	2	867	0	67.557	70.557	2.0	66.557
enc	enc08	old48	6	2	799	0	72.556	75.556	3.5	73.056
enc	enc09	old15	5	2	826	0	79.056	82.056	0.5	76.556
ctl	ctl05		8	2	621	0	82.556	85.555	2.5	82.056
enc	enc10	old39	6	2	1313	0	88.055	91.055	0.5	85.555
enc	enc11	old07	6	2	889	0	91.555	94.555	1.0	89.555
enc	enc12	old21	8	2	1353	0	95.554	98.554	1.5	94.054
enc	enc13	old68	5	2	946	0	100.054	103.054	2.5	99.554
enc	enc14	old26	9	2	933	0	105.554	108.553	3.0	105.554
enc	enc15	old35	9	2	794	0	111.553	114.553	1.0	109.553
enc	enc16	old34	5	2	853	0	115.553	118.552	1.5	114.053
enc	enc17	old25	5	2	2072	0	120.052	123.052	1.5	118.552
ctl	ctl06		5	2	899	0	124.552	127.552	1.0	122.552
enc	enc18	old03	5	2	745	0	128.55100000000002	131.55100000000002	2.5	128.05100000000002
enc	enc19	old41	8	2	865	0	134.05100000000002	137.05100000000002	2.5	133.55100000000002
ctl	ctl07		5	2	734	0	139.55	142.55	0.5	137.05
enc	enc20	old77	6	2	861	0	143.05	146.05	5.5	145.55
enc	enc21	old60	5	2	997	0	151.549	154.549	5.5	154.049
enc	enc22	old73	6	2	832	0	160.049	163.048	2.0	159.049
enc	enc23	old08	5	2	874	0	165.048	168.048	1.0	163.048
enc	enc24	old06	8	2	607	0	169.048	172.048	3.0	169.048
enc	enc25	old51	5	2	985	0	175.047	178.047	3.5	175.547
enc	enc26	old54	9	2	1090	0	181.547	184.546	0.5	179.047
ctl	ctl08		6	2	737	0	185.046	188.046	1.5	183.546
ctl	ctl09		9	2	671	0	189.546	192.546	9.5	196.046
ctl	ctl10		8	2	555	0	202.045	205.045	2.0	201.045
ctl	ctl11		5	2	621	0	207.044	210.044	2.0	206.044
enc	enc27	old40	8	2	995	0	212.044	215.044	1.0	210.044
ctl	ctl12		9	2	540	0	216.044	219.043	0.5	213.544
enc	enc28	old17	9	2	1021	0	219.543	222.543	0.5	217.043
ctl	ctl13		6	2	2183	0	223.043	226.043	2.0	222.043
enc	enc29	old33	8	2	1032	0	228.043	231.042	4.5	229.543
enc	enc30	old58	6	2	866	0	235.542	238.542	3.5	236.042
enc	enc31	old10	9	2	670	0	242.041	245.041	8.0	247.041
enc	enc32	old70	6	2	569	0	253.04	256.04	9.0	259.03999999999996
enc	enc33	old24	9	2	1122	0	265.039	268.039	0.5	262.539
enc	enc34	old20	6	2	1153	0	268.539	271.539	2.5	268.039
ctl	ctl14		6	2	750	0	274.038	277.038	8.5	279.538
enc	enc35	old66	5	2	1279	0	285.53700000000003	288.53700000000003	0.5	283.03700000000003
enc	enc36	old13	9	2	824	0	289.03700000000003	292.03700000000003	5.5	291.53700000000003
enc	enc37	old02	8	2	962	0	297.536	300.536	3.0	297.536
enc	enc38	old52	6	2	784	0	303.536	306.536	4.0	304.536
ctl	ctl15		6	2	672	0	310.535	313.535	6.5	314.035
ctl	ctl16		9	2	608	0	320.034	323.034	0.5	317.534
enc	enc39	old62	6	2	1230	0	323.534	326.534	11.5	332.034
enc	enc40	old65	5	2	1099	0	338.033	341.032	9.5	344.533
enc	enc41	old76	6	2	932	0	350.532	353.531	1.0	348.532
ctl	ctl17		8	2	967	0	354.531	357.531	5.5	357.031
enc	enc42	old63	9	2	1102	0	363.03	366.03	1.5	361.53
enc	enc43	old23	8	2	766	0	367.53	370.53	1.0	365.53
enc	enc44	old30	9	2	1063	0	371.53	374.529	2.0	370.53
ctl	ctl18		9	2	761	0	376.529	379.529	3.5	377.029
enc	enc45	old19	8	2	911	0	383.029	386.028	1.5	381.529
enc	enc46	old27	9	2	797	0	387.528	390.528	0.5	385.028
ctl	ctl19		8	2	542	0	391.028	394.028	2.5	390.528
ctl	ctl20		5	2	499	0	396.527	399.527	0.5	394.027
ctl	ctl21		5	2	433	0	400.027	403.027	2.5	399.527
ctl	ctl22		8	2	531	0	405.527	408.526	2.0	404.527
ctl	ctl23		9	2	692	0	410.526	413.526	11.0	418.526
ctl	ctl24		8	2	532	0	424.525	427.525	1.0	422.525
enc	enc47	old38	6	2	800	0	428.525	431.524	1.5	427.025
enc	enc48	old12	6	2	917	0	433.024	436.024	0.5	430.524
enc	enc49	old50	8	2	1019	0	436.524	439.524	0.5	434.024
enc	enc50	old47	9	2	989	0	440.024	443.023	2.0	439.024
enc	enc51	old11	6	2	870	0	445.023	448.023	1.0	443.023
ctl	ctl25		9	2	1233	0	449.023	452.023	2.0	448.023
ctl	ctl26		5	2	551	0	454.022	457.022	4.0	455.022
enc	enc52	old42	5	2	481	0	461.022	464.02099999999996	4.5	462.522
enc	enc53	old53	9	2	888	0	468.52099999999996	471.52099999999996	8.5	474.02099999999996
enc	enc54	old45	8	2	864	0	480.02	483.02	1.0	478.02
enc	enc55	old55	8	2	846	0	484.02	487.019	6.0	487.02
ctl	ctl27		6	2	879	0	493.019	496.019	1.5	491.519
enc	enc56	old31	6	2	1052	0	497.51800000000003	500.51800000000003	13.0	507.51800000000003
ctl	ctl28		6	2	678	0	513.5169999999999	516.5169999999999	1.5	512.0169999999999
enc	enc57	old57	9	2	939	0	518.0169999999999	521.016	1.5	516.5169999999999
enc	enc58	old75	9	2	846	0	522.516	525.516	7.5	527.016
enc	enc59	old59	5	2	2400	0	533.015	536.015	1.5	531.515
ctl	ctl29		9	2	943	0	537.515	540.515	3.5	538.015
enc	enc60	old64	8	2	1129	0	544.014	547.014	1.0	542.014
ctl	ctl30		8	2	964	0	548.014	551.014	1.5	546.514
enc	enc61	old05	8	2	990	0	552.514	555.513	3.5	553.014
ctl	ctl31		8	2	730	0	559.013	562.013	4.5	560.513
enc	enc62	old32	5	2	858	0	566.512	569.512	3.0	566.512
ctl	ctl32		5	2	718	0	572.512	575.511	0.5	570.012
enc	enc63	old74	8	2	784	0	576.011	579.011	8.0	581.011
enc	enc64	old78	9	2	1290	0	587.011	590.01	5.0	589.011
ctl	ctl33		9	2	842	0	595.01	598.009	0.5	592.51
ctl	ctl34		9	2	631	0	598.509	601.509	1.0	596.509
enc	enc65	old72	8	2	1461	0	602.509	605.509	11.5	611.009
enc	enc66	old69	8	2	1020	0	617.008	620.008	2.5	616.508
ctl	ctl35		6	2	782	0	622.507	625.507	2.0	621.507
enc	enc67	old09	5	2	943	0	627.507	630.507	0.5	625.007
enc	enc68	old04	9	2	802	0	631.006	634.006	1.0	629.006
enc	enc69	old29	5	2	1096	0	635.006	638.006	1.0	633.006
enc	enc70	old44	9	2	1510	0	639.006	642.006	0.5	636.506
enc	enc71	old37	8	2	1080	0	642.505	645.505	7.5	647.005
ctl	ctl36		6	2	841	0	653.005	656.0039999999999	15.0	665.005
enc	enc72	old18	6	2	729	0	671.003	674.003	0.5	668.503
enc	enc73	old71	9	2	983	0	674.503	677.502	1.0	672.503
ctl	ctl37		5	2	824	0	678.502	681.502	0.5	676.002
ctl	ctl38		6	2	604	0	682.002	685.002	9.0	688.002
enc	enc74	old49	5	2	961	0	694.0010000000001	697.0010000000001	6.0	697.0010000000001
enc	enc75	old43	6	2	976	0	703.0	706.0	10.5	710.5
ctl	ctl39		9	2	785	0	716.4989999999999	719.4989999999999	5.0	718.4989999999999
enc	enc76	old14	5	2	697	0	724.498	727.498	1.0	722.498
enc	enc77	old36	5	2	862	0	728.498	731.498	18.5	743.998
enc	enc78	old16	8	2	725	0				
