trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		8	1	868	0	7.585	10.584000000000001	0.5	5.085000000000001
enc	enc000		9	1	818	0	11.084000000000001	14.084000000000001	0.5	8.584000000000001
ctl	ctl0		8	3	1417	0	14.584000000000001	17.584	6.5	18.084000000000003
enc	enc01	old65	6	3	417	0	24.083000000000002	27.083000000000002	2.0	23.083000000000002
enc	enc02	old06	5	1	918	0	29.083000000000002	32.083	1.5	27.583000000000002
enc	enc03	old16	6	3	917	0	33.582	36.582	1.0	31.582
enc	enc04	old66	9	3	1418	0	37.582	40.582	8.5	43.082
enc	enc05	old58	8	1	1840	0	49.081	52.081	2.0	48.081
enc	enc06	old52	9	3	919	0	54.081	57.081	2.5	53.581
enc	enc07	old34	8	3	919	0	59.581	62.58	1.5	58.081
ctl	ctl01		8	3	419	0	64.08	67.08	1.5	62.58
ctl	ctl02		5	3	920	0	68.58	71.579	0.5	66.08
enc	enc08	old46	6	1	838	0	72.079	75.079	0.5	69.579
ctl	ctl03		6	3	420	0	75.579	78.579	2.0	74.579
enc	enc09	old21	5	1	1603	0	80.579	83.579	1.5	79.079
enc	enc10	old29	6	1	1645	0	85.07799999999999	88.07799999999999	2.0	84.07799999999999
ctl	ctl04		8	3	2421	0	90.07799999999999	93.07799999999999	7.5	94.57799999999999
enc	enc11	old07	6	1	1444	0	100.57700000000001	103.57700000000001	5.0	102.57700000000001
enc	enc12	old22	8	1	1303	0	108.57700000000001	111.57600000000001	1.5	107.07700000000001
enc	enc13	old69	5	3	1421	0	113.07600000000001	116.07600000000001	3.0	113.07600000000001
enc	enc14	old17	9	3	1922	0	119.07600000000001	122.075	1.0	117.07600000000001
enc	enc15	old28	9	3	922	0	123.075	126.075	1.5	121.575
enc	enc16	old32	5	3	1922	0	127.575	130.575	8.5	133.075
enc	enc17	old19	5	1	2103	0	139.07399999999998	142.07399999999998	2.0	138.07399999999998
enc	enc18	old11	5	3	923	0	144.07399999999998	147.07399999999998	1.0	142.07399999999998
ctl	ctl05		8	3	924	0	148.07299999999998	151.07299999999998	1.5	146.57299999999998
ctl	ctl06		5	3	1924	0	152.57299999999998	155.57299999999998	6.5	156.07299999999998
enc	enc19	old44	8	1	1329	0	162.072	165.072	1.5	160.572
enc	enc20	old74	6	3	425	0	166.572	169.572	6.5	170.072
enc	enc21	old56	5	3	929	0	176.071	179.071	3.5	176.571
ctl	ctl07		5	3	1426	0	182.571	185.57	8.0	187.571
enc	enc22	old75	6	1	1509	0	193.57	196.57	13.0	203.57
enc	enc23	old13	5	3	1425	0	209.56900000000002	212.56799999999998	1.0	207.56900000000002
ctl	ctl08		6	3	426	0	213.56799999999998	216.56799999999998	2.5	213.06799999999998
enc	enc24	old08	8	1	1421	0	219.06799999999998	222.06799999999998	1.5	217.56799999999998
enc	enc25	old40	5	3	927	0	223.567	226.567	3.5	224.067
enc	enc26	old57	9	3	1428	0	230.067	233.067	2.0	229.067
enc	enc27	old48	8	1	1948	0	235.067	238.06599999999997	3.0	235.067
enc	enc28	old25	9	3	2428	0	241.06599999999997	244.06599999999997	7.0	245.06599999999997
enc	enc29	old31	8	3	1429	0	251.065	254.065	1.0	249.065
enc	enc30	old62	6	3	1430	0	255.065	258.065	0.5	252.565
ctl	ctl09		9	3	2429	0	258.565	261.564	1.0	256.565
ctl	ctl10		8	3	1428	0	262.564	265.564	0.5	260.064
enc	enc31	old02	9	1	1804	0	266.064	269.064	7.0	270.064
enc	enc32	old67	6	3	1429	0	276.063	279.063	4.0	277.063
enc	enc33	old23	9	3	1430	0	283.063	286.062	2.0	282.063
enc	enc34	old26	6	3	1930	0	288.062	291.062	2.5	287.562
ctl	ctl11		5	3	1931	0	293.562	296.562	4.5	295.062
enc	enc35	old77	5	3	1431	0	301.061	304.061	0.5	298.561
enc	enc36	old03	9	3	1432	0	304.561	307.561	3.0	304.561
ctl	ctl12		9	3	432	0	310.561	313.56	2.0	309.561
enc	enc37	old04	8	1	1488	0	315.56	318.56	0.5	313.06
ctl	ctl13		6	3	1932	0	319.06	322.06	1.0	317.06
ctl	ctl14		6	3	932	0	323.06	326.059	2.5	322.56
