trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		5	1.0	2756	0	4.516	7.525	0.5	2.016
enc	enc00		8	1.0	2804	0	8.027000000000001	11.036	0.5	5.527000000000001
enc	enc000		9	1.0	2717	0	11.537	14.546	5.5	14.036999999999999
ctl	ctl01		8	1.0	2223	0	20.046	23.055	0.5	17.546
enc	enc01	old55	6	1.0	2170	0	23.555999999999997	26.565	1.0	21.555999999999997
enc	enc02	old04	5		0	1	27.552	30.561	1.0	25.552
enc	enc03	old20	6	1.0	2559	0	31.564	34.573	1.5	30.064
enc	enc04	old67	9	1.0	2787	0	36.06	39.069	2.0	35.06
enc	enc05	old60	8	1.0	2651	0	41.058	44.067	3.0	41.058
enc	enc06	old48	9	1.0	2197	0	47.06	50.068999999999996	0.5	44.56
ctl	ctl02		5	1.0	1171	0	50.57	53.57899999999999	4.0	51.57
ctl	ctl03		6	1.0	1124	0	57.574	60.583	2.5	57.074
enc	enc07	old30	8	1.0	2112	0	63.074	66.083	1.5	61.574
ctl	ctl04		8	1.0	1052	0	67.571	70.58	2.0	66.571
enc	enc08	old44	6		0	1	72.569	75.578	3.5	73.069
enc	enc09	old21	5	1.0	916	0	79.071	82.08	0.5	76.571
ctl	ctl05		8		0	1	82.58200000000001	85.59100000000001	2.5	82.08200000000001
enc	enc10	old27	6	1.0	1727	0	88.08200000000001	91.09100000000001	0.5	85.58200000000001
enc	enc11	old11	6	1.0	1403	0	91.59200000000001	94.601	1.0	89.59200000000001
enc	enc12	old15	8	1.0	1621	0	95.604	98.613	1.5	94.104
enc	enc13	old66	5	1.0	1569	0	100.101	103.11	2.5	99.601
enc	enc14	old23	9	1.0	1487	0	105.6	108.609	3.0	105.6
enc	enc15	old33	9	1.0	1676	0	111.602	114.61	1.0	109.602
enc	enc16	old39	5	1.0	1570	0	115.613	118.62200000000001	1.5	114.113
enc	enc17	old16	5	1.0	1943	0	120.11	123.119	1.5	118.61
