trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		5		0	1	4.538	7.537999999999999	0.5	2.0380000000000003
enc	enc00		8		0	1	8.037	11.037	0.5	5.537000000000001
enc	enc000		9		0	1	11.537	14.537	5.5	14.036999999999999
ctl	ctl01		8		0	1	20.035999999999998	23.035999999999998	0.5	17.535999999999998
enc	enc01	old64	6		0	1	23.535999999999998	26.535999999999998	1.0	21.535999999999998
enc	enc02	old02	5		0	1	27.535999999999998	30.535999999999998	1.0	25.535999999999998
enc	enc03	old17	6		0	1	31.535	34.535	1.5	30.034999999999997
enc	enc04	old74	9		0	1	36.035	39.035	2.0	35.035
enc	enc05	old55	8		0	1	41.035	44.034	3.0	41.035
enc	enc06	old47	9		0	1	47.034	50.034	0.5	44.534
ctl	ctl02		5		0	1	50.534	53.534	4.0	51.534
ctl	ctl03		6		0	1	57.533	60.533	2.5	57.033
enc	enc07	old38	8		0	1	63.033	66.032	1.5	61.533
ctl	ctl04		8		0	1	67.532	70.532	2.0	66.532
enc	enc08	old50	6		0	1	72.532	75.532	3.5	73.032
enc	enc09	old15	5		0	1	79.031	82.031	0.5	76.531
ctl	ctl05		8		0	1	82.531	85.531	2.5	82.031
enc	enc10	old31	6		0	1	88.031	91.03	0.5	85.531
enc	enc11	old06	6		0	1	91.53	94.53	1.0	89.53
enc	enc12	old14	8		0	1	95.53	98.53	1.5	94.03
enc	enc13	old68	5		0	1	100.03	103.029	2.5	99.53
enc	enc14	old25	9		0	1	105.529	108.529	3.0	105.529
enc	enc15	old30	9		0	1	111.529	114.52799999999999	1.0	109.529
enc	enc16	old27	5		0	1	115.52799999999999	118.52799999999999	1.5	114.02799999999999
enc	enc17	old18	5		0	1	120.02799999999999	123.02799999999999	1.5	118.52799999999999
ctl	ctl06		5		0	1	124.527	127.527	1.0	122.527
enc	enc18	old11	5		0	1	128.52700000000002	131.52700000000002	2.5	128.02700000000002
enc	enc19	old44	8		0	1	134.02700000000002	137.026	2.5	133.52700000000002
ctl	ctl07		5		0	1	139.526	142.526	0.5	137.026
enc	enc20	old66	6		0	1	143.026	146.026	5.5	145.526
enc	enc21	old63	5		0	1	151.525	154.525	5.5	154.025
enc	enc22	old78	6		0	1	160.024	163.024	2.0	159.024
enc	enc23	old07	5		0	1	165.024	168.024	1.0	163.024
enc	enc24	old13	8		0	1	169.024	172.023	3.0	169.024
enc	enc25	old42	5		0	1	175.023	178.023	3.5	175.523
enc	enc26	old53	9		0	1	181.523	184.52200000000002	0.5	179.023
ctl	ctl08		6		0	1	185.02200000000002	188.02200000000002	1.5	183.52200000000002
ctl	ctl09		9		0	1	189.52200000000002	192.52200000000002	9.5	196.02200000000002
ctl	ctl10		8		0	1	202.021	205.021	2.0	201.021
ctl	ctl11		5		0	1	207.02	210.02	2.0	206.02
enc	enc27	old40	8		0	1	212.02	215.02	1.0	210.02
ctl	ctl12		9		0	1	216.02	219.019	0.5	213.52
enc	enc28	old23	9		0	1	219.519	222.519	0.5	217.019
ctl	ctl13		6		0	1	223.019	226.019	2.0	222.019
enc	enc29	old28	8		0	1	228.019	231.018	4.5	229.519
enc	enc30	old54	6		0	1	235.518	238.518	3.5	236.018
enc	enc31	old03	9		0	1	242.017	245.017	8.0	247.017
enc	enc32	old69	6		0	1	253.016	256.01599999999996	9.0	259.01599999999996
enc	enc33	old26	9		0	1	265.015	268.015	0.5	262.515
enc	enc34	old20	6		0	1	268.515	271.515	2.5	268.015
ctl	ctl14		6		0	1	274.015	277.014	8.5	279.515
enc	enc35	old71	5		0	1	285.514	288.513	0.5	283.014
enc	enc36	old10	9		0	1	289.013	292.013	5.5	291.513
enc	enc37	old08	8		0	1	297.513	300.512	3.0	297.513
enc	enc38	old49	6		0	1	303.512	306.512	4.0	304.512
ctl	ctl15		6		0	1	310.512	313.51099999999997	6.5	314.012
ctl	ctl16		9		0	1	320.01099999999997	323.01099999999997	0.5	317.51099999999997
enc	enc39	old61	6		0	1	323.51	326.51	11.5	332.01
enc	enc40	old65	5		0	1	338.009	341.009	9.5	344.509
enc	enc41	old73	6		0	1	350.50800000000004	353.50800000000004	1.0	348.50800000000004
ctl	ctl17		8		0	1	354.50800000000004	357.50800000000004	5.5	357.00800000000004
enc	enc42	old56	9		0	1	363.00699999999995	366.00699999999995	1.5	361.50699999999995
enc	enc43	old21	8		0	1	367.50699999999995	370.506	1.0	365.50699999999995
enc	enc44	old36	9		0	1	371.506	374.506	2.0	370.506
ctl	ctl18		9		0	1	376.506	379.506	3.5	377.006
enc	enc45	old22	8		0	1	383.005	386.005	1.5	381.505
