trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		5	1	1184	0	4.512	7.521	0.5	2.0119999999999996
enc	enc00		8	1	768	0	8.023	11.032	0.5	5.523
enc	enc000		9	1	1520	0	11.533	14.542	5.5	14.033000000000001
ctl	ctl01		8	1	1026	0	20.042	23.051	0.5	17.542
enc	enc01	old58	6	1	1637	0	23.552	26.561	1.0	21.552
enc	enc02	old08	5	1	2311	0	27.546999999999997	30.555999999999997	1.0	25.546999999999997
enc	enc03	old17	6	1	1660	0	31.543000000000003	34.552	1.5	30.043000000000006
enc	enc04	old68	9	1	1295	0	36.039	39.048	2.0	35.039
enc	enc05	old62	8	1	1207	0	41.038000000000004	44.04600000000001	3.0	41.038000000000004
enc	enc06	old52	9	1	1040	0	47.038999999999994	50.048	0.5	44.538999999999994
ctl	ctl02		5	1	767	0	50.549	53.558	4.0	51.549
ctl	ctl03		6	1	897	0	57.553000000000004	60.562	2.5	57.053000000000004
enc	enc07	old33	8	1	1244	0	63.053000000000004	66.062	1.5	61.553
ctl	ctl04		8	1	944	0	67.55	70.559	2.0	66.55
enc	enc08	old50	6	1	1223	0	72.548	75.557	3.5	73.048
enc	enc09	old26	5	1	1177	0	79.051	82.059	0.5	76.551
ctl	ctl05		8	1	658	0	82.561	85.57	2.5	82.061
enc	enc10	old30	6	1	1411	0	88.061	91.07	0.5	85.561
enc	enc11	old03	6	1	951	0	91.571	94.58	1.0	89.571
enc	enc12	old18	8	1	1329	0	95.583	98.59200000000001	1.5	94.083
enc	enc13	old69	5	1	1077	0	100.08	103.089	2.5	99.58
enc	enc14	old15	9	1	940	0	105.579	108.588	3.0	105.579
enc	enc15	old36	9	1	952	0	111.581	114.59	1.0	109.581
enc	enc16	old38	5	1	1422	0	115.59299999999999	118.601	1.5	114.09299999999999
enc	enc17	old23	5	1	1338	0	120.089	123.098	1.5	118.589
ctl	ctl06		5	1	1074	0	124.586	127.595	1.0	122.586
enc	enc18	old06	5	1	1017	0	128.59799999999998	131.607	2.5	128.09799999999998
enc	enc19	old42	8	1	845	0	134.09799999999998	137.106	2.5	133.59799999999998
ctl	ctl07		5	1	808	0	139.597	142.606	0.5	137.097
enc	enc20	old71	6	1	749	0	143.108	146.11700000000002	5.5	145.608
enc	enc21	old61	5	1	1198	0	151.616	154.625	5.5	154.116
enc	enc22	old73	6	1	778	0	160.125	163.134	2.0	159.125
enc	enc23	old12	5	1	964	0	165.123	168.132	1.0	163.123
enc	enc24	old02	8	1	950	0	169.118	172.127	3.0	169.118
enc	enc25	old48	5	1	1355	0	175.12	178.128	3.5	175.62
enc	enc26	old63	9	1	1057	0	181.622	184.63099999999997	0.5	179.122
ctl	ctl08		6	1	770	0	185.13299999999998	188.142	1.5	183.63299999999998
ctl	ctl09		9	1	835	0	189.62900000000002	192.638	9.5	196.12900000000002
ctl	ctl10		8	1	643	0	202.13299999999998	205.142	2.0	201.13299999999998
ctl	ctl11		5	1	739	0	207.13099999999997	210.14	2.0	206.13099999999997
enc	enc27	old45	8	1	1036	0	212.13	215.138	1.0	210.13
ctl	ctl12		9	1	741	0	216.141	219.15	0.5	213.641
enc	enc28	old21	9	1	1034	0	219.65200000000002	222.66099999999997	0.5	217.15200000000002
ctl	ctl13		6	1	891	0	223.162	226.171	2.0	222.162
enc	enc29	old35	8	1	765	0	228.16099999999997	231.169	4.5	229.66099999999997
enc	enc30	old64	6	1	1214	0	235.666	238.675	3.5	236.166
enc	enc31	old13	9	1	1012	0	242.169	245.178	8.0	247.169
enc	enc32	old74	6	1	773	0	253.168	256.177	9.0	259.168
enc	enc33	old22	9	1	1238	0	265.171	268.18	0.5	262.671
enc	enc34	old20	6	1	1258	0	268.681	271.69	2.5	268.181
ctl	ctl14		6	1	732	0	274.181	277.19	8.5	279.681
enc	enc35	old66	5	1	1120	0	285.682	288.691	0.5	283.182
enc	enc36	old09	9	1	1026	0	289.192	292.20099999999996	5.5	291.692
enc	enc37	old10	8	1	1196	0	297.70099999999996	300.71	3.0	297.70099999999996
enc	enc38	old40	6	1	911	0	303.702	306.711	4.0	304.702
ctl	ctl15		6	1	670	0	310.70599999999996	313.715	6.5	314.20599999999996
ctl	ctl16		9	1	521	0	320.218	323.22700000000003	0.5	317.718
enc	enc39	old53	6	1	937	0	323.728	326.737	11.5	332.228
enc	enc40	old65	5	1	1139	0	338.23800000000006	341.24699999999996	9.5	344.73800000000006
enc	enc41	old72	6	1	1132	0	350.74199999999996	353.751	1.0	348.74199999999996
ctl	ctl17		8	1	788	0	354.754	357.76300000000003	5.5	357.254
enc	enc42	old54	9	1	1040	0	363.26199999999994	366.27099999999996	1.5	361.76199999999994
enc	enc43	old25	8	1	931	0	367.759	370.76800000000003	1.0	365.759
enc	enc44	old27	9	1	1258	0	371.77099999999996	374.78	2.0	370.77099999999996
ctl	ctl18		9	1	822	0	376.769	379.778	3.5	377.269
enc	enc45	old14	8	1	944	0	383.272	386.281	1.5	381.772
enc	enc46	old34	9	1	624	0	387.76800000000003	390.777	0.5	385.26800000000003
ctl	ctl19		8	1	704	0	391.279	394.288	2.5	390.779
ctl	ctl20		5	1	913	0	396.779	399.787	0.5	394.279
ctl	ctl21		5	1	685	0	400.289	403.298	2.5	399.789
ctl	ctl22		8	1	799	0	405.789	408.798	2.0	404.789
ctl	ctl23		9	1	650	0	410.787	413.796	11.0	418.787
ctl	ctl24		8	1	660	0	424.795	427.80400000000003	1.0	422.795
enc	enc47	old31	6	1	1100	0	428.79	431.79900000000004	1.5	427.29
enc	enc48	old07	6	1	1569	0	433.287	436.296	0.5	430.787
enc	enc49	old43	8	1	1167	0	436.798	439.806	0.5	434.298
enc	enc50	old51	9	1	1032	0	440.30800000000005	443.31699999999995	2.0	439.30800000000005
enc	enc51	old11	6	1	1514	0	445.306	448.315	1.0	443.306
ctl	ctl25		9	1	1100	0	449.301	452.31	2.0	448.301
ctl	ctl26		5	1	721	0	454.3	457.309	4.0	455.3
enc	enc52	old46	5	1	1050	0	461.30400000000003	464.31300000000005	4.5	462.80400000000003
enc	enc53	old57	9	1	845	0	468.809	471.81800000000004	8.5	474.309
enc	enc54	old44	8	1	892	0	480.31	483.319	1.0	478.31
enc	enc55	old60	8	1	878	0	484.305	487.314	6.0	487.305
ctl	ctl27		6	1	811	0	493.316	496.325	1.5	491.816
enc	enc56	old39	6	1	1096	0	497.81199999999995	500.82099999999997	13.0	507.81199999999995
ctl	ctl28		6	1	912	0	513.81	516.819	1.5	512.31
enc	enc57	old55	9	1	1017	0	518.307	521.315	1.5	516.807
enc	enc58	old77	9	1	888	0	522.803	525.812	7.5	527.303
enc	enc59	old59	5	1	1008	0	533.3009999999999	536.31	1.5	531.8009999999999
ctl	ctl29		9	1	733	0	537.798	540.807	3.5	538.298
enc	enc60	old56	8	1	1188	0	544.3	547.309	1.0	542.3
ctl	ctl30		8	1	742	0	548.2959999999999	551.305	1.5	546.7959999999999
enc	enc61	old04	8	1	1050	0	552.7919999999999	555.8009999999999	3.5	553.2919999999999
ctl	ctl31		8	1	674	0	559.295	562.304	4.5	560.795
enc	enc62	old29	5	1	938	0	566.8009999999999	569.81	3.0	566.8009999999999
ctl	ctl32		5	1	616	0	572.802	575.811	0.5	570.302
