trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		9	1	1043	0	5.019	8.027999999999999	3.0	5.019
enc	enc00		5	1	1165	0	11.02	14.029000000000002	2.0	10.02
enc	enc000		9	1	1100	0	16.019000000000002	19.028	1.0	14.019000000000002
ctl	ctl01		6	1	973	0	20.031	23.04	8.0	25.031
enc	enc01	old61	8	1	1097	0	31.03	34.039	7.5	35.53
enc	enc02	old10	5	1	626	0	41.528	44.537	0.5	39.028
enc	enc03	old62	5	1	1135	0	45.038999999999994	48.048	6.0	48.038999999999994
enc	enc04	old40	6	1	1224	0	54.049	57.058	2.0	53.049
enc	enc05	old43	5	1	1078	0	59.047	62.056000000000004	2.0	58.047
enc	enc06	old71	9	1	1032	0	64.046	67.055	4.0	65.046
ctl	ctl02		5	1	1313	0	71.05	74.059	2.5	70.55
ctl	ctl03		6	1	1053	0	76.55	79.559	1.5	75.05
ctl	ctl04		6	1	561	0	81.046	84.055	5.0	83.046
ctl	ctl05		9	1	632	0	89.054	92.06299999999999	1.0	87.054
enc	enc07	old53	6	1	832	0	93.066	96.075	3.0	93.066
enc	enc08	old12	8	1	1036	0	99.06700000000001	102.07600000000001	3.0	99.06700000000001
ctl	ctl06		9	1	683	0	105.068	108.07700000000001	2.5	104.568
enc	enc09	old44	9	1	1082	0	110.568	113.57700000000001	6.5	114.068
enc	enc10	old13	5	1	958	0	120.08	123.089	2.5	119.58
enc	enc11	old31	9	1	1197	0	125.579	128.588	2.0	124.579
enc	enc12	old27	5	1	1338	0	130.578	133.58700000000002	4.5	132.078
enc	enc13	old68	8	1	947	0	138.083	141.092	4.5	139.583
enc	enc14	old70	8	1	762	0	145.589	148.59799999999998	2.5	145.089
enc	enc15	old66	9	1	1480	0	151.089	154.09799999999998	1.0	149.089
enc	enc16	old75	8	1	1196	0	155.101	158.11	1.5	153.601
enc	enc17	old03	5	1	1024	0	159.59799999999998	162.607	4.0	160.59799999999998
ctl	ctl07		5	1	798	0	166.602	169.611	3.0	166.602
ctl	ctl08		8	1	594	0	172.60299999999998	175.612	1.0	170.60299999999998
enc	enc18	old28	8	1	953	0	176.59799999999998	179.607	1.0	174.59799999999998
enc	enc19	old18	8	1	1374	0	180.59400000000002	183.60299999999998	0.5	178.09400000000002
enc	enc20	old17	5	1	986	0	184.104	187.113	3.5	184.604
enc	enc21	old76	9	1	1116	0	190.607	193.61599999999999	4.5	192.107
enc	enc22	old26	9	1	981	0	198.113	201.122	9.5	204.613
ctl	ctl09		8	1	1058	0	210.61700000000002	213.62599999999998	3.5	211.11700000000002
enc	enc23	old02	6	1	786	0	217.12	220.12900000000002	4.0	218.12
ctl	ctl10		9	1	675	0	224.12400000000002	227.13299999999998	4.0	225.12400000000002
enc	enc24	old21	8	1	615	0	231.128	234.137	1.0	229.128
enc	enc25	old49	8	1	1187	0	235.123	238.132	6.0	238.123
enc	enc26	old22	9	1	744	0	244.13400000000001	247.143	6.5	247.63400000000001
enc	enc27	old51	5	1	892	0	253.645	256.654	2.0	252.645
enc	enc28	old34	6	1	733	0	258.644	261.653	1.5	257.144
enc	enc29	old52	9	1	1118	0	263.14	266.149	2.5	262.64
enc	enc30	old50	8	1	966	0	268.64	271.649	4.5	270.14
enc	enc31	old32	6	1	1098	0	276.14599999999996	279.155	0.5	273.64599999999996
enc	enc32	old01	6	1	711	0	279.656	282.665	1.0	277.656
ctl	ctl11		6	1	705	0	283.652	286.661	1.5	282.152
enc	enc33	old09	9	1	637	0	288.14799999999997	291.157	2.0	287.14799999999997
enc	enc34	old63	8	1	1213	0	293.147	296.156	4.0	294.147
ctl	ctl12		6	1	694	0	300.151	303.16	2.0	299.151
enc	enc35	old04	9	1	986	0	305.149	308.158	2.5	304.649
enc	enc36	old57	8	1	1196	0	310.649	313.658	2.0	309.649
enc	enc37	old23	9	1	2112	0	315.647	318.656	14.5	327.147
enc	enc38	old73	6	1	777	0	333.15	336.159	4.0	334.15
enc	enc39	old19	5	1	810	0	340.154	343.163	1.5	338.654
ctl	ctl13		5	1	734	0	344.651	347.66	1.0	342.651
enc	enc40	old15	6	1	509	0	348.663	351.67199999999997	3.0	348.663
ctl	ctl14		9	1	745	0	354.664	357.673	5.5	357.164
ctl	ctl15		8	1	583	0	363.173	366.18199999999996	2.0	362.173
ctl	ctl16		9	1	770	0	368.171	371.18	2.5	367.671
enc	enc41	old46	6	1	1252	0	373.671	376.68	3.0	373.671
enc	enc42	old29	8	1	840	0	379.67199999999997	382.681	3.0	379.67199999999997
enc	enc43	old39	9	1	503	0	385.673	388.68199999999996	2.0	384.673
enc	enc44	old78	5	1	974	0	390.671	393.68	5.0	392.671
enc	enc45	old65	6	1	824	0	398.67900000000003	401.68800000000005	4.5	400.17900000000003
enc	enc46	old58	9	1	887	0	406.185	409.194	10.5	413.685
ctl	ctl17		8	1	693	0	419.69199999999995	422.70099999999996	2.5	419.19199999999995
enc	enc47	old67	6	1	474	0	425.191	428.2	2.5	424.691
enc	enc48	old35	9	1	895	0	430.691	433.7	6.0	433.691
ctl	ctl18		5	1	979	0	439.70099999999996	442.71	3.5	440.20099999999996
ctl	ctl19		5	1	696	0	446.204	449.213	1.5	444.704
enc	enc49	old25	6	1	529	0	450.70099999999996	453.71	2.5	450.20099999999996
ctl	ctl20		8	1	904	0	456.20099999999996	459.21	4.0	457.20099999999996
ctl	ctl21		9	1	732	0	463.205	466.214	2.0	462.205
enc	enc50	old11	8	1	936	0	468.20300000000003	471.212	3.0	468.20300000000003
enc	enc51	old55	9	1	618	0	474.204	477.213	3.0	474.204
ctl	ctl22		8	1	592	0	480.20599999999996	483.215	4.0	481.20599999999996
enc	enc52	old41	8	1	918	0	487.21	490.219	0.5	484.71
enc	enc53	old16	9	1	850	0	490.72	493.72900000000004	8.0	495.72
ctl	ctl23		9	1	516	0	501.72	504.72900000000004	3.0	501.72
ctl	ctl24		6	1	692	0	507.721	510.73	0.5	505.221
enc	enc54	old45	5	1	627	0	511.23199999999997	514.241	1.5	509.73199999999997
enc	enc55	old37	8	1	860	0	515.729	518.738	4.0	516.729
enc	enc56	old30	5	1	554	0	522.7330000000001	525.742	5.0	524.7330000000001
ctl	ctl25		6	1	646	0	530.74	533.749	7.5	535.24
enc	enc57	old72	6	1	487	0	541.238	544.247	1.0	539.238
ctl	ctl26		6	1	589	0	545.2330000000001	548.242	1.5	543.7330000000001
ctl	ctl27		9	1	554	0	549.73	552.739	0.5	547.23
enc	enc58	old20	5	1	1177	0	553.241	556.25	1.5	551.741
enc	enc59	old69	6	1	698	0	557.737	560.746	2.0	556.737
enc	enc60	old47	8	1	1369	0	562.736	565.745	1.0	560.736
ctl	ctl28		5	1	666	0	566.748	569.757	5.0	568.748
ctl	ctl29		8	1	502	0	574.755	577.764	2.0	573.755
ctl	ctl30		9	1	959	0	579.753	582.762	5.5	582.253
ctl	ctl31		6	1	425	0	588.262	591.271	0.5	585.762
enc	enc61	old33	5	1	476	0	591.7719999999999	594.781	8.0	596.7719999999999
ctl	ctl32		5	1	758	0	602.7719999999999	605.781	1.0	600.7719999999999
enc	enc62	old56	5	1	485	0	606.784	609.793	0.5	604.284
