trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		8	3	1642	0	7.531000000000001	10.530999999999999	0.5	5.031000000000001
enc	enc000		9	3	617	0	11.030999999999999	14.030999999999999	0.5	8.530999999999999
ctl	ctl0		8	3	1353	0	14.530999999999999	17.53	6.5	18.031
enc	enc01	old64	6	3	901	0	24.03	27.03	2.0	23.03
enc	enc02	old07	5	3	1419	0	29.029	32.029	1.5	27.529
enc	enc03	old18	6	3	1501	0	33.529	36.529	1.0	31.529000000000003
enc	enc04	old73	9	3	1135	0	37.529	40.528	8.5	43.029
enc	enc05	old59	8	3	1029	0	49.028	52.027	2.0	48.028
enc	enc06	old43	9	3	1005	0	54.027	57.027	2.5	53.527
enc	enc07	old31	8	3	726	0	59.527	62.526	1.5	58.027
ctl	ctl01		8	3	789	0	64.02600000000001	67.02600000000001	1.5	62.52600000000001
ctl	ctl02		5	3	815	0	68.52600000000001	71.52600000000001	0.5	66.02600000000001
enc	enc08	old47	6	3	1195	0	72.02600000000001	75.025	0.5	69.52600000000001
ctl	ctl03		6	3	750	0	75.525	78.525	2.0	74.525
enc	enc09	old15	5	3	769	0	80.525	83.524	1.5	79.025
enc	enc10	old27	6	3	997	0	85.024	88.024	2.0	84.024
ctl	ctl04		8	3	615	0	90.024	93.024	7.5	94.524
enc	enc11	old11	6	3	967	0	100.523	103.523	5.0	102.523
enc	enc12	old17	8	3	746	0	108.522	111.522	1.5	107.022
enc	enc13	old66	5	3	1126	0	113.022	116.022	3.0	113.022
enc	enc14	old22	9	3	938	0	119.021	122.021	1.0	117.021
enc	enc15	old32	9	3	879	0	123.021	126.021	1.5	121.521
enc	enc16	old34	5	3	928	0	127.521	130.52	8.5	133.02100000000002
enc	enc17	old19	5	3	1175	0	139.02	142.019	2.0	138.02
enc	enc18	old09	5	3	797	0	144.019	147.019	1.0	142.019
ctl	ctl05		8	3	689	0	148.019	151.018	1.5	146.519
ctl	ctl06		5	3	669	0	152.518	155.518	6.5	156.018
enc	enc19	old41	8	3	989	0	162.017	165.017	1.5	160.517
enc	enc20	old77	6	3	714	0	166.517	169.517	6.5	170.017
enc	enc21	old57	5	3	962	0	176.016	179.016	3.5	176.516
ctl	ctl07		5	3	690	0	182.516	185.515	8.0	187.516
enc	enc22	old75	6	3	885	0	193.515	196.514	13.0	203.515
enc	enc23	old02	5	3	712	0	209.513	212.513	1.0	207.513
ctl	ctl08		6	3	626	0	213.513	216.513	2.5	213.013
enc	enc24	old04	8	3	1004	0	219.012	222.012	1.5	217.512
enc	enc25	old42	5	3	855	0	223.512	226.512	3.5	224.012
