trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		8		0	1	7.537999999999999	10.538	0.5	5.038
enc	enc000		9		0	1	11.038	14.038	0.5	8.538
ctl	ctl0		8		0	1	14.538	17.537	6.5	18.038
enc	enc01	old58	6		0	1	24.037	27.035999999999998	2.0	23.037
enc	enc02	old03	5		0	1	29.035999999999998	32.036	1.5	27.535999999999998
enc	enc03	old16	6		0	1	33.536	36.536	1.0	31.536
enc	enc04	old78	9		0	1	37.536	40.535	8.5	43.036
enc	enc05	old63	8		0	1	49.035	52.034	2.0	48.035
enc	enc06	old46	9		0	1	54.034	57.034	2.5	53.534
enc	enc07	old32	8		0	1	59.534	62.533	1.5	58.034
ctl	ctl01		8		0	1	64.033	67.033	1.5	62.533
ctl	ctl02		5		0	1	68.533	71.533	0.5	66.033
enc	enc08	old42	6		0	1	72.032	75.032	0.5	69.532
ctl	ctl03		6		0	1	75.532	78.532	2.0	74.532
enc	enc09	old14	5		0	1	80.532	83.531	1.5	79.032
enc	enc10	old36	6		0	1	85.031	88.031	2.0	84.031
ctl	ctl04		8		0	1	90.031	93.031	7.5	94.531
enc	enc11	old05	6		0	1	100.53	103.53	5.0	102.53
enc	enc12	old25	8		0	1	108.529	111.529	1.5	107.029
enc	enc13	old72	5		0	1	113.029	116.02799999999999	3.0	113.029
enc	enc14	old15	9		0	1	119.02799999999999	122.02799999999999	1.0	117.02799999999999
enc	enc15	old38	9		0	1	123.02799999999999	126.02799999999999	1.5	121.52799999999999
enc	enc16	old34	5		0	1	127.527	130.52700000000002	8.5	133.027
enc	enc17	old18	5		0	1	139.026	142.026	2.0	138.026
enc	enc18	old12	5		0	1	144.026	147.026	1.0	142.026
ctl	ctl05		8		0	1	148.026	151.025	1.5	146.526
ctl	ctl06		5		0	1	152.525	155.525	6.5	156.025
enc	enc19	old48	8		0	1	162.024	165.024	1.5	160.524
enc	enc20	old67	6		0	1	166.524	169.524	6.5	170.024
enc	enc21	old60	5		0	1	176.023	179.023	3.5	176.523
ctl	ctl07		5		0	1	182.523	185.52200000000002	8.0	187.523
enc	enc22	old69	6		0	1	193.52200000000002	196.521	13.0	203.52200000000002
enc	enc23	old09	5		0	1	209.52	212.52	1.0	207.52
ctl	ctl08		6		0	1	213.52	216.52	2.5	213.02
enc	enc24	old13	8		0	1	219.019	222.019	1.5	217.519
enc	enc25	old50	5		0	1	223.519	226.519	3.5	224.019
enc	enc26	old59	9		0	1	230.018	233.018	2.0	229.018
enc	enc27	old43	8		0	1	235.018	238.018	3.0	235.018
enc	enc28	old26	9		0	1	241.017	244.017	7.0	245.017
enc	enc29	old28	8		0	1	251.016	254.016	1.0	249.016
enc	enc30	old65	6		0	1	255.016	258.01599999999996	0.5	252.516
ctl	ctl09		9		0	1	258.51599999999996	261.51599999999996	1.0	256.51599999999996
ctl	ctl10		8		0	1	262.515	265.515	0.5	260.015
enc	enc31	old02	9		0	1	266.015	269.015	7.0	270.015
enc	enc32	old73	6		0	1	276.014	279.014	4.0	277.014
enc	enc33	old22	9		0	1	283.014	286.013	2.0	282.014
enc	enc34	old20	6		0	1	288.013	291.013	2.5	287.513
ctl	ctl11		5		0	1	293.513	296.512	4.5	295.013
enc	enc35	old68	5		0	1	301.012	304.012	0.5	298.512
enc	enc36	old06	9		0	1	304.512	307.51099999999997	3.0	304.512
ctl	ctl12		9		0	1	310.51099999999997	313.51099999999997	2.0	309.51099999999997
enc	enc37	old04	8		0	1	315.51099999999997	318.51	0.5	313.01099999999997
ctl	ctl13		6		0	1	319.01	322.01	1.0	317.01
ctl	ctl14		6		0	1	323.01	326.01	2.5	322.51
ctl	ctl15		6		0	1	328.51	331.509	6.5	332.01
ctl	ctl16		9		0	1	338.009	341.00800000000004	9.5	344.509
enc	enc38	old41	6		0	1	350.50800000000004	353.50699999999995	3.0	350.50800000000004
enc	enc39	old53	6		0	1	356.50699999999995	359.50699999999995	3.0	356.50699999999995
enc	enc40	old62	5		0	1	362.506	365.506	1.0	360.506
enc	enc41	old70	6		0	1	366.506	369.506	2.0	365.506
enc	enc42	old56	9		0	1	371.506	374.505	1.0	369.506
enc	enc43	old19	8		0	1	375.505	378.505	0.5	373.005
enc	enc44	old27	9		0	1	379.005	382.005	2.5	378.505
enc	enc45	old23	8		0	1	384.505	387.504	8.5	390.005
enc	enc46	old30	9		0	1	396.00300000000004	399.00300000000004	5.5	398.50300000000004
enc	enc47	old33	6		0	1	404.50300000000004	407.50199999999995	2.0	403.50300000000004
