trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		8		0	1	7.545	10.545	0.5	5.045
enc	enc000		9		0	1	11.045	14.044	0.5	8.545
ctl	ctl0		8	3.0	2121	0	14.544	17.544	6.5	18.044
enc	enc01	old54	6		0	1	24.043000000000003	27.043000000000003	2.0	23.043000000000003
enc	enc02	old07	5		0	1	29.043000000000003	32.043	1.5	27.543000000000003
enc	enc03	old16	6		0	1	33.543	36.542	1.0	31.543
enc	enc04	old72	9		0	1	37.542	40.542	8.5	43.042
enc	enc05	old53	8	3.0	174	0	49.041000000000004	52.041000000000004	2.0	48.041000000000004
enc	enc06	old46	9		0	1	54.041000000000004	57.041000000000004	2.5	53.541000000000004
enc	enc07	old38	8		0	1	59.541000000000004	62.54	1.5	58.041000000000004
ctl	ctl01		8	3.0	1491	0	64.04	67.04	1.5	62.540000000000006
ctl	ctl02		5	3.0	1274	0	68.54	71.54	0.5	66.04
enc	enc08	old43	6		0	1	72.04	75.039	0.5	69.54
ctl	ctl03		6	3.0	1302	0	75.539	78.539	2.0	74.539
enc	enc09	old23	5		0	1	80.539	83.539	1.5	79.039
enc	enc10	old36	6	3.0	2902	0	85.038	88.038	2.0	84.038
ctl	ctl04		8	3.0	1494	0	90.038	93.038	7.5	94.538
enc	enc11	old08	6	3.0	2267	0	100.537	103.537	5.0	102.537
enc	enc12	old19	8		0	1	108.537	111.536	1.5	107.037
enc	enc13	old75	5		0	1	113.036	116.036	3.0	113.036
enc	enc14	old22	9		0	1	119.036	122.035	1.0	117.036
enc	enc15	old35	9	3.0	2937	0	123.035	126.035	1.5	121.535
enc	enc16	old39	5		0	1	127.535	130.535	8.5	133.035
enc	enc17	old24	5		0	1	139.034	142.034	2.0	138.034
enc	enc18	old13	5	3.0	2828	0	144.034	147.033	1.0	142.034
ctl	ctl05		8	3.0	1532	0	148.033	151.033	1.5	146.533
ctl	ctl06		5	3.0	1462	0	152.533	155.533	6.5	156.033
enc	enc19	old41	8	3.0	2833	0	162.032	165.032	1.5	160.532
enc	enc20	old70	6		0	1	166.532	169.532	6.5	170.032
enc	enc21	old64	5		0	1	176.03099999999998	179.03099999999998	3.5	176.53099999999998
ctl	ctl07		5	3.0	1220	0	182.53	185.53	8.0	187.53
enc	enc22	old76	6	3.0	2986	0	193.53	196.52900000000002	13.0	203.53
enc	enc23	old11	5		0	1	209.528	212.528	1.0	207.528
ctl	ctl08		6	3.0	1663	0	213.528	216.528	2.5	213.028
enc	enc24	old09	8		0	1	219.02700000000002	222.02700000000002	1.5	217.52700000000002
enc	enc25	old45	5		0	1	223.52700000000002	226.52700000000002	3.5	224.02700000000002
enc	enc26	old62	9		0	1	230.02700000000002	233.02599999999998	2.0	229.02700000000002
enc	enc27	old49	8		0	1	235.02599999999998	238.02599999999998	3.0	235.02599999999998
enc	enc28	old21	9		0	1	241.02599999999998	244.025	7.0	245.02599999999998
enc	enc29	old33	8	3.0	2851	0	251.025	254.025	1.0	249.025
enc	enc30	old55	6	3.0	2417	0	255.025	258.024	0.5	252.525
ctl	ctl09		9	3.0	1290	0	258.524	261.524	1.0	256.524
ctl	ctl10		8	3.0	1005	0	262.524	265.524	0.5	260.024
enc	enc31	old05	9	3.0	2674	0	266.024	269.02299999999997	7.0	270.024
enc	enc32	old67	6		0	1	276.02299999999997	279.02299999999997	4.0	277.02299999999997
enc	enc33	old18	9	3.0	2558	0	283.022	286.022	2.0	282.022
enc	enc34	old26	6	3.0	2741	0	288.022	291.022	2.5	287.522
ctl	ctl11		5	3.0	1384	0	293.52099999999996	296.52099999999996	4.5	295.02099999999996
enc	enc35	old71	5		0	1	301.02099999999996	304.02	0.5	298.52099999999996
enc	enc36	old04	9	3.0	2105	0	304.52	307.52	3.0	304.52
ctl	ctl12		9	3.0	1182	0	310.52	313.52	2.0	309.52
enc	enc37	old01	8	3.0	2523	0	315.52	318.519	0.5	313.02
ctl	ctl13		6	3.0	1242	0	319.019	322.019	1.0	317.019
ctl	ctl14		6	3.0	929	0	323.019	326.019	2.5	322.519
ctl	ctl15		6	3.0	1333	0	328.51800000000003	331.51800000000003	6.5	332.01800000000003
ctl	ctl16		9	3.0	1424	0	338.01800000000003	341.017	9.5	344.51800000000003
enc	enc38	old40	6		0	1	350.517	353.51599999999996	3.0	350.517
enc	enc39	old59	6	3.0	2274	0	356.51599999999996	359.51599999999996	3.0	356.51599999999996
enc	enc40	old57	5	3.0	2425	0	362.51599999999996	365.515	1.0	360.51599999999996
enc	enc41	old68	6	3.0	2648	0	366.515	369.515	2.0	365.515
enc	enc42	old58	9	3.0	2261	0	371.515	374.515	1.0	369.515
enc	enc43	old14	8		0	1	375.515	378.514	0.5	373.015
enc	enc44	old34	9		0	1	379.014	382.014	2.5	378.514
enc	enc45	old15	8	3.0	747	0	384.514	387.514	8.5	390.014
enc	enc46	old29	9		0	1	396.01300000000003	399.01300000000003	5.5	398.51300000000003
enc	enc47	old37	6	3.0	2355	0	404.51199999999994	407.51199999999994	2.0	403.51199999999994
enc	enc48	old06	6	3.0	2541	0	409.51199999999994	412.51199999999994	6.0	412.51199999999994
enc	enc49	old47	8	3.0	2883	0	418.51099999999997	421.51099999999997	6.0	421.51099999999997
enc	enc50	old42	9		0	1	427.51	430.51	1.5	426.01
enc	enc51	old02	6		0	1	432.01	435.01	2.0	431.01
ctl	ctl17		8	3.0	1297	0	437.01	440.009	1.5	435.51
enc	enc52	old48	5	3.0	2921	0	441.509	444.509	4.0	442.509
ctl	ctl18		9	3.0	1165	0	448.509	451.50800000000004	0.5	446.009
ctl	ctl19		8	3.0	965	0	452.00800000000004	455.00800000000004	6.0	455.00800000000004
ctl	ctl20		5	3.0	1290	0	461.00800000000004	464.00699999999995	0.5	458.50800000000004
enc	enc53	old65	9	3.0	2149	0	464.50699999999995	467.50699999999995	2.5	464.00699999999995
enc	enc54	old52	8		0	1	470.00699999999995	473.00699999999995	1.5	468.50699999999995
enc	enc55	old56	8	3.0	2512	0	474.506	477.506	2.5	474.006
enc	enc56	old28	6	3.0	2721	0	480.006	483.006	5.5	482.506
ctl	ctl21		5	3.0	1153	0	488.505	491.505	4.5	490.005
enc	enc57	old60	9	3.0	2838	0	496.005	499.004	2.5	495.505
ctl	ctl22		8	3.0	810	0	501.504	504.504	6.5	505.004
enc	enc58	old78	9	3.0	2823	0	511.00300000000004	514.003	6.5	514.503
ctl	ctl23		9	3.0	878	0	520.503	523.502	1.5	519.003
ctl	ctl24		8	3.0	1202	0	525.002	528.002	4.5	526.502
ctl	ctl25		9	3.0	2169	0	532.502	535.501	1.5	531.002
ctl	ctl26		5	3.0	758	0	537.001	540.001	0.5	534.501
enc	enc59	old61	5	3.0	2912	0	540.501	543.501	10.5	548.001
ctl	ctl27		6	3.0	1375	0	554.0	557.0	4.5	555.5
ctl	ctl28		6	3.0	945	0	561.499	564.499	2.0	560.499
enc	enc60	old63	8	3.0	2430	0	566.499	569.499	1.5	564.999
ctl	ctl29		9	3.0	1477	0	570.999	573.998	12.5	580.499
enc	enc61	old10	8	3.0	2422	0	586.497	589.497	2.0	585.497
enc	enc62	old31	5	3.0	2669	0	591.497	594.497	1.0	589.497
enc	enc63	old74	8		0	1	595.497	598.496	4.0	596.497
ctl	ctl30		8	3.0	1200	0	602.496	605.496	0.5	599.996
enc	enc64	old69	9	3.0	2414	0	605.996	608.995	4.0	606.996
enc	enc65	old77	8	3.0	2719	0	612.995	615.995	3.5	613.495
enc	enc66	old66	8		0	1	619.495	622.494	1.0	617.495
ctl	ctl31		8	3.0	965	0	623.494	626.494	0.5	620.994
ctl	ctl32		5	3.0	855	0	626.994	629.994	2.5	626.494
enc	enc67	old12	5	3.0	2757	0	632.493	635.493	0.5	629.993
ctl	ctl33		9	3.0	1003	0	635.993	638.993	9.0	641.993
ctl	ctl34		9	3.0	958	0	647.992	650.992	2.0	646.992
ctl	ctl35		6	3.0	961	0	652.992	655.992	0.5	650.492
enc	enc68	old03	9	3.0	2748	0	656.492	659.4910000000001	2.0	655.492
ctl	ctl36		6	3.0	981	0	661.4910000000001	664.4910000000001	4.5	662.9910000000001
ctl	ctl37		5	3.0	1087	0	668.9910000000001	671.99	4.5	670.4910000000001
ctl	ctl38		6	3.0	1247	0	676.49	679.49	3.5	676.99
enc	enc69	old30	5		0	1	682.9889999999999	685.9889999999999	1.5	681.4889999999999
enc	enc70	old50	9	3.0	2819	0	687.4889999999999	690.4889999999999	4.5	688.9889999999999
enc	enc71	old27	8		0	1	694.988	697.988	0.5	692.488
enc	enc72	old25	6	3.0	2812	0	698.488	701.488	0.5	695.988
enc	enc73	old73	9		0	1	701.988	704.988	5.0	703.988
ctl	ctl39		9	3.0	961	0	709.987	712.987	4.5	711.487
enc	enc74	old51	5	3.0	2676	0	717.4860000000001	720.4860000000001	5.5	719.9860000000001
enc	enc75	old44	6	3.0	2460	0	725.9860000000001	728.9860000000001	1.0	723.9860000000001
enc	enc76	old20	5	3.0	2983	0	729.985	732.985	0.5	727.485
enc	enc77	old32	5	3.0	2791	0	733.485	736.485	13.5	743.985
enc	enc78	old17	8		0	1				
