trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		5	1.0	2609	0	10.011000000000001	13.02	4.5	11.511000000000001
enc	enc000		9		0	1	17.517	20.526	4.5	19.017
ctl	ctl0		9	1.0	1770	0	25.023000000000003	28.031999999999996	0.5	22.523000000000003
enc	enc01	old60	8		0	1	28.533	31.541999999999998	0.5	26.033
ctl	ctl01		6	1.0	1154	0	32.044000000000004	35.053000000000004	4.5	33.544000000000004
enc	enc02	old03	5	1.0	2059	0	39.549	42.558	2.0	38.549
enc	enc03	old53	5	1.0	1778	0	44.548	47.556999999999995	3.5	45.048
ctl	ctl02		5	1.0	947	0	51.05	54.059	1.5	49.55
ctl	ctl03		6	1.0	1549	0	55.547	58.556000000000004	2.5	55.047
enc	enc04	old66	6		0	1	61.047	64.056	1.0	59.047
enc	enc05	old77	5	1.0	1487	0	65.059	68.068	3.0	65.059
ctl	ctl04		6		0	1	71.06	74.069	4.0	72.06
enc	enc06	old41	9	1.0	1882	0	78.064	81.07300000000001	0.5	75.564
ctl	ctl05		9	1.0	1206	0	81.575	84.584	2.5	81.075
enc	enc07	old55	6	1.0	1679	0	87.075	90.084	2.5	86.575
ctl	ctl06		9	1.0	1251	0	92.574	95.583	3.5	93.074
ctl	ctl07		5	1.0	1575	0	99.07700000000001	102.086	1.0	97.07700000000001
enc	enc08	old07	8	1.0	1672	0	103.072	106.081	2.0	102.072
enc	enc09	old70	9	1.0	2381	0	108.071	111.08	0.5	105.571
enc	enc10	old12	5	1.0	2926	0	111.581	114.59	4.5	113.081
enc	enc11	old34	9	1.0	2160	0	119.087	122.096	7.0	123.087
enc	enc12	old39	5	1.0	1566	0	129.084	132.093	0.5	126.584
enc	enc13	old42	8	1.0	1425	0	132.594	135.60299999999998	2.0	131.594
enc	enc14	old46	8	1.0	2306	0	137.592	140.601	1.0	135.592
enc	enc15	old50	9	1.0	1612	0	141.588	144.597	1.0	139.588
enc	enc16	old44	8	1.0	1568	0	145.6	148.609	3.5	146.1
enc	enc17	old01	5	1.0	2172	0	152.102	155.111	1.0	150.102
ctl	ctl08		8	1.0	910	0	156.09799999999998	159.107	2.0	155.09799999999998
enc	enc18	old27	8	1.0	1986	0	161.096	164.105	0.5	158.596
enc	enc19	old25	8	1.0	2348	0	164.606	167.615	3.5	165.106
enc	enc20	old15	5	1.0	2582	0	171.109	174.118	7.0	175.109
ctl	ctl09		8	1.0	1383	0	181.106	184.115	2.5	180.606
enc	enc21	old48	9	1.0	1441	0	186.605	189.614	5.0	188.605
enc	enc22	old18	9	1.0	2342	0	194.613	197.622	1.0	192.613
enc	enc23	old05	6	1.0	1902	0	198.625	201.63400000000001	10.0	205.625
enc	enc24	old19	8	1.0	2706	0	211.63	214.639	1.5	210.13
enc	enc25	old72	8	1.0	1764	0	216.127	219.136	0.5	213.627
enc	enc26	old16	9	1.0	1947	0	219.637	222.646	2.5	219.137
enc	enc27	old78	5	1.0	1997	0	225.137	228.146	3.5	225.637
enc	enc28	old36	6	1.0	2057	0	231.64	234.649	1.0	229.64
ctl	ctl10		9	1.0	754	0	235.65200000000002	238.66099999999997	0.5	233.15200000000002
ctl	ctl11		6	1.0	774	0	239.162	242.171	1.5	237.662
ctl	ctl12		6	1.0	1176	0	243.65900000000002	246.668	7.0	247.65900000000002
ctl	ctl13		5	1.0	639	0	253.65599999999998	256.665	7.0	257.65599999999995
enc	enc29	old75	9	1.0	2297	0	263.652	266.661	2.0	262.652
enc	enc30	old76	8	1.0	1605	0	268.651	271.66	6.5	272.151
ctl	ctl14		9		0	1	278.16200000000003	281.171	3.5	278.66200000000003
enc	enc31	old30	6	1.0	1735	0	284.665	287.67400000000004	2.5	284.165
enc	enc32	old04	6	1.0	1560	0	290.165	293.17400000000004	4.0	291.165
enc	enc33	old08	9	1.0	1964	0	297.16900000000004	300.178	3.5	297.66900000000004
enc	enc34	old61	8	1.0	1735	0	303.672	306.681	1.0	301.672
ctl	ctl15		8		0	1	307.684	310.693	6.5	311.184
enc	enc35	old09	9	1.0	1732	0	317.19599999999997	320.205	7.5	321.69599999999997
ctl	ctl16		9	1.0	876	0	327.694	330.70300000000003	2.5	327.194
ctl	ctl17		8	1.0	1210	0	333.19300000000004	336.202	1.5	331.69300000000004
enc	enc36	old64	8	1.0	2334	0	337.69	340.699	1.0	335.69
enc	enc37	old20	9	1.0	1989	0	341.685	344.694	3.0	341.685
enc	enc38	old43	6	1.0	2698	0	347.68699999999995	350.69599999999997	2.5	347.18699999999995
ctl	ctl18		5	1.0	1016	0	353.18699999999995	356.195	1.0	351.18699999999995
enc	enc39	old14	5	1.0	1548	0	357.19800000000004	360.207	9.0	363.19800000000004
enc	enc40	old23	6	1.0	2817	0	369.20099999999996	372.21	1.5	367.70099999999996
enc	enc41	old67	6	1.0	2294	0	373.69800000000004	376.707	8.5	379.19800000000004
enc	enc42	old28	8	1.0	2820	0	385.199	388.208	8.0	390.199
enc	enc43	old37	9	1.0	1855	0	396.19800000000004	399.207	1.5	394.69800000000004
ctl	ctl19		5	1.0	800	0	400.695	403.704	5.0	402.695
enc	enc44	old40	5	1.0	2815	0	408.702	411.711	1.0	406.702
ctl	ctl20		8	1.0	1088	0	412.69800000000004	415.707	3.0	412.69800000000004
ctl	ctl21		9	1.0	795	0	418.699	421.708	5.0	420.699
enc	enc45	old59	6	1.0	1962	0	426.70599999999996	429.715	0.5	424.20599999999996
ctl	ctl22		8	1.0	763	0	430.217	433.226	1.5	428.717
enc	enc46	old56	9	1.0	2196	0	434.713	437.722	0.5	432.213
enc	enc47	old45	6	1.0	1420	0	438.224	441.233	2.0	437.224
enc	enc48	old33	9	1.0	2149	0	443.222	446.231	1.5	441.722
enc	enc49	old17	6	1.0	2263	0	447.719	450.728	1.0	445.719
enc	enc50	old02	8	1.0	1846	0	451.731	454.74	2.5	451.231
enc	enc51	old57	9	1.0	1561	0	457.231	460.24	5.5	459.731
enc	enc52	old73	8	1.0	1765	0	465.73900000000003	468.74800000000005	2.5	465.23900000000003
ctl	ctl23		9	1.0	769	0	471.23900000000003	474.24800000000005	1.5	469.73900000000003
enc	enc53	old26	9	1.0	1805	0	475.736	478.745	0.5	473.236
ctl	ctl24		6	1.0	988	0	479.24699999999996	482.256	3.0	479.24699999999996
enc	enc54	old68	5	1.0	2261	0	485.24800000000005	488.25699999999995	3.5	485.74800000000005
enc	enc55	old35	8	1.0	2492	0	491.751	494.76	7.5	496.251
enc	enc56	old32	5	1.0	2588	0	502.249	505.25800000000004	2.5	501.749
enc	enc57	old47	6	1.0	2090	0	507.74800000000005	510.75699999999995	0.5	505.24800000000005
ctl	ctl25		6		0	1	511.259	514.268	1.0	509.259
enc	enc58	old24	5	1.0	2888	0	515.271	518.28	4.0	516.271
enc	enc59	old52	6	1.0	2780	0	522.275	525.284	11.5	530.775
enc	enc60	old69	8	1.0	2488	0	536.785	539.794	0.5	534.285
ctl	ctl26		6	1.0	1049	0	540.2959999999999	543.305	4.0	541.2959999999999
ctl	ctl27		9	1.0	898	0	547.3	550.309	0.5	544.8
ctl	ctl28		5	1.0	774	0	550.81	553.819	2.5	550.31
enc	enc61	old31	5	1.0	2512	0	556.31	559.319	3.0	556.31
enc	enc62	old58	5	1.0	1772	0	562.311	565.32	1.0	560.311
ctl	ctl29		8	1.0	2091	0	566.307	569.316	2.0	565.307
enc	enc63	old10	5	1.0	2399	0	571.305	574.314	0.5	568.805
enc	enc64	old13	9	1.0	2944	0	574.815	577.8240000000001	7.0	578.815
ctl	ctl30		9	1.0	1378	0	584.812	587.821	0.5	582.312
enc	enc65	old63	9	1.0	2453	0	588.322	591.331	0.5	585.822
enc	enc66	old49	5	1.0	2239	0	591.8330000000001	594.842	0.5	589.3330000000001
ctl	ctl31		6		0	1	595.3430000000001	598.352	1.5	593.8430000000001
ctl	ctl32		5	1.0	690	0	599.84	602.849	3.0	599.84
enc	enc67	old62	8	1.0	1913	0	605.841	608.85	1.5	604.341
enc	enc68	old38	6	1.0	1368	0	610.3380000000001	613.347	4.5	611.8380000000001
ctl	ctl33		5	1.0	1894	0	617.844	620.8530000000001	0.5	615.344
ctl	ctl34		8	1.0	804	0	621.354	624.363	8.0	626.354
enc	enc69	old11	6	1.0	1950	0	632.354	635.363	1.0	630.354
enc	enc70	old65	5	1.0	1814	0	636.366	639.375	4.5	637.866
ctl	ctl35		8	1.0	786	0	643.872	646.881	2.0	642.872
ctl	ctl36		6	1.0	680	0	648.87	651.879	1.0	646.87
enc	enc71	old71	6	1.0	2234	0	652.882	655.8910000000001	2.0	651.882
enc	enc72	old06	8	1.0	2133	0	657.88	660.8889999999999	2.0	656.88
ctl	ctl37		5	1.0	1399	0	662.8789999999999	665.888	10.0	669.8789999999999
ctl	ctl38		8	1.0	728	0	675.8839999999999	678.893	3.5	676.3839999999999
enc	enc73	old74	9	1.0	1819	0	682.387	685.3960000000001	9.0	688.387
enc	enc74	old21	8	1.0	2684	0	694.3889999999999	697.398	0.5	691.8889999999999
ctl	ctl39		9	1.0	769	0	697.9	700.909	7.0	701.9
enc	enc75	old51	9	1.0	1538	0	707.8960000000001	710.905	12.5	717.3960000000001
enc	enc76	old54	6	1.0	2246	0	723.393	726.4019999999999	2.5	722.893
enc	enc77	old29	5	1.0	2437	0	728.8919999999999	731.9010000000001	18.5	744.3919999999999
enc	enc78	old22	6	1.0	1993	0				
