trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		8	1.0	633	0	7.521	10.53	0.5	5.021000000000001
enc	enc000		9	1.0	599	0	11.030999999999999	14.04	0.5	8.530999999999999
ctl	ctl0		8	1.0	1529	0	14.542	17.551	6.5	18.042
enc	enc01	old62	6	1.0	978	0	24.054000000000002	27.063000000000002	2.0	23.054000000000002
enc	enc02	old08	5	1.0	433	0	29.052	32.061	1.5	27.552
enc	enc03	old22	6	1.0	995	0	33.549	36.558	1.0	31.549
enc	enc04	old70	9	1.0	794	0	37.561	40.57	8.5	43.061
enc	enc05	old65	8	1.0	910	0	49.062	52.071000000000005	2.0	48.062
enc	enc06	old40	9	1.0	641	0	54.06	57.068999999999996	2.5	53.56
enc	enc07	old36	8	1.0	1050	0	59.56	62.568000000000005	1.5	58.06
ctl	ctl01		8	1.0	742	0	64.056	67.065	1.5	62.556
ctl	ctl02		5	1.0	718	0	68.553	71.562	0.5	66.053
enc	enc08	old46	6	1.0	677	0	72.063	75.072	0.5	69.563
ctl	ctl03		6	1.0	879	0	75.574	78.583	2.0	74.574
enc	enc09	old21	5	1.0	544	0	80.572	83.581	1.5	79.072
enc	enc10	old35	6	1.0	770	0	85.069	88.07799999999999	2.0	84.069
ctl	ctl04		8	1.0	768	0	90.06700000000001	93.07600000000001	7.5	94.56700000000001
enc	enc11	old10	6	1.0	378	0	100.565	103.574	5.0	102.565
enc	enc12	old20	8	1.0	488	0	108.572	111.581	1.5	107.072
enc	enc13	old75	5	1.0	529	0	113.069	116.07799999999999	3.0	113.069
enc	enc14	old25	9	1.0	752	0	119.07	122.079	1.0	117.07
enc	enc15	old32	9	1.0	902	0	123.066	126.075	1.5	121.566
enc	enc16	old37	5	1.0	898	0	127.56200000000001	130.571	8.5	133.062
enc	enc17	old19	5	1.0	818	0	139.063	142.072	2.0	138.063
enc	enc18	old06	5	1.0	549	0	144.062	147.07	1.0	142.062
ctl	ctl05		8	1.0	574	0	148.07299999999998	151.082	1.5	146.57299999999998
ctl	ctl06		5	1.0	418	0	152.57	155.579	6.5	156.07
enc	enc19	old44	8	1.0	505	0	162.082	165.09099999999998	1.5	160.582
enc	enc20	old76	6		0	1	166.579	169.588	6.5	170.079
enc	enc21	old59	5	1.0	616	0	176.09	179.09900000000002	3.5	176.59
ctl	ctl07		5	1.0	505	0	182.593	185.602	8.0	187.593
enc	enc22	old69	6	1.0	529	0	193.593	196.602	13.0	203.593
enc	enc23	old12	5	1.0	513	0	209.59	212.59900000000002	1.0	207.59
ctl	ctl08		6	1.0	492	0	213.58599999999998	216.59400000000002	2.5	213.08599999999998
enc	enc24	old01	8	1.0	615	0	219.085	222.09400000000002	1.5	217.585
enc	enc25	old42	5	1.0	420	0	223.582	226.59099999999998	3.5	224.082
enc	enc26	old63	9	1.0	1003	0	230.085	233.09400000000002	2.0	229.085
enc	enc27	old45	8	1.0	708	0	235.083	238.092	3.0	235.083
enc	enc28	old24	9	1.0	1094	0	241.084	244.093	7.0	245.084
enc	enc29	old33	8	1.0	477	0	251.081	254.09	1.0	249.081
enc	enc30	old54	6	1.0	687	0	255.093	258.10200000000003	0.5	252.593
ctl	ctl09		9	1.0	667	0	258.603	261.612	1.0	256.603
ctl	ctl10		8	1.0	613	0	262.598	265.607	0.5	260.098
enc	enc31	old03	9	1.0	490	0	266.10900000000004	269.118	7.0	270.10900000000004
enc	enc32	old74	6	1.0	643	0	276.105	279.11400000000003	4.0	277.105
enc	enc33	old23	9	1.0	487	0	283.11	286.118	2.0	282.11
enc	enc34	old26	6	1.0	521	0	288.108	291.117	2.5	287.608
ctl	ctl11		5	1.0	715	0	293.607	296.616	4.5	295.107
enc	enc35	old72	5	1.0	560	0	301.113	304.122	0.5	298.613
enc	enc36	old09	9	1.0	470	0	304.624	307.633	3.0	304.624
ctl	ctl12		9	1.0	911	0	310.625	313.634	2.0	309.625
enc	enc37	old13	8	1.0	661	0	315.623	318.632	0.5	313.123
ctl	ctl13		6	1.0	671	0	319.134	322.143	1.0	317.134
ctl	ctl14		6	1.0	680	0	323.14599999999996	326.155	2.5	322.64599999999996
ctl	ctl15		6	1.0	572	0	328.645	331.654	6.5	332.145
ctl	ctl16		9	1.0	641	0	338.157	341.166	9.5	344.657
enc	enc38	old47	6	1.0	569	0	350.661	353.67	3.0	350.661
enc	enc39	old61	6	1.0	848	0	356.662	359.671	3.0	356.662
enc	enc40	old53	5	1.0	551	0	362.663	365.67199999999997	1.0	360.663
enc	enc41	old66	6	1.0	574	0	366.659	369.668	2.0	365.659
enc	enc42	old58	9	1.0	1114	0	371.657	374.666	1.0	369.657
enc	enc43	old17	8	1.0	812	0	375.66900000000004	378.67800000000005	0.5	373.16900000000004
enc	enc44	old30	9	1.0	863	0	379.17900000000003	382.18800000000005	2.5	378.67900000000003
enc	enc45	old14	8	1.0	713	0	384.67900000000003	387.68800000000005	8.5	390.17900000000003
enc	enc46	old31	9	1.0	509	0	396.18	399.189	5.5	398.68
enc	enc47	old28	6	1.0	800	0	404.689	407.69800000000004	2.0	403.689
enc	enc48	old07	6	1.0	490	0	409.68699999999995	412.69599999999997	6.0	412.68699999999995
enc	enc49	old48	8	1.0	732	0	418.69699999999995	421.70599999999996	6.0	421.69699999999995
enc	enc50	old51	9	1.0	706	0	427.707	430.716	1.5	426.207
enc	enc51	old04	6	1.0	1024	0	432.204	435.213	2.0	431.204
ctl	ctl17		8	1.0	783	0	437.202	440.211	1.5	435.702
enc	enc52	old52	5	1.0	992	0	441.699	444.708	4.0	442.699
ctl	ctl18		9	1.0	1415	0	448.70300000000003	451.712	0.5	446.20300000000003
ctl	ctl19		8	1.0	635	0	452.214	455.223	6.0	455.214
ctl	ctl20		5	1.0	636	0	461.224	464.233	0.5	458.724
enc	enc53	old57	9	1.0	554	0	464.735	467.74300000000005	2.5	464.235
enc	enc54	old50	8	1.0	691	0	470.23400000000004	473.24300000000005	1.5	468.73400000000004
enc	enc55	old60	8	1.0	815	0	474.731	477.74	2.5	474.231
enc	enc56	old34	6	1.0	814	0	480.231	483.24	5.5	482.731
ctl	ctl21		5	1.0	714	0	488.73900000000003	491.74800000000005	4.5	490.23900000000003
enc	enc57	old56	9	1.0	646	0	496.245	499.254	2.5	495.745
ctl	ctl22		8	1.0	620	0	501.745	504.754	6.5	505.245
enc	enc58	old68	9	1.0	519	0	511.25699999999995	514.266	6.5	514.757
ctl	ctl23		9	1.0	535	0	520.768	523.7769999999999	1.5	519.268
ctl	ctl24		8	1.0	600	0	525.265	528.274	4.5	526.765
ctl	ctl25		9	1.0	559	0	532.771	535.78	1.5	531.271
ctl	ctl26		5	1.0	517	0	537.2669999999999	540.276	0.5	534.7669999999999
enc	enc59	old64	5	1.0	652	0	540.778	543.7869999999999	10.5	548.278
ctl	ctl27		6	1.0	869	0	554.285	557.294	4.5	555.785
ctl	ctl28		6	1.0	570	0	561.7909999999999	564.8	2.0	560.7909999999999
enc	enc60	old55	8	1.0	584	0	566.789	569.798	1.5	565.289
ctl	ctl29		9	1.0	617	0	571.286	574.295	12.5	580.786
enc	enc61	old11	8	1.0	600	0	586.7819999999999	589.7909999999999	2.0	585.7819999999999
enc	enc62	old39	5	1.0	672	0	591.78	594.789	1.0	589.78
enc	enc63	old78	8	1.0	898	0	595.7919999999999	598.8009999999999	4.0	596.7919999999999
ctl	ctl30		8	1.0	1078	0	602.7959999999999	605.805	0.5	600.2959999999999
enc	enc64	old71	9	1.0	697	0	606.307	609.316	4.0	607.307
enc	enc65	old67	8	1.0	1394	0	613.311	616.32	3.5	613.811
enc	enc66	old73	8	1.0	694	0	619.814	622.823	1.0	617.814
ctl	ctl31		8	1.0	559	0	623.826	626.835	0.5	621.326
ctl	ctl32		5	1.0	635	0	627.336	630.345	2.5	626.836
enc	enc67	old02	5	1.0	557	0	632.836	635.845	0.5	630.336
ctl	ctl33		9	1.0	584	0	636.346	639.355	9.0	642.346
ctl	ctl34		9	1.0	938	0	648.349	651.3580000000001	2.0	647.349
ctl	ctl35		6	1.0	527	0	653.347	656.3560000000001	0.5	650.847
enc	enc68	old05	9	1.0	593	0	656.857	659.8660000000001	2.0	655.857
ctl	ctl36		6	1.0	691	0	661.8560000000001	664.865	4.5	663.3560000000001
ctl	ctl37		5	1.0	572	0	669.3610000000001	672.37	4.5	670.8610000000001
ctl	ctl38		6	1.0	554	0	676.867	679.8760000000001	3.5	677.367
enc	enc69	old29	5	1.0	520	0	683.37	686.3789999999999	1.5	681.87
enc	enc70	old49	9	1.0	1073	0	687.867	690.8760000000001	4.5	689.367
enc	enc71	old38	8	1.0	808	0	695.372	698.3810000000001	0.5	692.872
enc	enc72	old18	6	1.0	894	0	698.883	701.8919999999999	0.5	696.383
enc	enc73	old77	9	1.0	1071	0	702.393	705.4019999999999	5.0	704.393
ctl	ctl39		9	1.0	889	0	710.4	713.409	4.5	711.9
enc	enc74	old41	5	1.0	642	0	717.9060000000001	720.915	5.5	720.4060000000001
enc	enc75	old43	6	1.0	608	0	726.415	729.424	1.0	724.415
enc	enc76	old15	5	1.0	923	0	730.427	733.436	0.5	727.927
enc	enc77	old27	5	1.0	1150	0	733.937	736.946	13.5	744.437
enc	enc78	old16	8	1.0	1072	0				
