trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		5		0	1	4.579	7.577999999999999	0.5	2.0789999999999997
enc	enc00		8		0	1	8.078	11.078	0.5	5.577999999999999
enc	enc000		9		0	1	11.578	14.578	5.5	14.078
ctl	ctl01		8		0	1	20.077	23.076999999999998	0.5	17.577
enc	enc01	old63	6		0	1	23.576999999999998	26.576999999999998	1.0	21.576999999999998
enc	enc02	old05	5		0	1	27.576999999999998	30.576	1.0	25.576999999999998
enc	enc03	old17	6		0	1	31.576	34.576	1.5	30.076
enc	enc04	old73	9		0	1	36.076	39.076	2.0	35.076
enc	enc05	old55	8		0	1	41.076	44.075	3.0	41.076
enc	enc06	old51	9		0	1	47.075	50.075	0.5	44.575
ctl	ctl02		5		0	1	50.575	53.575	4.0	51.575
ctl	ctl03		6		0	1	57.574	60.574	2.5	57.074
enc	enc07	old33	8		0	1	63.074	66.074	1.5	61.574
ctl	ctl04		8		0	1	67.57300000000001	70.57300000000001	2.0	66.57300000000001
enc	enc08	old42	6		0	1	72.57300000000001	75.57300000000001	3.5	73.07300000000001
enc	enc09	old22	5		0	1	79.072	82.072	0.5	76.572
ctl	ctl05		8		0	1	82.572	85.572	2.5	82.072
enc	enc10	old32	6		0	1	88.072	91.071	0.5	85.572
enc	enc11	old08	6		0	1	91.571	94.571	1.0	89.571
enc	enc12	old20	8		0	1	95.571	98.571	1.5	94.071
enc	enc13	old74	5		0	1	100.071	103.07	2.5	99.571
enc	enc14	old16	9		0	1	105.57	108.57	3.0	105.57
enc	enc15	old29	9		0	1	111.57	114.57	1.0	109.57
enc	enc16	old35	5		0	1	115.569	118.569	1.5	114.069
enc	enc17	old26	5		0	1	120.069	123.069	1.5	118.569
ctl	ctl06		5		0	1	124.569	127.568	1.0	122.569
enc	enc18	old13	5		0	1	128.56799999999998	131.56799999999998	2.5	128.06799999999998
enc	enc19	old41	8		0	1	134.06799999999998	137.06799999999998	2.5	133.56799999999998
ctl	ctl07		5		0	1	139.567	142.567	0.5	137.067
enc	enc20	old72	6		0	1	143.067	146.067	5.5	145.567
enc	enc21	old62	5		0	1	151.566	154.566	5.5	154.066
enc	enc22	old67	6		0	1	160.066	163.066	2.0	159.066
enc	enc23	old12	5		0	1	165.065	168.065	1.0	163.065
enc	enc24	old04	8		0	1	169.065	172.065	3.0	169.065
enc	enc25	old44	5		0	1	175.065	178.06400000000002	3.5	175.565
enc	enc26	old53	9		0	1	181.56400000000002	184.56400000000002	0.5	179.06400000000002
ctl	ctl08		6		0	1	185.06400000000002	188.06400000000002	1.5	183.56400000000002
ctl	ctl09		9		0	1	189.563	192.563	9.5	196.063
ctl	ctl10		8		0	1	202.062	205.062	2.0	201.062
ctl	ctl11		5		0	1	207.062	210.062	2.0	206.062
enc	enc27	old46	8		0	1	212.062	215.06099999999998	1.0	210.062
ctl	ctl12		9		0	1	216.06099999999998	219.06099999999998	0.5	213.56099999999998
enc	enc28	old21	9		0	1	219.56099999999998	222.56099999999998	0.5	217.06099999999998
ctl	ctl13		6		0	1	223.06099999999998	226.06	2.0	222.06099999999998
enc	enc29	old28	8		0	1	228.06	231.06	4.5	229.56
enc	enc30	old61	6		0	1	235.56	238.55900000000003	3.5	236.06
enc	enc31	old11	9		0	1	242.05900000000003	245.05900000000003	8.0	247.05900000000003
enc	enc32	old76	6		0	1	253.058	256.058	9.0	259.058
enc	enc33	old24	9		0	1	265.057	268.057	0.5	262.557
enc	enc34	old25	6		0	1	268.557	271.557	2.5	268.057
ctl	ctl14		6		0	1	274.056	277.056	8.5	279.556
enc	enc35	old78	5		0	1	285.556	288.555	0.5	283.056
enc	enc36	old07	9		0	1	289.055	292.055	5.5	291.555
enc	enc37	old01	8		0	1	297.55400000000003	300.55400000000003	3.0	297.55400000000003
enc	enc38	old47	6		0	1	303.55400000000003	306.55400000000003	4.0	304.55400000000003
ctl	ctl15		6		0	1	310.553	313.553	6.5	314.053
ctl	ctl16		9		0	1	320.053	323.052	0.5	317.553
enc	enc39	old54	6		0	1	323.552	326.552	11.5	332.052
enc	enc40	old57	5		0	1	338.051	341.051	9.5	344.551
enc	enc41	old68	6		0	1	350.55	353.55	1.0	348.55
ctl	ctl17		8		0	1	354.55	357.55	5.5	357.05
enc	enc42	old60	9		0	1	363.04900000000004	366.04900000000004	1.5	361.54900000000004
enc	enc43	old14	8		0	1	367.54900000000004	370.548	1.0	365.54900000000004
enc	enc44	old39	9		0	1	371.548	374.548	2.0	370.548
ctl	ctl18		9		0	1	376.548	379.548	3.5	377.048
enc	enc45	old23	8		0	1	383.04699999999997	386.04699999999997	1.5	381.54699999999997
enc	enc46	old38	9		0	1	387.54699999999997	390.54699999999997	0.5	385.04699999999997
ctl	ctl19		8		0	1	391.04699999999997	394.04699999999997	2.5	390.54699999999997
ctl	ctl20		5		0	1	396.546	399.546	0.5	394.046
ctl	ctl21		5		0	1	400.046	403.046	2.5	399.546
ctl	ctl22		8		0	1	405.546	408.545	2.0	404.546
ctl	ctl23		9		0	1	410.545	413.545	11.0	418.545
ctl	ctl24		8		0	1	424.54400000000004	427.54400000000004	1.0	422.54400000000004
enc	enc47	old37	6		0	1	428.54400000000004	431.54400000000004	1.5	427.04400000000004
enc	enc48	old02	6		0	1	433.043	436.043	0.5	430.543
enc	enc49	old43	8		0	1	436.543	439.543	0.5	434.043
enc	enc50	old48	9		0	1	440.043	443.043	2.0	439.043
enc	enc51	old06	6		0	1	445.042	448.042	1.0	443.042
ctl	ctl25		9		0	1	449.042	452.042	2.0	448.042
ctl	ctl26		5		0	1	454.042	457.041	4.0	455.042
enc	enc52	old52	5		0	1	461.041	464.041	4.5	462.541
enc	enc53	old59	9		0	1	468.54	471.54	8.5	474.04
enc	enc54	old40	8		0	1	480.04	483.039	1.0	478.04
enc	enc55	old64	8		0	1	484.039	487.039	6.0	487.039
ctl	ctl27		6		0	1	493.038	496.038	1.5	491.538
enc	enc56	old36	6		0	1	497.538	500.538	13.0	507.538
ctl	ctl28		6		0	1	513.5369999999999	516.5369999999999	1.5	512.0369999999999
enc	enc57	old58	9		0	1	518.036	521.036	1.5	516.536
enc	enc58	old71	9		0	1	522.536	525.536	7.5	527.036
enc	enc59	old65	5		0	1	533.035	536.035	1.5	531.535
ctl	ctl29		9		0	1	537.535	540.535	3.5	538.035
enc	enc60	old56	8		0	1	544.034	547.034	1.0	542.034
ctl	ctl30		8		0	1	548.034	551.034	1.5	546.534
enc	enc61	old03	8		0	1	552.534	555.533	3.5	553.034
ctl	ctl31		8		0	1	559.033	562.033	4.5	560.533
enc	enc62	old30	5		0	1	566.5319999999999	569.5319999999999	3.0	566.5319999999999
ctl	ctl32		5		0	1	572.5319999999999	575.5319999999999	0.5	570.0319999999999
enc	enc63	old69	8		0	1	576.0319999999999	579.031	8.0	581.0319999999999
enc	enc64	old75	9		0	1	587.031	590.03	5.0	589.031
ctl	ctl33		9		0	1	595.03	598.03	0.5	592.53
ctl	ctl34		9		0	1	598.53	601.53	1.0	596.53
enc	enc65	old70	8		0	1	602.529	605.529	11.5	611.029
enc	enc66	old66	8		0	1	617.028	620.028	2.5	616.528
ctl	ctl35		6		0	1	622.528	625.528	2.0	621.528
enc	enc67	old10	5		0	1	627.5269999999999	630.5269999999999	0.5	625.0269999999999
enc	enc68	old09	9		0	1	631.0269999999999	634.0269999999999	1.0	629.0269999999999
enc	enc69	old27	5		0	1	635.0269999999999	638.0269999999999	1.0	633.0269999999999
enc	enc70	old45	9		0	1	639.026	642.026	0.5	636.526
