trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		8	1.0	1876	0	7.526	10.535	0.5	5.026
enc	enc000		9	1.0	1002	0	11.036	14.045	0.5	8.536
ctl	ctl0		8	1.0	1268	0	14.547	17.555999999999997	6.5	18.047
enc	enc01	old62	6	1.0	1053	0	24.059	27.068	2.0	23.059
enc	enc02	old11	5	1.0	869	0	29.057	32.066	1.5	27.557
enc	enc03	old15	6	1.0	895	0	33.554	36.563	1.0	31.554000000000002
enc	enc04	old77	9	1.0	1622	0	37.566	40.575	8.5	43.066
enc	enc05	old59	8	1.0	1042	0	49.067	52.076	2.0	48.067
enc	enc06	old41	9	1.0	988	0	54.065	57.074	2.5	53.565
enc	enc07	old37	8	1.0	1230	0	59.565	62.574	1.5	58.065
ctl	ctl01		8	1.0	842	0	64.062	67.071	1.5	62.562
ctl	ctl02		5	1.0	801	0	68.558	71.567	0.5	66.058
enc	enc08	old50	6	1.0	1009	0	72.069	75.078	0.5	69.569
ctl	ctl03		6	1.0	1218	0	75.579	78.58800000000001	2.0	74.579
enc	enc09	old18	5	1.0	948	0	80.578	83.587	1.5	79.078
enc	enc10	old33	6	1.0	909	0	85.074	88.083	2.0	84.074
ctl	ctl04		8	1.0	892	0	90.073	93.08200000000001	7.5	94.573
enc	enc11	old08	6	1.0	805	0	100.571	103.58	5.0	102.571
enc	enc12	old17	8	1.0	907	0	108.57799999999999	111.587	1.5	107.07799999999999
enc	enc13	old71	5	1.0	940	0	113.075	116.084	3.0	113.075
enc	enc14	old16	9	1.0	939	0	119.07600000000001	122.085	1.0	117.07600000000001
enc	enc15	old30	9	1.0	1346	0	123.071	126.08	1.5	121.571
enc	enc16	old39	5	1.0	1423	0	127.568	130.577	8.5	133.06799999999998
enc	enc17	old23	5	1.0	918	0	139.069	142.078	2.0	138.069
enc	enc18	old09	5	1.0	800	0	144.06799999999998	147.077	1.0	142.06799999999998
ctl	ctl05		8	1.0	857	0	148.08	151.089	1.5	146.58
ctl	ctl06		5	1.0	621	0	152.576	155.585	6.5	156.076
enc	enc19	old42	8	1.0	845	0	162.071	165.08	1.5	160.571
enc	enc20	old70	6	1.0	782	0	166.56799999999998	169.577	6.5	170.06799999999998
enc	enc21	old57	5	1.0	965	0	176.08	179.08900000000003	3.5	176.58
ctl	ctl07		5	1.0	788	0	182.583	185.592	8.0	187.583
enc	enc22	old68	6	1.0	717	0	193.582	196.59099999999998	13.0	203.582
enc	enc23	old10	5	1.0	814	0	209.58	212.58900000000003	1.0	207.58
ctl	ctl08		6	1.0	840	0	213.575	216.584	2.5	213.075
enc	enc24	old05	8	1.0	973	0	219.075	222.084	1.5	217.575
enc	enc25	old51	5	1.0	745	0	223.572	226.581	3.5	224.072
enc	enc26	old65	9	1.0	791	0	230.075	233.084	2.0	229.075
enc	enc27	old46	8	1.0	784	0	235.07299999999998	238.082	3.0	235.07299999999998
enc	enc28	old14	9	1.0	978	0	241.074	244.083	7.0	245.074
enc	enc29	old38	8	1.0	969	0	251.071	254.08	1.0	249.071
enc	enc30	old64	6	1.0	852	0	255.083	258.092	0.5	252.583
ctl	ctl09		9	1.0	2112	0	258.593	261.60200000000003	1.0	256.593
ctl	ctl10		8	1.0	698	0	262.589	265.598	0.5	260.089
enc	enc31	old07	9	1.0	1046	0	266.099	269.108	7.0	270.099
enc	enc32	old72	6	1.0	919	0	276.096	279.105	4.0	277.096
enc	enc33	old21	9	1.0	770	0	283.1	286.10900000000004	2.0	282.1
