trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		9	3.0	2594	0	5.087	8.087	3.0	5.087
enc	enc00		5	3.0	1045	0	11.087	14.087	2.0	10.087
enc	enc000		9	3.0	1082	0	16.087	19.086	1.0	14.087
ctl	ctl01		6	3.0	1787	0	20.086	23.086	8.0	25.086
enc	enc01	old61	8	3.0	1494	0	31.085	34.085	7.5	35.585
enc	enc02	old09	5	3.0	852	0	41.585	44.583999999999996	0.5	39.085
enc	enc03	old62	5	3.0	1708	0	45.083999999999996	48.083999999999996	6.0	48.083999999999996
enc	enc04	old45	6	3.0	1109	0	54.083999999999996	57.083	2.0	53.083999999999996
enc	enc05	old40	5	3.0	1066	0	59.083	62.083	2.0	58.083
enc	enc06	old78	9	3.0	1894	0	64.083	67.083	4.0	65.083
ctl	ctl02		5	3.0	1052	0	71.082	74.082	2.5	70.582
ctl	ctl03		6	3.0	1088	0	76.582	79.582	1.5	75.082
ctl	ctl04		6	3.0	983	0	81.081	84.081	5.0	83.081
ctl	ctl05		9	3.0	927	0	89.081	92.081	1.0	87.081
enc	enc07	old58	6	3.0	831	0	93.081	96.08	3.0	93.081
enc	enc08	old06	8	3.0	1144	0	99.08	102.08	3.0	99.08
ctl	ctl06		9	3.0	1046	0	105.08	108.079	2.5	104.58
enc	enc09	old48	9	3.0	833	0	110.579	113.579	6.5	114.079
enc	enc10	old02	5	3.0	853	0	120.07799999999999	123.07799999999999	2.5	119.57799999999999
enc	enc11	old31	9	3.0	713	0	125.57799999999999	128.578	2.0	124.57799999999999
enc	enc12	old37	5	3.0	1014	0	130.578	133.577	4.5	132.078
enc	enc13	old67	8	3.0	895	0	138.077	141.077	4.5	139.577
enc	enc14	old68	8		0	1	145.576	148.576	2.5	145.076
enc	enc15	old75	9	3.0	920	0	151.076	154.076	1.0	149.076
enc	enc16	old73	8	3.0	1085	0	155.076	158.075	1.5	153.576
enc	enc17	old13	5	3.0	2063	0	159.575	162.575	4.0	160.575
ctl	ctl07		5	3.0	957	0	166.575	169.575	3.0	166.575
ctl	ctl08		8	3.0	1469	0	172.574	175.574	1.0	170.574
enc	enc18	old35	8	3.0	906	0	176.574	179.574	1.0	174.574
enc	enc19	old14	8	3.0	1079	0	180.574	183.57299999999998	0.5	178.074
enc	enc20	old26	5		0	1	184.07299999999998	187.07299999999998	3.5	184.57299999999998
enc	enc21	old70	9	3.0	1859	0	190.57299999999998	193.57299999999998	4.5	192.07299999999998
enc	enc22	old25	9	3.0	744	0	198.072	201.072	9.5	204.572
ctl	ctl09		8	3.0	898	0	210.571	213.571	3.5	211.071
enc	enc23	old03	6	3.0	1003	0	217.071	220.071	4.0	218.071
ctl	ctl10		9	3.0	1461	0	224.07	227.07	4.0	225.07
enc	enc24	old17	8	3.0	1735	0	231.07	234.06900000000002	1.0	229.07
enc	enc25	old47	8	3.0	1805	0	235.06900000000002	238.06900000000002	6.0	238.06900000000002
enc	enc26	old15	9	3.0	1026	0	244.06900000000002	247.06799999999998	6.5	247.56900000000002
enc	enc27	old46	5	3.0	819	0	253.56799999999998	256.568	2.0	252.56799999999998
enc	enc28	old28	6		0	1	258.568	261.567	1.5	257.068
enc	enc29	old51	9	3.0	1101	0	263.067	266.067	2.5	262.567
enc	enc30	old49	8	3.0	794	0	268.567	271.567	4.5	270.067
enc	enc31	old29	6	3.0	758	0	276.066	279.066	0.5	273.566
enc	enc32	old01	6		0	1	279.566	282.566	1.0	277.566
ctl	ctl11		6	3.0	1422	0	283.566	286.565	1.5	282.066
enc	enc33	old08	9	3.0	811	0	288.065	291.065	2.0	287.065
enc	enc34	old54	8	3.0	785	0	293.065	296.065	4.0	294.065
ctl	ctl12		6	3.0	488	0	300.064	303.064	2.0	299.064
enc	enc35	old07	9	3.0	849	0	305.064	308.064	2.5	304.564
enc	enc36	old63	8	3.0	895	0	310.563	313.563	2.0	309.563
enc	enc37	old16	9	3.0	1282	0	315.563	318.563	14.5	327.063
enc	enc38	old72	6		0	1	333.06199999999995	336.061	4.0	334.06199999999995
enc	enc39	old20	5	3.0	721	0	340.061	343.061	1.5	338.561
ctl	ctl13		5	3.0	652	0	344.561	347.561	1.0	342.561
enc	enc40	old21	6	3.0	720	0	348.561	351.56	3.0	348.561
ctl	ctl14		9	3.0	858	0	354.56	357.56	5.5	357.06
ctl	ctl15		8	3.0	981	0	363.059	366.059	2.0	362.059
ctl	ctl16		9	3.0	926	0	368.059	371.059	2.5	367.559
enc	enc41	old43	6	3.0	1211	0	373.559	376.55800000000005	3.0	373.559
enc	enc42	old27	8		0	1	379.55800000000005	382.55800000000005	3.0	379.55800000000005
enc	enc43	old39	9	3.0	2531	0	385.55800000000005	388.55699999999996	2.0	384.55800000000005
enc	enc44	old69	5	3.0	754	0	390.55699999999996	393.55699999999996	5.0	392.55699999999996
enc	enc45	old55	6	3.0	731	0	398.55699999999996	401.556	4.5	400.05699999999996
enc	enc46	old59	9	3.0	794	0	406.056	409.056	10.5	413.556
ctl	ctl17		8		0	1	419.555	422.555	2.5	419.055
enc	enc47	old77	6	3.0	871	0	425.055	428.05400000000003	2.5	424.555
enc	enc48	old38	9	3.0	1311	0	430.55400000000003	433.55400000000003	6.0	433.55400000000003
ctl	ctl18		5		0	1	439.55300000000005	442.55300000000005	3.5	440.05300000000005
ctl	ctl19		5	3.0	1166	0	446.05300000000005	449.05300000000005	1.5	444.55300000000005
enc	enc49	old24	6	3.0	811	0	450.55300000000005	453.55199999999996	2.5	450.05300000000005
ctl	ctl20		8	3.0	965	0	456.05199999999996	459.05199999999996	4.0	457.05199999999996
ctl	ctl21		9	3.0	656	0	463.05199999999996	466.051	2.0	462.05199999999996
enc	enc50	old12	8	3.0	830	0	468.051	471.051	3.0	468.051
enc	enc51	old56	9	3.0	1341	0	474.051	477.05	3.0	474.051
ctl	ctl22		8	3.0	1125	0	480.05	483.05	4.0	481.05
enc	enc52	old42	8		0	1	487.05	490.04900000000004	0.5	484.55
enc	enc53	old19	9	3.0	2027	0	490.54900000000004	493.54900000000004	8.0	495.54900000000004
ctl	ctl23		9	3.0	1766	0	501.54900000000004	504.548	3.0	501.54900000000004
ctl	ctl24		6	3.0	663	0	507.548	510.548	0.5	505.048
enc	enc54	old44	5	3.0	685	0	511.048	514.048	1.5	509.548
enc	enc55	old30	8	3.0	977	0	515.547	518.547	4.0	516.547
enc	enc56	old36	5	3.0	775	0	522.547	525.547	5.0	524.547
ctl	ctl25		6		0	1	530.5459999999999	533.5459999999999	7.5	535.0459999999999
enc	enc57	old74	6	3.0	922	0	541.045	544.045	1.0	539.045
ctl	ctl26		6		0	1	545.045	548.045	1.5	543.545
ctl	ctl27		9	3.0	758	0	549.545	552.545	0.5	547.045
enc	enc58	old18	5	3.0	834	0	553.045	556.044	1.5	551.545
enc	enc59	old66	6	3.0	874	0	557.544	560.544	2.0	556.544
enc	enc60	old50	8		0	1	562.544	565.544	1.0	560.544
ctl	ctl28		5	3.0	1301	0	566.543	569.543	5.0	568.543
ctl	ctl29		8	3.0	1125	0	574.543	577.543	2.0	573.543
ctl	ctl30		9	3.0	681	0	579.5419999999999	582.5419999999999	5.5	582.0419999999999
ctl	ctl31		6	3.0	851	0	588.0419999999999	591.0419999999999	0.5	585.5419999999999
enc	enc61	old33	5	3.0	1471	0	591.5409999999999	594.5409999999999	8.0	596.5409999999999
ctl	ctl32		5	3.0	2189	0	602.5409999999999	605.54	1.0	600.5409999999999
enc	enc62	old64	5	3.0	2354	0	606.54	609.54	0.5	604.04
ctl	ctl33		5	3.0	862	0	610.04	613.04	3.5	610.54
enc	enc63	old10	5	3.0	822	0	616.54	619.539	1.5	615.04
enc	enc64	old04	9	3.0	614	0	621.039	624.039	2.5	620.539
enc	enc65	old65	9	3.0	611	0	626.539	629.539	9.5	633.039
enc	enc66	old76	5	3.0	592	0	639.038	642.038	0.5	636.538
enc	enc67	old57	8		0	1	642.5369999999999	645.5369999999999	1.0	640.5369999999999
ctl	ctl34		8		0	1	646.5369999999999	649.5369999999999	3.0	646.5369999999999
enc	enc68	old32	6		0	1	652.5369999999999	655.5360000000001	1.0	650.5369999999999
enc	enc69	old11	6	3.0	994	0	656.5360000000001	659.5360000000001	2.0	655.5360000000001
ctl	ctl35		8	3.0	1178	0	661.5360000000001	664.5360000000001	0.5	659.0360000000001
ctl	ctl36		6	3.0	1075	0	665.0360000000001	668.0360000000001	2.0	664.0360000000001
enc	enc70	old60	5	3.0	785	0	670.035	673.035	8.5	675.535
