trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		5	1	793	0	10.019	13.027999999999999	4.5	11.519
enc	enc000		9	1	668	0	17.525	20.534000000000002	4.5	19.025
ctl	ctl0		9	1	602	0	25.031	28.04	0.5	22.531
enc	enc01	old56	8	1	448	0	28.541	31.55	0.5	26.041
ctl	ctl01		6	1	674	0	32.052	35.061	4.5	33.552
enc	enc02	old03	5	1	603	0	39.558	42.567	2.0	38.558
enc	enc03	old60	5	1	577	0	44.556000000000004	47.565	3.5	45.056000000000004
ctl	ctl02		5	1	683	0	51.059	54.068000000000005	1.5	49.559
ctl	ctl03		6	1	483	0	55.555	58.56399999999999	2.5	55.055
enc	enc04	old73	6	1	491	0	61.055	64.064	1.0	59.055
enc	enc05	old67	5	1	591	0	65.051	68.06	3.0	65.051
ctl	ctl04		6	1	755	0	71.05199999999999	74.061	4.0	72.05199999999999
enc	enc06	old49	9	1	554	0	78.056	81.065	0.5	75.556
ctl	ctl05		9	1	414	0	81.567	84.57600000000001	2.5	81.067
enc	enc07	old54	6	1	503	0	87.066	90.075	2.5	86.566
ctl	ctl06		9	1	388	0	92.566	95.575	3.5	93.066
ctl	ctl07		5	1	440	0	99.069	102.07799999999999	1.0	97.069
enc	enc08	old06	8	1	384	0	103.081	106.09	2.0	102.081
enc	enc09	old72	9	1	404	0	108.079	111.088	0.5	105.579
enc	enc10	old11	5	1	414	0	111.59	114.59899999999999	4.5	113.09
enc	enc11	old29	9	1	583	0	119.096	122.105	7.0	123.096
enc	enc12	old36	5	1	445	0	129.092	132.101	0.5	126.59200000000001
enc	enc13	old47	8	1	465	0	132.60299999999998	135.612	2.0	131.60299999999998
enc	enc14	old44	8	1	602	0	137.601	140.61	1.0	135.601
enc	enc15	old42	9	1	548	0	141.613	144.622	1.0	139.613
enc	enc16	old43	8	1	439	0	145.625	148.634	3.5	146.125
enc	enc17	old01	5	1	515	0	152.128	155.137	1.0	150.128
ctl	ctl08		8	1	428	0	156.14	159.149	2.0	155.14
enc	enc18	old39	8	1	456	0	161.138	164.14700000000002	0.5	158.638
enc	enc19	old15	8	1	418	0	164.648	167.657	3.5	165.148
enc	enc20	old20	5	1	380	0	171.15099999999998	174.16	7.0	175.15099999999998
ctl	ctl09		8	1	437	0	181.148	184.157	2.5	180.648
enc	enc21	old46	9	1	448	0	186.648	189.657	5.0	188.648
enc	enc22	old14	9	1	515	0	194.655	197.66400000000002	1.0	192.655
enc	enc23	old08	6	1	436	0	198.667	201.676	10.0	205.667
enc	enc24	old21	8	1	496	0	211.672	214.68099999999998	1.5	210.172
enc	enc25	old69	8	1	467	0	216.169	219.178	0.5	213.669
enc	enc26	old25	9	1	482	0	219.68	222.68900000000002	2.5	219.18
enc	enc27	old68	5	1	515	0	225.179	228.188	3.5	225.679
enc	enc28	old30	6	1	480	0	231.68200000000002	234.69099999999997	1.0	229.68200000000002
ctl	ctl10		9	1	473	0	235.678	238.687	0.5	233.178
ctl	ctl11		6	1	524	0	239.188	242.197	1.5	237.688
ctl	ctl12		6	1	502	0	243.685	246.69400000000002	7.0	247.685
ctl	ctl13		5	1	389	0	253.68099999999998	256.69	7.0	257.681
enc	enc29	old78	9	1	409	0	263.678	266.687	2.0	262.678
enc	enc30	old74	8	1	388	0	268.676	271.685	6.5	272.176
ctl	ctl14		9	1	630	0	278.188	281.197	3.5	278.688
enc	enc31	old27	6	1	485	0	284.691	287.7	2.5	284.191
enc	enc32	old13	6	1	462	0	290.191	293.2	4.0	291.191
enc	enc33	old04	9	1	402	0	297.195	300.204	3.5	297.695
enc	enc34	old53	8	1	382	0	303.698	306.707	1.0	301.698
ctl	ctl15		8	1	551	0	307.71	310.719	6.5	311.21
enc	enc35	old02	9	1	587	0	317.221	320.23	7.5	321.721
ctl	ctl16		9	1	388	0	327.72	330.72900000000004	2.5	327.22
ctl	ctl17		8	1	392	0	333.219	336.228	1.5	331.719
enc	enc36	old55	8	1	429	0	337.716	340.725	1.0	335.716
enc	enc37	old19	9	1	468	0	341.711	344.72	3.0	341.711
enc	enc38	old50	6	1	449	0	347.713	350.722	2.5	347.213
ctl	ctl18		5	1	407	0	353.212	356.221	1.0	351.212
enc	enc39	old24	5	1	404	0	357.208	360.217	9.0	363.208
enc	enc40	old17	6	1	544	0	369.21	372.219	1.5	367.71
enc	enc41	old75	6	1	437	0	373.707	376.716	8.5	379.207
enc	enc42	old31	8	1	428	0	385.208	388.217	8.0	390.208
enc	enc43	old35	9	1	423	0	396.208	399.217	1.5	394.708
ctl	ctl19		5	1	447	0	400.705	403.714	5.0	402.705
enc	enc44	old48	5	1	470	0	408.712	411.721	1.0	406.712
ctl	ctl20		8	1	447	0	412.724	415.733	3.0	412.724
ctl	ctl21		9	1	427	0	418.725	421.73400000000004	5.0	420.725
enc	enc45	old65	6	1	409	0	426.73199999999997	429.741	0.5	424.23199999999997
ctl	ctl22		8	1	498	0	430.24300000000005	433.25199999999995	1.5	428.74300000000005
enc	enc46	old63	9	1	523	0	434.74	437.749	0.5	432.24
enc	enc47	old45	6	1	410	0	438.25	441.259	2.0	437.25
enc	enc48	old38	9	1	452	0	443.24800000000005	446.25699999999995	1.5	441.74800000000005
enc	enc49	old26	6	1	414	0	447.745	450.754	1.0	445.745
enc	enc50	old09	8	1	429	0	451.741	454.75	2.5	451.241
enc	enc51	old58	9	1	441	0	457.24	460.249	5.5	459.74
enc	enc52	old71	8	1	381	0	465.749	468.75800000000004	2.5	465.249
ctl	ctl23		9	1	440	0	471.249	474.25800000000004	1.5	469.749
enc	enc53	old18	9	1	412	0	475.746	478.755	0.5	473.246
ctl	ctl24		6	1	427	0	479.256	482.265	3.0	479.256
enc	enc54	old77	5	1	413	0	485.25699999999995	488.26599999999996	3.5	485.75699999999995
enc	enc55	old28	8	1	428	0	491.76	494.769	7.5	496.26
enc	enc56	old34	5	1	413	0	502.25800000000004	505.267	2.5	501.75800000000004
enc	enc57	old40	6	1	435	0	507.75800000000004	510.767	0.5	505.25800000000004
ctl	ctl25		6	1	502	0	511.269	514.278	1.0	509.269
enc	enc58	old22	5	1	503	0	515.281	518.29	4.0	516.281
enc	enc59	old52	6	1	539	0	522.285	525.294	11.5	530.785
enc	enc60	old70	8	1	479	0	536.795	539.804	0.5	534.295
ctl	ctl26		6	1	513	0	540.305	543.314	4.0	541.305
ctl	ctl27		9	1	563	0	547.31	550.319	0.5	544.81
ctl	ctl28		5	1	462	0	550.82	553.8290000000001	2.5	550.32
enc	enc61	old33	5	1	487	0	556.32	559.3290000000001	3.0	556.32
enc	enc62	old59	5	1	411	0	562.321	565.33	1.0	560.321
ctl	ctl29		8	1	498	0	566.317	569.326	2.0	565.317
enc	enc63	old05	5	1	534	0	571.315	574.3240000000001	0.5	568.815
enc	enc64	old12	9	1	584	0	574.825	577.8340000000001	7.0	578.825
ctl	ctl30		9	1	618	0	584.822	587.831	0.5	582.322
enc	enc65	old57	9	1	397	0	588.332	591.341	0.5	585.832
enc	enc66	old41	5	1	423	0	591.8430000000001	594.852	0.5	589.3430000000001
ctl	ctl31		6	1	488	0	595.3530000000001	598.362	1.5	593.8530000000001
ctl	ctl32		5	1	681	0	599.85	602.859	3.0	599.85
enc	enc67	old64	8	1	416	0	605.851	608.86	1.5	604.351
enc	enc68	old32	6	1	375	0	610.3480000000001	613.357	4.5	611.8480000000001
ctl	ctl33		5	1	358	0	617.854	620.863	0.5	615.354
ctl	ctl34		8	1	412	0	621.365	624.374	8.0	626.365
enc	enc69	old10	6	1	405	0	632.364	635.373	1.0	630.364
enc	enc70	old61	5	1	366	0	636.359	639.368	4.5	637.859
ctl	ctl35		8	1	467	0	643.865	646.874	2.0	642.865
ctl	ctl36		6	1	304	0	648.863	651.872	1.0	646.863
enc	enc71	old66	6	1	370	0	652.859	655.868	2.0	651.859
enc	enc72	old07	8	1	406	0	657.857	660.8660000000001	2.0	656.857
ctl	ctl37		5	1	472	0	662.855	665.8639999999999	10.0	669.855
ctl	ctl38		8	1	434	0	675.8610000000001	678.87	3.5	676.3610000000001
enc	enc73	old76	9	1	412	0	682.3639999999999	685.373	9.0	688.3639999999999
enc	enc74	old23	8	1	413	0	694.3660000000001	697.375	0.5	691.8660000000001
ctl	ctl39		9	1	474	0	697.877	700.8860000000001	7.0	701.877
enc	enc75	old51	9	1	363	0	707.873	710.882	12.5	717.373
enc	enc76	old62	6	1	463	0	723.37	726.3789999999999	2.5	722.87
enc	enc77	old37	5	1	430	0	728.8689999999999	731.878	18.5	744.3689999999999
enc	enc78	old16	6	1	419	0				
