trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
enc	enc00		8	1.0	1684	0	7.59	10.599	0.5	5.09
enc	enc000		9	1.0	1514	0	11.1	14.109000000000002	0.5	8.6
ctl	ctl0		8	1.0	2060	0	14.610999999999999	17.62	6.5	18.110999999999997
enc	enc01	old58	6	1.0	2093	0	24.122	27.131	2.0	23.122
enc	enc02	old03	5	1.0	1757	0	29.121	32.129	1.5	27.621
enc	enc03	old18	6	1.0	2566	0	33.617	36.626	1.0	31.616999999999997
enc	enc04	old75	9	1.0	2382	0	37.613	40.621	8.5	43.113
enc	enc05	old54	8	1.0	1922	0	49.113	52.122	2.0	48.113
enc	enc06	old52	9	1.0	1845	0	54.111999999999995	57.121	2.5	53.611999999999995
enc	enc07	old31	8	1.0	1646	0	59.611000000000004	62.62	1.5	58.111000000000004
ctl	ctl01		8	1.0	1051	0	64.108	67.117	1.5	62.608000000000004
ctl	ctl02		5	1.0	1106	0	68.605	71.61399999999999	0.5	66.105
enc	enc08	old43	6	1.0	1937	0	72.115	75.124	0.5	69.615
ctl	ctl03		6	1.0	1659	0	75.626	78.635	2.0	74.626
enc	enc09	old22	5	1.0	1771	0	80.624	83.633	1.5	79.124
enc	enc10	old39	6	1.0	1253	0	85.12100000000001	88.13	2.0	84.12100000000001
ctl	ctl04		8	1.0	1060	0	90.119	93.12799999999999	7.5	94.619
enc	enc11	old04	6	1.0	1758	0	100.617	103.626	5.0	102.617
enc	enc12	old14	8	1.0	1492	0	108.624	111.633	1.5	107.124
enc	enc13	old66	5	1.0	1732	0	113.12100000000001	116.13	3.0	113.12100000000001
enc	enc14	old17	9	1.0	1563	0	119.12200000000001	122.131	1.0	117.12200000000001
enc	enc15	old33	9	1.0	1266	0	123.134	126.14299999999999	1.5	121.634
enc	enc16	old29	5	1.0	2030	0	127.631	130.64	8.5	133.131
enc	enc17	old23	5		0	1	139.132	142.141	2.0	138.132
enc	enc18	old13	5	1.0	839	0	144.13	147.139	1.0	142.13
ctl	ctl05		8	1.0	689	0	148.142	151.151	1.5	146.642
ctl	ctl06		5	1.0	821	0	152.639	155.64700000000002	6.5	156.139
enc	enc19	old47	8	1.0	1572	0	162.15	165.15900000000002	1.5	160.65
enc	enc20	old76	6	1.0	1005	0	166.64700000000002	169.65599999999998	6.5	170.14700000000002
enc	enc21	old57	5	1.0	1371	0	176.15900000000002	179.168	3.5	176.65900000000002
ctl	ctl07		5	1.0	827	0	182.66099999999997	185.67	8.0	187.66099999999997
enc	enc22	old69	6	1.0	733	0	193.66099999999997	196.67	13.0	203.66099999999997
enc	enc23	old08	5	1.0	1060	0	209.658	212.667	1.0	207.658
ctl	ctl08		6	1.0	751	0	213.65400000000002	216.66299999999998	2.5	213.15400000000002
enc	enc24	old10	8	1.0	1091	0	219.153	222.162	1.5	217.653
enc	enc25	old40	5	1.0	1736	0	223.65	226.65900000000002	3.5	224.15
enc	enc26	old53	9	1.0	1566	0	230.153	233.162	2.0	229.153
enc	enc27	old42	8	1.0	1239	0	235.15099999999998	238.16	3.0	235.15099999999998
enc	enc28	old19	9	1.0	1713	0	241.15200000000002	244.16099999999997	7.0	245.15200000000002
enc	enc29	old36	8	1.0	1936	0	251.149	254.158	1.0	249.149
enc	enc30	old59	6	1.0	1978	0	255.16099999999997	258.17	0.5	252.66099999999997
ctl	ctl09		9	1.0	942	0	258.671	261.68	1.0	256.671
ctl	ctl10		8	1.0	1296	0	262.683	265.692	0.5	260.183
enc	enc31	old12	9	1.0	1188	0	266.193	269.202	7.0	270.193
enc	enc32	old74	6	1.0	1518	0	276.19	279.199	4.0	277.19
enc	enc33	old15	9	1.0	1049	0	283.194	286.203	2.0	282.194
enc	enc34	old21	6	1.0	1412	0	288.192	291.20099999999996	2.5	287.692
ctl	ctl11		5	1.0	862	0	293.692	296.70099999999996	4.5	295.192
enc	enc35	old71	5	1.0	1226	0	301.198	304.207	0.5	298.698
enc	enc36	old06	9	1.0	1144	0	304.70799999999997	307.717	3.0	304.70799999999997
ctl	ctl12		9	1.0	770	0	310.709	313.718	2.0	309.709
enc	enc37	old07	8	1.0	1080	0	315.70799999999997	318.717	0.5	313.20799999999997
ctl	ctl13		6	1.0	713	0	319.218	322.22700000000003	1.0	317.218
ctl	ctl14		6	1.0	851	0	323.23	326.23900000000003	2.5	322.73
ctl	ctl15		6	1.0	671	0	328.73	331.73900000000003	6.5	332.23
ctl	ctl16		9	1.0	755	0	338.241	341.25	9.5	344.741
enc	enc38	old44	6	1.0	1635	0	350.745	353.754	3.0	350.745
enc	enc39	old63	6	1.0	2203	0	356.74699999999996	359.756	3.0	356.74699999999996
enc	enc40	old61	5	1.0	1969	0	362.74800000000005	365.75699999999995	1.0	360.74800000000005
enc	enc41	old67	6	1.0	1496	0	366.76	369.769	2.0	365.76
enc	enc42	old60	9	1.0	2339	0	371.75800000000004	374.767	1.0	369.75800000000004
enc	enc43	old25	8	1.0	1949	0	375.77	378.779	0.5	373.27
enc	enc44	old32	9	1.0	1313	0	379.28	382.289	2.5	378.78
enc	enc45	old16	8	1.0	1883	0	384.78	387.789	8.5	390.28
enc	enc46	old30	9	1.0	2167	0	396.281	399.29	5.5	398.781
enc	enc47	old37	6	1.0	1162	0	404.79	407.79900000000004	2.0	403.79
enc	enc48	old02	6	1.0	1732	0	409.788	412.79699999999997	6.0	412.788
enc	enc49	old46	8	1.0	1158	0	418.798	421.80699999999996	6.0	421.798
enc	enc50	old51	9	1.0	1156	0	427.80800000000005	430.81699999999995	1.5	426.30800000000005
enc	enc51	old09	6	1.0	2145	0	432.305	435.314	2.0	431.305
ctl	ctl17		8	1.0	832	0	437.30300000000005	440.31199999999995	1.5	435.80300000000005
enc	enc52	old48	5	1.0	1570	0	441.8	444.809	4.0	442.8
ctl	ctl18		9	1.0	961	0	448.80400000000003	451.81300000000005	0.5	446.30400000000003
ctl	ctl19		8	1.0	629	0	452.315	455.324	6.0	455.315
ctl	ctl20		5	1.0	774	0	461.325	464.334	0.5	458.825
enc	enc53	old62	9	1.0	1179	0	464.835	467.844	2.5	464.335
enc	enc54	old41	8	1.0	1461	0	470.335	473.344	1.5	468.835
enc	enc55	old65	8	1.0	1057	0	474.832	477.841	2.5	474.332
enc	enc56	old35	6	1.0	1584	0	480.33099999999996	483.34	5.5	482.83099999999996
ctl	ctl21		5	1.0	893	0	488.84	491.849	4.5	490.34
enc	enc57	old55	9	1.0	1223	0	496.346	499.355	2.5	495.846
ctl	ctl22		8	1.0	869	0	501.845	504.85400000000004	6.5	505.345
enc	enc58	old72	9	1.0	1914	0	511.34	514.349	6.5	514.8399999999999
ctl	ctl23		9	1.0	907	0	520.835	523.844	1.5	519.335
ctl	ctl24		8	1.0	875	0	525.332	528.341	4.5	526.832
ctl	ctl25		9	1.0	714	0	532.8380000000001	535.847	1.5	531.3380000000001
ctl	ctl26		5	1.0	704	0	537.335	540.344	0.5	534.835
enc	enc59	old64	5	1.0	1919	0	540.845	543.854	10.5	548.345
ctl	ctl27		6	1.0	913	0	554.352	557.361	4.5	555.852
ctl	ctl28		6	1.0	957	0	561.8580000000001	564.867	2.0	560.8580000000001
enc	enc60	old56	8	1.0	1691	0	566.856	569.865	1.5	565.356
ctl	ctl29		9	1.0	845	0	571.3530000000001	574.362	12.5	580.8530000000001
enc	enc61	old11	8	1.0	2116	0	586.849	589.8580000000001	2.0	585.849
enc	enc62	old28	5	1.0	1691	0	591.847	594.856	1.0	589.847
enc	enc63	old77	8	1.0	1917	0	595.859	598.868	4.0	596.859
ctl	ctl30		8	1.0	809	0	602.863	605.872	0.5	600.363
enc	enc64	old73	9	1.0	1084	0	606.374	609.383	4.0	607.374
enc	enc65	old78	8	1.0	941	0	613.378	616.387	3.5	613.878
enc	enc66	old68	8	1.0	1017	0	619.88	622.889	1.0	617.88
ctl	ctl31		8	1.0	795	0	623.876	626.885	0.5	621.376
ctl	ctl32		5	1.0	807	0	627.386	630.395	2.5	626.886
enc	enc67	old05	5	1.0	1241	0	632.886	635.895	0.5	630.386
ctl	ctl33		9	1.0	852	0	636.396	639.405	9.0	642.396
ctl	ctl34		9	1.0	750	0	648.399	651.408	2.0	647.399
ctl	ctl35		6	1.0	691	0	653.3969999999999	656.4060000000001	0.5	650.8969999999999
enc	enc68	old01	9	1.0	1285	0	656.9069999999999	659.916	2.0	655.9069999999999
ctl	ctl36		6	1.0	1495	0	661.9060000000001	664.915	4.5	663.4060000000001
ctl	ctl37		5	1.0	703	0	669.4110000000001	672.42	4.5	670.9110000000001
ctl	ctl38		6	1.0	598	0	676.9169999999999	679.926	3.5	677.4169999999999
enc	enc69	old27	5	1.0	940	0	683.42	686.429	1.5	681.92
enc	enc70	old49	9	1.0	2181	0	687.916	690.925	4.5	689.416
enc	enc71	old38	8	1.0	2381	0	695.422	698.431	0.5	692.922
enc	enc72	old20	6	1.0	1402	0	698.933	701.942	0.5	696.433
enc	enc73	old70	9	1.0	1643	0	702.443	705.452	5.0	704.443
ctl	ctl39		9	1.0	965	0	710.45	713.459	4.5	711.95
enc	enc74	old50	5	1.0	1142	0	717.956	720.965	5.5	720.456
enc	enc75	old45	6	1.0	1924	0	726.465	729.4739999999999	1.0	724.465
enc	enc76	old26	5	1.0	1126	0	730.477	733.4860000000001	0.5	727.977
enc	enc77	old34	5	1.0	2818	0	733.987	736.9960000000001	13.5	744.487
enc	enc78	old24	8	1.0	2652	0				
