trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		5	2.0	832	0	4.607	7.606	0.5	2.107
enc	enc00		8		0	1	8.106	11.106	0.5	5.606
enc	enc000		9	2.0	1319	0	11.606	14.606	5.5	14.106000000000002
ctl	ctl01		8	2.0	947	0	20.105	23.105	0.5	17.605
enc	enc01	old59	6		0	1	23.605	26.605	1.0	21.605
enc	enc02	old06	5	2.0	698	0	27.605	30.604	1.0	25.605
enc	enc03	old24	6	2.0	777	0	31.604	34.604	1.5	30.104
enc	enc04	old77	9		0	1	36.104	39.104	2.0	35.104
enc	enc05	old61	8		0	1	41.103	44.103	3.0	41.103
enc	enc06	old42	9		0	1	47.103	50.103	0.5	44.603
ctl	ctl02		5	2.0	651	0	50.603	53.619	4.0	51.603
ctl	ctl03		6	2.0	948	0	57.602	60.602	2.5	57.102
enc	enc07	old29	8		0	1	63.101000000000006	66.101	1.5	61.601
ctl	ctl04		8	2.0	790	0	67.601	70.601	2.0	66.601
enc	enc08	old44	6		0	1	72.604	75.617	3.5	73.104
enc	enc09	old26	5		0	1	79.1	82.1	0.5	76.6
ctl	ctl05		8	2.0	718	0	82.6	85.59899999999999	2.5	82.1
enc	enc10	old36	6		0	1	88.09899999999999	91.09899999999999	0.5	85.59899999999999
enc	enc11	old13	6		0	1	91.59899999999999	94.6	1.0	89.59899999999999
enc	enc12	old19	8		0	1	95.59899999999999	98.598	1.5	94.09899999999999
enc	enc13	old75	5	2.0	512	0	100.098	103.098	2.5	99.598
enc	enc14	old22	9		0	1	105.598	108.59700000000001	3.0	105.598
enc	enc15	old35	9		0	1	111.61399999999999	114.613	1.0	109.61399999999999
enc	enc16	old34	5		0	1	115.613	118.613	1.5	114.113
enc	enc17	old17	5		0	1	120.113	123.113	1.5	118.613
ctl	ctl06		5	2.0	957	0	124.613	127.61200000000001	1.0	122.613
enc	enc18	old10	5		0	1	128.612	131.612	2.5	128.112
enc	enc19	old43	8		0	1	134.112	137.111	2.5	133.612
ctl	ctl07		5	2.0	826	0	139.611	142.611	0.5	137.111
enc	enc20	old66	6		0	1	143.111	146.111	5.5	145.611
enc	enc21	old60	5		0	1	151.61	154.61	5.5	154.11
enc	enc22	old68	6		0	1	160.109	163.109	2.0	159.109
enc	enc23	old01	5		0	1	165.109	168.109	1.0	163.109
enc	enc24	old05	8		0	1	169.109	172.108	3.0	169.109
enc	enc25	old47	5		0	1	175.108	178.108	3.5	175.608
enc	enc26	old54	9		0	1	181.607	184.607	0.5	179.107
ctl	ctl08		6	2.0	688	0	185.107	188.107	1.5	183.607
ctl	ctl09		9	2.0	1221	0	189.607	192.607	9.5	196.107
ctl	ctl10		8	2.0	642	0	202.106	205.105	2.0	201.106
ctl	ctl11		5	2.0	767	0	207.105	210.105	2.0	206.105
enc	enc27	old51	8		0	1	212.105	215.104	1.0	210.105
ctl	ctl12		9	2.0	799	0	216.104	219.104	0.5	213.604
enc	enc28	old20	9		0	1	219.604	222.604	0.5	217.104
ctl	ctl13		6	2.0	676	0	223.104	226.10299999999998	2.0	222.104
enc	enc29	old28	8		0	1	228.10299999999998	231.10299999999998	4.5	229.60299999999998
enc	enc30	old55	6		0	1	235.60299999999998	238.602	3.5	236.10299999999998
enc	enc31	old08	9		0	1	242.102	245.102	8.0	247.102
enc	enc32	old74	6		0	1	253.101	256.101	9.0	259.101
enc	enc33	old15	9		0	1	265.1	268.1	0.5	262.6
enc	enc34	old14	6		0	1	268.6	271.599	2.5	268.1
ctl	ctl14		6		0	1	274.099	277.099	8.5	279.599
enc	enc35	old78	5		0	1	285.598	288.598	0.5	283.098
enc	enc36	old03	9		0	1	289.098	292.098	5.5	291.598
enc	enc37	old07	8		0	1	297.597	300.597	3.0	297.597
enc	enc38	old49	6		0	1	303.597	306.597	4.0	304.597
ctl	ctl15		6	2.0	631	0	310.596	313.596	6.5	314.096
ctl	ctl16		9	2.0	695	0	320.095	323.095	0.5	317.595
enc	enc39	old53	6		0	1	323.595	326.595	11.5	332.095
enc	enc40	old58	5		0	1	338.093	341.093	9.5	344.593
enc	enc41	old67	6		0	1	350.592	353.592	1.0	348.592
ctl	ctl17		8	2.0	831	0	354.596	357.608	5.5	357.096
enc	enc42	old62	9		0	1	363.108	366.108	1.5	361.608
enc	enc43	old18	8		0	1	367.608	370.60699999999997	1.0	365.608
enc	enc44	old38	9		0	1	371.60699999999997	374.60699999999997	2.0	370.60699999999997
ctl	ctl18		9	2.0	1587	0	376.60699999999997	379.606	3.5	377.10699999999997
enc	enc45	old21	8		0	1	383.106	386.106	1.5	381.606
enc	enc46	old27	9		0	1	387.606	390.605	0.5	385.106
ctl	ctl19		8	2.0	675	0	391.105	394.105	2.5	390.605
ctl	ctl20		5	2.0	615	0	396.605	399.605	0.5	394.105
ctl	ctl21		5	2.0	800	0	400.105	403.10400000000004	2.5	399.605
ctl	ctl22		8	2.0	753	0	405.60400000000004	408.60400000000004	2.0	404.60400000000004
ctl	ctl23		9	2.0	876	0	410.60400000000004	413.603	11.0	418.60400000000004
ctl	ctl24		8	2.0	584	0	424.602	427.602	1.0	422.602
enc	enc47	old31	6		0	1	428.602	431.602	1.5	427.102
enc	enc48	old09	6		0	1	433.102	436.101	0.5	430.602
enc	enc49	old50	8		0	1	436.601	439.601	0.5	434.101
enc	enc50	old40	9		0	1	440.101	443.101	2.0	439.101
enc	enc51	old04	6		0	1	445.101	448.1	1.0	443.101
ctl	ctl25		9	2.0	695	0	449.1	452.1	2.0	448.1
ctl	ctl26		5		0	1	454.1	457.099	4.0	455.1
enc	enc52	old48	5		0	1	461.099	464.099	4.5	462.599
enc	enc53	old65	9		0	1	468.598	471.598	8.5	474.098
enc	enc54	old46	8		0	1	480.097	483.097	1.0	478.097
enc	enc55	old64	8		0	1	484.097	487.097	6.0	487.097
ctl	ctl27		6	2.0	1519	0	493.096	496.096	1.5	491.596
enc	enc56	old39	6		0	1	497.596	500.596	13.0	507.596
ctl	ctl28		6	2.0	791	0	513.595	516.594	1.5	512.095
enc	enc57	old56	9		0	1	518.094	521.094	1.5	516.594
enc	enc58	old73	9		0	1	522.594	525.5930000000001	7.5	527.094
enc	enc59	old63	5		0	1	533.0930000000001	536.092	1.5	531.5930000000001
ctl	ctl29		9	2.0	937	0	537.592	540.592	3.5	538.092
enc	enc60	old57	8		0	1	544.092	547.091	1.0	542.092
ctl	ctl30		8	2.0	653	0	548.091	551.091	1.5	546.591
enc	enc61	old12	8		0	1	552.591	555.591	3.5	553.091
ctl	ctl31		8	2.0	751	0	559.09	562.09	4.5	560.59
enc	enc62	old32	5		0	1	566.59	569.589	3.0	566.59
ctl	ctl32		5	2.0	896	0	572.589	575.589	0.5	570.089
enc	enc63	old71	8		0	1	576.089	579.089	8.0	581.089
enc	enc64	old72	9		0	1	587.0880000000001	590.0880000000001	5.0	589.0880000000001
ctl	ctl33		9		0	1	595.087	598.087	0.5	592.587
ctl	ctl34		9	2.0	654	0	598.587	601.587	1.0	596.587
enc	enc65	old76	8		0	1	602.586	605.586	11.5	611.086
enc	enc66	old69	8		0	1	617.085	620.085	2.5	616.585
ctl	ctl35		6	2.0	695	0	622.585	625.5840000000001	2.0	621.585
enc	enc67	old02	5		0	1	627.601	630.601	0.5	625.101
enc	enc68	old11	9		0	1	631.101	634.1	1.0	629.101
enc	enc69	old37	5		0	1	635.1	638.1	1.0	633.1
enc	enc70	old45	9		0	1	639.1	642.1	0.5	636.6
enc	enc71	old33	8		0	1	642.6	645.599	7.5	647.1
ctl	ctl36		6		0	1	653.099	656.0980000000001	15.0	665.099
enc	enc72	old23	6		0	1	671.097	674.097	0.5	668.597
enc	enc73	old70	9		0	1	674.597	677.596	1.0	672.597
ctl	ctl37		5	2.0	641	0	678.596	681.596	0.5	676.096
ctl	ctl38		6	2.0	761	0	682.096	685.096	9.0	688.096
enc	enc74	old41	5		0	1	694.095	697.095	6.0	697.095
enc	enc75	old52	6		0	1	703.0939999999999	706.0939999999999	10.5	710.5939999999999
ctl	ctl39		9	2.0	741	0	716.5930000000001	719.5930000000001	5.0	718.5930000000001
enc	enc76	old25	5		0	1	724.592	727.592	1.0	722.592
enc	enc77	old30	5	2.0	1238	0	728.592	731.592	18.5	744.092
enc	enc78	old16	8		0	1				
