	Condition	CorrectSource	Stim_RT
0	Enc	6	0.744
1	Enc	5	0.67
2	Enc	6	0.607
3	Enc	9	0.647
4	Enc	8	0.567
5	Enc	9	0.617
6	Enc	8	0.565
7	CTL	8	0.768
8	CTL	5	0.636
9	Enc	6	0.574
10	CTL	6	1.036
11	Enc	5	0.604
12	Enc	6	0.612
13	CTL	8	0.943
14	Enc	6	0.537
15	Enc	8	0.495
16	Enc	5	0.575
17	Enc	9	0.621
18	Enc	9	0.628
19	Enc	5	0.619
20	Enc	5	0.551
21	Enc	5	0.574
22	CTL	8	0.647
23	CTL	5	0.619
24	Enc	8	0.58
25	Enc	6	0.616
26	Enc	5	0.663
27	CTL	5	0.618
28	Enc	6	0.597
29	Enc	5	0.636
30	CTL	6	0.666
31	Enc	8	0.721
32	Enc	5	0.675
33	Enc	9	0.741
34	Enc	8	0.649
35	Enc	9	0.792
36	Enc	8	0.63
37	Enc	6	0.801
38	CTL	9	0.563
39	CTL	8	0.66
40	Enc	9	0.483
41	Enc	6	0.544
42	Enc	9	0.595
43	Enc	6	0.644
44	CTL	5	0.69
45	Enc	5	0.604
46	Enc	9	0.621
47	CTL	9	0.743
48	Enc	8	0.566
49	CTL	6	0.504
50	CTL	6	0.647
51	CTL	6	0.581
52	CTL	9	0.626
53	Enc	6	0.533
54	Enc	6	0.648
55	Enc	5	0.664
56	Enc	6	0.707
57	Enc	9	0.625
58	Enc	8	0.836
59	Enc	9	0.616
60	Enc	8	0.671
61	Enc	9	0.0
62	Enc	6	0.649
63	Enc	6	0.604
64	Enc	8	0.623
65	Enc	9	0.646
66	Enc	6	0.0
67	CTL	8	0.0
68	Enc	5	2.826
69	CTL	9	0.585
70	CTL	8	0.645
71	CTL	5	0.674
72	Enc	9	0.534
73	Enc	8	0.532
74	Enc	8	0.488
75	Enc	6	0.54
76	CTL	5	0.459
77	Enc	9	0.556
78	CTL	8	0.503
79	Enc	9	0.509
80	CTL	9	0.574
81	CTL	8	0.477
82	CTL	9	0.495
83	CTL	5	0.42
84	Enc	5	0.379
85	CTL	6	0.444
86	CTL	6	0.474
87	Enc	8	0.432
88	CTL	9	0.402
89	Enc	8	0.366
90	Enc	5	0.486
91	Enc	8	0.405
92	CTL	8	0.524
93	Enc	9	0.516
94	Enc	8	0.417
95	Enc	8	0.456
96	CTL	8	0.385
97	CTL	5	0.49
98	Enc	5	0.449
99	CTL	9	0.43
100	CTL	9	0.761
101	CTL	6	0.738
102	Enc	9	0.717
103	CTL	6	0.519
104	CTL	5	0.552
105	CTL	6	0.382
106	Enc	5	0.593
107	Enc	9	0.446
108	Enc	8	0.433
109	Enc	6	0.491
110	Enc	9	0.469
111	CTL	9	0.553
112	Enc	5	0.516
113	Enc	6	0.0
114	Enc	5	0.454
115	Enc	5	0.536
116	Enc	8	0.469
