	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	16.087	3.0	19.086	1.0	False	CTL01	OLD	kitchen_martini glass.bmp	Old32	1	1	3.145	6	2794
1	20.086	3.0	23.086	8.0	Old57	Enc01	New	kitchen_toaster_old.bmp	New30	1	2	2.136	6	2794
2	31.085	3.0	34.085	7.5	Old11	Enc02	OLD	Kitchen_apron.bmp	Old27	1	1	2.44	5	589
3	41.583999999999996	3.0	44.583999999999996	0.5	Old60	Enc03	New	fruit_granny smith apple.bmp	New16	1	2	4.6819999999999995	5	589
4	45.083999999999996	3.0	48.083999999999996	6.0	Old42	Enc04	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.7480000000000002	8	1141
5	54.083	3.0	57.083	2.0	Old51	Enc05	OLD	sporting_americanfootball.bmp	Old53	0	2	4.349	8	1141
6	59.083	3.0	62.082	2.0	Old70	Enc06	OLD	fruit_lemon_new.bmp	Old69	1	1	2.719	9	1761
7	64.082	3.0	67.082	4.0	False	CTL02	OLD	food_candy.bmp	Old16	0	2	3.2089999999999996	9	1761
8	71.081	3.0	74.081	2.5	False	CTL03	OLD	animal_chimpanzee.bmp	Old03	1	1	2.182	9	4639
9	76.581	3.0	79.581	1.5	False	CTL04	OLD	animal_cheetah.bmp	Old02	0	2	2.138	9	4639
10	81.08	3.0	84.08	5.0	False	CTL05	OLD	musical_violin_old.bmp	Old51	1	1	2.467	8	2736
11	89.08	3.0	92.079	1.0	Old64	Enc07	OLD	animal_zebra_old.bmp	Old13	1	1	2.104	9	2275
12	93.079	3.0	96.079	3.0	Old08	Enc08	OLD	animal_sheep.bmp	Old11	0	2	2.022	9	2275
13	99.079	3.0	102.07799999999999	3.0	False	CTL06	OLD	sporting_mini-trampoline.bmp	Old61	0	2	1.771	9	2275
14	105.07799999999999	3.0	108.07799999999999	2.5	Old46	Enc09	OLD	animal_siamese cat.bmp	Old12	0	2	2.827	9	2275
15	110.57799999999999	3.0	113.57700000000001	6.5	Old03	Enc10	OLD	kitchen_coffee pot.bmp	Old29	1	1	2.208	8	5518
16	120.07700000000001	3.0	123.07600000000001	2.5	Old36	Enc11	New	musical_bagpipes.bmp	New35	1	2	3.5039999999999996	8	5518
17	125.57600000000001	3.0	128.576	2.0	Old32	Enc12	OLD	sporting_soccer ball_new.bmp	Old65	1	1	1.594	5	401
18	130.576	3.0	133.575	4.5	Old71	Enc13	OLD	animal_parrot.bmp	Old09	0	2	1.751	5	401
19	138.075	3.0	141.075	4.5	Old67	Enc14	OLD	sporting_hockey stick_old.bmp	Old58	1	1	2.0140000000000002	5	2468
20	145.57399999999998	3.0	148.57399999999998	2.5	Old69	Enc15	OLD	sporting_bicycle_old.bmp	Old55	1	1	1.775	5	488
