	Condition	CorrectSource	Stim_RT
0	Enc	6	0.0
1	Enc	5	0.0
2	Enc	6	0.0
3	Enc	9	0.0
4	Enc	8	0.174
5	Enc	9	0.0
6	Enc	8	0.0
7	CTL	8	1.491
8	CTL	5	1.274
9	Enc	6	0.0
10	CTL	6	1.302
11	Enc	5	0.0
12	Enc	6	2.902
13	CTL	8	1.494
14	Enc	6	2.267
15	Enc	8	0.0
16	Enc	5	0.0
17	Enc	9	0.0
18	Enc	9	2.937
19	Enc	5	0.0
20	Enc	5	0.0
21	Enc	5	2.828
22	CTL	8	1.532
23	CTL	5	1.462
24	Enc	8	2.833
25	Enc	6	0.0
26	Enc	5	0.0
27	CTL	5	1.22
28	Enc	6	2.986
29	Enc	5	0.0
30	CTL	6	1.663
31	Enc	8	0.0
32	Enc	5	0.0
33	Enc	9	0.0
34	Enc	8	0.0
35	Enc	9	0.0
36	Enc	8	2.851
37	Enc	6	2.417
38	CTL	9	1.29
39	CTL	8	1.005
40	Enc	9	2.674
41	Enc	6	0.0
42	Enc	9	2.558
43	Enc	6	2.741
44	CTL	5	1.384
45	Enc	5	0.0
46	Enc	9	2.105
47	CTL	9	1.182
48	Enc	8	2.523
49	CTL	6	1.242
50	CTL	6	0.929
51	CTL	6	1.333
52	CTL	9	1.424
53	Enc	6	0.0
54	Enc	6	2.274
55	Enc	5	2.425
56	Enc	6	2.648
57	Enc	9	2.261
58	Enc	8	0.0
59	Enc	9	0.0
60	Enc	8	0.747
61	Enc	9	0.0
62	Enc	6	2.355
63	Enc	6	2.541
64	Enc	8	2.883
65	Enc	9	0.0
66	Enc	6	0.0
67	CTL	8	1.297
68	Enc	5	2.921
69	CTL	9	1.165
70	CTL	8	0.965
71	CTL	5	1.29
72	Enc	9	2.149
73	Enc	8	0.0
74	Enc	8	2.512
75	Enc	6	2.721
76	CTL	5	1.153
77	Enc	9	2.838
78	CTL	8	0.81
79	Enc	9	2.823
80	CTL	9	0.878
81	CTL	8	1.202
82	CTL	9	2.169
83	CTL	5	0.758
84	Enc	5	2.912
85	CTL	6	1.375
86	CTL	6	0.945
87	Enc	8	2.43
88	CTL	9	1.477
89	Enc	8	2.422
90	Enc	5	2.669
91	Enc	8	0.0
92	CTL	8	1.2
93	Enc	9	2.414
94	Enc	8	2.719
95	Enc	8	0.0
96	CTL	8	0.965
97	CTL	5	0.855
98	Enc	5	2.757
99	CTL	9	1.003
100	CTL	9	0.958
101	CTL	6	0.961
102	Enc	9	2.748
103	CTL	6	0.981
104	CTL	5	1.087
105	CTL	6	1.247
106	Enc	5	0.0
107	Enc	9	2.819
108	Enc	8	0.0
109	Enc	6	2.812
110	Enc	9	0.0
111	CTL	9	0.961
112	Enc	5	2.676
113	Enc	6	2.46
114	Enc	5	2.983
115	Enc	5	2.791
116	Enc	8	0.0
