trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	ctl	ctl0	nan	9	1	1043	0	5.019	8.028	3
2	enc	enc00	nan	5	1	1165	0	11.02	14.029	2
3	enc	enc000	nan	9	1	1100	0	16.019	19.028	1
4	ctl	ctl01	nan	6	1	973	0	20.031	23.04	8
5	enc	enc01	old61	8	1	1097	0	31.03	34.039	7.5
6	enc	enc02	old10	5	1	626	0	41.528	44.537	0.5
7	enc	enc03	old62	5	1	1135	0	45.039	48.048	6
8	enc	enc04	old40	6	1	1224	0	54.049	57.058	2
9	enc	enc05	old43	5	1	1078	0	59.047	62.056	2
10	enc	enc06	old71	9	1	1032	0	64.046	67.055	4
11	ctl	ctl02	nan	5	1	1313	0	71.05	74.059	2.5
12	ctl	ctl03	nan	6	1	1053	0	76.55	79.559	1.5
13	ctl	ctl04	nan	6	1	561	0	81.046	84.055	5
14	ctl	ctl05	nan	9	1	632	0	89.054	92.063	1
15	enc	enc07	old53	6	1	832	0	93.066	96.075	3
16	enc	enc08	old12	8	1	1036	0	99.067	102.076	3
17	ctl	ctl06	nan	9	1	683	0	105.068	108.077	2.5
18	enc	enc09	old44	9	1	1082	0	110.568	113.577	6.5
19	enc	enc10	old13	5	1	958	0	120.08	123.089	2.5
20	enc	enc11	old31	9	1	1197	0	125.579	128.588	2
21	enc	enc12	old27	5	1	1338	0	130.578	133.587	4.5
22	enc	enc13	old68	8	1	947	0	138.083	141.092	4.5
23	enc	enc14	old70	8	1	762	0	145.589	148.598	2.5
24	enc	enc15	old66	9	1	1480	0	151.089	154.098	1
25	enc	enc16	old75	8	1	1196	0	155.101	158.11	1.5
26	enc	enc17	old03	5	1	1024	0	159.598	162.607	4
27	ctl	ctl07	nan	5	1	798	0	166.602	169.611	3
28	ctl	ctl08	nan	8	1	594	0	172.603	175.612	1
29	enc	enc18	old28	8	1	953	0	176.598	179.607	1
30	enc	enc19	old18	8	1	1374	0	180.594	183.603	0.5
31	enc	enc20	old17	5	1	986	0	184.104	187.113	3.5
32	enc	enc21	old76	9	1	1116	0	190.607	193.616	4.5
33	enc	enc22	old26	9	1	981	0	198.113	201.122	9.5
34	ctl	ctl09	nan	8	1	1058	0	210.617	213.626	3.5
35	enc	enc23	old02	6	1	786	0	217.12	220.129	4
36	ctl	ctl10	nan	9	1	675	0	224.124	227.133	4
37	enc	enc24	old21	8	1	615	0	231.128	234.137	1
38	enc	enc25	old49	8	1	1187	0	235.123	238.132	6
39	enc	enc26	old22	9	1	744	0	244.134	247.143	6.5
40	enc	enc27	old51	5	1	892	0	253.645	256.654	2
41	enc	enc28	old34	6	1	733	0	258.644	261.653	1.5
42	enc	enc29	old52	9	1	1118	0	263.14	266.149	2.5
43	enc	enc30	old50	8	1	966	0	268.64	271.649	4.5
44	enc	enc31	old32	6	1	1098	0	276.146	279.155	0.5
45	enc	enc32	old01	6	1	711	0	279.656	282.665	1
46	ctl	ctl11	nan	6	1	705	0	283.652	286.661	1.5
47	enc	enc33	old09	9	1	637	0	288.148	291.157	2
48	enc	enc34	old63	8	1	1213	0	293.147	296.156	4
49	ctl	ctl12	nan	6	1	694	0	300.151	303.16	2
50	enc	enc35	old04	9	1	986	0	305.149	308.158	2.5
51	enc	enc36	old57	8	1	1196	0	310.649	313.658	2
52	enc	enc37	old23	9	1	2112	0	315.647	318.656	14.5
53	enc	enc38	old73	6	1	777	0	333.15	336.159	4
54	enc	enc39	old19	5	1	810	0	340.154	343.163	1.5
55	ctl	ctl13	nan	5	1	734	0	344.651	347.66	1
56	enc	enc40	old15	6	1	509	0	348.663	351.672	3
57	ctl	ctl14	nan	9	1	745	0	354.664	357.673	5.5
58	ctl	ctl15	nan	8	1	583	0	363.173	366.182	2
59	ctl	ctl16	nan	9	1	770	0	368.171	371.18	2.5
60	enc	enc41	old46	6	1	1252	0	373.671	376.68	3
61	enc	enc42	old29	8	1	840	0	379.672	382.681	3
62	enc	enc43	old39	9	1	503	0	385.673	388.682	2
63	enc	enc44	old78	5	1	974	0	390.671	393.68	5
64	enc	enc45	old65	6	1	824	0	398.679	401.688	4.5
65	enc	enc46	old58	9	1	887	0	406.185	409.194	10.5
66	ctl	ctl17	nan	8	1	693	0	419.692	422.701	2.5
67	enc	enc47	old67	6	1	474	0	425.191	428.2	2.5
68	enc	enc48	old35	9	1	895	0	430.691	433.7	6
69	ctl	ctl18	nan	5	1	979	0	439.701	442.71	3.5
70	ctl	ctl19	nan	5	1	696	0	446.204	449.213	1.5
71	enc	enc49	old25	6	1	529	0	450.701	453.71	2.5
72	ctl	ctl20	nan	8	1	904	0	456.201	459.21	4
73	ctl	ctl21	nan	9	1	732	0	463.205	466.214	2
74	enc	enc50	old11	8	1	936	0	468.203	471.212	3
75	enc	enc51	old55	9	1	618	0	474.204	477.213	3
76	ctl	ctl22	nan	8	1	592	0	480.206	483.215	4
77	enc	enc52	old41	8	1	918	0	487.21	490.219	0.5
78	enc	enc53	old16	9	1	850	0	490.72	493.729	8
79	ctl	ctl23	nan	9	1	516	0	501.72	504.729	3
80	ctl	ctl24	nan	6	1	692	0	507.721	510.73	0.5
81	enc	enc54	old45	5	1	627	0	511.232	514.241	1.5
82	enc	enc55	old37	8	1	860	0	515.729	518.738	4
83	enc	enc56	old30	5	1	554	0	522.733	525.742	5
84	ctl	ctl25	nan	6	1	646	0	530.74	533.749	7.5
85	enc	enc57	old72	6	1	487	0	541.238	544.247	1
86	ctl	ctl26	nan	6	1	589	0	545.233	548.242	1.5
87	ctl	ctl27	nan	9	1	554	0	549.73	552.739	0.5
88	enc	enc58	old20	5	1	1177	0	553.241	556.25	1.5
89	enc	enc59	old69	6	1	698	0	557.737	560.746	2
90	enc	enc60	old47	8	1	1369	0	562.736	565.745	1
91	ctl	ctl28	nan	5	1	666	0	566.748	569.757	5
92	ctl	ctl29	nan	8	1	502	0	574.755	577.764	2
93	ctl	ctl30	nan	9	1	959	0	579.753	582.762	5.5
94	ctl	ctl31	nan	6	1	425	0	588.262	591.271	0.5
95	enc	enc61	old33	5	1	476	0	591.772	594.781	8
96	ctl	ctl32	nan	5	1	758	0	602.772	605.781	1
97	enc	enc62	old56	5	1	485	0	606.784	609.793	0.5
98	ctl	ctl33	nan	5	1	761	0	610.294	613.303	3.5
99	enc	enc63	old05	5	1	795	0	616.797	619.806	1.5
100	enc	enc64	old06	9	1	1004	0	621.294	624.303	2.5
101	enc	enc65	old64	9	1	1451	0	626.794	629.803	9.5
102	enc	enc66	old74	5	1	1119	0	639.298	642.307	0.5
103	enc	enc67	old59	8	1	1934	0	642.808	645.817	1
104	ctl	ctl34	nan	8	1	1032	0	646.804	649.812	3
105	enc	enc68	old36	6	1	996	0	652.805	655.814	1
106	enc	enc69	old07	6	1	1963	0	656.817	659.826	2
107	ctl	ctl35	nan	8	1	679	0	661.815	664.824	0.5
108	ctl	ctl36	nan	6	1	473	0	665.326	668.335	2
109	enc	enc70	old54	5	1	546	0	670.324	673.333	8.5
110	ctl	ctl37	nan	5	1	572	0	681.825	684.834	1.5
111	enc	enc71	old48	6	1	558	0	686.322	689.331	1
112	enc	enc72	old08	8	1	949	0	690.334	693.343	1
113	enc	enc73	old42	9	1	785	0	694.346	697.355	4
114	enc	enc74	old14	8	1	1053	0	701.35	704.359	9.5
115	enc	enc75	old77	9	1	809	0	713.854	716.863	4.5
116	ctl	ctl38	nan	8	1	609	0	721.36	724.369	0.5
117	ctl	ctl39	nan	9	1	534	0	724.87	727.879	4
118	enc	enc76	old60	6	1	512	0	731.874	734.883	1
119	enc	enc77	old38	5	1	940	0	735.87	738.879	11.5
120	enc	enc78	old24	6	1	1048	0			
