0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	enc	enc00		encoding	0.061	fixation	3.0610000000000004	7.0	1.0	987	0
2	enc	enc000		encoding	10.06	fixation	13.06	4.5	1.0	1447	0
3	ctl	ctl0		control	17.56	fixation	20.56	4.5	1.0	1121	0
4	enc	enc01	old64	encoding	25.059	fixation	28.059	0.5	1.0	1784	0
5	ctl	ctl01		control	28.559	fixation	31.559	0.5	1.0	1392	0
6	enc	enc02	old12	encoding	32.059	fixation	35.059	4.5	1.0	1810	0
7	enc	enc03	old63	encoding	39.558	fixation	42.558	2.0	1.0	1310	0
8	ctl	ctl02		control	44.558	fixation	47.558	3.5	1.0	1036	0
9	ctl	ctl03		control	51.056999999999995	fixation	54.056999999999995	1.5	1.0	807	0
10	enc	enc04	old72	encoding	55.556999999999995	fixation	58.556999999999995	2.5	1.0	2105	0
11	enc	enc05	old67	encoding	61.056999999999995	fixation	64.057	1.0	1.0	1360	0
12	ctl	ctl04		control	65.056	fixation	68.056	3.0	1.0	1281	0
13	enc	enc06	old48	encoding	71.056	fixation	74.056	4.0	1.0	1631	0
14	ctl	ctl05		control	78.055	fixation	81.055	0.5	1.0	1534	0
15	enc	enc07	old55	encoding	81.555	fixation	84.555	2.5	1.0	2779	0
16	ctl	ctl06		control	87.055	fixation	90.055	2.5	1.0	1699	0
17	ctl	ctl07		control	92.554	fixation	95.554	3.5	1.0	810	0
18	enc	enc08	old08	encoding	99.054	fixation	102.054	1.0	1.0	1482	0
19	enc	enc09	old78	encoding	103.054	fixation	106.053	2.0	1.0	2407	0
20	enc	enc10	old01	encoding	108.053	fixation	111.053	0.5	1.0	1827	0
21	enc	enc11	old33	encoding	111.553	fixation	114.553	4.5	1.0	2274	0
22	enc	enc12	old34	encoding	119.052	fixation	122.052	7.0	1.0	1637	0
23	enc	enc13	old44	encoding	129.05200000000002	fixation	132.05100000000002	0.5	1.0	1876	0
24	enc	enc14	old49	encoding	132.55100000000002	fixation	135.55100000000002	2.0	1.0	1182	0
25	enc	enc15	old43	encoding	137.55100000000002	fixation	140.55100000000002	1.0	1.0	1223	0
26	enc	enc16	old41	encoding	141.55100000000002	fixation	144.55	1.0	1.0	2127	0
27	enc	enc17	old03	encoding	145.55	fixation	148.55	3.5	1.0	1325	0
28	ctl	ctl08		control	152.05	fixation	155.05	1.0	1.0	1084	0
29	enc	enc18	old28	encoding	156.05	fixation	159.049	2.0	1.0	1278	0
30	enc	enc19	old17	encoding	161.049	fixation	164.049	0.5	1.0	1334	0
31	enc	enc20	old20	encoding	164.549	fixation	167.549	3.5	1.0	2415	0
32	ctl	ctl09		control	171.049	fixation	174.048	7.0	1.0	1317	0
33	enc	enc21	old45	encoding	181.048	fixation	184.048	2.5	1.0	2139	0
34	enc	enc22	old24	encoding	186.547	fixation	189.547	5.0	1.0	2009	0
35	enc	enc23	old11	encoding	194.547	fixation	197.547	1.0	1.0	2093	0
36	enc	enc24	old25	encoding	198.546	fixation	201.546	10.0	1.0	2380	0
37	enc	enc25	old75	encoding	211.545	fixation	214.545	1.5	1.0	1546	0
38	enc	enc26	old16	encoding	216.045	fixation	219.045	0.5	1.0	1721	0
39	enc	enc27	old70	encoding	219.545	fixation	222.545	2.5	1.0	917	0
40	enc	enc28	old32	encoding	225.045	fixation	228.044	3.5	1.0	1221	0
41	ctl	ctl10		control	231.544	fixation	234.544	1.0	1.0	779	0
42	ctl	ctl11		control	235.544	fixation	238.544	0.5	1.0	664	0
43	ctl	ctl12		control	239.043	fixation	242.043	1.5	1.0	711	0
44	ctl	ctl13		control	243.543	fixation	246.543	7.0	1.0	562	0
45	enc	enc29	old68	encoding	253.542	fixation	256.54200000000003	7.0	1.0	1165	0
46	enc	enc30	old76	encoding	263.54200000000003	fixation	266.541	2.0	1.0	1006	0
47	ctl	ctl14		control	268.541	fixation	271.541	6.5	1.0	731	0
48	enc	enc31	old38	encoding	278.041	fixation	281.04	3.5	1.0	1487	0
49	enc	enc32	old02	encoding	284.54	fixation	287.54	2.5	1.0	1101	0
50	enc	enc33	old07	encoding	290.04	fixation	293.039	4.0	1.0	1298	0
51	enc	enc34	old53	encoding	297.039	fixation	300.039	3.5	1.0	2143	0
52	ctl	ctl15		control	303.539	fixation	306.538	1.0	1.0	1052	0
53	enc	enc35	old05	encoding	307.538	fixation	310.538	6.5	1.0	1234	0
54	ctl	ctl16		control	317.038	fixation	320.03700000000003	7.5	1.0	1032	0
55	ctl	ctl17		control	327.53700000000003	fixation	330.537	2.5	1.0	553	0
56	enc	enc36	old62	encoding	333.036	fixation	336.036	1.5	1.0	1983	0
57	enc	enc37	old15	encoding	337.536	fixation	340.536	1.0	1.0	1031	0
58	enc	enc38	old51	encoding	341.536	fixation	344.536	3.0	1.0	717	0
59	ctl	ctl18		control	347.535	fixation	350.535	2.5	1.0	637	0
60	enc	enc39	old21	encoding	353.035	fixation	356.035	1.0	1.0	1462	0
61	enc	enc40	old19	encoding	357.035	fixation	360.034	9.0	1.0	1719	0
62	enc	enc41	old66	encoding	369.034	fixation	372.034	1.5	1.0	2695	0
63	enc	enc42	old35	encoding	373.533	fixation	376.533	8.5	1.0	1337	0
64	enc	enc43	old39	encoding	385.033	fixation	388.032	8.0	1.0	1390	0
65	ctl	ctl19		control	396.032	fixation	399.032	1.5	1.0	656	0
