0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	enc	enc00		encoding	0.02	fixation	3.029	7.0	1.0	1348	0
2	enc	enc000		encoding	10.016	fixation	13.025	4.5	1.0	1904	0
3	ctl	ctl0		control	17.522000000000002	fixation	20.531	4.5	1.0	1389	0
4	enc	enc01	old55	encoding	25.026999999999997	fixation	28.035999999999998	0.5	1.0	1932	0
5	ctl	ctl01		control	28.538	fixation	31.546999999999997	0.5	1.0	1045	0
6	enc	enc02	old05	encoding	32.048	fixation	35.056999999999995	4.5	1.0	1903	0
7	enc	enc03	old62	encoding	39.554	fixation	42.563	2.0	1.0	2252	0
8	ctl	ctl02		control	44.552	fixation	47.56100000000001	3.5	1.0	1798	0
9	ctl	ctl03		control	51.055	fixation	54.06399999999999	1.5	1.0	1343	0
10	enc	enc04	old68	encoding	55.551	fixation	58.56	2.5	1.0	2303	0
11	enc	enc05	old69	encoding	61.051	fixation	64.06	1.0	1.0	2915	0
12	ctl	ctl04		control	65.063	fixation	68.072	3.0	1.0	1415	0
13	enc	enc06	old45	encoding	71.064	fixation	74.07300000000001	4.0	1.0	1885	0
14	ctl	ctl05		control	78.068	fixation	81.077	0.5	1.0	1465	0
15	enc	enc07	old63	encoding	81.579	fixation	84.588	2.5	1.0	2722	0
16	ctl	ctl06		control	87.07799999999999	fixation	90.087	2.5	1.0	2247	0
17	ctl	ctl07		control	92.57799999999999	fixation	95.587	3.5	1.0	1402	0
18	enc	enc08	old07	encoding	99.081	fixation	102.09	1.0	1.0	2299	0
19	enc	enc09	old76	encoding	103.09299999999999	fixation	106.102	2.0	1.0	2311	0
20	enc	enc10	old08	encoding	108.09100000000001	fixation	111.1	0.5	1.0	2657	0
21	enc	enc11	old38	encoding	111.601	fixation	114.61	4.5	1.0	2475	0
22	enc	enc12	old28	encoding	119.10700000000001	fixation	122.116	7.0		0	1
23	enc	enc13	old47	encoding	129.10299999999998	fixation	132.112	0.5	1.0	1780	0
24	enc	enc14	old43	encoding	132.614	fixation	135.623	2.0	1.0	1693	0
25	enc	enc15	old41	encoding	137.612	fixation	140.621	1.0	1.0	1991	0
26	enc	enc16	old40	encoding	141.624	fixation	144.63299999999998	1.0	1.0	2986	0
27	enc	enc17	old02	encoding	145.636	fixation	148.645	3.5	1.0	1774	0
28	ctl	ctl08		control	152.139	fixation	155.148	1.0	1.0	1439	0
29	enc	enc18	old32	encoding	156.15	fixation	159.159	2.0	1.0	1916	0
30	enc	enc19	old19	encoding	161.149	fixation	164.158	0.5		0	1
31	enc	enc20	old26	encoding	164.65900000000002	fixation	167.668	3.5	1.0	1375	0
32	ctl	ctl09		control	171.162	fixation	174.171	7.0	1.0	767	0
33	enc	enc21	old42	encoding	181.158	fixation	184.167	2.5	1.0	1635	0
34	enc	enc22	old24	encoding	186.658	fixation	189.667	5.0	1.0	1751	0
35	enc	enc23	old13	encoding	194.665	fixation	197.674	1.0	1.0	1767	0
36	enc	enc24	old23	encoding	198.67700000000002	fixation	201.68599999999998	10.0	1.0	2867	0
37	enc	enc25	old74	encoding	211.68200000000002	fixation	214.69099999999997	1.5	1.0	2086	0
38	enc	enc26	old22	encoding	216.179	fixation	219.188	0.5	1.0	1852	0
39	enc	enc27	old71	encoding	219.68900000000002	fixation	222.69799999999998	2.5	1.0	1510	0
40	enc	enc28	old37	encoding	225.18900000000002	fixation	228.19799999999998	3.5	1.0	2226	0
41	ctl	ctl10		control	231.692	fixation	234.701	1.0	1.0	1443	0
42	ctl	ctl11		control	235.704	fixation	238.713	0.5	1.0	1279	0
43	ctl	ctl12		control	239.21400000000003	fixation	242.22299999999998	1.5	1.0	1473	0
44	ctl	ctl13		control	243.71099999999998	fixation	246.72	7.0	1.0	1031	0
45	enc	enc29	old78	encoding	253.707	fixation	256.716	7.0	1.0	1731	0
46	enc	enc30	old77	encoding	263.704	fixation	266.71299999999997	2.0	1.0	2358	0
47	ctl	ctl14		control	268.702	fixation	271.711	6.5	1.0	1271	0
48	enc	enc31	old35	encoding	278.21299999999997	fixation	281.222	3.5	1.0	2176	0
49	enc	enc32	old06	encoding	284.716	fixation	287.725	2.5	1.0	2793	0
50	enc	enc33	old01	encoding	290.216	fixation	293.225	4.0	1.0	1828	0
51	enc	enc34	old60	encoding	297.22	fixation	300.22900000000004	3.5	1.0	2864	0
52	ctl	ctl15		control	303.723	fixation	306.732	1.0	1.0	881	0
53	enc	enc35	old10	encoding	307.735	fixation	310.743	6.5	1.0	1845	0
54	ctl	ctl16		control	317.246	fixation	320.255	7.5	1.0	1069	0
55	ctl	ctl17		control	327.744	fixation	330.75300000000004	2.5	1.0	1155	0
56	enc	enc36	old64	encoding	333.244	fixation	336.25300000000004	1.5	1.0	1503	0
57	enc	enc37	old18	encoding	337.74	fixation	340.749	1.0	1.0	2095	0
58	enc	enc38	old51	encoding	341.736	fixation	344.745	3.0	1.0	2042	0
59	ctl	ctl18		control	347.73699999999997	fixation	350.746	2.5	1.0	1113	0
60	enc	enc39	old21	encoding	353.236	fixation	356.245	1.0	1.0	2494	0
61	enc	enc40	old15	encoding	357.23199999999997	fixation	360.241	9.0	1.0	1330	0
62	enc	enc41	old67	encoding	369.23400000000004	fixation	372.24300000000005	1.5	1.0	1383	0
63	enc	enc42	old27	encoding	373.731	fixation	376.74	8.5	1.0	1582	0
64	enc	enc43	old34	encoding	385.23199999999997	fixation	388.241	8.0	1.0	2233	0
65	ctl	ctl19		control	396.231	fixation	399.24	1.5	1.0	1009	0
