0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	ctl	ctl0		control	0.016	fixation	3.025	1.5	1	1184	0
2	enc	enc00		encoding	4.512	fixation	7.521	0.5	1	768	0
3	enc	enc000		encoding	8.023	fixation	11.032	0.5	1	1520	0
4	ctl	ctl01		control	11.533	fixation	14.542	5.5	1	1026	0
5	enc	enc01	old58	encoding	20.042	fixation	23.051	0.5	1	1637	0
6	enc	enc02	old08	encoding	23.552	fixation	26.561	1.0	1	2311	0
7	enc	enc03	old17	encoding	27.546999999999997	fixation	30.555999999999997	1.0	1	1660	0
8	enc	enc04	old68	encoding	31.543000000000003	fixation	34.552	1.5	1	1295	0
9	enc	enc05	old62	encoding	36.039	fixation	39.048	2.0	1	1207	0
10	enc	enc06	old52	encoding	41.038000000000004	fixation	44.04600000000001	3.0	1	1040	0
11	ctl	ctl02		control	47.038999999999994	fixation	50.048	0.5	1	767	0
12	ctl	ctl03		control	50.549	fixation	53.558	4.0	1	897	0
13	enc	enc07	old33	encoding	57.553000000000004	fixation	60.562	2.5	1	1244	0
14	ctl	ctl04		control	63.053000000000004	fixation	66.062	1.5	1	944	0
15	enc	enc08	old50	encoding	67.55	fixation	70.559	2.0	1	1223	0
16	enc	enc09	old26	encoding	72.548	fixation	75.557	3.5	1	1177	0
17	ctl	ctl05		control	79.051	fixation	82.059	0.5	1	658	0
18	enc	enc10	old30	encoding	82.561	fixation	85.57	2.5	1	1411	0
19	enc	enc11	old03	encoding	88.061	fixation	91.07	0.5	1	951	0
20	enc	enc12	old18	encoding	91.571	fixation	94.58	1.0	1	1329	0
21	enc	enc13	old69	encoding	95.583	fixation	98.59200000000001	1.5	1	1077	0
22	enc	enc14	old15	encoding	100.08	fixation	103.089	2.5	1	940	0
23	enc	enc15	old36	encoding	105.579	fixation	108.588	3.0	1	952	0
24	enc	enc16	old38	encoding	111.581	fixation	114.59	1.0	1	1422	0
25	enc	enc17	old23	encoding	115.59299999999999	fixation	118.601	1.5	1	1338	0
26	ctl	ctl06		control	120.089	fixation	123.098	1.5	1	1074	0
27	enc	enc18	old06	encoding	124.586	fixation	127.595	1.0	1	1017	0
28	enc	enc19	old42	encoding	128.59799999999998	fixation	131.607	2.5	1	845	0
29	ctl	ctl07		control	134.09799999999998	fixation	137.106	2.5	1	808	0
30	enc	enc20	old71	encoding	139.597	fixation	142.606	0.5	1	749	0
31	enc	enc21	old61	encoding	143.108	fixation	146.11700000000002	5.5	1	1198	0
32	enc	enc22	old73	encoding	151.616	fixation	154.625	5.5	1	778	0
33	enc	enc23	old12	encoding	160.125	fixation	163.134	2.0	1	964	0
