0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	ctl	ctl0		control	0.031	fixation	3.031	2.0	3	1249	0
2	enc	enc00		encoding	5.031000000000001	fixation	8.031	3.0	3	848	0
3	enc	enc000		encoding	11.03	fixation	14.03	2.0	3	1153	0
4	ctl	ctl01		control	16.03	fixation	19.03	1.0	3	857	0
5	enc	enc01	old54	encoding	20.03	fixation	23.029	8.0	3	1193	0
6	enc	enc02	old09	encoding	31.029	fixation	34.028	7.5	3	1226	0
7	enc	enc03	old58	encoding	41.528	fixation	44.528	0.5	3	1327	0
8	enc	enc04	old45	encoding	45.028	fixation	48.027	6.0	3	2002	0
9	enc	enc05	old49	encoding	54.027	fixation	57.026	2.0	3	1219	0
10	enc	enc06	old76	encoding	59.026	fixation	62.026	2.0	3	1300	0
11	ctl	ctl02		control	64.02600000000001	fixation	67.02600000000001	4.0	3	1108	0
12	ctl	ctl03		control	71.025	fixation	74.025	2.5	3	909	0
13	ctl	ctl04		control	76.525	fixation	79.525	1.5	3	809	0
14	ctl	ctl05		control	81.024	fixation	84.024	5.0	3	862	0
15	enc	enc07	old53	encoding	89.024	fixation	92.024	1.0	3	1189	0
16	enc	enc08	old06	encoding	93.023	fixation	96.023	3.0	3	1566	0
17	ctl	ctl06		control	99.023	fixation	102.023	3.0	3	1358	0
18	enc	enc09	old48	encoding	105.022	fixation	108.022	2.5	3	1247	0
19	enc	enc10	old11	encoding	110.522	fixation	113.522	6.5	3	1795	0
20	enc	enc11	old37	encoding	120.021	fixation	123.021	2.5	3	1032	0
21	enc	enc12	old36	encoding	125.521	fixation	128.52	2.0	3	1372	0
22	enc	enc13	old75	encoding	130.52	fixation	133.52	4.5	3	2005	0
23	enc	enc14	old67	encoding	138.02	fixation	141.019	4.5	3	1080	0
24	enc	enc15	old74	encoding	145.519	fixation	148.519	2.5	3	1917	0
25	enc	enc16	old73	encoding	151.018	fixation	154.018	1.0	3	1466	0
26	enc	enc17	old02	encoding	155.018	fixation	158.018	1.5	3	1674	0
27	ctl	ctl07		control	159.518	fixation	162.517	4.0	3	1406	0
28	ctl	ctl08		control	166.517	fixation	169.517	3.0	3	847	0
29	enc	enc18	old29	encoding	172.517	fixation	175.516	1.0	3	967	0
30	enc	enc19	old22	encoding	176.516	fixation	179.516	1.0	3	1568	0
31	enc	enc20	old16	encoding	180.516	fixation	183.516	0.5	3	1776	0
32	enc	enc21	old66	encoding	184.016	fixation	187.015	3.5	3	1667	0
33	enc	enc22	old26	encoding	190.515	fixation	193.515	4.5	3	1392	0
34	ctl	ctl09		control	198.014	fixation	201.014	9.5	3	1517	0
35	enc	enc23	old01	encoding	210.513	fixation	213.513	3.5	3	1130	0
36	ctl	ctl10		control	217.013	fixation	220.013	4.0	3	1030	0
37	enc	enc24	old18	encoding	224.012	fixation	227.012	4.0	3	1150	0
38	enc	enc25	old40	encoding	231.012	fixation	234.011	1.0	3	1150	0
39	enc	enc26	old20	encoding	235.011	fixation	238.011	6.0	3	1727	0
40	enc	enc27	old46	encoding	244.011	fixation	247.01	6.5	3	1415	0
41	enc	enc28	old28	encoding	253.51	fixation	256.509	2.0	3	1588	0
42	enc	enc29	old47	encoding	258.509	fixation	261.509	1.5	3	1229	0
43	enc	enc30	old41	encoding	263.009	fixation	266.009	2.5	3	1649	0
44	enc	enc31	old34	encoding	268.508	fixation	271.508	4.5	3	1558	0
45	enc	enc32	old05	encoding	276.008	fixation	279.007	0.5	3	1345	0
46	ctl	ctl11		control	279.507	fixation	282.507	1.0	3	1174	0
47	enc	enc33	old12	encoding	283.507	fixation	286.507	1.5	3	1022	0
48	enc	enc34	old59	encoding	288.007	fixation	291.006	2.0	3	1810	0
49	ctl	ctl12		control	293.006	fixation	296.006	4.0	3	1123	0
50	enc	enc35	old04	encoding	300.006	fixation	303.005	2.0	3	1283	0
51	enc	enc36	old56	encoding	305.005	fixation	308.005	2.5	3	2444	0
52	enc	enc37	old25	encoding	310.505	fixation	313.505	2.0	3	1824	0
53	enc	enc38	old71	encoding	315.504	fixation	318.504	14.5	3	2064	0
54	enc	enc39	old19	encoding	333.00300000000004	fixation	336.00300000000004	4.0	3	1029	0
55	ctl	ctl13		control	340.00199999999995	fixation	343.00199999999995	1.5	3	846	0
56	enc	enc40	old14	encoding	344.50199999999995	fixation	347.50199999999995	1.0	3	1050	0
57	ctl	ctl14		control	348.50199999999995	fixation	351.501	3.0	3	1050	0
58	ctl	ctl15		control	354.501	fixation	357.501	5.5	3	859	0
59	ctl	ctl16		control	363.0	fixation	366.0	2.0	3	887	0
60	enc	enc41	old43	encoding	368.0	fixation	371.0	2.5	3	1207	0
61	enc	enc42	old33	encoding	373.499	fixation	376.499	3.0	3	996	0
62	enc	enc43	old32	encoding	379.499	fixation	382.499	3.0	3	1140	0
63	enc	enc44	old68	encoding	385.49800000000005	fixation	388.49800000000005	2.0	3	1229	0
64	enc	enc45	old63	encoding	390.49800000000005	fixation	393.49800000000005	5.0	3	1349	0
65	enc	enc46	old55	encoding	398.49699999999996	fixation	401.49699999999996	4.5	3	1701	0
66	ctl	ctl17		control	405.99699999999996	fixation	408.996	10.5	3	1065	0
67	enc	enc47	old69	encoding	419.495	fixation	422.495	2.5	3	911	0
68	enc	enc48	old35	encoding	424.995	fixation	427.995	2.5	3	1019	0
69	ctl	ctl18		control	430.495	fixation	433.494	6.0	3	1095	0
70	ctl	ctl19		control	439.494	fixation	442.494	3.5	3	840	0
71	enc	enc49	old17	encoding	445.99300000000005	fixation	448.99300000000005	1.5	3	1036	0
72	ctl	ctl20		control	450.49300000000005	fixation	453.49300000000005	2.5	3	1176	0
73	ctl	ctl21		control	455.99199999999996	fixation	458.99199999999996	4.0	3	957	0
74	enc	enc50	old10	encoding	462.99199999999996	fixation	465.991	2.0	3	869	0
75	enc	enc51	old57	encoding	467.991	fixation	470.991	3.0	3	1270	0
76	ctl	ctl22		control	473.991	fixation	476.991	3.0	3	982	0
77	enc	enc52	old51	encoding	479.99	fixation	482.99	4.0	3	927	0
78	enc	enc53	old21	encoding	486.99	fixation	489.98900000000003	0.5	3	1175	0
79	ctl	ctl23		control	490.48900000000003	fixation	493.48900000000003	8.0	3	1252	0
80	ctl	ctl24		control	501.48800000000006	fixation	504.48800000000006	3.0	3	812	0
81	enc	enc54	old42	encoding	507.48800000000006	fixation	510.48800000000006	0.5	3	940	0
82	enc	enc55	old30	encoding	510.98800000000006	fixation	513.987	1.5	3	1792	0
83	enc	enc56	old39	encoding	515.487	fixation	518.487	4.0	3	1445	0
84	ctl	ctl25		control	522.487	fixation	525.486	5.0	3	925	0
85	enc	enc57	old78	encoding	530.486	fixation	533.486	7.5	3	782	0
86	ctl	ctl26		control	540.985	fixation	543.985	1.0	3	946	0
87	ctl	ctl27		control	544.985	fixation	547.984	1.5	3	890	0
88	enc	enc58	old24	encoding	549.484	fixation	552.484	0.5	3	1023	0
89	enc	enc59	old70	encoding	552.984	fixation	555.984	1.5	3	1403	0
90	enc	enc60	old50	encoding	557.484	fixation	560.4830000000001	2.0	3	871	0
91	ctl	ctl28		control	562.4830000000001	fixation	565.4830000000001	1.0	3	808	0
92	ctl	ctl29		control	566.4830000000001	fixation	569.4830000000001	5.0	3	768	0
93	ctl	ctl30		control	574.482	fixation	577.482	2.0	3	705	0
94	ctl	ctl31		control	579.482	fixation	582.482	5.5	3	785	0
95	enc	enc61	old38	encoding	587.981	fixation	590.981	0.5	3	653	0
96	ctl	ctl32		control	591.481	fixation	594.48	8.0	3	1137	0
97	enc	enc62	old64	encoding	602.48	fixation	605.48	1.0	3	1522	0
98	ctl	ctl33		control	606.479	fixation	609.479	0.5	3	1243	0
99	enc	enc63	old07	encoding	609.979	fixation	612.979	3.5	3	1663	0
100	enc	enc64	old13	encoding	616.479	fixation	619.4780000000001	1.5	3	1043	0
101	enc	enc65	old60	encoding	620.9780000000001	fixation	623.9780000000001	2.5	3	1984	0
102	enc	enc66	old72	encoding	626.4780000000001	fixation	629.477	9.5	3	1699	0
103	enc	enc67	old61	encoding	638.977	fixation	641.976	0.5	3	1824	0
104	ctl	ctl34		control	642.476	fixation	645.476	1.0	3	1141	0
105	enc	enc68	old27	encoding	646.476	fixation	649.476	3.0	3	1669	0
106	enc	enc69	old03	encoding	652.476	fixation	655.475	1.0	3	1013	0
107	ctl	ctl35		control	656.475	fixation	659.475	2.0	3	1190	0
108	ctl	ctl36		control	661.475	fixation	664.4739999999999	0.5	3	814	0
109	enc	enc70	old62	encoding	664.9739999999999	fixation	667.9739999999999	2.0	3	963	0
110	ctl	ctl37		control	669.9739999999999	fixation	672.9739999999999	8.5	3	915	0
111	enc	enc71	old44	encoding	681.4730000000001	fixation	684.4730000000001	1.5	3	743	0
112	enc	enc72	old08	encoding	685.9730000000001	fixation	688.972	1.0	3	1595	0
113	enc	enc73	old52	encoding	689.972	fixation	692.972	1.0	3	1140	0
114	enc	enc74	old15	encoding	693.972	fixation	696.972	4.0	3	1532	0
115	enc	enc75	old77	encoding	700.971	fixation	703.971	9.5	3	813	0
116	ctl	ctl38		control	713.47	fixation	716.47	4.5	3	842	0
117	ctl	ctl39		control	720.97	fixation	723.9689999999999	0.5	3	765	0
118	enc	enc76	old65	encoding	724.4689999999999	fixation	727.4689999999999	4.0	3	1018	0
119	enc	enc77	old31	encoding	731.4689999999999	fixation	734.4689999999999	1.0	3	1242	0
120	enc	enc78	old23	encoding	735.4680000000001	fixation	738.4680000000001	11.5	3	2091	0
