trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	ctl	ctl0	nan	5	1	2020	0	4.533	7.542	0.5
2	enc	enc00	nan	8	1	2594	0	8.044	11.053	0.5
3	enc	enc000	nan	9	1	2011	0	11.554	14.563	5.5
4	ctl	ctl01	nan	8	1	1221	0	20.063	23.072	0.5
5	enc	enc01	old63	6	1	2088	0	23.573	26.582	1
6	enc	enc02	old08	5	1	2074	0	27.569	30.578	1
7	enc	enc03	old22	6	1	1494	0	31.581	34.59	1.5
8	enc	enc04	old78	9	1	1562	0	36.077	39.086	2
9	enc	enc05	old64	8	1	1970	0	41.076	44.085	3
10	enc	enc06	old42	9	1	1683	0	47.077	50.086	0.5
11	ctl	ctl02	nan	5	1	881	0	50.587	53.596	4
12	ctl	ctl03	nan	6	1	1267	0	57.592	60.601	2.5
13	enc	enc07	old39	8	1	1918	0	63.091	66.1	1.5
14	ctl	ctl04	nan	8	1	827	0	67.588	70.597	2
15	enc	enc08	old47	6	1	1402	0	72.586	75.595	3.5
16	enc	enc09	old23	5	1	2108	0	79.089	82.098	0.5
17	ctl	ctl05	nan	8	1	789	0	82.6	85.609	2.5
18	enc	enc10	old34	6	1	1870	0	88.099	91.108	0.5
19	enc	enc11	old12	6	1	1466	0	91.61	94.619	1
20	enc	enc12	old19	8	1	1971	0	95.622	98.631	1.5
21	enc	enc13	old73	5	1	1335	0	100.119	103.128	2.5
22	enc	enc14	old14	9	1	1654	0	105.619	108.627	3
23	enc	enc15	old27	9	1	1218	0	111.62	114.629	1
24	enc	enc16	old28	5	1	1129	0	115.632	118.641	1.5
25	enc	enc17	old16	5	1	1421	0	120.129	123.138	1.5
26	ctl	ctl06	nan	5	1	868	0	124.625	127.634	1
27	enc	enc18	old06	5	1	1235	0	128.621	131.63	2.5
28	enc	enc19	old51	8	1	2199	0	134.12	137.129	2.5
29	ctl	ctl07	nan	5	1	748	0	139.62	142.629	0.5
30	enc	enc20	old70	6	1	1280	0	143.131	146.14	5.5
31	enc	enc21	old54	5	1	1809	0	151.639	154.648	5.5
32	enc	enc22	old72	6	1	1029	0	160.148	163.157	2
33	enc	enc23	old13	5	1	888	0	165.146	168.155	1
34	enc	enc24	old01	8	1	1561	0	169.142	172.151	3
35	enc	enc25	old52	5	1	1885	0	175.143	178.152	3.5
36	enc	enc26	old59	9	1	2476	0	181.646	184.655	0.5
37	ctl	ctl08	nan	6	1	669	0	185.156	188.165	1.5
38	ctl	ctl09	nan	9	1	791	0	189.653	192.662	9.5
39	ctl	ctl10	nan	8	1	646	0	202.157	205.166	2
40	ctl	ctl11	nan	5	1	1094	0	207.155	210.164	2
41	enc	enc27	old43	8	1	1991	0	212.154	215.162	1
42	ctl	ctl12	nan	9	1	1464	0	216.166	219.174	0.5
43	enc	enc28	old24	9	1	1748	0	219.676	222.685	0.5
44	ctl	ctl13	nan	6	1	918	0	223.186	226.195	2
45	enc	enc29	old29	8	1	1120	0	228.185	231.194	4.5
46	enc	enc30	old61	6	1	1273	0	235.691	238.7	3.5
47	enc	enc31	old11	9	1	951	0	242.193	245.202	8
48	enc	enc32	old67	6	1	1161	0	253.193	256.202	9
49	enc	enc33	old25	9	1	1936	0	265.195	268.204	0.5
50	enc	enc34	old17	6	1	1558	0	268.706	271.715	2.5
51	ctl	ctl14	nan	6	1	895	0	274.206	277.215	8.5
52	enc	enc35	old77	5	1	1275	0	285.707	288.716	0.5
53	enc	enc36	old09	9	1	1709	0	289.217	292.226	5.5
54	enc	enc37	old10	8	1	2007	0	297.726	300.735	3
55	enc	enc38	old46	6	1	1226	0	303.727	306.736	4
56	ctl	ctl15	nan	6	1	673	0	310.731	313.74	6.5
57	ctl	ctl16	nan	9	1	605	0	320.226	323.235	0.5
58	enc	enc39	old60	6	1	1822	0	323.737	326.746	11.5
59	enc	enc40	old58	5	1	1734	0	338.247	341.256	9.5
60	enc	enc41	old68	6	1	1288	0	350.751	353.76	1
61	ctl	ctl17	nan	8	1	784	0	354.763	357.772	5.5
62	enc	enc42	old62	9	1	1380	0	363.272	366.281	1.5
63	enc	enc43	old15	8	1	2006	0	367.769	370.777	1
64	enc	enc44	old30	9	1	1661	0	371.78	374.789	2
65	ctl	ctl18	nan	9	1	906	0	376.779	379.788	3.5
66	enc	enc45	old18	8	1	1323	0	383.282	386.291	1.5
67	enc	enc46	old36	9	1	1148	0	387.778	390.787	0.5
68	ctl	ctl19	nan	8	1	716	0	391.289	394.298	2.5
69	ctl	ctl20	nan	5	1	637	0	396.789	399.798	0.5
70	ctl	ctl21	nan	5	1	857	0	400.299	403.308	2.5
71	ctl	ctl22	nan	8	1	779	0	405.799	408.808	2
72	ctl	ctl23	nan	9	1	670	0	410.797	413.806	11
73	ctl	ctl24	nan	8	1	616	0	424.806	427.815	1
74	enc	enc47	old35	6	1	1111	0	428.818	431.827	1.5
75	enc	enc48	old02	6	1	939	0	433.314	436.323	0.5
76	enc	enc49	old40	8	1	1355	0	436.825	439.834	0.5
77	enc	enc50	old49	9	1	1212	0	440.335	443.344	2
78	enc	enc51	old03	6	1	1718	0	445.334	448.343	1
79	ctl	ctl25	nan	9	1	814	0	449.346	452.355	2
80	ctl	ctl26	nan	5	1	666	0	454.344	457.353	4
81	enc	enc52	old44	5	1	1084	0	461.348	464.357	4.5
82	enc	enc53	old55	9	1	968	0	468.854	471.863	8.5
83	enc	enc54	old48	8	1	1590	0	480.355	483.364	1
84	enc	enc55	old65	8	1	841	0	484.367	487.376	6
85	ctl	ctl27	nan	6	1	908	0	493.377	496.386	1.5
86	enc	enc56	old31	6	1	1034	0	497.874	500.883	13
87	ctl	ctl28	nan	6	1	865	0	513.872	516.881	1.5
88	enc	enc57	old53	9	1	843	0	518.369	521.377	1.5
89	enc	enc58	old75	9	1	930	0	522.865	525.874	7.5
90	enc	enc59	old56	5	1	1545	0	533.363	536.372	1.5
91	ctl	ctl29	nan	9	1	703	0	537.86	540.869	3.5
92	enc	enc60	old57	8	1	1246	0	544.363	547.372	1
93	ctl	ctl30	nan	8	1	919	0	548.375	551.384	1.5
94	enc	enc61	old07	8	1	1171	0	552.872	555.881	3.5
95	ctl	ctl31	nan	8	1	826	0	559.374	562.383	4.5
96	enc	enc62	old37	5	1	1132	0	566.88	569.889	3
97	ctl	ctl32	nan	5	1	769	0	572.881	575.89	0.5
98	enc	enc63	old69	8	1	1240	0	576.392	579.401	8
99	enc	enc64	old71	9	1	1169	0	587.391	590.4	5
100	ctl	ctl33	nan	9	1	746	0	595.399	598.408	0.5
101	ctl	ctl34	nan	9	1	690	0	598.909	601.918	1
102	enc	enc65	old66	8	1	1300	0	602.904	605.913	11.5
103	enc	enc66	old74	8	1	1448	0	617.414	620.423	2.5
104	ctl	ctl35	nan	6	1	978	0	622.914	625.923	2
105	enc	enc67	old04	5	1	1230	0	627.913	630.921	0.5
106	enc	enc68	old05	9	1	1071	0	631.423	634.432	1
107	enc	enc69	old38	5	1	1353	0	635.435	638.444	1
108	enc	enc70	old45	9	1	1477	0	639.447	642.456	0.5
109	enc	enc71	old32	8	1	1009	0	642.957	645.966	7.5
110	ctl	ctl36	nan	6	1	866	0	653.455	656.464	15
111	enc	enc72	old21	6	1	1360	0	671.459	674.468	0.5
112	enc	enc73	old76	9	1	1052	0	674.97	677.979	1
