0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	ctl	ctl0		control	0.013000000000000001	fixation	3.022	2.0		0	1
2	enc	enc00		encoding	5.012	fixation	8.02	3.0	1.0	1804	0
3	enc	enc000		encoding	11.013	fixation	14.022	2.0	1.0	1683	0
4	ctl	ctl01		control	16.011	fixation	19.02	1.0	1.0	2084	0
5	enc	enc01	old53	encoding	20.023	fixation	23.031999999999996	8.0	1.0	1752	0
6	enc	enc02	old10	encoding	31.022	fixation	34.031	7.5	1.0	2009	0
7	enc	enc03	old62	encoding	41.52	fixation	44.528999999999996	0.5	1.0	1278	0
8	enc	enc04	old47	encoding	45.031000000000006	fixation	48.038999999999994	6.0		0	1
9	enc	enc05	old40	encoding	54.041000000000004	fixation	57.05	2.0	1.0	2181	0
10	enc	enc06	old78	encoding	59.038999999999994	fixation	62.048	2.0	1.0	2463	0
11	ctl	ctl02		control	64.03699999999999	fixation	67.046	4.0	1.0	1280	0
12	ctl	ctl03		control	71.041	fixation	74.05	2.5	1.0	676	0
13	ctl	ctl04		control	76.541	fixation	79.55	1.5	1.0	664	0
14	ctl	ctl05		control	81.038	fixation	84.04700000000001	5.0	1.0	703	0
15	enc	enc07	old57	encoding	89.045	fixation	92.054	1.0	1.0	2095	0
16	enc	enc08	old13	encoding	93.057	fixation	96.066	3.0	1.0	2283	0
17	ctl	ctl06		control	99.05799999999999	fixation	102.06700000000001	3.0	1.0	1186	0
18	enc	enc09	old46	encoding	105.059	fixation	108.068	2.5	1.0	1641	0
19	enc	enc10	old05	encoding	110.559	fixation	113.568	6.5	1.0	1781	0
20	enc	enc11	old39	encoding	120.07	fixation	123.079	2.5	1.0	1469	0
21	enc	enc12	old30	encoding	125.57	fixation	128.579	2.0	1.0	1553	0
22	enc	enc13	old71	encoding	130.56799999999998	fixation	133.577	4.5	1.0	771	0
23	enc	enc14	old66	encoding	138.07399999999998	fixation	141.083	4.5	1.0	1384	0
24	enc	enc15	old72	encoding	145.579	fixation	148.588	2.5	1.0	1071	0
25	enc	enc16	old69	encoding	151.079	fixation	154.088	1.0	1.0	1251	0
26	enc	enc17	old07	encoding	155.07399999999998	fixation	158.083	1.5	1.0	2224	0
27	ctl	ctl07		control	159.571	fixation	162.58	4.0	1.0	1199	0
28	ctl	ctl08		control	166.575	fixation	169.584	3.0	1.0	1090	0
29	enc	enc18	old31	encoding	172.576	fixation	175.585	1.0	1.0	1753	0
30	enc	enc19	old25	encoding	176.572	fixation	179.581	1.0	1.0	2245	0
31	enc	enc20	old21	encoding	180.584	fixation	183.592	0.5	1.0	1345	0
32	enc	enc21	old74	encoding	184.09400000000002	fixation	187.10299999999998	3.5	1.0	1931	0
33	enc	enc22	old17	encoding	190.597	fixation	193.606	4.5	1.0	1651	0
34	ctl	ctl09		control	198.102	fixation	201.111	9.5	1.0	826	0
35	enc	enc23	old12	encoding	210.606	fixation	213.615	3.5	1.0	1922	0
36	ctl	ctl10		control	217.109	fixation	220.118	4.0	1.0	1474	0
37	enc	enc24	old15	encoding	224.113	fixation	227.122	4.0	1.0	1126	0
38	enc	enc25	old42	encoding	231.11700000000002	fixation	234.12599999999998	1.0	1.0	1234	0
39	enc	enc26	old18	encoding	235.12900000000002	fixation	238.138	6.0	1.0	1662	0
40	enc	enc27	old49	encoding	244.139	fixation	247.148	6.5	1.0	1979	0
41	enc	enc28	old33	encoding	253.65099999999998	fixation	256.66	2.0	1.0	891	0
42	enc	enc29	old51	encoding	258.649	fixation	261.658	1.5	1.0	2477	0
