trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	ctl	ctl0	nan	5	1	1781	0	4.555	7.564	0.5
2	enc	enc00	nan	8	1	2676	0	8.066	11.075	0.5
3	enc	enc000	nan	9	1	2277	0	11.576	14.585	5.5
4	ctl	ctl01	nan	8	1	1527	0	20.085	23.094	0.5
5	enc	enc01	old64	6	nan	0	1	23.595	26.604	1
6	enc	enc02	old04	5	1	2628	0	27.591	30.6	1
7	enc	enc03	old19	6	1	1911	0	31.603	34.612	1.5
8	enc	enc04	old72	9	1	2363	0	36.099	39.108	2
9	enc	enc05	old54	8	1	1987	0	41.097	44.106	3
10	enc	enc06	old52	9	1	2365	0	47.099	50.108	0.5
11	ctl	ctl02	nan	5	1	1347	0	50.609	53.618	4
12	ctl	ctl03	nan	6	1	1341	0	57.613	60.622	2.5
13	enc	enc07	old28	8	1	2184	0	63.113	66.122	1.5
14	ctl	ctl04	nan	8	1	1244	0	67.61	70.619	2
15	enc	enc08	old40	6	1	2411	0	72.608	75.617	3.5
16	enc	enc09	old20	5	1	2157	0	79.11	82.119	0.5
17	ctl	ctl05	nan	8	1	1358	0	82.621	85.63	2.5
18	enc	enc10	old38	6	1	2503	0	88.121	91.13	0.5
19	enc	enc11	old01	6	1	2987	0	91.631	94.64	1
20	enc	enc12	old24	8	1	2485	0	95.643	98.652	1.5
21	enc	enc13	old67	5	1	1705	0	100.14	103.149	2.5
22	enc	enc14	old18	9	1	2407	0	105.639	108.648	3
23	enc	enc15	old35	9	1	2204	0	111.641	114.649	1
24	enc	enc16	old27	5	1	2154	0	115.652	118.661	1.5
25	enc	enc17	old21	5	1	2551	0	120.149	123.158	1.5
26	ctl	ctl06	nan	5	1	1262	0	124.646	127.655	1
27	enc	enc18	old12	5	1	1653	0	128.658	131.667	2.5
28	enc	enc19	old45	8	1	1968	0	134.157	137.166	2.5
29	ctl	ctl07	nan	5	nan	0	1	139.657	142.666	0.5
30	enc	enc20	old77	6	1	2121	0	143.168	146.177	5.5
31	enc	enc21	old63	5	nan	0	1	151.676	154.685	5.5
32	enc	enc22	old71	6	1	1318	0	160.185	163.194	2
33	enc	enc23	old03	5	1	1784	0	165.183	168.192	1
34	enc	enc24	old10	8	1	1922	0	169.195	172.204	3
35	enc	enc25	old43	5	1	1678	0	175.196	178.205	3.5
36	enc	enc26	old60	9	1	1941	0	181.699	184.708	0.5
37	ctl	ctl08	nan	6	1	1005	0	185.209	188.218	1.5
38	ctl	ctl09	nan	9	1	1095	0	189.706	192.715	9.5
39	ctl	ctl10	nan	8	1	950	0	202.21	205.219	2
40	ctl	ctl11	nan	5	1	854	0	207.208	210.217	2
41	enc	enc27	old41	8	1	1847	0	212.206	215.215	1
42	ctl	ctl12	nan	9	1	1289	0	216.201	219.21	0.5
43	enc	enc28	old25	9	1	2302	0	219.712	222.721	0.5
44	ctl	ctl13	nan	6	1	1135	0	223.222	226.231	2
45	enc	enc29	old30	8	1	1833	0	228.22	231.229	4.5
46	enc	enc30	old58	6	1	1130	0	235.726	238.735	3.5
47	enc	enc31	old11	9	1	2152	0	242.229	245.238	8
48	enc	enc32	old74	6	1	2121	0	253.228	256.237	9
49	enc	enc33	old26	9	1	1865	0	265.231	268.239	0.5
50	enc	enc34	old16	6	1	1790	0	268.741	271.75	2.5
51	ctl	ctl14	nan	6	1	1088	0	274.241	277.25	8.5
52	enc	enc35	old73	5	1	2036	0	285.742	288.75	0.5
53	enc	enc36	old13	9	1	1102	0	289.252	292.261	5.5
54	enc	enc37	old05	8	1	1496	0	297.761	300.77	3
55	enc	enc38	old50	6	1	1035	0	303.762	306.771	4
56	ctl	ctl15	nan	6	1	825	0	310.766	313.775	6.5
57	ctl	ctl16	nan	9	1	741	0	320.278	323.286	0.5
58	enc	enc39	old55	6	1	1149	0	323.788	326.797	11.5
59	enc	enc40	old56	5	1	1847	0	338.298	341.307	9.5
60	enc	enc41	old75	6	1	2232	0	350.802	353.811	1
61	ctl	ctl17	nan	8	1	976	0	354.814	357.822	5.5
62	enc	enc42	old61	9	1	1723	0	363.322	366.331	1.5
63	enc	enc43	old15	8	1	1655	0	367.819	370.828	1
64	enc	enc44	old32	9	1	1086	0	371.831	374.84	2
65	ctl	ctl18	nan	9	1	1026	0	376.829	379.838	3.5
66	enc	enc45	old22	8	1	1515	0	383.332	386.341	1.5
67	enc	enc46	old29	9	1	1108	0	387.828	390.837	0.5
68	ctl	ctl19	nan	8	1	996	0	391.339	394.348	2.5
69	ctl	ctl20	nan	5	1	933	0	396.838	399.847	0.5
70	ctl	ctl21	nan	5	1	562	0	400.349	403.358	2.5
