trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	enc	enc00	nan	5	3	1292	0	10.081	13.081	4.5
2	enc	enc000	nan	9	3	2061	0	17.58	20.58	4.5
3	ctl	ctl0	nan	9	3	658	0	25.08	28.08	0.5
4	enc	enc01	old56	8	3	1297	0	28.58	31.579	0.5
5	ctl	ctl01	nan	6	3	791	0	32.079	35.079	4.5
6	enc	enc02	old04	5	3	1356	0	39.579	42.579	2
7	enc	enc03	old58	5	3	1449	0	44.578	47.578	3.5
8	ctl	ctl02	nan	5	3	709	0	51.078	54.078	1.5
9	ctl	ctl03	nan	6	3	819	0	55.578	58.577	2.5
10	enc	enc04	old78	6	3	1964	0	61.077	64.077	1
11	enc	enc05	old76	5	3	2005	0	65.077	68.077	3
12	ctl	ctl04	nan	6	3	629	0	71.076	74.076	4
13	enc	enc06	old48	9	3	1568	0	78.076	81.076	0.5
14	ctl	ctl05	nan	9	3	627	0	81.575	84.575	2.5
15	enc	enc07	old53	6	3	1291	0	87.075	90.075	2.5
16	ctl	ctl06	nan	9	3	656	0	92.575	95.574	3.5
17	ctl	ctl07	nan	5	3	1348	0	99.074	102.074	1
18	enc	enc08	old11	8	3	1016	0	103.074	106.074	2
19	enc	enc09	old68	9	3	1710	0	108.073	111.073	0.5
20	enc	enc10	old05	5	3	2120	0	111.573	114.573	4.5
21	enc	enc11	old29	9	3	719	0	119.073	122.072	7
22	enc	enc12	old35	5	3	1322	0	129.072	132.072	0.5
23	enc	enc13	old50	8	3	1338	0	132.572	135.571	2
24	enc	enc14	old40	8	3	1662	0	137.571	140.571	1
25	enc	enc15	old47	9	3	2210	0	141.571	144.571	1
26	enc	enc16	old43	8	3	1077	0	145.57	148.57	3.5
27	enc	enc17	old02	5	3	1395	0	152.07	155.07	1
28	ctl	ctl08	nan	8	3	624	0	156.07	159.069	2
29	enc	enc18	old37	8	3	1397	0	161.069	164.069	0.5
30	enc	enc19	old26	8	3	1562	0	164.569	167.569	3.5
31	enc	enc20	old22	5	3	686	0	171.069	174.068	7
32	ctl	ctl09	nan	8	3	746	0	181.068	184.067	2.5
33	enc	enc21	old41	9	3	1075	0	186.567	189.567	5
34	enc	enc22	old18	9	3	1726	0	194.567	197.566	1
35	enc	enc23	old09	6	3	1838	0	198.566	201.566	10
36	enc	enc24	old19	8	3	1360	0	211.565	214.565	1.5
37	enc	enc25	old70	8	3	1056	0	216.065	219.065	0.5
38	enc	enc26	old25	9	3	1570	0	219.565	222.564	2.5
39	enc	enc27	old72	5	3	1346	0	225.064	228.064	3.5
40	enc	enc28	old27	6	3	1625	0	231.564	234.564	1
41	ctl	ctl10	nan	9	3	577	0	235.563	238.563	0.5
42	ctl	ctl11	nan	6	3	468	0	239.063	242.063	1.5
43	ctl	ctl12	nan	6	3	597	0	243.563	246.563	7
44	ctl	ctl13	nan	5	3	575	0	253.562	256.562	7
45	enc	enc29	old69	9	3	1245	0	263.561	266.561	2
46	enc	enc30	old67	8	3	975	0	268.561	271.561	6.5
47	ctl	ctl14	nan	9	3	735	0	278.06	281.06	3.5
48	enc	enc31	old28	6	3	1769	0	284.56	287.559	2.5
49	enc	enc32	old12	6	3	904	0	290.059	293.059	4
50	enc	enc33	old07	9	3	1326	0	297.059	300.058	3.5
51	enc	enc34	old61	8	3	528	0	303.558	306.558	1
52	ctl	ctl15	nan	8	3	644	0	307.558	310.558	6.5
53	enc	enc35	old03	9	3	1610	0	317.057	320.057	7.5
54	ctl	ctl16	nan	9	3	560	0	327.556	330.556	2.5
55	ctl	ctl17	nan	8	3	629	0	333.056	336.056	1.5
56	enc	enc36	old57	8	3	1889	0	337.555	340.555	1
57	enc	enc37	old14	9	3	2585	0	341.555	344.555	3
58	enc	enc38	old44	6	3	1398	0	347.555	350.554	2.5
59	ctl	ctl18	nan	5	3	595	0	353.054	356.054	1
60	enc	enc39	old17	5	3	991	0	357.054	360.054	9
61	enc	enc40	old15	6	3	557	0	369.053	372.053	1.5
62	enc	enc41	old75	6	3	1841	0	373.553	376.552	8.5
63	enc	enc42	old34	8	3	1229	0	385.052	388.052	8
64	enc	enc43	old36	9	3	1281	0	396.051	399.051	1.5
65	ctl	ctl19	nan	5	3	471	0	400.551	403.55	5
66	enc	enc44	old42	5	3	1301	0	408.55	411.55	1
67	ctl	ctl20	nan	8	3	582	0	412.55	415.549	3
68	ctl	ctl21	nan	9	3	658	0	418.549	421.549	5
69	enc	enc45	old54	6	3	1753	0	426.548	429.548	0.5
70	ctl	ctl22	nan	8	3	665	0	430.048	433.048	1.5
71	enc	enc46	old59	9	3	1561	0	434.548	437.548	0.5
72	enc	enc47	old45	6	3	1245	0	438.048	441.047	2
73	enc	enc48	old33	9	3	1171	0	443.047	446.047	1.5
74	enc	enc49	old24	6	3	1233	0	447.547	450.547	1
75	enc	enc50	old13	8	3	766	0	451.547	454.546	2.5
76	enc	enc51	old60	9	3	1336	0	457.046	460.046	5.5
77	enc	enc52	old66	8	3	1383	0	465.545	468.545	2.5
78	ctl	ctl23	nan	9	3	604	0	471.045	474.045	1.5
79	enc	enc53	old20	9	3	2335	0	475.545	478.544	0.5
80	ctl	ctl24	nan	6	3	529	0	479.044	482.044	3
81	enc	enc54	old74	5	3	1161	0	485.044	488.044	3.5
82	enc	enc55	old38	8	3	1361	0	491.543	494.543	7.5
83	enc	enc56	old39	5	3	1748	0	502.043	505.042	2.5
84	enc	enc57	old52	6	3	1129	0	507.542	510.542	0.5
85	ctl	ctl25	nan	6	3	637	0	511.042	514.042	1
86	enc	enc58	old21	5	3	1480	0	515.042	518.041	4
87	enc	enc59	old49	6	3	1265	0	522.041	525.041	11.5
88	enc	enc60	old77	8	3	1436	0	536.54	539.54	0.5
89	ctl	ctl26	nan	6	3	554	0	540.04	543.039	4
90	ctl	ctl27	nan	9	3	387	0	547.039	550.039	0.5
91	ctl	ctl28	nan	5	3	601	0	550.539	553.539	2.5
92	enc	enc61	old32	5	3	1551	0	556.038	559.038	3
93	enc	enc62	old65	5	3	1291	0	562.038	565.038	1
94	ctl	ctl29	nan	8	3	665	0	566.038	569.037	2
95	enc	enc63	old06	5	3	1480	0	571.037	574.037	0.5
96	enc	enc64	old08	9	3	1479	0	574.537	577.537	7
97	ctl	ctl30	nan	9	3	711	0	584.536	587.536	0.5
98	enc	enc65	old63	9	3	1290	0	588.036	591.036	0.5
99	enc	enc66	old46	5	3	1253	0	591.536	594.535	0.5
100	ctl	ctl31	nan	6	3	688	0	595.035	598.035	1.5
101	ctl	ctl32	nan	5	3	996	0	599.535	602.535	3
102	enc	enc67	old55	8	3	1120	0	605.534	608.534	1.5
103	enc	enc68	old31	6	3	1040	0	610.034	613.034	4.5
104	ctl	ctl33	nan	5	3	607	0	617.534	620.533	0.5
105	ctl	ctl34	nan	8	3	568	0	621.033	624.033	8
106	enc	enc69	old01	6	3	1587	0	632.032	635.032	1
107	enc	enc70	old64	5	3	714	0	636.032	639.032	4.5
108	ctl	ctl35	nan	8	3	693	0	643.531	646.531	2
109	ctl	ctl36	nan	6	3	657	0	648.531	651.531	1
110	enc	enc71	old73	6	3	549	0	652.531	655.531	2
111	enc	enc72	old10	8	3	1145	0	657.53	660.53	2
112	ctl	ctl37	nan	5	3	584	0	662.53	665.53	10
113	ctl	ctl38	nan	8	3	745	0	675.529	678.529	3.5
114	enc	enc73	old71	9	3	1450	0	682.028	685.028	9
115	enc	enc74	old23	8	3	1884	0	694.028	697.027	0.5
116	ctl	ctl39	nan	9	3	583	0	697.527	700.527	7
117	enc	enc75	old51	9	3	1499	0	707.527	710.526	12.5
118	enc	enc76	old62	6	3	1095	0	723.025	726.025	2.5
119	enc	enc77	old30	5	3	1982	0	728.525	731.525	18.5
120	enc	enc78	old16	6	3	1024	0			
