0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	enc	enc00		encoding	0.063	fixation	3.062	7.0	2.0	747	0
2	enc	enc000		encoding	10.062000000000001	fixation	13.062000000000001	4.5	2.0	616	0
3	ctl	ctl0		control	17.561	fixation	20.561	4.5	2.0	550	0
4	enc	enc01	old57	encoding	25.061	fixation	28.06	0.5	2.0	605	0
5	ctl	ctl01		control	28.56	fixation	31.56	0.5	2.0	760	0
6	enc	enc02	old06	encoding	32.06	fixation	35.06	4.5	2.0	714	0
7	enc	enc03	old61	encoding	39.56	fixation	42.559	2.0	2.0	636	0
8	ctl	ctl02		control	44.559	fixation	47.559	3.5	2.0	561	0
9	ctl	ctl03		control	51.059	fixation	54.058	1.5	2.0	564	0
10	enc	enc04	old77	encoding	55.558	fixation	58.558	2.5	2.0	600	0
11	enc	enc05	old78	encoding	61.058	fixation	64.058	1.0	2.0	535	0
12	ctl	ctl04		control	65.058	fixation	68.057	3.0	2.0	692	0
13	enc	enc06	old47	encoding	71.057	fixation	74.057	4.0	2.0	666	0
14	ctl	ctl05		control	78.057	fixation	81.056	0.5	2.0	627	0
15	enc	enc07	old56	encoding	81.556	fixation	84.556	2.5	2.0	1057	0
16	ctl	ctl06		control	87.056	fixation	90.056	2.5	2.0	684	0
17	ctl	ctl07		control	92.555	fixation	95.555	3.5	2.0	552	0
18	enc	enc08	old05	encoding	99.055	fixation	102.055	1.0	2.0	740	0
19	enc	enc09	old67	encoding	103.055	fixation	106.054	2.0	2.0	788	0
20	enc	enc10	old03	encoding	108.054	fixation	111.054	0.5	2.0	728	0
21	enc	enc11	old27	encoding	111.554	fixation	114.554	4.5	2.0	812	0
22	enc	enc12	old35	encoding	119.053	fixation	122.053	7.0	2.0	940	0
23	enc	enc13	old45	encoding	129.053	fixation	132.05200000000002	0.5	2.0	652	0
24	enc	enc14	old46	encoding	132.55200000000002	fixation	135.55200000000002	2.0	2.0	959	0
25	enc	enc15	old50	encoding	137.55200000000002	fixation	140.55200000000002	1.0	2.0	783	0
26	enc	enc16	old44	encoding	141.55200000000002	fixation	144.55100000000002	1.0	2.0	954	0
27	enc	enc17	old01	encoding	145.55100000000002	fixation	148.55100000000002	3.5	2.0	805	0
28	ctl	ctl08		control	152.05100000000002	fixation	155.05100000000002	1.0	2.0	685	0
29	enc	enc18	old38	encoding	156.05	fixation	159.05	2.0	2.0	740	0
30	enc	enc19	old14	encoding	161.05	fixation	164.05	0.5	2.0	752	0
31	enc	enc20	old20	encoding	164.55	fixation	167.55	3.5	2.0	745	0
32	ctl	ctl09		control	171.049	fixation	174.049	7.0	2.0	640	0
33	enc	enc21	old51	encoding	181.049	fixation	184.048	2.5	2.0	587	0
34	enc	enc22	old19	encoding	186.548	fixation	189.548	5.0	2.0	745	0
35	enc	enc23	old09	encoding	194.547	fixation	197.548	1.0	2.0	556	0
36	enc	enc24	old16	encoding	198.547	fixation	201.547	10.0	2.0	1038	0
37	enc	enc25	old75	encoding	211.546	fixation	214.546	1.5	2.0	1196	0
38	enc	enc26	old23	encoding	216.046	fixation	219.046	0.5	2.0	1111	0
39	enc	enc27	old72	encoding	219.545	fixation	222.545	2.5	2.0	891	0
40	enc	enc28	old28	encoding	225.045	fixation	228.045	3.5	2.0	625	0
41	ctl	ctl10		control	231.545	fixation	234.544	1.0	2.0	726	0
42	ctl	ctl11		control	235.544	fixation	238.544	0.5	2.0	721	0
43	ctl	ctl12		control	239.044	fixation	242.044	1.5	2.0	755	0
44	ctl	ctl13		control	243.544	fixation	246.543	7.0	2.0	511	0
45	enc	enc29	old66	encoding	253.543	fixation	256.543	7.0	2.0	648	0
46	enc	enc30	old70	encoding	263.54200000000003	fixation	266.54200000000003	2.0	2.0	762	0
47	ctl	ctl14		control	268.54200000000003	fixation	271.541	6.5	2.0	611	0
48	enc	enc31	old36	encoding	278.041	fixation	281.041	3.5	2.0	604	0
49	enc	enc32	old07	encoding	284.54	fixation	287.54	2.5	2.0	864	0
50	enc	enc33	old12	encoding	290.04	fixation	293.04	4.0	2.0	889	0
51	enc	enc34	old55	encoding	297.039	fixation	300.039	3.5	2.0	730	0
52	ctl	ctl15		control	303.539	fixation	306.539	1.0	2.0	517	0
53	enc	enc35	old11	encoding	307.539	fixation	310.538	6.5	2.0	516	0
54	ctl	ctl16		control	317.038	fixation	320.038	7.5	2.0	661	0
55	ctl	ctl17		control	327.53700000000003	fixation	330.537	2.5	2.0	551	0
56	enc	enc36	old62	encoding	333.037	fixation	336.036	1.5	2.0	841	0
57	enc	enc37	old17	encoding	337.536	fixation	340.536	1.0	2.0	802	0
58	enc	enc38	old42	encoding	341.536	fixation	344.536	3.0	2.0	843	0
59	ctl	ctl18		control	347.535	fixation	350.535	2.5	2.0	536	0
60	enc	enc39	old21	encoding	353.035	fixation	356.035	1.0	2.0	574	0
61	enc	enc40	old15	encoding	357.035	fixation	360.034	9.0	2.0	663	0
62	enc	enc41	old69	encoding	369.034	fixation	372.034	1.5	2.0	549	0
63	enc	enc42	old29	encoding	373.533	fixation	376.533	8.5	2.0	575	0
64	enc	enc43	old37	encoding	385.033	fixation	388.032	8.0	2.0	1037	0
65	ctl	ctl19		control	396.032	fixation	399.031	1.5	2.0	791	0
66	enc	enc44	old52	encoding	400.531	fixation	403.531	5.0	2.0	1037	0
67	ctl	ctl20		control	408.531	fixation	411.53	1.0	2.0	998	0
68	ctl	ctl21		control	412.53	fixation	415.53	3.0	2.0	695	0
69	enc	enc45	old54	encoding	418.53	fixation	421.53	5.0	2.0	603	0
70	ctl	ctl22		control	426.529	fixation	429.529	0.5	2.0	579	0
71	enc	enc46	old63	encoding	430.029	fixation	433.029	1.5	2.0	656	0
72	enc	enc47	old49	encoding	434.529	fixation	437.528	0.5	2.0	807	0
73	enc	enc48	old33	encoding	438.028	fixation	441.028	2.0	2.0	815	0
74	enc	enc49	old22	encoding	443.028	fixation	446.028	1.5	2.0	542	0
75	enc	enc50	old10	encoding	447.528	fixation	450.527	1.0	2.0	656	0
76	enc	enc51	old59	encoding	451.527	fixation	454.527	2.5	2.0	949	0
77	enc	enc52	old76	encoding	457.027	fixation	460.027	5.5	2.0	781	0
78	ctl	ctl23		control	465.526	fixation	468.526	2.5	2.0	682	0
79	enc	enc53	old26	encoding	471.026	fixation	474.026	1.5	2.0	558	0
80	ctl	ctl24		control	475.525	fixation	478.525	0.5	2.0	566	0
81	enc	enc54	old68	encoding	479.025	fixation	482.025	3.0	2.0	854	0
82	enc	enc55	old30	encoding	485.025	fixation	488.024	3.5	2.0	871	0
83	enc	enc56	old32	encoding	491.524	fixation	494.524	7.5	2.0	681	0
84	enc	enc57	old40	encoding	502.023	fixation	505.023	2.5	2.0	831	0
85	ctl	ctl25		control	507.523	fixation	510.523	0.5	2.0	676	0
86	enc	enc58	old24	encoding	511.023	fixation	514.0219999999999	1.0	2.0	702	0
87	enc	enc59	old41	encoding	515.0219999999999	fixation	518.0219999999999	4.0	2.0	764	0
88	enc	enc60	old71	encoding	522.0219999999999	fixation	525.0219999999999	11.5	2.0	754	0
89	ctl	ctl26		control	536.521	fixation	539.52	0.5	2.0	602	0
90	ctl	ctl27		control	540.02	fixation	543.02	4.0	2.0	742	0
91	ctl	ctl28		control	547.02	fixation	550.02	0.5	2.0	503	0
92	enc	enc61	old39	encoding	550.52	fixation	553.519	2.5	2.0	570	0
93	enc	enc62	old64	encoding	556.019	fixation	559.019	3.0	2.0	656	0
94	ctl	ctl29		control	562.019	fixation	565.018	1.0	2.0	588	0
95	enc	enc63	old02	encoding	566.018	fixation	569.018	2.0	2.0	876	0
96	enc	enc64	old13	encoding	571.018	fixation	574.018	0.5	2.0	972	0
97	ctl	ctl30		control	574.518	fixation	577.5169999999999	7.0		0	1
98	enc	enc65	old60	encoding	584.5169999999999	fixation	587.5169999999999	0.5	2.0	903	0
99	enc	enc66	old43	encoding	588.0169999999999	fixation	591.016	0.5	2.0	910	0
100	ctl	ctl31		control	591.516	fixation	594.516	0.5	2.0	868	0
101	ctl	ctl32		control	595.016	fixation	598.016	1.5	2.0	631	0
102	enc	enc67	old53	encoding	599.516	fixation	602.516	3.0	2.0	655	0
103	enc	enc68	old34	encoding	605.515	fixation	608.515	1.5	2.0	713	0
104	ctl	ctl33		control	610.015	fixation	613.015	4.5	2.0	551	0
105	ctl	ctl34		control	617.514	fixation	620.514	0.5	2.0	934	0
106	enc	enc69	old08	encoding	621.014	fixation	624.014	8.0	2.0	654	0
107	enc	enc70	old65	encoding	632.013	fixation	635.013	1.0	2.0	540	0
108	ctl	ctl35		control	636.013	fixation	639.013	4.5	2.0	754	0
109	ctl	ctl36		control	643.512	fixation	646.512	2.0	2.0	498	0
