0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	enc	enc00		encoding	0.071	fixation	3.07	4.5	2	1041	0
2	enc	enc000		encoding	7.57	fixation	10.57	0.5	2	1095	0
3	ctl	ctl0		control	11.07	fixation	14.069	0.5	2	1351	0
4	enc	enc01	old65	encoding	14.569	fixation	17.569000000000003	6.5	2	767	0
5	enc	enc02	old12	encoding	24.068	fixation	27.068	2.0	2	1052	0
6	enc	enc03	old16	encoding	29.068	fixation	32.068000000000005	1.5	2	775	0
7	enc	enc04	old77	encoding	33.567	fixation	36.567	1.0	2	1123	0
8	enc	enc05	old53	encoding	37.567	fixation	40.567	8.5	2	1147	0
9	enc	enc06	old42	encoding	49.066	fixation	52.066	2.0	2	1256	0
10	enc	enc07	old39	encoding	54.066	fixation	57.065	2.5	2	1448	0
11	ctl	ctl01		control	59.565	fixation	62.565	1.5	2	728	0
12	ctl	ctl02		control	64.065	fixation	67.064	1.5	2	656	0
13	enc	enc08	old40	encoding	68.564	fixation	71.564	0.5	2	1021	0
14	ctl	ctl03		control	72.064	fixation	75.064	0.5	2	716	0
15	enc	enc09	old26	encoding	75.564	fixation	78.563	2.0	2	957	0
16	enc	enc10	old30	encoding	80.563	fixation	83.56299999999999	1.5	2	1734	0
17	ctl	ctl04		control	85.06299999999999	fixation	88.06200000000001	2.0	2	962	0
18	enc	enc11	old09	encoding	90.06200000000001	fixation	93.06200000000001	7.5	2	1031	0
19	enc	enc12	old23	encoding	100.561	fixation	103.561	5.0	2	1686	0
20	enc	enc13	old75	encoding	108.56	fixation	111.56	1.5	2	1179	0
21	enc	enc14	old25	encoding	113.06	fixation	116.06	3.0	2	1826	0
22	enc	enc15	old31	encoding	119.059	fixation	122.059	1.0	2	819	0
23	enc	enc16	old38	encoding	123.059	fixation	126.059	1.5	2	973	0
24	enc	enc17	old21	encoding	127.559	fixation	130.558	8.5	2	1110	0
25	enc	enc18	old13	encoding	139.058	fixation	142.05700000000002	2.0	2	1003	0
26	ctl	ctl05		control	144.05700000000002	fixation	147.05700000000002	1.0	2	1255	0
27	ctl	ctl06		control	148.05700000000002	fixation	151.056	1.5	2	898	0
28	enc	enc19	old47	encoding	152.556	fixation	155.556	6.5	2	798	0
29	enc	enc20	old78	encoding	162.055	fixation	165.055	1.5	2	1104	0
30	enc	enc21	old60	encoding	166.555	fixation	169.555	6.5	2	698	0
31	ctl	ctl07		control	176.054	fixation	179.054	3.5	2	770	0
32	enc	enc22	old66	encoding	182.554	fixation	185.553	8.0	2	756	0
33	enc	enc23	old07	encoding	193.55200000000002	fixation	196.55200000000002	13.0	2	708	0
34	ctl	ctl08		control	209.551	fixation	212.551	1.0	2	1213	0
35	enc	enc24	old01	encoding	213.551	fixation	216.55	2.5	2	1030	0
36	enc	enc25	old43	encoding	219.05	fixation	222.05	1.5	2	1027	0
37	enc	enc26	old62	encoding	223.55	fixation	226.549	3.5	2	1207	0
38	enc	enc27	old41	encoding	230.049	fixation	233.049	2.0	2	917	0
39	enc	enc28	old20	encoding	235.049	fixation	238.048	3.0	2	1190	0
40	enc	enc29	old29	encoding	241.048	fixation	244.048	7.0	2	1243	0
41	enc	enc30	old55	encoding	251.047	fixation	254.047	1.0	2	1083	0
42	ctl	ctl09		control	255.047	fixation	258.046	0.5	2	1149	0
43	ctl	ctl10		control	258.546	fixation	261.546	1.0	2	680	0
44	enc	enc31	old04	encoding	262.546	fixation	265.546	0.5	2	865	0
45	enc	enc32	old69	encoding	266.046	fixation	269.045	7.0	2	756	0
46	enc	enc33	old18	encoding	276.045	fixation	279.045	4.0	2	1071	0
47	enc	enc34	old22	encoding	283.04400000000004	fixation	286.04400000000004	2.0	2	1366	0
48	ctl	ctl11		control	288.04400000000004	fixation	291.043	2.5	2	1088	0
49	enc	enc35	old71	encoding	293.543	fixation	296.543	4.5	2	1071	0
50	enc	enc36	old03	encoding	301.04200000000003	fixation	304.04200000000003	0.5	2	1069	0
51	ctl	ctl12		control	304.54200000000003	fixation	307.54200000000003	3.0	2	766	0
52	enc	enc37	old02	encoding	310.54200000000003	fixation	313.541	2.0	2	726	0
53	ctl	ctl13		control	315.541	fixation	318.541	0.5	2	879	0
54	ctl	ctl14		control	319.041	fixation	322.04	1.0	2	672	0
55	ctl	ctl15		control	323.04	fixation	326.04	2.5	2	568	0
56	ctl	ctl16		control	328.54	fixation	331.54	6.5	2	722	0
57	enc	enc38	old52	encoding	338.039	fixation	341.039	9.5	2	553	0
58	enc	enc39	old56	encoding	350.538	fixation	353.538	3.0	2	1492	0
59	enc	enc40	old63	encoding	356.537	fixation	359.537	3.0	2	1151	0
60	enc	enc41	old70	encoding	362.537	fixation	365.536	1.0	2	1017	0
61	enc	enc42	old57	encoding	366.536	fixation	369.536	2.0	2	1291	0
62	enc	enc43	old24	encoding	371.536	fixation	374.536	1.0	2	1471	0
63	enc	enc44	old34	encoding	375.535	fixation	378.535	0.5	2	1351	0
64	enc	enc45	old19	encoding	379.035	fixation	382.035	2.5	2	2050	0
65	enc	enc46	old32	encoding	384.535	fixation	387.534	8.5	2	1534	0
66	enc	enc47	old36	encoding	396.034	fixation	399.033	5.5	2	1381	0
67	enc	enc48	old06	encoding	404.533	fixation	407.533	2.0	2	886	0
68	enc	enc49	old45	encoding	409.532	fixation	412.532	6.0	2	1104	0
69	enc	enc50	old48	encoding	418.531	fixation	421.531	6.0	2	1366	0
70	enc	enc51	old10	encoding	427.531	fixation	430.53	1.5	2	1101	0
71	ctl	ctl17		control	432.03	fixation	435.03	2.0	2	986	0
72	enc	enc52	old44	encoding	437.03	fixation	440.03	1.5	2	788	0
73	ctl	ctl18		control	441.529	fixation	444.529	4.0	2	690	0
74	ctl	ctl19		control	448.529	fixation	451.528	0.5	2	628	0
75	ctl	ctl20		control	452.028	fixation	455.028	6.0	2	651	0
76	enc	enc53	old54	encoding	461.028	fixation	464.027	0.5	2	840	0
77	enc	enc54	old46	encoding	464.527	fixation	467.527	2.5	2	812	0
78	enc	enc55	old59	encoding	470.027	fixation	473.026	1.5	2	1108	0
79	enc	enc56	old37	encoding	474.526	fixation	477.526	2.5	2	904	0
80	ctl	ctl21		control	480.026	fixation	483.025	5.5	2	603	0
