trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
96	enc	enc62	old32	5	3	1338	0	566.561	569.561	3
97	ctl	ctl32	nan	5	3	669	0	572.56	575.56	0.5
98	enc	enc63	old78	8	3	1310	0	576.06	579.06	8
99	enc	enc64	old74	9	3	984	0	587.059	590.059	5
100	ctl	ctl33	nan	9	3	1251	0	595.059	598.058	0.5
101	ctl	ctl34	nan	9	nan	0	1	598.558	601.558	1
102	enc	enc65	old71	8	nan	0	1	602.558	605.558	11.5
103	enc	enc66	old66	8	nan	0	1	617.057	620.057	2.5
104	ctl	ctl35	nan	6	3	733	0	622.556	625.556	2
105	enc	enc67	old06	5	3	1188	0	627.556	630.556	0.5
106	enc	enc68	old02	9	3	891	0	631.056	634.055	1
107	enc	enc69	old34	5	3	1227	0	635.055	638.055	1
108	enc	enc70	old46	9	3	2008	0	639.055	642.055	0.5
109	enc	enc71	old27	8	3	1007	0	642.555	645.554	7.5
110	ctl	ctl36	nan	6	3	1446	0	653.054	656.054	15
111	enc	enc72	old21	6	3	1218	0	671.052	674.052	0.5
112	enc	enc73	old76	9	3	1061	0	674.552	677.552	1
113	ctl	ctl37	nan	5	3	1301	0	678.552	681.551	0.5
114	ctl	ctl38	nan	6	3	940	0	682.051	685.051	9
115	enc	enc74	old41	5	3	1105	0	694.05	697.05	6
116	enc	enc75	old52	6	3	1556	0	703.05	706.049	10.5
117	ctl	ctl39	nan	9	3	943	0	716.549	719.548	5
118	enc	enc76	old23	5	3	1151	0	724.548	727.548	1
119	enc	enc77	old28	5	3	1382	0	728.548	731.564	18.5
120	enc	enc78	old19	8	3	2166	0			
