trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	ctl	ctl0	nan	5	1	2405	0	4.537	7.537	0.5
2	enc	enc00	nan	8	1	1454	0	8.037	11.037	0.5
3	enc	enc000	nan	9	1	1553	0	11.537	14.537	5.5
4	ctl	ctl01	nan	8	1	1184	0	20.036	23.036	0.5
5	enc	enc01	old59	6	1	2353	0	23.536	26.536	1
6	enc	enc02	old06	5	1	1510	0	27.535	30.535	1
7	enc	enc03	old25	6	1	2496	0	31.535	34.535	1.5
8	enc	enc04	old73	9	1	2006	0	36.035	39.034	2
9	enc	enc05	old54	8	1	2657	0	41.034	44.034	3
10	enc	enc06	old42	9	1	2124	0	47.034	50.034	0.5
11	ctl	ctl02	nan	5	1	1032	0	50.534	53.533	4
12	ctl	ctl03	nan	6	1	1078	0	57.533	60.533	2.5
13	enc	enc07	old27	8	1	1384	0	63.033	66.032	1.5
14	ctl	ctl04	nan	8	1	855	0	67.532	70.532	2
15	enc	enc08	old44	6	1	2231	0	72.532	75.532	3.5
16	enc	enc09	old24	5	1	1982	0	79.031	82.031	0.5
17	ctl	ctl05	nan	8	1	1115	0	82.531	85.531	2.5
18	enc	enc10	old29	6	1	1736	0	88.03	91.03	0.5
19	enc	enc11	old07	6	1	1401	0	91.53	94.53	1
20	enc	enc12	old14	8	1	1473	0	95.53	98.53	1.5
21	enc	enc13	old74	5	1	1431	0	100.029	103.029	2.5
22	enc	enc14	old15	9	1	2197	0	105.529	108.529	3
23	enc	enc15	old34	9	1	1204	0	111.529	114.528	1
24	enc	enc16	old31	5	1	1588	0	115.528	118.528	1.5
25	enc	enc17	old26	5	1	1532	0	120.028	123.028	1.5
26	ctl	ctl06	nan	5	1	792	0	124.527	127.527	1
27	enc	enc18	old12	5	1	1057	0	128.527	131.527	2.5
28	enc	enc19	old47	8	1	1282	0	134.027	137.026	2.5
29	ctl	ctl07	nan	5	1	772	0	139.526	142.526	0.5
30	enc	enc20	old67	6	1	1338	0	143.026	146.026	5.5
31	enc	enc21	old61	5	1	1131	0	151.525	154.525	5.5
32	enc	enc22	old69	6	1	923	0	160.025	163.024	2
33	enc	enc23	old13	5	1	802	0	165.024	168.024	1
34	enc	enc24	old02	8	1	1060	0	169.024	172.024	3
35	enc	enc25	old40	5	1	2327	0	175.023	178.023	3.5
36	enc	enc26	old53	9	1	1171	0	181.523	184.523	0.5
37	ctl	ctl08	nan	6	1	611	0	185.023	188.022	1.5
38	ctl	ctl09	nan	9	1	805	0	189.522	192.522	9.5
39	ctl	ctl10	nan	8	1	732	0	202.021	205.021	2
40	ctl	ctl11	nan	5	1	614	0	207.021	210.02	2
41	enc	enc27	old52	8	1	1135	0	212.02	215.02	1
42	ctl	ctl12	nan	9	1	735	0	216.02	219.02	0.5
43	enc	enc28	old23	9	1	1697	0	219.52	222.519	0.5
44	ctl	ctl13	nan	6	1	895	0	223.019	226.019	2
45	enc	enc29	old35	8	1	801	0	228.019	231.019	4.5
46	enc	enc30	old64	6	1	1889	0	235.519	238.518	3.5
47	enc	enc31	old05	9	1	894	0	242.018	245.018	8
48	enc	enc32	old70	6	1	875	0	253.017	256.017	9
49	enc	enc33	old19	9	1	1318	0	265.016	268.016	0.5
50	enc	enc34	old18	6	1	586	0	268.516	271.515	2.5
51	ctl	ctl14	nan	6	1	1962	0	274.015	277.015	8.5
52	enc	enc35	old72	5	1	597	0	285.531	288.531	0.5
53	enc	enc36	old03	9	1	1063	0	289.031	292.03	5.5
54	enc	enc37	old01	8	1	1278	0	297.53	300.53	3
55	enc	enc38	old45	6	1	1402	0	303.529	306.529	4
56	ctl	ctl15	nan	6	1	1059	0	310.529	313.529	6.5
57	ctl	ctl16	nan	9	1	552	0	320.028	323.028	0.5
58	enc	enc39	old65	6	1	960	0	323.528	326.528	11.5
59	enc	enc40	old56	5	1	2241	0	338.027	341.026	9.5
60	enc	enc41	old68	6	1	741	0	350.526	353.525	1
61	ctl	ctl17	nan	8	1	757	0	354.525	357.525	5.5
62	enc	enc42	old60	9	1	1410	0	363.025	366.024	1.5
63	enc	enc43	old17	8	1	1207	0	367.524	370.524	1
64	enc	enc44	old30	9	1	1471	0	371.524	374.524	2
65	ctl	ctl18	nan	9	1	616	0	376.523	379.523	3.5
66	enc	enc45	old22	8	1	777	0	383.023	386.023	1.5
67	enc	enc46	old37	9	1	1238	0	387.523	390.522	0.5
68	ctl	ctl19	nan	8	1	750	0	391.022	394.022	2.5
69	ctl	ctl20	nan	5	1	692	0	396.522	399.522	0.5
70	ctl	ctl21	nan	5	1	552	0	400.021	403.021	2.5
71	ctl	ctl22	nan	8	1	576	0	405.521	408.521	2
72	ctl	ctl23	nan	9	1	758	0	410.521	413.52	11
73	ctl	ctl24	nan	8	1	810	0	424.52	427.519	1
74	enc	enc47	old38	6	1	1352	0	428.519	431.519	1.5
75	enc	enc48	old11	6	1	1649	0	433.019	436.019	0.5
76	enc	enc49	old48	8	1	2422	0	436.519	439.518	0.5
77	enc	enc50	old51	9	1	2609	0	440.018	443.018	2
78	enc	enc51	old09	6	1	1864	0	445.018	448.018	1
79	ctl	ctl25	nan	9	1	838	0	449.017	452.017	2
80	ctl	ctl26	nan	5	1	799	0	454.017	457.017	4
81	enc	enc52	old49	5	1	1614	0	461.017	464.016	4.5
82	enc	enc53	old62	9	1	2505	0	468.516	471.516	8.5
83	enc	enc54	old43	8	1	1388	0	480.015	483.015	1
84	enc	enc55	old63	8	1	1372	0	484.015	487.014	6
85	ctl	ctl27	nan	6	1	650	0	493.014	496.014	1.5
86	enc	enc56	old39	6	1	1072	0	497.514	500.513	13
87	ctl	ctl28	nan	6	1	611	0	513.512	516.512	1.5
88	enc	enc57	old58	9	1	1678	0	518.012	521.012	1.5
89	enc	enc58	old71	9	1	1166	0	522.511	525.511	7.5
90	enc	enc59	old55	5	1	793	0	533.011	536.01	1.5
91	ctl	ctl29	nan	9	1	682	0	537.51	540.51	3.5
92	enc	enc60	old57	8	1	1237	0	544.01	547.009	1
93	ctl	ctl30	nan	8	1	664	0	548.009	551.009	1.5
94	enc	enc61	old08	8	1	586	0	552.509	555.509	3.5
95	ctl	ctl31	nan	8	1	2845	0	559.008	562.008	4.5
96	enc	enc62	old32	5	1	929	0	566.508	569.508	3
97	ctl	ctl32	nan	5	1	2063	0	572.507	575.507	0.5
98	enc	enc63	old76	8	1	1334	0	576.007	579.007	8
99	enc	enc64	old77	9	1	2299	0	587.006	590.006	5
100	ctl	ctl33	nan	9	1	743	0	595.006	598.005	0.5
101	ctl	ctl34	nan	9	1	616	0	598.505	601.505	1
102	enc	enc65	old66	8	1	1249	0	602.505	605.505	11.5
103	enc	enc66	old75	8	nan	0	1	617.004	620.003	2.5
