trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	enc	enc00	nan	5	1	1885	0	10.015	13.024	4.5
2	enc	enc000	nan	9	1	993	0	17.521	20.53	4.5
3	ctl	ctl0	nan	9	1	1255	0	25.026	28.035	0.5
4	enc	enc01	old61	8	1	557	0	28.537	31.546	0.5
5	ctl	ctl01	nan	6	1	990	0	32.047	35.056	4.5
6	enc	enc02	old01	5	1	808	0	39.553	42.562	2
7	enc	enc03	old64	5	1	1350	0	44.551	47.56	3.5
8	ctl	ctl02	nan	5	1	1024	0	51.054	54.063	1.5
9	ctl	ctl03	nan	6	1	1096	0	55.55	58.559	2.5
10	enc	enc04	old68	6	1	1112	0	61.05	64.059	1
11	enc	enc05	old76	5	1	1228	0	65.062	68.071	3
12	ctl	ctl04	nan	6	1	1056	0	71.063	74.072	4
13	enc	enc06	old40	9	1	1319	0	78.067	81.076	0.5
14	ctl	ctl05	nan	9	1	954	0	81.578	84.587	2.5
15	enc	enc07	old54	6	1	851	0	87.077	90.086	2.5
16	ctl	ctl06	nan	9	1	984	0	92.577	95.586	3.5
17	ctl	ctl07	nan	5	1	900	0	99.08	102.089	1
18	enc	enc08	old08	8	1	1060	0	103.092	106.101	2
19	enc	enc09	old71	9	1	1104	0	108.09	111.099	0.5
20	enc	enc10	old11	5	1	1058	0	111.6	114.609	4.5
21	enc	enc11	old36	9	1	1196	0	119.106	122.115	7
22	enc	enc12	old39	5	1	994	0	129.102	132.111	0.5
23	enc	enc13	old52	8	1	1069	0	132.613	135.622	2
24	enc	enc14	old49	8	1	942	0	137.611	140.62	1
25	enc	enc15	old50	9	1	984	0	141.623	144.632	1
26	enc	enc16	old46	8	1	1108	0	145.635	148.644	3.5
27	enc	enc17	old05	5	1	976	0	152.137	155.146	1
28	ctl	ctl08	nan	8	1	897	0	156.133	159.142	2
29	enc	enc18	old29	8	1	1005	0	161.131	164.14	0.5
30	enc	enc19	old14	8	1	1079	0	164.641	167.65	3.5
31	enc	enc20	old17	5	1	1321	0	171.144	174.153	7
32	ctl	ctl09	nan	8	1	850	0	181.14	184.149	2.5
33	enc	enc21	old41	9	1	981	0	186.64	189.649	5
34	enc	enc22	old20	9	1	937	0	194.647	197.656	1
35	enc	enc23	old07	6	1	1010	0	198.642	201.651	10
36	enc	enc24	old23	8	1	1206	0	211.648	214.657	1.5
37	enc	enc25	old77	8	1	1040	0	216.144	219.153	0.5
38	enc	enc26	old22	9	1	984	0	219.655	222.664	2.5
39	enc	enc27	old70	5	1	785	0	225.155	228.164	3.5
40	enc	enc28	old37	6	1	1228	0	231.657	234.666	1
41	ctl	ctl10	nan	9	1	766	0	235.652	238.661	0.5
42	ctl	ctl11	nan	6	1	683	0	239.163	242.172	1.5
43	ctl	ctl12	nan	6	nan	0	1	243.66	246.669	7
44	ctl	ctl13	nan	5	1	715	0	253.656	256.665	7
45	enc	enc29	old72	9	1	1126	0	263.652	266.661	2
46	enc	enc30	old73	8	1	874	0	268.651	271.66	6.5
47	ctl	ctl14	nan	9	1	587	0	278.162	281.171	3.5
48	enc	enc31	old32	6	1	995	0	284.665	287.674	2.5
49	enc	enc32	old13	6	1	1052	0	290.165	293.173	4
50	enc	enc33	old12	9	1	1136	0	297.169	300.178	3.5
51	enc	enc34	old59	8	1	940	0	303.671	306.68	1
52	ctl	ctl15	nan	8	1	773	0	307.667	310.676	6.5
53	enc	enc35	old03	9	1	913	0	317.178	320.187	7.5
54	ctl	ctl16	nan	9	1	826	0	327.676	330.685	2.5
55	ctl	ctl17	nan	8	1	639	0	333.176	336.185	1.5
56	enc	enc36	old57	8	1	643	0	337.672	340.681	1
57	enc	enc37	old25	9	1	1011	0	341.668	344.677	3
58	enc	enc38	old42	6	1	855	0	347.669	350.678	2.5
59	ctl	ctl18	nan	5	1	998	0	353.169	356.177	1
60	enc	enc39	old26	5	1	1041	0	357.18	360.189	9
61	enc	enc40	old24	6	1	1398	0	369.183	372.192	1.5
62	enc	enc41	old69	6	1	715	0	373.68	376.688	8.5
63	enc	enc42	old35	8	1	937	0	385.18	388.189	8
64	enc	enc43	old38	9	1	989	0	396.18	399.189	1.5
65	ctl	ctl19	nan	5	1	813	0	400.676	403.685	5
66	enc	enc44	old47	5	1	572	0	408.684	411.693	1
