trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
39	enc	enc28	old18	9	3	2011	0	241.054	244.053	7
40	enc	enc29	old29	8	3	659	0	251.053	254.052	1
41	enc	enc30	old65	6	3	998	0	255.052	258.052	0.5
42	ctl	ctl09	nan	9	3	1321	0	258.552	261.552	1
43	ctl	ctl10	nan	8	3	1010	0	262.552	265.551	0.5
44	enc	enc31	old01	9	3	912	0	266.051	269.051	7
45	enc	enc32	old75	6	3	1375	0	276.05	279.05	4
46	enc	enc33	old20	9	3	1508	0	283.05	286.049	2
47	enc	enc34	old17	6	3	1015	0	288.049	291.049	2.5
48	ctl	ctl11	nan	5	3	780	0	293.549	296.548	4.5
49	enc	enc35	old70	5	3	944	0	301.048	304.048	0.5
50	enc	enc36	old06	9	3	963	0	304.548	307.547	3
51	ctl	ctl12	nan	9	3	1329	0	310.547	313.547	2
52	enc	enc37	old04	8	3	872	0	315.547	318.546	0.5
53	ctl	ctl13	nan	6	3	660	0	319.046	322.046	1
54	ctl	ctl14	nan	6	3	1190	0	323.046	326.046	2.5
55	ctl	ctl15	nan	6	3	1541	0	328.546	331.545	6.5
56	ctl	ctl16	nan	9	3	1677	0	338.045	341.044	9.5
57	enc	enc38	old47	6	3	1354	0	350.543	353.543	3
58	enc	enc39	old57	6	3	1091	0	356.543	359.543	3
59	enc	enc40	old63	5	3	1102	0	362.542	365.542	1
60	enc	enc41	old71	6	3	691	0	366.542	369.542	2
61	enc	enc42	old59	9	3	1050	0	371.541	374.541	1
62	enc	enc43	old25	8	3	673	0	375.541	378.541	0.5
63	enc	enc44	old32	9	3	1076	0	379.041	382.041	2.5
64	enc	enc45	old26	8	3	1585	0	384.54	387.54	8.5
65	enc	enc46	old37	9	3	741	0	396.039	399.039	5.5
66	enc	enc47	old35	6	3	678	0	404.538	407.538	2
67	enc	enc48	old08	6	3	1060	0	409.538	412.538	6
68	enc	enc49	old41	8	3	795	0	418.537	421.537	6
69	enc	enc50	old45	9	3	915	0	427.536	430.536	1.5
70	enc	enc51	old02	6	3	1081	0	432.036	435.036	2
71	ctl	ctl17	nan	8	3	937	0	437.035	440.035	1.5
72	enc	enc52	old43	5	3	30	0	441.535	444.535	4
73	ctl	ctl18	nan	9	3	1351	0	448.534	451.534	0.5
74	ctl	ctl19	nan	8	3	1181	0	452.034	455.034	6
75	ctl	ctl20	nan	5	3	848	0	461.033	464.033	0.5
76	enc	enc53	old55	9	3	785	0	464.533	467.533	2.5
77	enc	enc54	old46	8	3	1238	0	470.032	473.032	1.5
78	enc	enc55	old64	8	3	2005	0	474.532	477.532	2.5
79	enc	enc56	old27	6	3	1183	0	480.031	483.031	5.5
80	ctl	ctl21	nan	5	3	1637	0	488.531	491.53	4.5
81	enc	enc57	old56	9	3	2562	0	496.03	499.03	2.5
82	ctl	ctl22	nan	8	3	699	0	501.529	504.529	6.5
83	enc	enc58	old67	9	3	946	0	511.028	514.028	6.5
84	ctl	ctl23	nan	9	3	660	0	520.528	523.527	1.5
85	ctl	ctl24	nan	8	3	761	0	525.027	528.027	4.5
86	ctl	ctl25	nan	9	3	921	0	532.526	535.526	1.5
87	ctl	ctl26	nan	5	3	1158	0	537.026	540.026	0.5
88	enc	enc59	old60	5	3	2557	0	540.526	543.525	10.5
89	ctl	ctl27	nan	6	3	2486	0	554.024	557.024	4.5
90	ctl	ctl28	nan	6	3	972	0	561.524	564.523	2
91	enc	enc60	old61	8	3	1175	0	566.523	569.523	1.5
92	ctl	ctl29	nan	9	3	1262	0	571.023	574.023	12.5
93	enc	enc61	old03	8	3	1156	0	586.521	589.521	2
94	enc	enc62	old33	5	3	1059	0	591.521	594.521	1
95	enc	enc63	old78	8	3	982	0	595.521	598.52	4
96	ctl	ctl30	nan	8	3	732	0	602.52	605.52	0.5
97	enc	enc64	old66	9	3	1828	0	606.02	609.019	4
98	enc	enc65	old74	8	3	1388	0	613.019	616.019	3.5
99	enc	enc66	old77	8	3	1206	0	619.518	622.518	1
100	ctl	ctl31	nan	8	3	1166	0	623.518	626.518	0.5
101	ctl	ctl32	nan	5	3	1060	0	627.018	630.017	2.5
102	enc	enc67	old12	5	3	1034	0	632.517	635.517	0.5
103	ctl	ctl33	nan	9	3	1844	0	636.017	639.017	9
104	ctl	ctl34	nan	9	3	1310	0	648.016	651.015	2
105	ctl	ctl35	nan	6	3	1952	0	653.015	656.015	0.5
106	enc	enc68	old10	9	3	1551	0	656.515	659.515	2
107	ctl	ctl36	nan	6	nan	0	1	661.514	664.514	4.5
108	ctl	ctl37	nan	5	3	1244	0	669.014	672.013	4.5
109	ctl	ctl38	nan	6	3	573	0	676.513	679.513	3.5
110	enc	enc69	old38	5	3	1441	0	683.012	686.012	1.5
111	enc	enc70	old42	9	3	1263	0	687.512	690.512	4.5
112	enc	enc71	old30	8	3	1541	0	695.011	698.011	0.5
113	enc	enc72	old14	6	3	871	0	698.511	701.511	0.5
114	enc	enc73	old73	9	3	1490	0	702.011	705.01	5
115	ctl	ctl39	nan	9	nan	0	1	710.01	713.01	4.5
116	enc	enc74	old49	5	3	2243	0	717.509	720.509	5.5
117	enc	enc75	old51	6	3	1058	0	726.008	729.008	1
118	enc	enc76	old15	5	3	226	0	730.008	733.008	0.5
119	enc	enc77	old28	5	3	1194	0	733.508	736.508	13.5
120	enc	enc78	old24	8	3	1043	0			
