trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	enc	enc00	nan	8	3	1640	0	7.575	10.575	0.5
2	enc	enc000	nan	9	3	2143	0	11.075	14.075	0.5
3	ctl	ctl0	nan	8	3	2758	0	14.575	17.575	6.5
4	enc	enc01	old54	6	3	1798	0	24.074	27.074	2
5	enc	enc02	old11	5	3	2526	0	29.073	32.073	1.5
6	enc	enc03	old16	6	3	1981	0	33.573	36.573	1
7	enc	enc04	old69	9	3	1053	0	37.573	40.572	8.5
8	enc	enc05	old53	8	3	1494	0	49.072	52.071	2
9	enc	enc06	old44	9	3	2737	0	54.071	57.071	2.5
10	enc	enc07	old36	8	3	1490	0	59.571	62.57	1.5
11	ctl	ctl01	nan	8	3	1879	0	64.07	67.07	1.5
12	ctl	ctl02	nan	5	3	1554	0	68.57	71.569	0.5
13	enc	enc08	old50	6	3	1079	0	72.069	75.069	0.5
14	ctl	ctl03	nan	6	3	1224	0	75.569	78.569	2
15	enc	enc09	old21	5	3	638	0	80.569	83.568	1.5
16	enc	enc10	old34	6	3	1486	0	85.068	88.068	2
17	ctl	ctl04	nan	8	3	1225	0	90.068	93.067	7.5
18	enc	enc11	old05	6	3	607	0	100.567	103.566	5
19	enc	enc12	old19	8	3	958	0	108.566	111.566	1.5
20	enc	enc13	old76	5	3	1431	0	113.066	116.065	3
21	enc	enc14	old23	9	nan	0	1	119.065	122.065	1
22	enc	enc15	old31	9	3	1209	0	123.065	126.064	1.5
23	enc	enc16	old39	5	3	24	0	127.564	130.564	8.5
24	enc	enc17	old22	5	3	778	0	139.063	142.063	2
25	enc	enc18	old13	5	3	878	0	144.063	147.062	1
26	ctl	ctl05	nan	8	3	1104	0	148.062	151.062	1.5
27	ctl	ctl06	nan	5	3	1239	0	152.562	155.562	6.5
28	enc	enc19	old52	8	3	1277	0	162.061	165.061	1.5
29	enc	enc20	old68	6	3	675	0	166.561	169.56	6.5
30	enc	enc21	old58	5	3	1328	0	176.06	179.059	3.5
31	ctl	ctl07	nan	5	3	982	0	182.559	185.559	8
32	enc	enc22	old72	6	3	992	0	193.558	196.558	13
33	enc	enc23	old07	5	3	1141	0	209.557	212.556	1
34	ctl	ctl08	nan	6	3	1128	0	213.556	216.556	2.5
35	enc	enc24	old09	8	3	1467	0	219.056	222.055	1.5
36	enc	enc25	old40	5	3	1397	0	223.555	226.555	3.5
37	enc	enc26	old62	9	3	1190	0	230.055	233.054	2
38	enc	enc27	old48	8	3	625	0	235.054	238.054	3
