trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	enc	enc00	nan	5	1	1092	0	10.045	13.044	4.5
2	enc	enc000	nan	9	1	1474	0	17.544	20.544	4.5
3	ctl	ctl0	nan	9	1	1060	0	25.043	28.043	0.5
4	enc	enc01	old53	8	1	1310	0	28.543	31.543	0.5
5	ctl	ctl01	nan	6	1	1230	0	32.043	35.043	4.5
6	enc	enc02	old02	5	3	459	0	39.542	42.542	2
7	enc	enc03	old62	5	3	460	0	44.542	47.542	3.5
8	ctl	ctl02	nan	5	3	459	0	51.041	54.041	1.5
9	ctl	ctl03	nan	6	1	884	0	55.541	58.541	2.5
10	enc	enc04	old69	6	1	1169	0	61.041	64.04	1
11	enc	enc05	old72	5	1	1168	0	65.04	68.04	3
12	ctl	ctl04	nan	6	1	939	0	71.04	74.04	4
13	enc	enc06	old45	9	1	1095	0	78.039	81.039	0.5
14	ctl	ctl05	nan	9	1	976	0	81.539	84.539	2.5
15	enc	enc07	old60	6	3	961	0	87.039	90.039	2.5
16	ctl	ctl06	nan	9	3	461	0	92.538	95.538	3.5
17	ctl	ctl07	nan	5	1	888	0	99.038	102.038	1
18	enc	enc08	old07	8	3	962	0	103.038	106.037	2
19	enc	enc09	old74	9	1	1463	0	108.037	111.037	0.5
20	enc	enc10	old08	5	1	1053	0	111.537	114.537	4.5
21	enc	enc11	old39	9	3	963	0	119.036	122.036	7
22	enc	enc12	old28	5	3	963	0	129.036	132.035	0.5
23	enc	enc13	old43	8	3	962	0	132.535	135.535	2
24	enc	enc14	old40	8	1	1795	0	137.535	140.535	1
25	enc	enc15	old50	9	1	1801	0	141.535	144.534	1
26	enc	enc16	old52	8	3	963	0	145.534	148.534	3.5
27	enc	enc17	old09	5	1	1364	0	152.034	155.034	1
28	ctl	ctl08	nan	8	3	464	0	156.034	159.033	2
29	enc	enc18	old29	8	1	1461	0	161.033	164.033	0.5
30	enc	enc19	old16	8	3	1465	0	164.533	167.533	3.5
31	enc	enc20	old14	5	3	465	0	171.032	174.032	7
32	ctl	ctl09	nan	8	1	739	0	181.032	184.031	2.5
33	enc	enc21	old47	9	1	1395	0	186.531	189.531	5
34	enc	enc22	old20	9	3	967	0	194.531	197.53	1
35	enc	enc23	old01	6	3	467	0	198.53	201.53	10
36	enc	enc24	old18	8	1	1351	0	211.529	214.529	1.5
37	enc	enc25	old67	8	3	967	0	216.029	219.029	0.5
38	enc	enc26	old24	9	3	1467	0	219.529	222.529	2.5
39	enc	enc27	old78	5	3	467	0	225.028	228.028	3.5
40	enc	enc28	old38	6	1	1775	0	231.528	234.528	1
41	ctl	ctl10	nan	9	1	726	0	235.528	238.527	0.5
42	ctl	ctl11	nan	6	1	838	0	239.027	242.027	1.5
43	ctl	ctl12	nan	6	1	836	0	243.527	246.527	7
44	ctl	ctl13	nan	5	1	719	0	253.526	256.526	7
45	enc	enc29	old66	9	3	1470	0	263.525	266.525	2
46	enc	enc30	old73	8	1	1178	0	268.525	271.525	6.5
47	ctl	ctl14	nan	9	1	895	0	278.024	281.024	3.5
48	enc	enc31	old35	6	1	1276	0	284.524	287.524	2.5
49	enc	enc32	old05	6	3	471	0	290.024	293.023	4
50	enc	enc33	old11	9	1	2222	0	297.023	300.023	3.5
51	enc	enc34	old54	8	3	472	0	303.522	306.522	1
52	ctl	ctl15	nan	8	1	756	0	307.522	310.522	6.5
53	enc	enc35	old10	9	1	1794	0	317.022	320.021	7.5
54	ctl	ctl16	nan	9	3	472	0	327.521	330.52	2.5
55	ctl	ctl17	nan	8	1	846	0	333.02	336.02	1.5
56	enc	enc36	old65	8	1	1193	0	337.52	340.52	1
57	enc	enc37	old19	9	1	1538	0	341.52	344.519	3
58	enc	enc38	old51	6	3	974	0	347.519	350.519	2.5
59	ctl	ctl18	nan	5	1	806	0	353.019	356.019	1
60	enc	enc39	old22	5	1	1348	0	357.018	360.018	9
61	enc	enc40	old21	6	3	476	0	369.018	372.017	1.5
62	enc	enc41	old76	6	3	975	0	373.517	376.517	8.5
63	enc	enc42	old37	8	3	1476	0	385.016	388.016	8
64	enc	enc43	old31	9	1	1452	0	396.016	399.015	1.5
65	ctl	ctl19	nan	5	1	786	0	400.515	403.515	5
66	enc	enc44	old44	5	1	1842	0	408.515	411.514	1
67	ctl	ctl20	nan	8	1	820	0	412.514	415.514	3
68	ctl	ctl21	nan	9	1	638	0	418.514	421.514	5
69	enc	enc45	old57	6	1	1058	0	426.513	429.513	0.5
70	ctl	ctl22	nan	8	1	761	0	430.013	433.013	1.5
71	enc	enc46	old59	9	1	1501	0	434.513	437.512	0.5
72	enc	enc47	old46	6	3	479	0	438.012	441.012	2
73	enc	enc48	old27	9	1	1709	0	443.012	446.012	1.5
74	enc	enc49	old15	6	1	1540	0	447.512	450.511	1
75	enc	enc50	old06	8	1	1346	0	451.511	454.511	2.5
76	enc	enc51	old63	9	3	980	0	457.011	460.011	5.5
77	enc	enc52	old68	8	3	480	0	465.51	468.51	2.5
78	ctl	ctl23	nan	9	1	679	0	471.01	474.01	1.5
79	enc	enc53	old25	9	3	1480	0	475.51	478.509	0.5
80	ctl	ctl24	nan	6	1	930	0	479.009	482.009	3
81	enc	enc54	old71	5	3	981	0	485.009	488.009	3.5
82	enc	enc55	old32	8	1	1576	0	491.508	494.508	7.5
83	enc	enc56	old33	5	3	982	0	502.008	505.007	2.5
84	enc	enc57	old49	6	3	482	0	507.507	510.507	0.5
85	ctl	ctl25	nan	6	1	829	0	511.007	514.007	1
86	enc	enc58	old23	5	3	1483	0	515.007	518.006	4
87	enc	enc59	old41	6	1	1977	0	522.006	525.006	11.5
88	enc	enc60	old77	8	3	483	0	536.505	539.505	0.5
89	ctl	ctl26	nan	6	1	602	0	540.005	543.005	4
90	ctl	ctl27	nan	9	1	776	0	547.004	550.004	0.5
91	ctl	ctl28	nan	5	3	485	0	550.504	553.504	2.5
92	enc	enc61	old30	5	1	1541	0	556.004	559.003	3
93	enc	enc62	old55	5	1	1378	0	562.003	565.003	1
94	ctl	ctl29	nan	8	3	485	0	566.003	569.003	2
95	enc	enc63	old03	5	1	1253	0	571.002	574.002	0.5
96	enc	enc64	old13	9	3	1486	0	574.502	577.502	7
97	ctl	ctl30	nan	9	3	486	0	584.501	587.501	0.5
98	enc	enc65	old58	9	3	487	0	588.001	591.001	0.5
99	enc	enc66	old42	5	1	1524	0	591.501	594.501	0.5
100	ctl	ctl31	nan	6	1	876	0	595.001	598	1.5
101	ctl	ctl32	nan	5	2	2	0	599.5	602.5	3
102	enc	enc67	old61	8	3	487	0	605.5	608.5	1.5
103	enc	enc68	old36	6	1	1612	0	610	612.999	4.5
104	ctl	ctl33	nan	5	1	814	0	617.499	620.499	0.5
105	ctl	ctl34	nan	8	1	648	0	620.999	623.998	8
106	enc	enc69	old12	6	1	1391	0	631.998	634.998	1
107	enc	enc70	old64	5	3	488	0	635.998	638.997	4.5
108	ctl	ctl35	nan	8	1	1072	0	643.497	646.497	2
109	ctl	ctl36	nan	6	1	681	0	648.497	651.496	1
110	enc	enc71	old70	6	4	1489	0	652.496	655.496	2
111	enc	enc72	old04	8	1	1495	0	657.496	660.496	2
112	ctl	ctl37	nan	5	1	2	0	662.496	665.495	10
113	ctl	ctl38	nan	8	1	675	0	675.495	678.494	3.5
114	enc	enc73	old75	9	1	1334	0	681.994	684.994	9
115	enc	enc74	old17	8	4	491	0	693.993	696.993	0.5
116	ctl	ctl39	nan	9	1	672	0	697.493	700.493	7
117	enc	enc75	old48	9	1	1538	0	707.492	710.492	12.5
118	enc	enc76	old56	6	2	2	0	722.991	725.991	2.5
119	enc	enc77	old34	5	1	1825	0	728.491	731.49	18.5
120	enc	enc78	old26	6	1	1266	0			
