trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	duration
1	enc	enc00	nan	8	1	990	0	7.567	10.567	0.5
2	enc	enc000	nan	9	1	521	0	11.067	14.067	0.5
3	ctl	ctl0	nan	8	1	957	0	14.567	17.566	6.5
4	enc	enc01	old64	6	1	435	0	24.066	27.066	2
5	enc	enc02	old12	5	1	935	0	29.065	32.065	1.5
6	enc	enc03	old26	6	1	936	0	33.565	36.565	1
7	enc	enc04	old69	9	1	914	0	37.565	40.565	8.5
8	enc	enc05	old55	8	1	1024	0	49.064	52.064	2
9	enc	enc06	old52	9	2	936	0	54.063	57.063	2.5
10	enc	enc07	old36	8	2	937	0	59.563	62.563	1.5
11	ctl	ctl01	nan	8	2	437	0	64.063	67.062	1.5
12	ctl	ctl02	nan	5	1	537	0	68.562	71.562	0.5
13	enc	enc08	old49	6	2	1438	0	72.062	75.062	0.5
14	ctl	ctl03	nan	6	2	438	0	75.562	78.562	2
15	enc	enc09	old25	5	1	1637	0	80.561	83.561	1.5
16	enc	enc10	old37	6	1	1710	0	85.061	88.061	2
17	ctl	ctl04	nan	8	1	865	0	90.061	93.06	7.5
18	enc	enc11	old11	6	1	929	0	100.56	103.56	5
19	enc	enc12	old22	8	1	832	0	108.559	111.559	1.5
20	enc	enc13	old77	5	2	1440	0	113.059	116.059	3
21	enc	enc14	old18	9	2	1940	0	119.058	122.058	1
22	enc	enc15	old27	9	1	663	0	123.058	126.058	1.5
23	enc	enc16	old31	5	1	1039	0	127.558	130.557	8.5
24	enc	enc17	old23	5	1	2003	0	139.057	142.057	2
25	enc	enc18	old08	5	3	941	0	144.056	147.056	1
26	ctl	ctl05	nan	8	1	735	0	148.056	151.056	1.5
27	ctl	ctl06	nan	5	1	864	0	152.556	155.555	6.5
28	enc	enc19	old45	8	1	1142	0	162.055	165.055	1.5
29	enc	enc20	old74	6	3	442	0	166.555	169.554	6.5
30	enc	enc21	old60	5	3	942	0	176.054	179.054	3.5
31	ctl	ctl07	nan	5	1	659	0	182.553	185.553	8
32	enc	enc22	old78	6	1	1273	0	193.552	196.552	13
33	enc	enc23	old04	5	1	543	0	209.551	212.551	1
34	ctl	ctl08	nan	6	3	444	0	213.551	216.551	2.5
35	enc	enc24	old13	8	3	1444	0	219.05	222.05	1.5
36	enc	enc25	old40	5	3	945	0	223.55	226.55	3.5
37	enc	enc26	old63	9	1	1241	0	230.05	233.049	2
38	enc	enc27	old43	8	1	1352	0	235.049	238.049	3
39	enc	enc28	old14	9	1	1172	0	241.049	244.048	7
40	enc	enc29	old29	8	1	450	0	251.048	254.048	1
41	enc	enc30	old53	6	1	607	0	255.048	258.047	0.5
42	ctl	ctl09	nan	9	1	1620	0	258.547	261.547	1
43	ctl	ctl10	nan	8	1	774	0	262.547	265.547	0.5
44	enc	enc31	old09	9	1	1281	0	266.047	269.047	7
45	enc	enc32	old70	6	1	1305	0	276.046	279.046	4
46	enc	enc33	old24	9	1	1049	0	283.045	286.045	2
47	enc	enc34	old17	6	1	1338	0	288.045	291.045	2.5
48	ctl	ctl11	nan	5	1	1169	0	293.545	296.544	4.5
49	enc	enc35	old76	5	1	854	0	301.044	304.044	0.5
50	enc	enc36	old02	9	1	941	0	304.544	307.543	3
51	ctl	ctl12	nan	9	4	449	0	310.543	313.543	2
52	enc	enc37	old05	8	1	1000	0	315.543	318.543	0.5
53	ctl	ctl13	nan	6	1	1597	0	319.043	322.042	1
54	ctl	ctl14	nan	6	1	733	0	323.042	326.042	2.5
55	ctl	ctl15	nan	6	1	606	0	328.542	331.542	6.5
56	ctl	ctl16	nan	9	1	615	0	338.041	341.041	9.5
57	enc	enc38	old50	6	1	597	0	350.54	353.54	3
58	enc	enc39	old61	6	1	902	0	356.54	359.539	3
59	enc	enc40	old57	5	2	954	0	362.539	365.539	1
60	enc	enc41	old71	6	1	917	0	366.539	369.539	2
61	enc	enc42	old62	9	3	954	0	371.538	374.538	1
62	enc	enc43	old20	8	3	955	0	375.538	378.538	0.5
63	enc	enc44	old33	9	1	1011	0	379.038	382.038	2.5
64	enc	enc45	old21	8	4	955	0	384.537	387.537	8.5
65	enc	enc46	old30	9	4	456	0	396.036	399.036	5.5
66	enc	enc47	old38	6	1	1320	0	404.536	407.536	2
67	enc	enc48	old10	6	1	460	0	409.535	412.535	6
68	enc	enc49	old47	8	4	459	0	418.535	421.534	6
69	enc	enc50	old46	9	4	1459	0	427.534	430.534	1.5
70	enc	enc51	old03	6	1	1748	0	432.034	435.033	2
