0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	ctl	ctl0		control	0.096	fixation	3.095	1.5	1.0	1189	0
2	enc	enc00		encoding	4.595	fixation	7.595	0.5	1.0	1208	0
3	enc	enc000		encoding	8.095	fixation	11.095	0.5	1.0	1261	0
4	ctl	ctl01		control	11.595	fixation	14.595	5.5	1.0	2781	0
5	enc	enc01	old63	encoding	20.094	fixation	23.094	0.5	1.0	1368	0
6	enc	enc02	old02	encoding	23.594	fixation	26.594	1.0	1.0	1687	0
7	enc	enc03	old17	encoding	27.594	fixation	30.593000000000004	1.0	1.0	1482	0
8	enc	enc04	old70	encoding	31.593000000000004	fixation	34.593	1.5	1.0	1541	0
9	enc	enc05	old57	encoding	36.093	fixation	39.093	2.0	1.0	1647	0
10	enc	enc06	old45	encoding	41.093	fixation	44.092	3.0	1.0	1193	0
11	ctl	ctl02		control	47.092	fixation	50.092	0.5	1.0	1359	0
12	ctl	ctl03		control	50.592	fixation	53.592	4.0	1.0	1129	0
13	enc	enc07	old38	encoding	57.591	fixation	60.591	2.5	1.0	1297	0
14	ctl	ctl04		control	63.091	fixation	66.09100000000001	1.5	1.0	1181	0
15	enc	enc08	old48	encoding	67.59	fixation	70.59	2.0	1.0	2148	0
16	enc	enc09	old18	encoding	72.59	fixation	75.59	3.5	1.0	1709	0
17	ctl	ctl05		control	79.09	fixation	82.089	0.5	1.0	1214	0
18	enc	enc10	old33	encoding	82.589	fixation	85.589	2.5	1.0	1177	0
19	enc	enc11	old03	encoding	88.089	fixation	91.089	0.5	1.0	1681	0
20	enc	enc12	old22	encoding	91.589	fixation	94.588	1.0	1.0	1330	0
21	enc	enc13	old75	encoding	95.588	fixation	98.588	1.5	1.0	1482	0
22	enc	enc14	old14	encoding	100.088	fixation	103.088	2.5	1.0	1194	0
23	enc	enc15	old29	encoding	105.587	fixation	108.587	3.0	1.0	1134	0
24	enc	enc16	old35	encoding	111.587	fixation	114.587	1.0	1.0	1640	0
25	enc	enc17	old20	encoding	115.587	fixation	118.586	1.5	1.0	1340	0
26	ctl	ctl06		control	120.086	fixation	123.086	1.5	1.0	1077	0
27	enc	enc18	old09	encoding	124.586	fixation	127.586	1.0	1.0	1179	0
28	enc	enc19	old40	encoding	128.586	fixation	131.585	2.5	1.0	1346	0
29	ctl	ctl07		control	134.085	fixation	137.085	2.5	1.0	1271	0
30	enc	enc20	old77	encoding	139.585	fixation	142.585	0.5	1.0	1422	0
31	enc	enc21	old62	encoding	143.085	fixation	146.084	5.5	1.0	1463	0
32	enc	enc22	old66	encoding	151.584	fixation	154.584	5.5	1.0	2284	0
33	enc	enc23	old10	encoding	160.083	fixation	163.083	2.0	1.0	994	0
34	enc	enc24	old13	encoding	165.083	fixation	168.083	1.0	1.0	959	0
35	enc	enc25	old52	encoding	169.082	fixation	172.082	3.0	1.0	1033	0
36	enc	enc26	old59	encoding	175.082	fixation	178.082	3.5	1.0	1099	0
37	ctl	ctl08		control	181.582	fixation	184.581	0.5	1.0	936	0
38	ctl	ctl09		control	185.081	fixation	188.081	1.5	1.0	852	0
39	ctl	ctl10		control	189.581	fixation	192.581	9.5	1.0	715	0
40	ctl	ctl11		control	202.08	fixation	205.08	2.0	1.0	841	0
41	enc	enc27	old49	encoding	207.08	fixation	210.079	2.0	1.0	1041	0
42	ctl	ctl12		control	212.079	fixation	215.079	1.0	1.0	919	0
43	enc	enc28	old24	encoding	216.079	fixation	219.079	0.5	1.0	1009	0
44	ctl	ctl13		control	219.579	fixation	222.578	0.5	1.0	1124	0
45	enc	enc29	old32	encoding	223.078	fixation	226.078	2.0	1.0	939	0
46	enc	enc30	old53	encoding	228.078	fixation	231.078	4.5	1.0	1034	0
47	enc	enc31	old07	encoding	235.577	fixation	238.577	3.5	1.0	1545	0
48	enc	enc32	old73	encoding	242.077	fixation	245.077	8.0	1.0	1268	0
49	enc	enc33	old25	encoding	253.076	fixation	256.07599999999996	9.0	1.0	1430	0
50	enc	enc34	old19	encoding	265.075	fixation	268.075	0.5	1.0	1347	0
51	ctl	ctl14		control	268.575	fixation	271.574	2.5	1.0	835	0
52	enc	enc35	old68	encoding	274.074	fixation	277.074	8.5	1.0	913	0
53	enc	enc36	old06	encoding	285.573	fixation	288.573	0.5	1.0	1169	0
54	enc	enc37	old11	encoding	289.073	fixation	292.073	5.5	1.0	1193	0
55	enc	enc38	old44	encoding	297.572	fixation	300.572	3.0	1.0	1063	0
56	ctl	ctl15		control	303.572	fixation	306.572	4.0	1.0	1017	0
57	ctl	ctl16		control	310.57099999999997	fixation	313.57099999999997	6.5	1.0	953	0
58	enc	enc39	old65	encoding	320.07099999999997	fixation	323.07	0.5	1.0	1090	0
59	enc	enc40	old64	encoding	323.57	fixation	326.57	11.5	1.0	2200	0
60	enc	enc41	old78	encoding	338.069	fixation	341.069	9.5	1.0	1150	0
61	ctl	ctl17		control	350.56800000000004	fixation	353.56800000000004	1.0	1.0	1114	0
62	enc	enc42	old61	encoding	354.56800000000004	fixation	357.56800000000004	5.5	1.0	1047	0
63	enc	enc43	old21	encoding	363.06699999999995	fixation	366.06699999999995	1.5	1.0	1638	0
64	enc	enc44	old31	encoding	367.56699999999995	fixation	370.56699999999995	1.0	1.0	1662	0
65	ctl	ctl18		control	371.56699999999995	fixation	374.566	2.0	1.0	1155	0
66	enc	enc45	old16	encoding	376.566	fixation	379.566	3.5	1.0	924	0
67	enc	enc46	old27	encoding	383.066	fixation	386.066	1.5	1.0	961	0
68	ctl	ctl19		control	387.565	fixation	390.565	0.5	1.0	954	0
69	ctl	ctl20		control	391.065	fixation	394.065	2.5	1.0	1028	0
70	ctl	ctl21		control	396.565	fixation	399.564	0.5	1.0	790	0
71	ctl	ctl22		control	400.064	fixation	403.064	2.5	1.0	1116	0
72	ctl	ctl23		control	405.564	fixation	408.564	2.0	1.0	972	0
73	ctl	ctl24		control	410.564	fixation	413.56300000000005	11.0	1.0	941	0
74	enc	enc47	old36	encoding	424.56199999999995	fixation	427.56199999999995	1.0	1.0	1187	0
75	enc	enc48	old12	encoding	428.56199999999995	fixation	431.56199999999995	1.5	1.0	999	0
76	enc	enc49	old41	encoding	433.06199999999995	fixation	436.06199999999995	0.5	1.0	1131	0
77	enc	enc50	old50	encoding	436.56199999999995	fixation	439.561	0.5	1.0	1285	0
78	enc	enc51	old08	encoding	440.061	fixation	443.061	2.0	1.0	1168	0
79	ctl	ctl25		control	445.061	fixation	448.061	1.0	1.0	1176	0
80	ctl	ctl26		control	449.061	fixation	452.06	2.0	1.0	1000	0
