0	1	2	3	4	5	6	7	8	stim_resp	stim_rt	stim_acc
1	enc	enc00		encoding	0.08199999999999999	fixation	3.082	7.0	3	1292	0
2	enc	enc000		encoding	10.081	fixation	13.081	4.5	3	2061	0
3	ctl	ctl0		control	17.58	fixation	20.58	4.5	3	658	0
4	enc	enc01	old56	encoding	25.08	fixation	28.08	0.5	3	1297	0
5	ctl	ctl01		control	28.58	fixation	31.579	0.5	3	791	0
6	enc	enc02	old04	encoding	32.079	fixation	35.079	4.5	3	1356	0
7	enc	enc03	old58	encoding	39.579	fixation	42.57899999999999	2.0	3	1449	0
8	ctl	ctl02		control	44.578	fixation	47.578	3.5	3	709	0
9	ctl	ctl03		control	51.078	fixation	54.078	1.5	3	819	0
10	enc	enc04	old78	encoding	55.578	fixation	58.577	2.5	3	1964	0
11	enc	enc05	old76	encoding	61.077	fixation	64.077	1.0	3	2005	0
12	ctl	ctl04		control	65.077	fixation	68.077	3.0	3	629	0
13	enc	enc06	old48	encoding	71.07600000000001	fixation	74.07600000000001	4.0	3	1568	0
14	ctl	ctl05		control	78.07600000000001	fixation	81.07600000000001	0.5	3	627	0
15	enc	enc07	old53	encoding	81.575	fixation	84.575	2.5	3	1291	0
16	ctl	ctl06		control	87.075	fixation	90.075	2.5	3	656	0
17	ctl	ctl07		control	92.575	fixation	95.574	3.5	3	1348	0
18	enc	enc08	old11	encoding	99.074	fixation	102.074	1.0	3	1016	0
19	enc	enc09	old68	encoding	103.074	fixation	106.074	2.0	3	1710	0
20	enc	enc10	old05	encoding	108.073	fixation	111.073	0.5	3	2120	0
21	enc	enc11	old29	encoding	111.573	fixation	114.573	4.5	3	719	0
22	enc	enc12	old35	encoding	119.073	fixation	122.072	7.0	3	1322	0
23	enc	enc13	old50	encoding	129.072	fixation	132.072	0.5	3	1338	0
24	enc	enc14	old40	encoding	132.572	fixation	135.571	2.0	3	1662	0
25	enc	enc15	old47	encoding	137.571	fixation	140.571	1.0	3	2210	0
26	enc	enc16	old43	encoding	141.571	fixation	144.571	1.0	3	1077	0
27	enc	enc17	old02	encoding	145.57	fixation	148.57	3.5	3	1395	0
