	Condition	CorrectSource	Stim_RT
0	CTL	6	0.664
1	Enc	8	1.6
2	Enc	5	1.313
3	Enc	5	1.269
4	Enc	6	1.353
5	Enc	5	1.202
6	Enc	9	1.187
7	CTL	5	0.667
8	CTL	6	0.548
9	CTL	6	0.544
10	CTL	9	0.692
11	Enc	6	0.932
12	Enc	8	1.101
13	CTL	9	0.565
14	Enc	9	1.374
15	Enc	5	1.114
16	Enc	9	1.047
17	Enc	5	1.243
18	Enc	8	0.995
19	Enc	8	1.288
20	Enc	9	1.036
21	Enc	8	1.257
22	Enc	5	1.456
23	CTL	5	0.445
24	CTL	8	0.677
25	Enc	8	1.254
26	Enc	8	1.286
27	Enc	5	1.471
28	Enc	9	1.283
29	Enc	9	1.223
30	CTL	8	0.755
31	Enc	6	0.912
32	CTL	9	0.557
33	Enc	8	1.013
34	Enc	8	1.174
35	Enc	9	1.309
36	Enc	5	1.19
37	Enc	6	0.987
38	Enc	9	1.443
39	Enc	8	0.984
40	Enc	6	1.115
41	Enc	6	1.048
42	CTL	6	0.636
43	Enc	9	1.173
44	Enc	8	1.265
45	CTL	6	0.554
46	Enc	9	0.954
47	Enc	8	0.97
48	Enc	9	1.006
49	Enc	6	1.071
50	Enc	5	1.18
51	CTL	5	0.445
52	Enc	6	1.369
53	CTL	9	0.889
54	CTL	8	0.545
55	CTL	9	0.622
56	Enc	6	0.998
57	Enc	8	1.035
58	Enc	9	0.987
59	Enc	5	0.859
60	Enc	6	0.995
61	Enc	9	0.972
62	CTL	8	0.577
63	Enc	6	0.862
64	Enc	9	1.089
65	CTL	5	0.686
66	CTL	5	0.551
67	Enc	6	0.979
68	CTL	8	0.648
69	CTL	9	0.5
70	Enc	8	1.116
71	Enc	9	1.108
72	CTL	8	0.701
73	Enc	8	1.237
74	Enc	9	1.23
75	CTL	9	0.858
76	CTL	6	0.482
77	Enc	5	0.987
78	Enc	8	0.943
79	Enc	5	1.18
80	CTL	6	0.588
81	Enc	6	0.997
82	CTL	6	0.593
83	CTL	9	0.585
84	Enc	5	1.214
85	Enc	6	1.058
86	Enc	8	1.294
87	CTL	5	0.695
88	CTL	8	0.719
89	CTL	9	0.552
90	CTL	6	0.567
91	Enc	5	1.756
92	CTL	5	0.752
93	Enc	5	0.993
94	CTL	5	0.554
95	Enc	5	1.086
96	Enc	9	1.203
97	Enc	9	1.51
98	Enc	5	1.314
99	Enc	8	0.928
100	CTL	8	0.66
101	Enc	6	1.275
102	Enc	6	1.268
103	CTL	8	0.628
104	CTL	6	0.573
105	Enc	5	1.249
106	CTL	5	0.673
107	Enc	6	0.606
108	Enc	8	1.323
109	Enc	9	1.298
110	Enc	8	1.011
111	Enc	9	1.171
112	CTL	8	0.576
113	CTL	9	1.085
114	Enc	6	1.113
115	Enc	5	1.601
116	Enc	6	0.521
