	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	16.087	3.0	19.087	1.0	False	CTL01
1	20.087	3.0	23.087	8.0	Old64	Enc01
2	31.086	3.0	34.086	7.5	Old04	Enc02
3	41.585	3.0	44.585	0.5	Old62	Enc03
4	45.085	3.0	48.084	6.0	Old41	Enc04
5	54.084	3.0	57.083	2.0	Old46	Enc05
6	59.083	3.0	62.083	2.0	Old66	Enc06
7	64.083	3.0	67.083	4.0	False	CTL02
8	71.082	3.0	74.082	2.5	False	CTL03
9	76.582	3.0	79.581	1.5	False	CTL04
10	81.081	3.0	84.081	5.0	False	CTL05
11	89.081	3.0	92.08	1.0	Old65	Enc07
12	93.08	3.0	96.08	3.0	Old03	Enc08
13	99.08	3.0	102.079	3.0	False	CTL06
14	105.079	3.0	108.079	2.5	Old40	Enc09
15	110.579	3.0	113.578	6.5	Old12	Enc10
16	120.078	3.0	123.078	2.5	Old35	Enc11
17	125.577	3.0	128.577	2.0	Old30	Enc12
18	130.577	3.0	133.577	4.5	Old74	Enc13
19	138.076	3.0	141.076	4.5	Old72	Enc14
20	145.576	3.0	148.575	2.5	Old69	Enc15
21	151.075	3.0	154.075	1.0	Old70	Enc16
22	155.075	3.0	158.074	1.5	Old02	Enc17
23	159.574	3.0	162.574	4.0	False	CTL07
24	166.574	3.0	169.573	3.0	False	CTL08
25	172.573	3.0	175.573	1.0	Old38	Enc18
26	176.573	3.0	179.573	1.0	Old23	Enc19
27	180.572	3.0	183.572	0.5	Old26	Enc20
28	184.072	3.0	187.072	3.5	Old76	Enc21
29	190.572	3.0	193.571	4.5	Old20	Enc22
30	198.071	3.0	201.071	9.5	False	CTL09
31	210.57	3.0	213.569	3.5	Old10	Enc23
32	217.069	3.0	220.069	4.0	False	CTL10
33	224.069	3.0	227.068	4.0	Old18	Enc24
34	231.068	3.0	234.068	1.0	Old44	Enc25
35	235.068	3.0	238.067	6.0	Old19	Enc26
36	244.067	3.0	247.066	6.5	Old47	Enc27
37	253.566	3.0	256.566	2.0	Old27	Enc28
38	258.566	3.0	261.565	1.5	Old49	Enc29
39	263.065	3.0	266.065	2.5	Old42	Enc30
40	268.565	3.0	271.564	4.5	Old31	Enc31
41	276.064	3.0	279.064	0.5	Old13	Enc32
42	279.564	3.0	282.563	1.0	False	CTL11
43	283.563	3.0	286.563	1.5	Old01	Enc33
44	288.063	3.0	291.063	2.0	Old59	Enc34
45	293.062	3.0	296.062	4.0	False	CTL12
46	300.062	3.0	303.061	2.0	Old08	Enc35
47	305.061	3.0	308.061	2.5	Old53	Enc36
48	310.561	3.0	313.561	2.0	Old22	Enc37
49	315.56	3.0	318.56	14.0	Old68	Enc38
50	333.059	3.0	336.059	4.0	Old17	Enc39
51	340.058	3.0	343.058	1.5	False	CTL13
52	344.558	3.0	347.557	1.0	Old16	Enc40
53	348.557	3.0	351.557	3.0	False	CTL14
54	354.557	3.0	357.557	5.5	False	CTL15
55	363.056	3.0	366.056	2.0	False	CTL16
56	368.056	3.0	371.055	2.5	Old48	Enc41
57	373.555	3.0	376.555	3.0	Old32	Enc42
58	379.555	3.0	382.554	3.0	Old33	Enc43
59	385.554	3.0	388.554	2.0	Old77	Enc44
60	390.554	3.0	393.5530000000001	5.0	Old58	Enc45
61	398.5530000000001	3.0	401.5530000000001	4.5	Old55	Enc46
62	406.052	3.0	409.052	10.0	False	CTL17
63	419.551	3.0	422.551	2.5	Old67	Enc47
64	425.051	3.0	428.05	2.5	Old28	Enc48
65	430.55	3.0	433.55	6.0	False	CTL18
66	439.549	3.0	442.549	3.5	False	CTL19
67	446.049	3.0	449.048	1.5	Old25	Enc49
68	450.548	3.0	453.548	2.5	False	CTL20
69	456.048	3.0	459.048	4.0	False	CTL21
70	463.047	3.0	466.047	2.0	Old07	Enc50
71	468.047	3.0	471.046	3.0	Old63	Enc51
72	474.046	3.0	477.046	3.0	False	CTL22
73	480.046	3.0	483.045	4.0	Old43	Enc52
74	487.045	3.0	490.045	0.5	Old21	Enc53
75	490.545	3.0	493.544	8.0	False	CTL23
76	501.544	3.0	504.543	3.0	False	CTL24
77	507.543	3.0	510.543	0.5	Old45	Enc54
78	511.043	3.0	514.043	1.5	Old29	Enc55
79	515.5419999999999	3.0	518.5419999999999	4.0	Old37	Enc56
80	522.5419999999999	3.0	525.5419999999999	5.0	False	CTL25
81	530.5409999999999	3.0	533.5409999999999	7.5	Old75	Enc57
82	541.04	3.0	544.04	1.0	False	CTL26
83	545.04	3.0	548.04	1.5	False	CTL27
84	549.539	3.0	552.539	0.5	Old15	Enc58
85	553.039	3.0	556.039	1.5	Old71	Enc59
86	557.539	3.0	560.538	2.0	Old52	Enc60
87	562.538	3.0	565.538	1.0	False	CTL28
88	566.538	3.0	569.538	5.0	False	CTL29
89	574.5369999999999	3.0	577.5369999999999	2.0	False	CTL30
90	579.5369999999999	3.0	582.536	5.5	False	CTL31
91	588.036	3.0	591.036	0.5	Old36	Enc61
92	591.536	3.0	594.535	8.0	False	CTL32
93	602.535	3.0	605.534	1.0	Old57	Enc62
94	606.534	3.0	609.534	0.5	False	CTL33
95	610.034	3.0	613.034	3.5	Old05	Enc63
96	616.533	3.0	619.533	1.5	Old06	Enc64
97	621.033	3.0	624.033	2.5	Old56	Enc65
98	626.533	3.0	629.5319999999999	9.5	Old78	Enc66
99	639.031	3.0	642.031	0.5	Old60	Enc67
