	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	14.538	3.0	17.537	6.5	Old58	Enc01	OLD	sporting_hockey stick_old.bmp	Old58	1	1	2.812	6	2187
1	24.037	3.0	27.035999999999998	2.0	Old03	Enc02	OLD	animal_monarch_old.bmp	Old08	1	1	3.4010000000000002	9	2192
2	29.035999999999998	3.0	32.036	1.5	Old16	Enc03	OLD	kitchen_ladle.bmp	Old31	1	1	1.935	5	2128
3	33.536	3.0	36.536	1.0	Old78	Enc04	OLD	food_bottleofredwine01.bmp	Old15	1	1	1.778	9	1018
4	37.536	3.0	40.535	8.5	Old63	Enc05	OLD	kitchen_wooden spoon_old.bmp	Old39	1	1	1.745	5	610
5	49.035	3.0	52.034	2.0	Old46	Enc06	OLD	fruit_green grapes.bmp	Old68	1	1	1.609	5	568
6	54.034	3.0	57.034	2.5	Old32	Enc07	New	sporting_golf ball.bmp	New19	1	2	1.9680000000000002	5	568
7	59.534	3.0	62.533	1.5	False	CTL01	OLD	food_croissant01.bmp	Old19	1	1	1.296	8	308
8	64.033	3.0	67.033	1.5	False	CTL02	New	musical_bongo drum.bmp	New23	1	2	1.479	8	308
9	68.533	3.0	71.533	0.5	Old42	Enc08	New	animal_giraffe.bmp	New03	1	2	8.457	8	308
10	72.032	3.0	75.032	0.5	False	CTL03	OLD	fruit_watermelon_old.bmp	Old71	1	1	1.4469999999999998	8	636
11	75.532	3.0	78.532	2.0	Old14	Enc09	OLD	sporting_fishing rod.bmp	Old59	1	1	1.3940000000000001	9	329
12	80.532	3.0	83.531	1.5	Old36	Enc10	OLD	food_candy.bmp	Old16	1	1	2.995	6	555
13	85.031	3.0	88.031	2.0	False	CTL04	New	kitchen_toaster_old.bmp	New30	1	2	1.7080000000000002	6	555
14	90.031	3.0	93.031	7.5	Old05	Enc11	OLD	animal_cheetah.bmp	Old02	1	1	2.231	9	637
15	100.53	3.0	103.53	5.0	Old25	Enc12	New	kitchen_spatula_old.bmp	New37	1	2	1.3219999999999998	9	637
16	108.529	3.0	111.529	1.5	Old72	Enc13	New	food_walnut01c.bmp	New34	1	2	2.004	9	637
17	113.029	3.0	116.02799999999999	3.0	Old15	Enc14	New	food_drink.bmp	New05	1	2	1.091	9	637
18	119.02799999999999	3.0	122.02799999999999	1.0	Old38	Enc15	New	musical_uculele_new.bmp	New39	0	1	1.5019999999999998	5	2729
19	123.02799999999999	3.0	126.02799999999999	1.5	Old34	Enc16	New	kitchen_ramekin.bmp	New13	1	2	1.595	5	2729
20	127.527	3.0	130.52700000000002	8.5	Old18	Enc17	OLD	kitchen_white strainer.bmp	Old38	1	1	1.426	8	304
21	139.026	3.0	142.026	2.0	Old12	Enc18	New	food_bagel01.bmp	New17	1	2	1.251	8	304
22	144.026	3.0	147.026	1.0	False	CTL05	OLD	animal_frog.bmp	Old06	0	2	1.376	8	304
23	148.026	3.0	151.025	1.5	False	CTL06	OLD	musical_drums_old.bmp	Old46	1	1	1.4240000000000002	9	366
24	152.525	3.0	155.525	6.5	Old48	Enc19	New	vegie_snowpea01.bmp	New27	1	2	1.206	9	366
25	162.024	3.0	165.024	1.5	Old67	Enc20	OLD	vegie_corn02.bmp	Old73	1	1	3.397	6	660
26	166.524	3.0	169.524	6.5	Old60	Enc21	OLD	musical_piano_old.bmp	Old48	1	1	1.601	8	296
27	176.023	3.0	179.023	3.5	False	CTL07	New	vegie_cucumber.bmp	New33	1	2	4.931	8	296
28	182.523	3.0	185.52200000000002	8.0	Old69	Enc22	New	vegie_pumpkin.bmp	New21	1	2	1.2930000000000001	8	296
29	193.52200000000002	3.0	196.521	13.0	Old09	Enc23	OLD	vegie_green capsicum.bmp	Old75	1	1	1.505	6	4252
30	209.52	3.0	212.52	1.0	False	CTL08	New	musical_bagpipes.bmp	New35	1	2	1.889	6	4252
31	213.52	3.0	216.52	2.5	Old13	Enc24	New	kitchen_garlic press.bmp	New07	1	2	1.237	6	4252
32	219.019	3.0	222.019	1.5	Old50	Enc25	OLD	animal_sheep.bmp	Old11	0	2	1.354	6	4252
33	223.519	3.0	226.519	3.5	Old59	Enc26	OLD	vegie_garlic01a.bmp	Old74	1	1	1.395	8	306
34	230.018	3.0	233.018	2.0	Old43	Enc27	OLD	sporting_americanfootball.bmp	Old53	1	1	2.133	6	2238
35	235.018	3.0	238.018	3.0	Old26	Enc28	OLD	food_baguette01.bmp	Old14	1	1	1.516	6	927
36	241.017	3.0	244.017	7.0	Old28	Enc29	OLD	Kitchen_apron.bmp	Old27	0	2	1.297	6	927
37	251.016	3.0	254.016	1.0	Old65	Enc30	OLD	fruit_lemon_new.bmp	Old69	0	2	4.412	6	927
38	255.016	3.0	258.01599999999996	0.5	False	CTL09	New	food_cookie01.bmp	New11	1	2	1.5859999999999999	6	927
39	258.51599999999996	3.0	261.51599999999996	1.0	False	CTL10	New	kitchen_baking spatula.bmp	New01	1	2	1.609	6	927
40	262.515	3.0	265.515	0.5	Old02	Enc31	OLD	kitchen_martini glass.bmp	Old32	1	1	1.2	8	312
41	266.015	3.0	269.015	7.0	Old73	Enc32	OLD	musical_xylophone_old.bmp	Old52	1	1	1.2830000000000001	9	311
42	276.014	3.0	279.014	4.0	Old22	Enc33	OLD	kitchen_peppermill.bmp	Old33	0	2	1.242	9	311
43	283.014	3.0	286.013	2.0	Old20	Enc34	OLD	sporting_skipping rope.bmp	Old63	1	1	2.398	8	390
44	288.013	3.0	291.013	2.5	False	CTL11	OLD	food_rawchicken.bmp	Old23	1	1	3.077	8	506
45	293.513	3.0	296.512	4.5	Old68	Enc35	OLD	musical_tuba.bmp	Old50	1	1	4.437	5	362
46	301.012	3.0	304.012	0.5	Old06	Enc36	OLD	food_shellpasta.bmp	Old25	1	1	1.2429999999999999	8	264
47	304.512	3.0	307.51099999999997	3.0	False	CTL12	OLD	kitchen_scrubbing brush.bmp	Old36	1	1	4.548	6	1942
48	310.51099999999997	3.0	313.51099999999997	2.0	Old04	Enc37	OLD	musical_harmonica_new.bmp	Old47	1	1	1.7280000000000002	5	330
49	315.51099999999997	3.0	318.51	0.5	False	CTL13	New	fruit_granny smith apple.bmp	New16	1	2	2.875	5	330
50	319.01	3.0	322.01	1.0	False	CTL14	New	fruit_rasberry.bmp	New10	1	2	1.815	5	330
51	323.01	3.0	326.01	2.5	False	CTL15	OLD	musical_violin_old.bmp	Old51	1	1	1.6130000000000002	5	6220
52	328.51	3.0	331.509	6.5	False	CTL16	OLD	musical_clarinet_new.bmp	Old44	1	1	1.2109999999999999	6	305
53	338.009	3.0	341.00800000000004	9.5	Old41	Enc38	OLD	vegie_radish.bmp	Old77	1	1	1.092	8	288
54	350.50800000000004	3.0	353.50699999999983	3.0	Old53	Enc39	New	fruit_apricot_new.bmp	New04	1	2	1.379	8	288
55	356.50699999999983	3.0	359.50699999999983	3.0	Old62	Enc40	OLD	musical_acoustic guitar_new.bmp	Old42	1	1	3.955	5	2444
56	362.506	3.0	365.506	1.0	Old70	Enc41	OLD	animal_penguin.bmp	Old10	1	1	1.258	8	246
57	366.506	3.0	369.506	2.0	Old56	Enc42	New	kitchen_fork_old.bmp	New18	1	2	1.202	8	246
58	371.506	3.0	374.505	1.0	Old19	Enc43	New	food_pizza.bmp	New22	1	2	1.433	8	246
59	375.505	3.0	378.505	0.5	Old27	Enc44	New	animal_seal.bmp	New38	0	1	11.319	9	442
60	379.005	3.0	382.005	2.5	Old23	Enc45	New	sporting_weighlifting.bmp	New25	1	2	1.263	9	442
61	384.505	3.0	387.504	8.5	Old30	Enc46	OLD	sporting_footballhelmet.bmp	Old57	0	2	2.716	9	442
62	396.00300000000004	3.0	399.00300000000004	5.5	Old33	Enc47	OLD	food_cracker02.bmp	Old18	1	1	1.166	5	327
63	404.50300000000004	3.0	407.50199999999995	2.0	Old08	Enc48	OLD	kitchen_pitcher.bmp	Old34	1	1	2.057	5	2854
64	409.50199999999995	3.0	412.50199999999995	6.0	Old45	Enc49	OLD	food_softcheese.bmp	Old24	0	2	1.643	5	2854
65	418.501	3.0	421.501	6.0	Old52	Enc50	OLD	sporting_snow shoes_old.bmp	Old64	1	1	4.216	5	863
66	427.501	3.0	430.5	1.5	Old11	Enc51	New	sporting_windsurf.bmp	New31	1	2	1.675	5	863
67	432.0	3.0	435.0	2.0	False	CTL17	OLD	sporting_bicycle_old.bmp	Old55	1	1	6.207000000000001	9	343
68	437.0	3.0	440.0	1.5	Old47	Enc52	New	sporting_basketball_new.bmp	New14	0	1	11.208	6	408
69	441.499	3.0	444.499	4.0	False	CTL18	OLD	food_toast.bmp	Old26	1	1	4.662	9	331
70	448.499	3.0	451.499	0.5	False	CTL19	OLD	musical_double bass.bmp	Old45	1	1	1.244	8	330
71	451.99800000000005	3.0	454.99800000000005	6.0	False	CTL20	New	animal_ostrich.bmp	New26	1	2	2.123	8	330
72	460.99800000000005	3.0	463.99699999999996	0.5	Old55	Enc53	OLD	food_pickle01a.bmp	Old22	1	1	2.19	9	405
73	464.49699999999996	3.0	467.49699999999996	2.5	Old40	Enc54	OLD	sporting_boxing_gloves.bmp	Old56	1	1	1.932	9	374
74	469.99699999999996	3.0	472.99699999999996	1.5	Old57	Enc55	OLD	musical_triangle.bmp	Old49	1	1	1.767	9	415
75	474.496	3.0	477.496	2.5	Old29	Enc56	OLD	animal_lion_new.bmp	Old07	0	2	3.918	9	415
76	479.996	3.0	482.996	5.5	False	CTL21	OLD	hard_musical_recorder.bmp	Old40	1	1	1.5759999999999998	8	304
77	488.495	3.0	491.495	4.5	Old54	Enc57	OLD	kitchen_coffee pot.bmp	Old29	0	2	2.522	8	304
78	495.995	3.0	498.994	2.5	False	CTL22	New	fruit_cherry.bmp	Old67	1	1	3.7969999999999997	6	2492
79	501.494	3.0	504.494	6.5	Old66	Enc58	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.176	8	312
80	510.99300000000017	3.0	513.993	6.5	False	CTL23	OLD	animal_zebra_old.bmp	Old13	1	1	6.297999999999999	8	3750
81	520.492	3.0	523.492	1.5	False	CTL24	New	musical_tambourine_new.bmp	New06	1	2	1.5830000000000002	8	3750
82	524.992	3.0	527.992	4.5	False	CTL25	New	food_bread.bmp	New28	1	2	1.919	8	3750
83	532.491	3.0	535.491	1.5	False	CTL26	OLD	vegie_mushroom.bmp	Old76	0	2	6.0	8	3750
84	536.991	3.0	539.991	0.5	Old64	Enc59	OLD	fruit_pineapple_old.bmp	Old70	1	1	7.08	6	412
85	540.491	3.0	543.49	10.0	False	CTL27	OLD	kitchen_plate.bmp	Old35	1	1	1.227	8	265
86	553.989	3.0	556.989	4.5	False	CTL28	OLD	kitchen_tea cup and saucer.bmp	Old37	1	1	2.477	5	265
87	561.489	3.0	564.488	2.0	Old61	Enc60	OLD	kitchen_big cooking pot.bmp	Old28	1	1	1.389	8	277
88	566.488	3.0	569.488	1.5	False	CTL29	OLD	animal_siamese cat.bmp	Old12	1	1	4.793	5	7801
89	570.988	3.0	573.988	12.0	Old10	Enc61	OLD	vegie_carrot.bmp	Old78	1	1	1.215	6	310
