	Condition	CorrectSource	Stim_RT
0	CTL	6	0.689
1	Enc	8	0.738
2	Enc	5	2.107
3	Enc	5	1.544
4	Enc	6	2.699
5	Enc	5	2.833
6	Enc	9	0.0
7	CTL	5	2.031
8	CTL	6	1.167
9	CTL	6	0.884
10	CTL	9	1.049
11	Enc	6	1.903
12	Enc	8	1.733
13	CTL	9	0.803
14	Enc	9	2.767
15	Enc	5	2.903
16	Enc	9	1.415
17	Enc	5	1.705
18	Enc	8	1.744
19	Enc	8	1.965
20	Enc	9	1.361
21	Enc	8	1.346
22	Enc	5	1.798
23	CTL	5	0.849
24	CTL	8	0.855
25	Enc	8	2.705
26	Enc	8	1.867
27	Enc	5	1.789
28	Enc	9	2.028
29	Enc	9	1.719
30	CTL	8	0.86
31	Enc	6	1.462
32	CTL	9	0.902
33	Enc	8	2.268
34	Enc	8	1.925
35	Enc	9	2.478
36	Enc	5	1.906
37	Enc	6	2.715
38	Enc	9	1.843
39	Enc	8	1.852
40	Enc	6	2.975
41	Enc	6	2.187
42	CTL	6	1.039
43	Enc	9	1.934
44	Enc	8	1.287
45	CTL	6	0.792
46	Enc	9	2.099
47	Enc	8	0.0
48	Enc	9	1.593
49	Enc	6	2.703
50	Enc	5	1.87
51	CTL	5	0.8
52	Enc	6	2.986
53	CTL	9	1.391
54	CTL	8	0.891
55	CTL	9	0.749
56	Enc	6	1.356
57	Enc	8	1.497
58	Enc	9	1.826
59	Enc	5	1.863
60	Enc	6	2.42
61	Enc	9	1.659
62	CTL	8	0.915
63	Enc	6	1.179
64	Enc	9	2.044
65	CTL	5	1.045
66	CTL	5	1.017
67	Enc	6	1.591
68	CTL	8	0.84
69	CTL	9	0.764
70	Enc	8	2.009
71	Enc	9	2.301
72	CTL	8	0.737
73	Enc	8	1.685
74	Enc	9	1.551
75	CTL	9	1.3
76	CTL	6	0.771
77	Enc	5	2.785
78	Enc	8	1.825
79	Enc	5	1.431
80	CTL	6	0.764
81	Enc	6	2.595
82	CTL	6	0.794
83	CTL	9	0.621
84	Enc	5	0.0
85	Enc	6	2.079
86	Enc	8	1.97
87	CTL	5	0.8
88	CTL	8	0.739
89	CTL	9	0.85
90	CTL	6	0.846
91	Enc	5	2.222
92	CTL	5	1.296
93	Enc	5	2.066
94	CTL	5	1.015
95	Enc	5	1.55
96	Enc	9	1.346
97	Enc	9	2.543
98	Enc	5	1.186
99	Enc	8	2.75
100	CTL	8	0.994
101	Enc	6	2.037
102	Enc	6	1.279
103	CTL	8	1.013
104	CTL	6	0.71
105	Enc	5	2.507
106	CTL	5	0.86
107	Enc	6	2.207
108	Enc	8	1.442
109	Enc	9	2.617
110	Enc	8	1.776
111	Enc	9	1.714
112	CTL	8	0.818
113	CTL	9	0.735
114	Enc	6	2.194
115	Enc	5	1.602
116	Enc	6	2.3
