	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	New	sporting_golf ball.bmp	New19	1	2	2.158	False	0
1	OLD	food_candy.bmp	Old16	1	1	3.269	6.0	3498
2	New	sporting_windsurf.bmp	New31	1	2	1.851	6.0	3498
3	OLD	sporting_fishing rod.bmp	Old59	1	1	2.302	6.0	1521
4	New	animal_horse.bmp	New20	0	1	2.49	5.0	4478
5	OLD	sporting_bicycle_old.bmp	Old55	1	1	2.169	8.0	3313
6	OLD	animal_siamese cat.bmp	Old12	1	1	1.81	5.0	3321
7	OLD	musical_double bass.bmp	Old45	1	1	1.529	5.0	2036
8	OLD	food_softcheese.bmp	Old24	1	1	1.776	8.0	1631
9	New	kitchen_toaster_old.bmp	New30	1	2	1.947	8.0	1631
10	OLD	kitchen_martini glass.bmp	Old32	1	1	3.171	6.0	4179
11	New	fruit_rasberry.bmp	New10	1	2	2.762	6.0	4179
12	New	musical_bongo drum.bmp	New23	1	2	1.641	6.0	4179
13	OLD	kitchen_coffee pot.bmp	Old29	1	1	1.853	5.0	4178
14	OLD	animal_frog.bmp	Old06	1	1	1.673	5.0	1997
15	New	fruit_granny smith apple.bmp	New16	1	2	5.027	5.0	1997
16	OLD	musical_drums_old.bmp	Old46	1	1	1.938	9.0	5211
17	New	sporting_weighlifting.bmp	New25	1	2	3.04	9.0	5211
18	OLD	food_baguette01.bmp	Old14	1	1	2.796	8.0	4084
19	OLD	food_pickle01a.bmp	Old22	1	1	2.646	6.0	1692
20	New	vegie_cucumber.bmp	New33	1	2	8.934	6.0	1692
21	New	musical_zamponia windflute.bmp	New29	1	2	3.383	6.0	1692
22	OLD	animal_lion_new.bmp	Old07	0	2	5.855	6.0	1692
23	OLD	food_shellpasta.bmp	Old25	1	1	1.714	9.0	3022
24	OLD	musical_triangle.bmp	Old49	1	1	1.73	8.0	4532
25	New	kitchen_baking spatula.bmp	New01	1	2	3.565	8.0	4532
26	New	animal_dolphin_old.bmp	New09	1	2	1.764	8.0	4532
