	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	Condition	CorrectSource	Stim_RT
0	14.567	3.0	17.566	6.5	Old64	Enc01	1	6	0.435
1	24.066	3.0	27.066	2.0	Old12	Enc02	1	5	0.935
2	29.065	3.0	32.065	1.5	Old26	Enc03	1	6	0.9359999999999999
3	33.565	3.0	36.565	1.0	Old69	Enc04	1	9	0.914
4	37.565	3.0	40.565	8.5	Old55	Enc05	1	8	1.024
5	49.06399999999999	3.0	52.06399999999999	2.0	Old52	Enc06	1	9	0.9359999999999999
6	54.063	3.0	57.063	2.5	Old36	Enc07	1	8	0.937
7	59.563	3.0	62.563	1.5	False	CTL01	0	8	0.43700000000000006
8	64.063	3.0	67.062	1.5	False	CTL02	0	5	0.537
9	68.562	3.0	71.562	0.5	Old49	Enc08	1	6	1.4380000000000002
10	72.062	3.0	75.062	0.5	False	CTL03	0	6	0.43799999999999994
11	75.562	3.0	78.562	2.0	Old25	Enc09	1	5	1.6369999999999998
12	80.561	3.0	83.561	1.5	Old37	Enc10	1	6	1.71
13	85.061	3.0	88.061	2.0	False	CTL04	0	8	0.865
14	90.061	3.0	93.06	7.5	Old11	Enc11	1	6	0.929
15	100.56	3.0	103.56	5.0	Old22	Enc12	1	8	0.8320000000000001
16	108.559	3.0	111.559	1.5	Old77	Enc13	1	5	1.44
17	113.059	3.0	116.059	3.0	Old18	Enc14	1	9	1.94
18	119.05799999999999	3.0	122.05799999999999	1.0	Old27	Enc15	1	9	0.6629999999999999
19	123.05799999999999	3.0	126.05799999999999	1.5	Old31	Enc16	1	5	1.0390000000000001
20	127.55799999999999	3.0	130.55700000000002	8.5	Old23	Enc17	1	5	2.003
21	139.05700000000002	3.0	142.05700000000002	2.0	Old08	Enc18	1	5	0.941
22	144.056	3.0	147.056	1.0	False	CTL05	0	8	0.735
23	148.056	3.0	151.056	1.5	False	CTL06	0	5	0.8640000000000001
24	152.556	3.0	155.555	6.5	Old45	Enc19	1	8	1.1420000000000001
25	162.055	3.0	165.055	1.5	Old74	Enc20	1	6	0.442
26	166.555	3.0	169.554	6.5	Old60	Enc21	1	5	0.9420000000000001
27	176.054	3.0	179.054	3.5	False	CTL07	0	5	0.659
28	182.553	3.0	185.553	8.0	Old78	Enc22	1	6	1.273
29	193.55200000000002	3.0	196.55200000000002	13.0	Old04	Enc23	1	5	0.5429999999999999
30	209.551	3.0	212.551	1.0	False	CTL08	0	6	0.444
31	213.551	3.0	216.551	2.5	Old13	Enc24	1	8	1.444
32	219.05	3.0	222.05	1.5	Old40	Enc25	1	5	0.945
33	223.55	3.0	226.55	3.5	Old63	Enc26	1	9	1.2409999999999999
34	230.05	3.0	233.049	2.0	Old43	Enc27	1	8	1.3519999999999999
35	235.049	3.0	238.049	3.0	Old14	Enc28	1	9	1.172
36	241.049	3.0	244.048	7.0	Old29	Enc29	1	8	0.45
37	251.048	3.0	254.048	1.0	Old53	Enc30	1	6	0.607
38	255.048	3.0	258.047	0.5	False	CTL09	0	9	1.62
39	258.547	3.0	261.547	1.0	False	CTL10	0	8	0.774
40	262.547	3.0	265.547	0.5	Old09	Enc31	1	9	1.281
41	266.047	3.0	269.047	7.0	Old70	Enc32	1	6	1.305
42	276.046	3.0	279.046	4.0	Old24	Enc33	1	9	1.0490000000000002
43	283.045	3.0	286.045	2.0	Old17	Enc34	1	6	1.338
44	288.045	3.0	291.045	2.5	False	CTL11	0	5	1.169
45	293.545	3.0	296.54400000000004	4.5	Old76	Enc35	1	5	0.8540000000000001
46	301.04400000000004	3.0	304.04400000000004	0.5	Old02	Enc36	1	9	0.941
47	304.54400000000004	3.0	307.543	3.0	False	CTL12	0	9	0.449
48	310.543	3.0	313.543	2.0	Old05	Enc37	1	8	1.0
49	315.543	3.0	318.543	0.5	False	CTL13	0	6	1.597
50	319.043	3.0	322.04200000000003	1.0	False	CTL14	0	6	0.733
51	323.04200000000003	3.0	326.04200000000003	2.5	False	CTL15	0	6	0.606
52	328.542	3.0	331.542	6.5	False	CTL16	0	9	0.615
53	338.041	3.0	341.041	9.5	Old50	Enc38	1	6	0.597
54	350.54	3.0	353.54	3.0	Old61	Enc39	1	6	0.902
55	356.54	3.0	359.539	3.0	Old57	Enc40	1	5	0.9540000000000001
56	362.539	3.0	365.539	1.0	Old71	Enc41	1	6	0.917
57	366.539	3.0	369.539	2.0	Old62	Enc42	1	9	0.9540000000000001
58	371.538	3.0	374.538	1.0	Old20	Enc43	1	8	0.955
59	375.538	3.0	378.538	0.5	Old33	Enc44	1	9	1.011
60	379.038	3.0	382.038	2.5	Old21	Enc45	1	8	0.955
61	384.537	3.0	387.537	8.5	Old30	Enc46	1	9	0.456
62	396.036	3.0	399.036	5.5	Old38	Enc47	1	6	1.32
63	404.536	3.0	407.536	2.0	Old10	Enc48	1	6	0.46
64	409.535	3.0	412.535	6.0	Old47	Enc49	1	8	0.45899999999999996
65	418.535	3.0	421.534	6.0	Old46	Enc50	1	9	1.459
66	427.534	3.0	430.534	1.5	Old03	Enc51	1	6	1.7480000000000002
67	432.034	3.0	435.033	2.0	False	CTL17	0	8	0.46399999999999997
68	437.033	3.0	440.033	1.5	Old48	Enc52	1	5	0.461
69	441.533	3.0	444.533	4.0	False	CTL18	0	9	0.7170000000000001
70	448.532	3.0	451.532	0.5	False	CTL19	0	8	0.575
71	452.032	3.0	455.032	6.0	False	CTL20	0	5	0.45899999999999996
72	461.031	3.0	464.031	0.5	Old59	Enc53	1	9	1.459
73	464.531	3.0	467.531	2.5	Old42	Enc54	1	8	0.45899999999999996
74	470.031	3.0	473.03	1.5	Old56	Enc55	1	8	0.9209999999999999
