trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
7	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	59.565	3.0	62.574	1.5	CTL01	8.0	0.8420000000000001	11.0	5.5	5.5	70.565	0.0	5.5	5.5	62.574
8	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	64.062	3.0	67.071	1.5	CTL02	5.0	0.8009999999999999	8.994	4.497	4.497	73.056	0.0	4.497	4.497	67.071
10	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	72.069	3.0	75.078	0.5	CTL03	6.0	1.218	7.022000000000006	3.510999999999996	3.51100000000001	79.09100000000001	0.0	3.510999999999996	3.51100000000001	75.078
13	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	13.0	85.074	3.0	88.083	2.0	CTL04	8.0	0.892	8.99199999999999	4.495999999999995	4.495999999999995	94.066	0.0	4.495999999999995	4.495999999999995	88.083
22	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	22.0	144.06799999999998	3.0	147.077	1.0	CTL05	8.0	0.857	9.99799999999999	4.998999999999995	4.998999999999995	154.06599999999997	0.0	4.998999999999995	4.998999999999995	147.077
23	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	23.0	148.08	3.0	151.089	1.5	CTL06	5.0	0.621	8.02400000000003	4.012000000000029	4.0120000000000005	156.10400000000004	0.0	4.012000000000029	4.0120000000000005	151.089
27	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	27.0	176.08	3.0	179.08900000000003	3.5	CTL07	5.0	0.7879999999999999	19.024000000000058	9.512000000000029	9.512000000000029	195.10400000000007	0.0	9.512000000000029	9.512000000000029	179.08900000000003
30	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	30.0	209.58	3.0	212.58900000000003	1.0	CTL08	6.0	0.84	31.99600000000004	15.99800000000002	15.99800000000002	241.57600000000005	0.0	15.99800000000002	15.99800000000002	212.58900000000003
38	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	255.083	3.0	258.092	0.5	CTL09	9.0	2.112	8.023999999999972	4.0120000000000005	4.011999999999972	263.107	0.0	4.0120000000000005	4.011999999999972	258.092
39	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	39.0	258.593	3.0	261.60200000000003	1.0	CTL10	8.0	0.698	7.020000000000067	3.5100000000000198	3.510000000000048	265.61300000000006	0.0	3.51000000000002	3.510000000000048	261.60200000000003
44	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	44.0	288.098	3.0	291.107	2.5	CTL11	5.0	0.792	9.99599999999998	4.997999999999991	4.997999999999991	298.094	0.0	4.997999999999991	4.997999999999991	291.107
47	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	47.0	304.61400000000003	3.0	307.623	3.0	CTL12	9.0	1.028	7.019999999999982	3.509999999999991	3.509999999999991	311.634	0.0	3.509999999999991	3.509999999999991	307.623
49	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	49.0	315.61400000000003	3.0	318.623	0.5	CTL13	6.0	0.659	9.996000000000038	4.998000000000047	4.997999999999991	325.61000000000007	0.0	4.998000000000047	4.997999999999991	318.623
50	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	319.125	3.0	322.134	1.0	CTL14	6.0	0.804	7.021999999999991	3.5109999999999677	3.511000000000024	326.147	0.0	3.510999999999968	3.511000000000024	322.134
51	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	51.0	323.137	3.0	326.146	2.5	CTL15	6.0	0.616	8.024000000000001	4.0120000000000005	4.0120000000000005	331.161	0.0	4.0120000000000005	4.0120000000000005	326.146
52	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	52.0	328.636	3.0	331.645	6.5	CTL16	9.0	0.789	10.99799999999999	5.499000000000024	5.498999999999967	339.634	0.0	5.499000000000024	5.498999999999967	331.645
67	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	67.0	432.179	3.0	435.1880000000001	2.0	CTL17	8.0	0.948	8.991999999999962	4.495999999999867	4.496000000000095	441.171	0.0	4.495999999999867	4.496000000000095	435.1880000000001
69	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	69.0	441.674	3.0	444.6830000000001	4.0	CTL18	9.0	0.797	8.991999999999905	4.49599999999981	4.496000000000095	450.6659999999999	0.0	4.49599999999981	4.496000000000095	444.6830000000001
70	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	70.0	448.679	3.0	451.6880000000001	0.5	CTL19	8.0	0.615	14.009999999999993	7.004999999999996	7.004999999999996	462.689	0.0	7.004999999999996	7.004999999999996	451.6880000000001
