trial_num	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	onset	stimDurSec	fixOnsetSec	fixlen	ImageID	trial_type	CorrectSource	Stim_RT	duration	isi	isiFix	trial_end	unscanned	stimDur	fixDur	fixcross
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.547	3.0	17.555999999999997	6.5	Old62	Enc01	6	1.053	20.555999999999997			35.102999999999994	False			17.555999999999997
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.059	3.0	27.068	2.0	Old11	Enc02	5	0.8690000000000001	30.068	9.512	9.512000000000004	54.127	False	9.512	9.512000000000004	27.068
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	29.057	3.0	32.066	1.5	Old15	Enc03	6	0.895	35.066	4.9979999999999976	4.998000000000001	64.123	False	4.9979999999999976	4.998000000000001	32.066
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	33.554	3.0	36.563	1.0	Old77	Enc04	9	1.622	39.563	4.497000000000003	4.497	73.117	False	4.497000000000003	4.497	36.563
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	37.566	3.0	40.575	8.5	Old59	Enc05	8	1.042	43.575	4.0120000000000005	4.0120000000000005	81.141	False	4.0120000000000005	4.0120000000000005	40.575
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	49.067	3.0	52.076	2.0	Old41	Enc06	9	0.988	55.076	11.500999999999998	11.500999999999998	104.143	False	11.500999999999998	11.500999999999998	52.076
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	54.065	3.0	57.074	2.5	Old37	Enc07	8	1.23	60.074	4.9979999999999976	4.9979999999999976	114.139	False	4.9979999999999976	4.9979999999999976	57.074
9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	68.558	3.0	71.567	0.5	Old50	Enc08	6	1.009	74.567	4.496000000000009	4.495999999999995	143.125	False	4.496000000000009	4.495999999999995	71.567
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	75.579	3.0	78.58800000000002	2.0	Old18	Enc09	5	0.948	81.58800000000002	3.509999999999991	3.5100000000000193	157.16700000000003	False	3.509999999999991	3.51000000000002	78.58800000000002
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	80.578	3.0	83.587	1.5	Old33	Enc10	6	0.909	86.587	4.999000000000009	4.998999999999981	167.16500000000002	False	4.999000000000009	4.998999999999981	83.587
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	90.073	3.0	93.082	7.5	Old08	Enc11	6	0.805	96.082	4.998999999999995	4.998999999999995	186.15499999999997	False	4.998999999999995	4.998999999999995	93.082
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	100.571	3.0	103.58	5.0	Old17	Enc12	8	0.907	106.58	10.498000000000005	10.498000000000005	207.151	False	10.498000000000005	10.498000000000005	103.58
16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	108.578	3.0	111.587	1.5	Old71	Enc13	5	0.94	114.587	8.007000000000005	8.007000000000005	223.16500000000002	False	8.007000000000005	8.007000000000005	111.587
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	113.075	3.0	116.084	3.0	Old16	Enc14	9	0.939	119.084	4.497	4.497	232.159	False	4.497	4.497	116.084
18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	119.076	3.0	122.085	1.0	Old30	Enc15	9	1.346	125.085	6.000999999999991	6.000999999999991	244.161	False	6.000999999999991	6.000999999999991	122.085
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	123.071	3.0	126.08	1.5	Old39	Enc16	5	1.423	129.07999999999998	3.9950000000000045	3.9950000000000045	252.15099999999998	False	3.995000000000005	3.995000000000005	126.08
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	127.568	3.0	130.577	8.5	Old23	Enc17	5	0.918	133.577	4.497	4.497	261.145	False	4.497	4.497	130.577
21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	139.069	3.0	142.078	2.0	Old09	Enc18	5	0.8	145.078	11.50099999999999	11.501000000000005	284.147	False	11.50099999999999	11.501000000000005	142.078
24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	152.576	3.0	155.585	6.5	Old42	Enc19	8	0.845	158.585	4.495999999999981	4.496000000000009	311.161	False	4.495999999999981	4.496000000000009	155.585
25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	162.071	3.0	165.08	1.5	Old70	Enc20	6	0.782	168.08	9.495000000000005	9.495000000000005	330.151	False	9.495000000000005	9.495000000000005	165.08
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	166.56799999999998	3.0	169.577	6.5	Old57	Enc21	5	0.965	172.577	4.496999999999986	4.496999999999986	339.145	False	4.496999999999986	4.496999999999986	169.577
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	182.583	3.0	185.592	8.0	Old68	Enc22	6	0.7170000000000001	188.592	6.502999999999986	6.502999999999986	371.175	False	6.502999999999986	6.502999999999986	185.592
