	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond
0	25.026	3.0	28.035	0.5	Old61	Enc01
1	28.537	3.0	31.546	0.5	False	CTL01
2	32.047	3.0	35.056	4.5	Old01	Enc02
3	39.553	3.0	42.562	2.0	Old64	Enc03
4	44.551	3.0	47.56	3.5	False	CTL02
5	51.05399999999999	3.0	54.063	1.5	False	CTL03
6	55.55	3.0	58.559	2.5	Old68	Enc04
7	61.05	3.0	64.059	1.0	Old76	Enc05
8	65.062	3.0	68.071	3.0	False	CTL04
9	71.063	3.0	74.072	4.0	Old40	Enc06
10	78.067	3.0	81.07600000000001	0.5	False	CTL05
11	81.578	3.0	84.587	2.5	Old54	Enc07
12	87.07700000000001	3.0	90.086	2.5	False	CTL06
13	92.57700000000001	3.0	95.586	3.5	False	CTL07
14	99.08	3.0	102.089	1.0	Old08	Enc08
15	103.092	3.0	106.101	2.0	Old71	Enc09
16	108.09	3.0	111.099	0.5	Old11	Enc10
17	111.6	3.0	114.609	4.5	Old36	Enc11
18	119.106	3.0	122.115	7.0	Old39	Enc12
19	129.102	3.0	132.111	0.5	Old52	Enc13
20	132.613	3.0	135.622	2.0	Old49	Enc14
21	137.611	3.0	140.62	1.0	Old50	Enc15
22	141.623	3.0	144.632	1.0	Old46	Enc16
23	145.635	3.0	148.644	3.5	Old05	Enc17
24	152.137	3.0	155.146	1.0	False	CTL08
25	156.133	3.0	159.142	2.0	Old29	Enc18
26	161.131	3.0	164.14	0.5	Old14	Enc19
27	164.641	3.0	167.65	3.5	Old17	Enc20
28	171.144	3.0	174.153	7.0	False	CTL09
29	181.14	3.0	184.149	2.5	Old41	Enc21
30	186.64	3.0	189.649	5.0	Old20	Enc22
31	194.647	3.0	197.656	1.0	Old07	Enc23
32	198.642	3.0	201.651	10.0	Old23	Enc24
33	211.648	3.0	214.657	1.5	Old77	Enc25
34	216.144	3.0	219.153	0.5	Old22	Enc26
35	219.655	3.0	222.664	2.5	Old70	Enc27
36	225.155	3.0	228.164	3.5	Old37	Enc28
37	231.657	3.0	234.666	1.0	False	CTL10
38	235.652	3.0	238.661	0.5	False	CTL11
39	239.163	3.0	242.172	1.5	False	CTL12
40	243.66	3.0	246.669	7.0	False	CTL13
41	253.656	3.0	256.665	7.0	Old72	Enc29
42	263.652	3.0	266.661	2.0	Old73	Enc30
43	268.651	3.0	271.66	6.5	False	CTL14
44	278.162	3.0	281.171	3.5	Old32	Enc31
45	284.665	3.0	287.674	2.5	Old13	Enc32
46	290.165	3.0	293.173	4.0	Old12	Enc33
47	297.169	3.0	300.178	3.5	Old59	Enc34
48	303.671	3.0	306.68	1.0	False	CTL15
49	307.667	3.0	310.676	6.5	Old03	Enc35
50	317.178	3.0	320.187	7.5	False	CTL16
51	327.676	3.0	330.685	2.5	False	CTL17
52	333.176	3.0	336.185	1.5	Old57	Enc36
53	337.672	3.0	340.681	1.0	Old25	Enc37
54	341.668	3.0	344.677	3.0	Old42	Enc38
55	347.669	3.0	350.6780000000001	2.5	False	CTL18
56	353.169	3.0	356.177	1.0	Old26	Enc39
57	357.18	3.0	360.189	9.0	Old24	Enc40
58	369.183	3.0	372.192	1.5	Old69	Enc41
59	373.68	3.0	376.688	8.5	Old35	Enc42
60	385.18	3.0	388.189	8.0	Old38	Enc43
61	396.18	3.0	399.189	1.5	False	CTL19
62	400.676	3.0	403.685	5.0	Old47	Enc44
63	408.684	3.0	411.693	1.0	False	CTL20
64	412.696	3.0	415.704	3.0	False	CTL21
65	418.6969999999999	3.0	421.706	5.0	Old62	Enc45
66	426.704	3.0	429.713	0.5	False	CTL22
67	430.214	3.0	433.223	1.5	Old65	Enc46
68	434.711	3.0	437.72	0.5	Old48	Enc47
69	438.221	3.0	441.23	2.0	Old34	Enc48
70	443.22	3.0	446.229	1.5	Old16	Enc49
71	447.716	3.0	450.725	1.0	Old10	Enc50
72	451.712	3.0	454.72	2.5	Old63	Enc51
73	457.211	3.0	460.22	5.5	Old66	Enc52
74	465.72	3.0	468.729	2.5	False	CTL23
75	471.22	3.0	474.228	1.5	Old15	Enc53
76	475.716	3.0	478.725	0.5	False	CTL24
77	479.227	3.0	482.236	3.0	Old74	Enc54
78	485.228	3.0	488.237	3.5	Old31	Enc55
79	491.73	3.0	494.739	7.5	Old28	Enc56
80	502.228	3.0	505.237	2.5	Old45	Enc57
81	507.728	3.0	510.737	0.5	False	CTL25
82	511.2380000000001	3.0	514.247	1.0	Old21	Enc58
83	515.234	3.0	518.243	4.0	Old44	Enc59
84	522.238	3.0	525.247	11.0	Old75	Enc60
85	536.748	3.0	539.757	0.5	False	CTL26
86	540.258	3.0	543.2669999999999	4.0	False	CTL27
87	547.262	3.0	550.271	0.5	False	CTL28
88	550.773	3.0	553.7819999999999	2.5	Old33	Enc61
89	556.2719999999999	3.0	559.281	3.0	Old56	Enc62
90	562.274	3.0	565.283	1.0	False	CTL29
91	566.285	3.0	569.294	2.0	Old09	Enc63
92	571.284	3.0	574.293	0.5	Old04	Enc64
93	574.794	3.0	577.803	7.0	False	CTL30
94	584.7909999999999	3.0	587.799	0.5	Old58	Enc65
95	588.3009999999999	3.0	591.31	0.5	Old51	Enc66
96	591.811	3.0	594.82	0.5	False	CTL31
97	595.322	3.0	598.331	1.5	False	CTL32
98	599.819	3.0	602.827	3.0	Old60	Enc67
99	605.82	3.0	608.8290000000001	1.5	Old30	Enc68
100	610.316	3.0	613.325	4.5	False	CTL33
101	617.822	3.0	620.831	0.5	False	CTL34
102	621.332	3.0	624.341	8.0	Old02	Enc69
103	632.332	3.0	635.341	1.0	Old53	Enc70
104	636.344	3.0	639.3530000000001	4.5	False	CTL35
105	643.849	3.0	646.8580000000001	2.0	False	CTL36
106	648.8480000000001	3.0	651.857	1.0	Old78	Enc71
107	652.86	3.0	655.8689999999999	2.0	Old06	Enc72
108	657.8580000000001	3.0	660.867	2.0	False	CTL37
109	662.8560000000001	3.0	665.865	10.0	False	CTL38
110	675.8610000000001	3.0	678.87	3.5	Old67	Enc73
111	682.3639999999999	3.0	685.373	9.0	Old18	Enc74
112	694.3660000000001	3.0	697.375	0.5	False	CTL39
113	697.877	3.0	700.8860000000001	7.0	Old43	Enc75
114	707.873	3.0	710.882	12.0	Old55	Enc76
115	723.3689999999999	3.0	726.378	2.5	Old27	Enc77
116	728.8689999999999	3.0	731.878	18.0	Old19	Enc78
