	Condition	CorrectSource	Stim_RT
0	Enc	8	0.557
1	CTL	6	0.99
2	Enc	5	0.808
3	Enc	5	1.35
4	CTL	5	1.024
5	CTL	6	1.096
6	Enc	6	1.112
7	Enc	5	1.228
8	CTL	6	1.056
9	Enc	9	1.319
10	CTL	9	0.954
11	Enc	6	0.851
12	CTL	9	0.984
13	CTL	5	0.9
14	Enc	8	1.06
15	Enc	9	1.104
16	Enc	5	1.058
17	Enc	9	1.196
18	Enc	5	0.994
19	Enc	8	1.069
20	Enc	8	0.942
21	Enc	9	0.984
22	Enc	8	1.108
23	Enc	5	0.976
24	CTL	8	0.897
25	Enc	8	1.005
26	Enc	8	1.079
27	Enc	5	1.321
28	CTL	8	0.85
29	Enc	9	0.981
30	Enc	9	0.937
31	Enc	6	1.01
32	Enc	8	1.206
33	Enc	8	1.04
34	Enc	9	0.984
35	Enc	5	0.785
36	Enc	6	1.228
37	CTL	9	0.766
38	CTL	6	0.683
39	CTL	6	0.0
40	CTL	5	0.715
41	Enc	9	1.126
42	Enc	8	0.874
43	CTL	9	0.587
44	Enc	6	0.995
45	Enc	6	1.052
46	Enc	9	1.136
47	Enc	8	0.94
48	CTL	8	0.773
49	Enc	9	0.913
50	CTL	9	0.826
51	CTL	8	0.639
52	Enc	8	0.643
53	Enc	9	1.011
54	Enc	6	0.855
55	CTL	5	0.998
56	Enc	5	1.041
57	Enc	6	1.398
58	Enc	6	0.715
59	Enc	8	0.937
60	Enc	9	0.989
61	CTL	5	0.813
62	Enc	5	0.572
63	CTL	8	0.652
64	CTL	9	0.64
65	Enc	6	1.079
66	CTL	8	0.871
67	Enc	9	0.721
68	Enc	6	1.144
69	Enc	9	1.018
70	Enc	6	0.987
71	Enc	8	0.843
72	Enc	9	1.062
73	Enc	8	0.787
74	CTL	9	0.854
75	Enc	9	0.562
76	CTL	6	0.697
77	Enc	5	0.602
78	Enc	8	1.009
79	Enc	5	0.891
80	Enc	6	0.632
81	CTL	6	0.676
82	Enc	5	0.718
83	Enc	6	0.874
84	Enc	8	1.03
85	CTL	6	0.639
86	CTL	9	0.769
87	CTL	5	0.477
88	Enc	5	0.229
89	Enc	5	1.138
90	CTL	8	0.76
91	Enc	5	0.637
92	Enc	9	0.71
93	CTL	9	0.735
94	Enc	9	0.658
95	Enc	5	0.596
96	CTL	6	0.702
97	CTL	5	0.591
98	Enc	8	0.477
99	Enc	6	0.724
100	CTL	5	0.572
101	CTL	8	0.53
102	Enc	6	0.604
103	Enc	5	0.443
104	CTL	8	0.791
105	CTL	6	0.63
106	Enc	6	0.47
107	Enc	8	0.85
108	CTL	5	1.14
109	CTL	8	0.478
110	Enc	9	0.472
111	Enc	8	0.697
112	CTL	9	0.663
113	Enc	9	0.592
114	Enc	6	0.971
115	Enc	5	0.754
116	Enc	6	0.726
