	stimOnsetSec	stimDurSec	fixOnsetSec	fixDurSec	ImageID	tNumXcond	category	Stim	OldNumber	Recognition_ACC	Recognition_RESP	Recognition_RT	Spatial_RESP	Spatial_RT
0	14.575	3.0	17.575	6.5	Old54	Enc01	New	fruit_apricot_new.bmp	New04	0	1	4.864	8	13708
1	24.074	3.0	27.074	2.0	Old11	Enc02	New	animal_pigeon.bmp	New32	0	1	2.16	8	1800
2	29.073	3.0	32.073	1.5	Old16	Enc03	New	fruit_granny smith apple.bmp	New16	0	1	1.6769999999999998	8	593
3	33.573	3.0	36.573	1.0	Old69	Enc04	New	vegie_pumpkin.bmp	New21	0	1	4.303999999999999	8	771
4	37.573	3.0	40.571999999999996	8.5	Old53	Enc05	OLD	musical_double bass.bmp	Old45	1	1	0.948	8	517
5	49.071999999999996	3.0	52.07100000000001	2.0	Old44	Enc06	OLD	vegie_garlic01a.bmp	Old74	1	1	0.903	5	2746
6	54.07100000000001	3.0	57.07100000000001	2.5	Old36	Enc07	OLD	fruit_green grapes.bmp	Old68	1	1	1.755	9	932
7	59.57100000000001	3.0	62.57	1.5	False	CTL01	OLD	kitchen_pitcher.bmp	Old34	1	1	1.4380000000000002	6	1906
8	64.07	3.0	67.07	1.5	False	CTL02	OLD	food_cracker02.bmp	Old18	1	1	1.013	9	836
9	68.57	3.0	71.569	0.5	Old50	Enc08	OLD	sporting_mini-trampoline.bmp	Old61	1	1	1.401	9	864
10	72.069	3.0	75.069	0.5	False	CTL03	OLD	fruit_pineapple_old.bmp	Old70	1	1	1.7169999999999999	5	479
11	75.569	3.0	78.569	2.0	Old21	Enc09	New	animal_gorilla.bmp	New15	0	1	1.21	6	3569
12	80.569	3.0	83.568	1.5	Old34	Enc10	OLD	kitchen_cookie cutter.bmp	Old30	1	1	0.882	5	1614
13	85.068	3.0	88.068	2.0	False	CTL04	New	kitchen_ramekin.bmp	New13	0	1	1.3719999999999999	6	1588
14	90.068	3.0	93.067	7.5	Old05	Enc11	New	animal_horse.bmp	New20	0	1	2.332	8	1254
15	100.56700000000001	3.0	103.566	5.0	Old19	Enc12	OLD	kitchen_scrubbing brush.bmp	Old36	1	1	1.7380000000000002	6	1155
16	108.566	3.0	111.566	1.5	Old76	Enc13	OLD	kitchen_ladle.bmp	Old31	1	1	1.196	6	1028
17	113.066	3.0	116.065	3.0	Old23	Enc14	OLD	animal_sheep.bmp	Old11	1	1	1.69	5	837
18	119.065	3.0	122.065	1.0	Old31	Enc15	OLD	sporting_karate clothing.bmp	Old60	1	1	1.395	8	410
19	123.065	3.0	126.064	1.5	Old39	Enc16	OLD	animal_penguin.bmp	Old10	1	1	2.7680000000000002	9	833
