	Condition	CorrectSource	Stim_RT
0	CTL	8	1.362
1	Enc	6	1.884
2	Enc	5	2.014
3	Enc	6	2.539
4	Enc	9	2.815
5	Enc	8	2.103
6	Enc	9	0.0
7	CTL	5	0.878
8	CTL	6	0.992
9	Enc	8	1.908
10	CTL	8	0.824
11	Enc	6	1.982
12	Enc	5	2.04
13	CTL	8	0.913
14	Enc	6	2.451
15	Enc	6	1.543
16	Enc	8	2.553
17	Enc	5	2.572
18	Enc	9	1.876
19	Enc	9	2.48
20	Enc	5	1.655
21	Enc	5	2.212
22	CTL	5	2.29
23	Enc	5	1.833
24	Enc	8	2.125
25	CTL	5	0.0
26	Enc	6	1.278
27	Enc	5	2.687
28	Enc	6	1.714
29	Enc	5	1.709
30	Enc	8	1.783
31	Enc	5	2.284
32	Enc	9	2.561
33	CTL	6	0.915
34	CTL	9	0.9
35	CTL	8	0.74
36	CTL	5	0.683
37	Enc	8	2.205
38	CTL	9	1.03
39	Enc	9	2.218
40	CTL	6	0.828
41	Enc	8	2.829
42	Enc	6	2.054
43	Enc	9	1.413
44	Enc	6	1.95
45	Enc	9	2.879
46	Enc	6	2.571
47	CTL	6	0.997
48	Enc	5	2.617
49	Enc	9	1.547
50	Enc	8	0.0
51	Enc	6	1.568
52	CTL	6	1.367
53	CTL	9	0.698
54	Enc	6	1.53
55	Enc	5	0.0
56	Enc	6	2.053
57	CTL	8	0.877
58	Enc	9	1.842
59	Enc	8	2.316
60	Enc	9	2.011
61	CTL	9	1.239
62	Enc	8	2.377
63	Enc	9	2.146
64	CTL	8	0.986
65	CTL	5	0.818
66	CTL	5	0.743
67	CTL	8	0.784
68	CTL	9	0.916
69	CTL	8	0.998
70	Enc	6	2.909
71	Enc	6	1.81
72	Enc	8	2.145
73	Enc	9	2.538
74	Enc	6	0.0
75	CTL	9	0.877
76	CTL	5	0.818
77	Enc	5	1.611
78	Enc	9	1.783
79	Enc	8	2.237
80	Enc	8	2.48
81	CTL	6	1.988
82	Enc	6	2.13
83	CTL	6	1.057
84	Enc	9	1.747
85	Enc	9	1.482
86	Enc	5	2.113
87	CTL	9	0.823
88	Enc	8	2.182
89	CTL	8	0.751
90	Enc	8	2.091
91	CTL	8	1.857
92	Enc	5	2.211
93	CTL	5	1.433
94	Enc	8	2.12
95	Enc	9	1.922
96	CTL	9	0.785
97	CTL	9	1.154
98	Enc	8	2.307
99	Enc	8	2.064
100	CTL	6	1.329
101	Enc	5	2.021
102	Enc	9	0.0
103	Enc	5	2.415
104	Enc	9	2.155
105	Enc	8	2.711
106	CTL	6	1.505
107	Enc	6	1.855
108	Enc	9	2.355
109	CTL	5	1.044
110	CTL	6	0.824
111	Enc	5	2.85
112	Enc	6	1.87
113	CTL	9	1.196
114	Enc	5	1.704
115	Enc	5	1.649
116	Enc	8	2.925
