trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
42	ctl	ctl11	nan	6	1	664	0	239.043	242.043	1.5
43	ctl	ctl12	nan	6	1	711	0	243.543	246.543	7
44	ctl	ctl13	nan	5	1	562	0	253.542	256.542	7
45	enc	enc29	old68	9	1	1165	0	263.542	266.541	2
46	enc	enc30	old76	8	1	1006	0	268.541	271.541	6.5
47	ctl	ctl14	nan	9	1	731	0	278.041	281.04	3.5
48	enc	enc31	old38	6	1	1487	0	284.54	287.54	2.5
49	enc	enc32	old02	6	1	1101	0	290.04	293.039	4
50	enc	enc33	old07	9	1	1298	0	297.039	300.039	3.5
51	enc	enc34	old53	8	1	2143	0	303.539	306.538	1
52	ctl	ctl15	nan	8	1	1052	0	307.538	310.538	6.5
53	enc	enc35	old05	9	1	1234	0	317.038	320.037	7.5
54	ctl	ctl16	nan	9	1	1032	0	327.537	330.537	2.5
55	ctl	ctl17	nan	8	1	553	0	333.036	336.036	1.5
56	enc	enc36	old62	8	1	1983	0	337.536	340.536	1
57	enc	enc37	old15	9	1	1031	0	341.536	344.536	3
58	enc	enc38	old51	6	1	717	0	347.535	350.535	2.5
59	ctl	ctl18	nan	5	1	637	0	353.035	356.035	1
60	enc	enc39	old21	5	1	1462	0	357.035	360.034	9
61	enc	enc40	old19	6	1	1719	0	369.034	372.034	1.5
62	enc	enc41	old66	6	1	2695	0	373.533	376.533	8.5
63	enc	enc42	old35	8	1	1337	0	385.033	388.032	8
64	enc	enc43	old39	9	1	1390	0	396.032	399.032	1.5
65	ctl	ctl19	nan	5	1	656	0	400.531	403.531	5
66	enc	enc44	old50	5	1	1182	0	408.531	411.531	1
67	ctl	ctl20	nan	8	1	664	0	412.531	415.53	3
68	ctl	ctl21	nan	9	1	609	0	418.53	421.53	5
69	enc	enc45	old54	6	1	863	0	426.529	429.529	0.5
70	ctl	ctl22	nan	8	1	703	0	430.029	433.029	1.5
71	enc	enc46	old58	9	1	1185	0	434.529	437.529	0.5
72	enc	enc47	old42	6	1	895	0	438.029	441.028	2
73	enc	enc48	old29	9	1	756	0	443.028	446.028	1.5
74	enc	enc49	old18	6	1	2455	0	447.528	450.528	1
75	enc	enc50	old10	8	1	966	0	451.528	454.527	2.5
76	enc	enc51	old61	9	1	1171	0	457.027	460.027	5.5
77	enc	enc52	old74	8	1	1073	0	465.527	468.526	2.5
78	ctl	ctl23	nan	9	1	614	0	471.026	474.026	1.5
79	enc	enc53	old23	9	nan	0	1	475.526	478.526	0.5
80	ctl	ctl24	nan	6	1	663	0	479.026	482.025	3
81	enc	enc54	old73	5	1	1119	0	485.025	488.025	3.5
82	enc	enc55	old37	8	1	935	0	491.525	494.524	7.5
83	enc	enc56	old30	5	1	944	0	502.024	505.024	2.5
84	enc	enc57	old40	6	1	1034	0	507.523	510.523	0.5
85	ctl	ctl25	nan	6	1	589	0	511.023	514.023	1
86	enc	enc58	old14	5	1	1800	0	515.023	518.023	4
87	enc	enc59	old46	6	1	1773	0	522.022	525.022	11.5
88	enc	enc60	old69	8	1	1099	0	536.521	539.521	0.5
89	ctl	ctl26	nan	6	1	955	0	540.021	543.021	4
90	ctl	ctl27	nan	9	1	673	0	547.021	550.02	0.5
91	ctl	ctl28	nan	5	1	665	0	550.52	553.52	2.5
92	enc	enc61	old27	5	1	1502	0	556.02	559.02	3
93	enc	enc62	old65	5	1	879	0	562.019	565.019	1
94	ctl	ctl29	nan	8	1	887	0	566.019	569.019	2
95	enc	enc63	old04	5	1	940	0	571.019	574.019	0.5
96	enc	enc64	old13	9	1	703	0	574.518	577.518	7
97	ctl	ctl30	nan	9	1	750	0	584.518	587.518	0.5
98	enc	enc65	old57	9	1	1423	0	588.017	591.017	0.5
99	enc	enc66	old47	5	1	1390	0	591.517	594.517	0.5
100	ctl	ctl31	nan	6	1	807	0	595.017	598.017	1.5
101	ctl	ctl32	nan	5	1	657	0	599.517	602.516	3
102	enc	enc67	old59	8	1	2011	0	605.516	608.516	1.5
103	enc	enc68	old36	6	1	1349	0	610.016	613.016	4.5
104	ctl	ctl33	nan	5	1	675	0	617.515	620.515	0.5
105	ctl	ctl34	nan	8	1	544	0	621.015	624.015	8
106	enc	enc69	old09	6	1	627	0	632.014	635.014	1
107	enc	enc70	old56	5	1	1258	0	636.014	639.014	4.5
108	ctl	ctl35	nan	8	1	892	0	643.513	646.513	2
109	ctl	ctl36	nan	6	1	538	0	648.513	651.513	1
110	enc	enc71	old71	6	1	1309	0	652.513	655.512	2
111	enc	enc72	old06	8	1	767	0	657.512	660.512	2
112	ctl	ctl37	nan	5	1	669	0	662.512	665.512	10
113	ctl	ctl38	nan	8	1	598	0	675.511	678.511	3.5
114	enc	enc73	old77	9	1	721	0	682.01	685.01	9
115	enc	enc74	old22	8	1	505	0	694.01	697.009	0.5
116	ctl	ctl39	nan	9	1	703	0	697.509	700.509	7
117	enc	enc75	old52	9	1	1155	0	707.509	710.508	12.5
118	enc	enc76	old60	6	1	1089	0	723.007	726.007	2.5
119	enc	enc77	old31	5	1	881	0	728.507	731.507	18.5
120	enc	enc78	old26	6	1	922	0			
