trialnumber	category	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	stim_onset	fix_onset	fix_duration
1	enc	enc00	nan	5	1	987	0	10.06	13.06	4.5
2	enc	enc000	nan	9	1	1447	0	17.56	20.56	4.5
3	ctl	ctl0	nan	9	1	1121	0	25.059	28.059	0.5
4	enc	enc01	old64	8	1	1784	0	28.559	31.559	0.5
5	ctl	ctl01	nan	6	1	1392	0	32.059	35.059	4.5
6	enc	enc02	old12	5	1	1810	0	39.558	42.558	2
7	enc	enc03	old63	5	1	1310	0	44.558	47.558	3.5
8	ctl	ctl02	nan	5	1	1036	0	51.057	54.057	1.5
9	ctl	ctl03	nan	6	1	807	0	55.557	58.557	2.5
10	enc	enc04	old72	6	1	2105	0	61.057	64.057	1
11	enc	enc05	old67	5	1	1360	0	65.056	68.056	3
12	ctl	ctl04	nan	6	1	1281	0	71.056	74.056	4
13	enc	enc06	old48	9	1	1631	0	78.055	81.055	0.5
14	ctl	ctl05	nan	9	1	1534	0	81.555	84.555	2.5
15	enc	enc07	old55	6	1	2779	0	87.055	90.055	2.5
16	ctl	ctl06	nan	9	1	1699	0	92.554	95.554	3.5
17	ctl	ctl07	nan	5	1	810	0	99.054	102.054	1
18	enc	enc08	old08	8	1	1482	0	103.054	106.053	2
19	enc	enc09	old78	9	1	2407	0	108.053	111.053	0.5
20	enc	enc10	old01	5	1	1827	0	111.553	114.553	4.5
21	enc	enc11	old33	9	1	2274	0	119.052	122.052	7
22	enc	enc12	old34	5	1	1637	0	129.052	132.051	0.5
23	enc	enc13	old44	8	1	1876	0	132.551	135.551	2
24	enc	enc14	old49	8	1	1182	0	137.551	140.551	1
25	enc	enc15	old43	9	1	1223	0	141.551	144.55	1
26	enc	enc16	old41	8	1	2127	0	145.55	148.55	3.5
27	enc	enc17	old03	5	1	1325	0	152.05	155.05	1
28	ctl	ctl08	nan	8	1	1084	0	156.05	159.049	2
29	enc	enc18	old28	8	1	1278	0	161.049	164.049	0.5
30	enc	enc19	old17	8	1	1334	0	164.549	167.549	3.5
31	enc	enc20	old20	5	1	2415	0	171.049	174.048	7
32	ctl	ctl09	nan	8	1	1317	0	181.048	184.048	2.5
33	enc	enc21	old45	9	1	2139	0	186.547	189.547	5
34	enc	enc22	old24	9	1	2009	0	194.547	197.547	1
35	enc	enc23	old11	6	1	2093	0	198.546	201.546	10
36	enc	enc24	old25	8	1	2380	0	211.545	214.545	1.5
37	enc	enc25	old75	8	1	1546	0	216.045	219.045	0.5
38	enc	enc26	old16	9	1	1721	0	219.545	222.545	2.5
39	enc	enc27	old70	5	1	917	0	225.045	228.044	3.5
40	enc	enc28	old32	6	1	1221	0	231.544	234.544	1
41	ctl	ctl10	nan	9	1	779	0	235.544	238.544	0.5
