,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,5,,0,1,0.058,3.067,1.5
1,2,enc,enc00,,8,1,2885,0,4.555,7.564,0.5
2,3,enc,enc000,,9,1,1886,0,8.065,11.074,0.5
3,4,ctl,ctl01,,8,1,1216,0,11.575,14.584,5.5
4,5,enc,enc01,old64,6,1,939,0,20.084,23.093,0.5
5,6,enc,enc02,old05,5,1,1036,0,23.595,26.604,1
6,7,enc,enc03,old16,6,,0,1,27.607,30.615,1
7,8,enc,enc04,old77,9,1,813,0,31.618,34.627,1.5
8,9,enc,enc05,old54,8,1,923,0,36.115,39.124,2
9,10,enc,enc06,old52,9,1,861,0,41.113,44.122,3
10,11,ctl,ctl02,,5,1,1203,0,47.115,50.124,0.5
11,12,ctl,ctl03,,6,1,1317,0,50.625,53.634,4
12,13,enc,enc07,old27,8,1,1049,0,57.629,60.638,2.5
13,14,ctl,ctl04,,8,1,892,0,63.129,66.138,1.5
14,15,enc,enc08,old51,6,1,987,0,67.626,70.635,2
15,16,enc,enc09,old15,5,1,1237,0,72.624,75.633,3.5
16,17,ctl,ctl05,,8,1,815,0,79.126,82.135,0.5
17,18,enc,enc10,old32,6,1,872,0,82.637,85.646,2.5
18,19,enc,enc11,old12,6,1,1915,0,88.137,91.146,0.5
19,20,enc,enc12,old24,8,1,1901,0,91.647,94.656,1
20,21,enc,enc13,old66,5,1,1601,0,95.659,98.668,1.5
21,22,enc,enc14,old20,9,1,1040,0,100.156,103.165,2.5
22,23,enc,enc15,old33,9,1,893,0,105.655,108.664,3
23,24,enc,enc16,old29,5,1,1371,0,111.657,114.666,1
24,25,enc,enc17,old22,5,1,1070,0,115.669,118.678,1.5
25,26,ctl,ctl06,,5,1,1254,0,120.165,123.174,1.5
26,27,enc,enc18,old11,5,1,1413,0,124.662,127.671,1
27,28,enc,enc19,old41,8,1,1033,0,128.674,131.683,2.5
28,29,ctl,ctl07,,5,1,1453,0,134.174,137.183,2.5
29,30,enc,enc20,old70,6,1,906,0,139.673,142.682,0.5
30,31,enc,enc21,old56,5,1,1674,0,143.184,146.193,5.5
31,32,enc,enc22,old68,6,1,862,0,151.692,154.701,5.5
32,33,enc,enc23,old06,5,1,1289,0,160.201,163.21,2
33,34,enc,enc24,old02,8,1,1299,0,165.199,168.208,1
34,35,enc,enc25,old47,5,1,1086,0,169.195,172.203,3
35,36,enc,enc26,old62,9,1,1397,0,175.196,178.205,3.5
36,37,ctl,ctl08,,6,1,1023,0,181.698,184.707,0.5
37,38,ctl,ctl09,,9,1,1448,0,185.209,188.218,1.5
38,39,ctl,ctl10,,8,1,1351,0,189.706,192.715,9.5
39,40,ctl,ctl11,,5,1,1103,0,202.209,205.218,2
40,41,enc,enc27,old50,8,1,808,0,207.208,210.217,2
41,42,ctl,ctl12,,9,1,1354,0,212.206,215.215,1
42,43,enc,enc28,old18,9,1,814,0,216.218,219.227,0.5
43,44,ctl,ctl13,,6,1,1024,0,219.728,222.737,0.5
44,45,enc,enc29,old36,8,1,744,0,223.239,226.248,2
45,46,enc,enc30,old59,6,1,562,0,228.237,231.246,4.5
46,47,enc,enc31,old10,9,1,832,0,235.743,238.752,3.5
47,48,enc,enc32,old75,6,1,1034,0,242.245,245.254,8
48,49,enc,enc33,old26,9,1,673,0,253.245,256.254,9
49,50,enc,enc34,old14,6,1,911,0,265.247,268.256,0.5
50,51,ctl,ctl14,,6,1,1008,0,268.758,271.766,2.5
51,52,enc,enc35,old69,5,1,989,0,274.257,277.266,8.5
52,53,enc,enc36,old01,9,1,847,0,285.758,288.767,0.5
53,54,enc,enc37,old13,8,1,776,0,289.269,292.278,5.5
54,55,enc,enc38,old42,6,1,924,0,297.777,300.786,3
55,56,ctl,ctl15,,6,1,1466,0,303.778,306.787,4
56,57,ctl,ctl16,,9,1,589,0,310.783,313.792,6.5
57,58,enc,enc39,old58,6,1,646,0,320.294,323.303,0.5
58,59,enc,enc40,old65,5,1,1199,0,323.805,326.814,11.5
59,60,enc,enc41,old78,6,1,712,0,338.315,341.323,9.5
60,61,ctl,ctl17,,8,1,969,0,350.818,353.827,1
61,62,enc,enc42,old55,9,1,765,0,354.814,357.823,5.5
62,63,enc,enc43,old17,8,1,1072,0,363.322,366.331,1.5
63,64,enc,enc44,old31,9,1,767,0,367.819,370.828,1
64,65,ctl,ctl18,,9,1,763,0,371.831,374.84,2
65,66,enc,enc45,old23,8,1,797,0,376.829,379.838,3.5
66,67,enc,enc46,old35,9,1,1325,0,383.332,386.341,1.5
67,68,ctl,ctl19,,8,1,1300,0,387.829,390.837,0.5
68,69,ctl,ctl20,,5,1,1094,0,391.339,394.348,2.5
69,70,ctl,ctl21,,5,1,706,0,396.839,399.848,0.5
70,71,ctl,ctl22,,8,1,588,0,400.349,403.358,2.5
71,72,ctl,ctl23,,9,1,800,0,405.849,408.858,2
72,73,ctl,ctl24,,8,1,737,0,410.847,413.856,11
73,74,enc,enc47,old34,6,1,665,0,424.855,427.864,1
74,75,enc,enc48,old08,6,1,1109,0,428.851,431.86,1.5
75,76,enc,enc49,old48,8,1,1205,0,433.347,436.356,0.5
76,77,enc,enc50,old44,9,1,998,0,436.858,439.867,0.5
77,78,enc,enc51,old09,6,1,623,0,440.368,443.377,2
78,79,ctl,ctl25,,9,1,649,0,445.366,448.375,1
79,80,ctl,ctl26,,5,1,1205,0,449.362,452.371,2
