,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
80,81,enc,enc52,old43,5,,0,1,454.36,457.369,4
81,82,enc,enc53,old60,9,,0,1,461.364,464.373,4.5
82,83,enc,enc54,old46,8,,0,1,468.87,471.879,8.5
83,84,enc,enc55,old57,8,,0,1,480.371,483.38,1
84,85,ctl,ctl27,,6,,0,1,484.383,487.391,6
85,86,enc,enc56,old30,6,,0,1,493.393,496.402,1.5
86,87,ctl,ctl28,,6,,0,1,497.889,500.898,13
87,88,enc,enc57,old53,9,1,662,0,513.887,516.896,1.5
88,89,enc,enc58,old74,9,1,437,0,518.384,521.393,1.5
89,90,enc,enc59,old63,5,1,620,0,522.88,525.889,7.5
90,91,ctl,ctl29,,9,1,554,0,533.378,536.387,1.5
91,92,enc,enc60,old61,8,1,689,0,537.875,540.884,3.5
92,93,ctl,ctl30,,8,1,578,0,544.378,547.387,1
93,94,enc,enc61,old04,8,1,573,0,548.39,551.399,1.5
94,95,ctl,ctl31,,8,1,557,0,552.886,555.895,3.5
95,96,enc,enc62,old39,5,1,614,0,559.389,562.398,4.5
96,97,ctl,ctl32,,5,1,788,0,566.895,569.904,3
97,98,enc,enc63,old71,8,1,458,0,572.896,575.905,0.5
98,99,enc,enc64,old67,9,1,852,0,576.406,579.415,8
99,100,ctl,ctl33,,9,1,556,0,587.406,590.415,5
100,101,ctl,ctl34,,9,1,429,0,595.413,598.422,0.5
101,102,enc,enc65,old73,8,1,734,0,598.923,601.932,1
102,103,enc,enc66,old76,8,1,554,0,602.919,605.928,11.5
103,104,ctl,ctl35,,6,1,629,0,617.428,620.437,2.5
104,105,enc,enc67,old03,5,1,873,0,622.928,625.937,2
105,106,enc,enc68,old07,9,1,578,0,627.926,630.935,0.5
106,107,enc,enc69,old38,5,1,715,0,631.437,634.446,1
107,108,enc,enc70,old45,9,1,703,0,635.449,638.458,1
108,109,enc,enc71,old28,8,1,1051,0,639.461,642.47,0.5
109,110,ctl,ctl36,,6,1,877,0,642.971,645.98,7.5
110,111,enc,enc72,old19,6,1,594,0,653.469,656.478,15
111,112,enc,enc73,old72,9,1,766,0,671.473,674.482,0.5
112,113,ctl,ctl37,,5,1,664,0,674.983,677.992,1
113,114,ctl,ctl38,,6,1,636,0,678.995,682.004,0.5
114,115,enc,enc74,old40,5,1,485,0,682.505,685.514,9
115,116,enc,enc75,old49,6,1,858,0,694.508,697.517,6
116,117,ctl,ctl39,,9,1,784,0,703.518,706.527,10.5
117,118,enc,enc76,old21,5,1,756,0,717.025,720.034,5
118,119,enc,enc77,old37,5,1,837,0,725.032,728.041,1
119,120,enc,enc78,old25,8,1,1145,0,729.044,732.053,18.5
