,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,5,,0,1,0.036,3.036,7
1,2,enc,enc000,,9,,0,1,10.035,13.035,4.5
2,3,ctl,ctl0,,9,,0,1,17.534,20.534,4.5
3,4,enc,enc01,old62,8,,0,1,25.034,28.033,0.5
4,5,ctl,ctl01,,6,,0,1,28.533,31.533,0.5
5,6,enc,enc02,old01,5,,0,1,32.033,35.033,4.5
6,7,enc,enc03,old57,5,,0,1,39.532,42.532,2
7,8,ctl,ctl02,,5,,0,1,44.532,47.532,3.5
8,9,ctl,ctl03,,6,,0,1,51.031,54.031,1.5
9,10,enc,enc04,old71,6,,0,1,55.531,58.531,2.5
10,11,enc,enc05,old75,5,,0,1,61.03,64.03,1
11,12,ctl,ctl04,,6,,0,1,65.03,68.03,3
12,13,enc,enc06,old52,9,,0,1,71.029,74.029,4
13,14,ctl,ctl05,,9,,0,1,78.029,81.028,0.5
14,15,enc,enc07,old65,6,,0,1,81.528,84.528,2.5
15,16,ctl,ctl06,,9,,0,1,87.028,90.027,2.5
16,17,ctl,ctl07,,5,,0,1,92.527,95.527,3.5
17,18,enc,enc08,old13,8,,0,1,99.027,102.026,1
18,19,enc,enc09,old68,9,,0,1,103.026,106.026,2
19,20,enc,enc10,old06,5,,0,1,108.026,111.025,0.5
20,21,enc,enc11,old31,9,,0,1,111.525,114.525,4.5
21,22,enc,enc12,old33,5,,0,1,119.025,122.024,7
22,23,enc,enc13,old41,8,,0,1,129.024,132.023,0.5
23,24,enc,enc14,old42,8,,0,1,132.523,135.523,2
24,25,enc,enc15,old44,9,,0,1,137.523,140.523,1
25,26,enc,enc16,old51,8,,0,1,141.522,144.522,1
26,27,enc,enc17,old04,5,,0,1,145.522,148.522,3.5
27,28,ctl,ctl08,,8,,0,1,152.021,155.021,1
28,29,enc,enc18,old30,8,,0,1,156.021,159.021,2
29,30,enc,enc19,old16,8,,0,1,161.02,164.02,0.5
30,31,enc,enc20,old18,5,,0,1,164.52,167.52,3.5
31,32,ctl,ctl09,,8,,0,1,171.02,174.019,7
32,33,enc,enc21,old50,9,,0,1,181.019,184.018,2.5
33,34,enc,enc22,old22,9,,0,1,186.518,189.518,5
34,35,enc,enc23,old10,6,,0,1,194.517,197.517,1
35,36,enc,enc24,old26,8,,0,1,198.517,201.517,10
36,37,enc,enc25,old70,8,,0,1,211.516,214.515,1.5
37,38,enc,enc26,old21,9,,0,1,216.015,219.015,0.5
38,39,enc,enc27,old76,5,,0,1,219.515,222.515,2.5
39,40,enc,enc28,old39,6,,0,1,225.014,228.014,3.5
40,41,ctl,ctl10,,9,,0,1,231.514,234.513,1
41,42,ctl,ctl11,,6,,0,1,235.513,238.513,0.5
42,43,ctl,ctl12,,6,,0,1,239.013,242.013,1.5
43,44,ctl,ctl13,,5,,0,1,243.513,246.512,7
44,45,enc,enc29,old69,9,,0,1,253.512,256.511,7
45,46,enc,enc30,old74,8,,0,1,263.511,266.51,2
46,47,ctl,ctl14,,9,,0,1,268.51,271.51,6.5
47,48,enc,enc31,old37,6,,0,1,278.009,281.009,3.5
48,49,enc,enc32,old12,6,,0,1,284.508,287.508,2.5
49,50,enc,enc33,old11,9,,0,1,290.008,293.008,4
50,51,enc,enc34,old58,8,,0,1,297.007,300.007,3.5
51,52,ctl,ctl15,,8,,0,1,303.507,306.506,1
52,53,enc,enc35,old02,9,,0,1,307.506,310.506,6.5
53,54,ctl,ctl16,,9,,0,1,317.005,320.005,7.5
54,55,ctl,ctl17,,8,,0,1,327.504,330.504,2.5
55,56,enc,enc36,old59,8,,0,1,333.004,336.003,1.5
56,57,enc,enc37,old23,9,,0,1,337.503,340.503,1
57,58,enc,enc38,old45,6,,0,1,341.503,344.503,3
58,59,ctl,ctl18,,5,,0,1,347.502,350.502,2.5
59,60,enc,enc39,old14,5,,0,1,353.002,356.002,1
60,61,enc,enc40,old24,6,,0,1,357.001,360.001,9
61,62,enc,enc41,old67,6,,0,1,369,372,1.5
62,63,enc,enc42,old34,8,,0,1,373.5,376.5,8.5
63,64,enc,enc43,old36,9,,0,1,384.999,387.998,8
64,65,ctl,ctl19,,5,,0,1,395.998,398.997,1.5
65,66,enc,enc44,old48,5,,0,1,400.497,403.497,5
66,67,ctl,ctl20,,8,,0,1,408.496,411.496,1
67,68,ctl,ctl21,,9,,0,1,412.496,415.496,3
68,69,enc,enc45,old60,6,,0,1,418.495,421.495,5
69,70,ctl,ctl22,,8,,0,1,426.495,429.494,0.5
70,71,enc,enc46,old63,9,,0,1,429.994,432.994,1.5
71,72,enc,enc47,old49,6,,0,1,434.494,437.494,0.5
72,73,enc,enc48,old28,9,,0,1,437.994,440.993,2
73,74,enc,enc49,old15,6,,0,1,442.993,445.993,1.5
74,75,enc,enc50,old07,8,,0,1,447.493,450.492,1
75,76,enc,enc51,old64,9,,0,1,451.492,454.492,2.5
76,77,enc,enc52,old72,8,,0,1,456.992,459.991,5.5
77,78,ctl,ctl23,,9,,0,1,465.491,468.491,2.5
78,79,enc,enc53,old19,9,,0,1,470.99,473.99,1.5
79,80,ctl,ctl24,,6,,0,1,475.49,478.49,0.5
80,81,enc,enc54,old73,5,,0,1,478.99,481.989,3
81,82,enc,enc55,old27,8,,0,1,484.989,487.989,3.5
82,83,enc,enc56,old32,5,,0,1,491.488,494.488,7.5
83,84,enc,enc57,old43,6,,0,1,501.987,504.987,2.5
84,85,ctl,ctl25,,6,,0,1,507.487,510.487,0.5
85,86,enc,enc58,old20,5,,0,1,510.987,513.986,1
86,87,enc,enc59,old46,6,,0,1,514.986,517.986,4
87,88,enc,enc60,old66,8,,0,1,521.985,524.985,11.5
88,89,ctl,ctl26,,6,,0,1,536.484,539.484,0.5
89,90,ctl,ctl27,,9,,0,1,539.984,542.983,4
90,91,ctl,ctl28,,5,,0,1,546.983,549.983,0.5
91,92,enc,enc61,old29,5,,0,1,550.483,553.482,2.5
92,93,enc,enc62,old56,5,,0,1,555.982,558.982,3
93,94,ctl,ctl29,,8,,0,1,561.982,564.981,1
94,95,enc,enc63,old09,5,,0,1,565.981,568.981,2
95,96,enc,enc64,old05,9,,0,1,570.981,573.98,0.5
96,97,ctl,ctl30,,9,,0,1,574.48,577.48,7
97,98,enc,enc65,old54,9,,0,1,584.479,587.479,0.5
98,99,enc,enc66,old47,5,,0,1,587.979,590.979,0.5
99,100,ctl,ctl31,,6,,0,1,591.479,594.478,0.5
100,101,ctl,ctl32,,5,,0,1,594.978,597.978,1.5
101,102,enc,enc67,old53,8,,0,1,599.478,602.478,3
102,103,enc,enc68,old35,6,,0,1,605.477,608.477,1.5
103,104,ctl,ctl33,,5,,0,1,609.977,612.977,4.5
104,105,ctl,ctl34,,8,,0,1,617.476,620.476,0.5
105,106,enc,enc69,old08,6,,0,1,620.976,623.976,8
106,107,enc,enc70,old55,5,,0,1,631.975,634.974,1
107,108,ctl,ctl35,,8,,0,1,635.974,638.974,4.5
108,109,ctl,ctl36,,6,,0,1,643.474,646.473,2
109,110,enc,enc71,old78,6,,0,1,648.473,651.473,1
110,111,enc,enc72,old03,8,,0,1,652.473,655.472,2
111,112,ctl,ctl37,,5,,0,1,657.472,660.472,2
112,113,ctl,ctl38,,8,,0,1,662.472,665.472,10
113,114,enc,enc73,old77,9,,0,1,675.471,678.47,3.5
114,115,enc,enc74,old25,8,,0,1,681.97,684.97,9
115,116,ctl,ctl39,,9,,0,1,693.969,696.968,0.5
116,117,enc,enc75,old40,9,,0,1,697.468,700.468,7
117,118,enc,enc76,old61,6,,0,1,707.467,710.467,12.5
118,119,enc,enc77,old38,5,,0,1,722.966,725.966,2.5
119,120,enc,enc78,old17,6,,0,1,728.465,731.465,18.5
