,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,8,1,1893,0,0.092,3.092,4.5
1,2,enc,enc000,,9,1,2235,0,7.591,10.591,0.5
2,3,ctl,ctl0,,8,,0,1,11.091,14.091,0.5
3,4,enc,enc01,old63,6,1,1455,0,14.591,17.59,6.5
4,5,enc,enc02,old01,5,1,1083,0,24.09,27.09,2
5,6,enc,enc03,old18,6,1,1498,0,29.089,32.089,1.5
6,7,enc,enc04,old70,9,1,883,0,33.589,36.589,1
7,8,enc,enc05,old58,8,1,946,0,37.589,40.589,8.5
8,9,enc,enc06,old47,9,1,1499,0,49.088,52.088,2
9,10,enc,enc07,old29,8,1,1075,0,54.087,57.087,2.5
10,11,ctl,ctl01,,8,1,1119,0,59.587,62.587,1.5
11,12,ctl,ctl02,,5,1,806,0,64.087,67.086,1.5
12,13,enc,enc08,old42,6,1,831,0,68.586,71.586,0.5
13,14,ctl,ctl03,,6,1,2579,0,72.086,75.086,0.5
14,15,enc,enc09,old16,5,1,722,0,75.586,78.585,2
15,16,enc,enc10,old32,6,1,591,0,80.585,83.585,1.5
16,17,ctl,ctl04,,8,1,549,0,85.085,88.085,2
17,18,enc,enc11,old11,6,1,715,0,90.084,93.084,7.5
18,19,enc,enc12,old26,8,1,1285,0,100.584,103.583,5
19,20,enc,enc13,old69,5,1,965,0,108.583,111.583,1.5
20,21,enc,enc14,old24,9,1,1350,0,113.083,116.082,3
21,22,enc,enc15,old35,9,1,1207,0,119.082,122.082,1
22,23,enc,enc16,old34,5,1,970,0,123.082,126.082,1.5
23,24,enc,enc17,old22,5,1,1104,0,127.581,130.581,8.5
24,25,enc,enc18,old05,5,1,659,0,139.08,142.097,2
25,26,ctl,ctl05,,8,1,1485,0,144.08,147.08,1
26,27,ctl,ctl06,,5,1,459,0,148.08,151.079,1.5
27,28,enc,enc19,old52,8,1,1027,0,152.579,155.579,6.5
28,29,enc,enc20,old77,6,1,1092,0,162.095,165.095,1.5
29,30,enc,enc21,old61,5,1,869,0,166.595,169.595,6.5
30,31,ctl,ctl07,,5,1,1468,0,176.094,179.094,3.5
31,32,enc,enc22,old66,6,1,795,0,182.594,185.593,8
32,33,enc,enc23,old07,5,1,1210,0,193.593,196.592,13
33,34,ctl,ctl08,,6,1,660,0,209.591,212.591,1
34,35,enc,enc24,old04,8,1,1197,0,213.591,216.591,2.5
35,36,enc,enc25,old48,5,1,1392,0,219.091,222.09,1.5
36,37,enc,enc26,old56,9,1,872,0,223.59,226.59,3.5
37,38,enc,enc27,old40,8,1,1246,0,230.09,233.089,2
38,39,enc,enc28,old25,9,1,1010,0,235.089,238.089,3
39,40,enc,enc29,old30,8,1,1151,0,241.089,244.089,7
40,41,enc,enc30,old59,6,1,1344,0,251.088,254.088,1
41,42,ctl,ctl09,,9,1,1427,0,255.088,258.087,0.5
42,43,ctl,ctl10,,8,1,762,0,258.587,261.587,1
43,44,enc,enc31,old08,9,1,548,0,262.587,265.587,0.5
44,45,enc,enc32,old76,6,1,606,0,266.087,269.086,7
45,46,enc,enc33,old20,9,1,580,0,276.086,279.086,4
46,47,enc,enc34,old19,6,1,891,0,283.085,286.085,2
47,48,ctl,ctl11,,5,1,1238,0,288.085,291.085,2.5
48,49,enc,enc35,old68,5,1,1108,0,293.584,296.584,4.5
49,50,enc,enc36,old12,9,1,1122,0,301.084,304.084,0.5
50,51,ctl,ctl12,,9,1,835,0,304.584,307.583,3
51,52,enc,enc37,old06,8,1,934,0,310.583,313.583,2
52,53,ctl,ctl13,,6,1,726,0,315.583,318.582,0.5
53,54,ctl,ctl14,,6,1,484,0,319.082,322.082,1
54,55,ctl,ctl15,,6,1,642,0,323.082,326.082,2.5
55,56,ctl,ctl16,,9,1,701,0,328.582,331.581,6.5
56,57,enc,enc38,old50,6,1,636,0,338.081,341.081,9.5
57,58,enc,enc39,old57,6,1,963,0,350.58,353.58,3
58,59,enc,enc40,old54,5,1,758,0,356.579,359.579,3
59,60,enc,enc41,old67,6,1,567,0,362.579,365.579,1
60,61,enc,enc42,old60,9,1,1134,0,366.578,369.578,2
61,62,enc,enc43,old14,8,1,989,0,371.578,374.578,1
62,63,enc,enc44,old39,9,1,912,0,375.578,378.577,0.5
63,64,enc,enc45,old21,8,1,844,0,379.077,382.077,2.5
64,65,enc,enc46,old38,9,1,962,0,384.577,387.577,8.5
65,66,enc,enc47,old31,6,1,586,0,396.076,399.076,5.5
66,67,enc,enc48,old13,6,1,559,0,404.575,407.575,2
67,68,enc,enc49,old46,8,1,1358,0,409.575,412.575,6
68,69,enc,enc50,old49,9,1,976,0,418.574,421.574,6
69,70,enc,enc51,old09,6,1,748,0,427.573,430.573,1.5
70,71,ctl,ctl17,,8,1,1115,0,432.073,435.076,2
71,72,enc,enc52,old41,5,1,641,0,437.073,440.072,1.5
72,73,ctl,ctl18,,9,1,835,0,441.572,444.572,4
73,74,ctl,ctl19,,8,1,773,0,448.572,451.571,0.5
74,75,ctl,ctl20,,5,1,842,0,452.071,455.074,6
75,76,enc,enc53,old64,9,1,724,0,461.071,464.087,0.5
76,77,enc,enc54,old44,8,1,642,0,464.57,467.57,2.5
77,78,enc,enc55,old62,8,1,1108,0,470.07,473.07,1.5
78,79,enc,enc56,old28,6,1,801,0,474.57,477.569,2.5
79,80,ctl,ctl21,,5,1,646,0,480.069,483.069,5.5
80,81,enc,enc57,old55,9,1,847,0,488.568,491.568,4.5
81,82,ctl,ctl22,,8,1,935,0,496.068,499.068,2.5
82,83,enc,enc58,old75,9,1,1078,0,501.567,504.567,6.5
83,84,ctl,ctl23,,9,1,661,0,511.067,514.066,6.5
84,85,ctl,ctl24,,8,1,1104,0,520.566,523.566,1.5
85,86,ctl,ctl25,,9,1,592,0,525.065,528.065,4.5
86,87,ctl,ctl26,,5,1,632,0,532.565,535.565,1.5
87,88,enc,enc59,old53,5,1,990,0,537.081,540.081,0.5
88,89,ctl,ctl27,,6,1,1024,0,540.581,543.581,10.5
89,90,ctl,ctl28,,6,1,813,0,554.08,557.079,4.5
90,91,enc,enc60,old65,8,1,757,0,561.579,564.579,2
91,92,ctl,ctl29,,9,1,570,0,566.579,569.578,1.5
92,93,enc,enc61,old10,8,1,1066,0,571.078,574.078,12.5
93,94,enc,enc62,old37,5,1,668,0,586.577,589.577,2
94,95,enc,enc63,old72,8,1,1265,0,591.577,594.576,1
95,96,ctl,ctl30,,8,1,884,0,595.576,598.576,4
96,97,enc,enc64,old71,9,1,1085,0,602.576,605.575,0.5
97,98,enc,enc65,old74,8,1,709,0,606.075,609.075,4
98,99,enc,enc66,old73,8,1,600,0,613.075,616.075,3.5
99,100,ctl,ctl31,,8,1,984,0,619.574,622.574,1
100,101,ctl,ctl32,,5,1,733,0,623.574,626.574,0.5
101,102,enc,enc67,old02,5,1,817,0,627.074,630.073,2.5
102,103,ctl,ctl33,,9,1,827,0,632.573,635.573,0.5
103,104,ctl,ctl34,,9,1,685,0,636.073,639.073,9
104,105,ctl,ctl35,,6,1,724,0,648.072,651.072,2
105,106,enc,enc68,old03,9,1,823,0,653.072,656.071,0.5
106,107,ctl,ctl36,,6,1,579,0,656.571,659.571,2
107,108,ctl,ctl37,,5,1,897,0,661.571,664.571,4.5
108,109,ctl,ctl38,,6,1,546,0,669.087,672.087,4.5
109,110,enc,enc69,old36,5,1,997,0,676.586,679.586,3.5
110,111,enc,enc70,old45,9,1,667,0,683.086,686.086,1.5
111,112,enc,enc71,old27,8,1,896,0,687.585,690.585,4.5
112,113,enc,enc72,old23,6,,0,1,778.224,781.221,0.5
