,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,enc,enc00,,5,1,793,0,0.023,3.032,7
1,2,enc,enc000,,9,1,668,0,10.019,13.028,4.5
2,3,ctl,ctl0,,9,1,602,0,17.525,20.534,4.5
3,4,enc,enc01,old56,8,1,448,0,25.031,28.04,0.5
4,5,ctl,ctl01,,6,1,674,0,28.541,31.55,0.5
5,6,enc,enc02,old03,5,1,603,0,32.052,35.061,4.5
6,7,enc,enc03,old60,5,1,577,0,39.558,42.567,2
7,8,ctl,ctl02,,5,1,683,0,44.556,47.565,3.5
8,9,ctl,ctl03,,6,1,483,0,51.059,54.068,1.5
9,10,enc,enc04,old73,6,1,491,0,55.555,58.564,2.5
10,11,enc,enc05,old67,5,1,591,0,61.055,64.064,1
11,12,ctl,ctl04,,6,1,755,0,65.051,68.06,3
12,13,enc,enc06,old49,9,1,554,0,71.052,74.061,4
13,14,ctl,ctl05,,9,1,414,0,78.056,81.065,0.5
14,15,enc,enc07,old54,6,1,503,0,81.567,84.576,2.5
15,16,ctl,ctl06,,9,1,388,0,87.066,90.075,2.5
16,17,ctl,ctl07,,5,1,440,0,92.566,95.575,3.5
17,18,enc,enc08,old06,8,1,384,0,99.069,102.078,1
18,19,enc,enc09,old72,9,1,404,0,103.081,106.09,2
19,20,enc,enc10,old11,5,1,414,0,108.079,111.088,0.5
20,21,enc,enc11,old29,9,1,583,0,111.59,114.599,4.5
21,22,enc,enc12,old36,5,1,445,0,119.096,122.105,7
22,23,enc,enc13,old47,8,1,465,0,129.092,132.101,0.5
23,24,enc,enc14,old44,8,1,602,0,132.603,135.612,2
24,25,enc,enc15,old42,9,1,548,0,137.601,140.61,1
25,26,enc,enc16,old43,8,1,439,0,141.613,144.622,1
26,27,enc,enc17,old01,5,1,515,0,145.625,148.634,3.5
27,28,ctl,ctl08,,8,1,428,0,152.128,155.137,1
28,29,enc,enc18,old39,8,1,456,0,156.14,159.149,2
29,30,enc,enc19,old15,8,1,418,0,161.138,164.147,0.5
30,31,enc,enc20,old20,5,1,380,0,164.648,167.657,3.5
31,32,ctl,ctl09,,8,1,437,0,171.151,174.16,7
32,33,enc,enc21,old46,9,1,448,0,181.148,184.157,2.5
33,34,enc,enc22,old14,9,1,515,0,186.648,189.657,5
34,35,enc,enc23,old08,6,1,436,0,194.655,197.664,1
35,36,enc,enc24,old21,8,1,496,0,198.667,201.676,10
36,37,enc,enc25,old69,8,1,467,0,211.672,214.681,1.5
37,38,enc,enc26,old25,9,1,482,0,216.169,219.178,0.5
38,39,enc,enc27,old68,5,1,515,0,219.68,222.689,2.5
39,40,enc,enc28,old30,6,1,480,0,225.179,228.188,3.5
40,41,ctl,ctl10,,9,1,473,0,231.682,234.691,1
41,42,ctl,ctl11,,6,1,524,0,235.678,238.687,0.5
42,43,ctl,ctl12,,6,1,502,0,239.188,242.197,1.5
43,44,ctl,ctl13,,5,1,389,0,243.685,246.694,7
44,45,enc,enc29,old78,9,1,409,0,253.681,256.69,7
45,46,enc,enc30,old74,8,1,388,0,263.678,266.687,2
46,47,ctl,ctl14,,9,1,630,0,268.676,271.685,6.5
47,48,enc,enc31,old27,6,1,485,0,278.188,281.197,3.5
48,49,enc,enc32,old13,6,1,462,0,284.691,287.7,2.5
49,50,enc,enc33,old04,9,1,402,0,290.191,293.2,4
50,51,enc,enc34,old53,8,1,382,0,297.195,300.204,3.5
51,52,ctl,ctl15,,8,1,551,0,303.698,306.707,1
52,53,enc,enc35,old02,9,1,587,0,307.71,310.719,6.5
53,54,ctl,ctl16,,9,1,388,0,317.221,320.23,7.5
54,55,ctl,ctl17,,8,1,392,0,327.72,330.729,2.5
55,56,enc,enc36,old55,8,1,429,0,333.219,336.228,1.5
56,57,enc,enc37,old19,9,1,468,0,337.716,340.725,1
57,58,enc,enc38,old50,6,1,449,0,341.711,344.72,3
58,59,ctl,ctl18,,5,1,407,0,347.713,350.722,2.5
59,60,enc,enc39,old24,5,1,404,0,353.212,356.221,1
60,61,enc,enc40,old17,6,1,544,0,357.208,360.217,9
61,62,enc,enc41,old75,6,1,437,0,369.21,372.219,1.5
62,63,enc,enc42,old31,8,1,428,0,373.707,376.716,8.5
63,64,enc,enc43,old35,9,1,423,0,385.208,388.217,8
64,65,ctl,ctl19,,5,1,447,0,396.208,399.217,1.5
65,66,enc,enc44,old48,5,1,470,0,400.705,403.714,5
66,67,ctl,ctl20,,8,1,447,0,408.712,411.721,1
67,68,ctl,ctl21,,9,1,427,0,412.724,415.733,3
68,69,enc,enc45,old65,6,1,409,0,418.725,421.734,5
69,70,ctl,ctl22,,8,1,498,0,426.732,429.741,0.5
70,71,enc,enc46,old63,9,1,523,0,430.243,433.252,1.5
71,72,enc,enc47,old45,6,1,410,0,434.74,437.749,0.5
72,73,enc,enc48,old38,9,1,452,0,438.25,441.259,2
73,74,enc,enc49,old26,6,1,414,0,443.248,446.257,1.5
74,75,enc,enc50,old09,8,1,429,0,447.745,450.754,1
75,76,enc,enc51,old58,9,1,441,0,451.741,454.75,2.5
76,77,enc,enc52,old71,8,1,381,0,457.24,460.249,5.5
77,78,ctl,ctl23,,9,1,440,0,465.749,468.758,2.5
78,79,enc,enc53,old18,9,1,412,0,471.249,474.258,1.5
79,80,ctl,ctl24,,6,1,427,0,475.746,478.755,0.5
80,81,enc,enc54,old77,5,1,413,0,479.256,482.265,3
81,82,enc,enc55,old28,8,1,428,0,485.257,488.266,3.5
82,83,enc,enc56,old34,5,1,413,0,491.76,494.769,7.5
83,84,enc,enc57,old40,6,1,435,0,502.258,505.267,2.5
84,85,ctl,ctl25,,6,1,502,0,507.758,510.767,0.5
85,86,enc,enc58,old22,5,1,503,0,511.269,514.278,1
86,87,enc,enc59,old52,6,1,539,0,515.281,518.29,4
87,88,enc,enc60,old70,8,1,479,0,522.285,525.294,11.5
88,89,ctl,ctl26,,6,1,513,0,536.795,539.804,0.5
89,90,ctl,ctl27,,9,1,563,0,540.305,543.314,4
90,91,ctl,ctl28,,5,1,462,0,547.31,550.319,0.5
91,92,enc,enc61,old33,5,1,487,0,550.82,553.829,2.5
92,93,enc,enc62,old59,5,1,411,0,556.32,559.329,3
93,94,ctl,ctl29,,8,1,498,0,562.321,565.33,1
94,95,enc,enc63,old05,5,1,534,0,566.317,569.326,2
95,96,enc,enc64,old12,9,1,584,0,571.315,574.324,0.5
96,97,ctl,ctl30,,9,1,618,0,574.825,577.834,7
97,98,enc,enc65,old57,9,1,397,0,584.822,587.831,0.5
98,99,enc,enc66,old41,5,1,423,0,588.332,591.341,0.5
99,100,ctl,ctl31,,6,1,488,0,591.843,594.852,0.5
100,101,ctl,ctl32,,5,1,681,0,595.353,598.362,1.5
101,102,enc,enc67,old64,8,1,416,0,599.85,602.859,3
102,103,enc,enc68,old32,6,1,375,0,605.851,608.86,1.5
103,104,ctl,ctl33,,5,1,358,0,610.348,613.357,4.5
104,105,ctl,ctl34,,8,1,412,0,617.854,620.863,0.5
105,106,enc,enc69,old10,6,1,405,0,621.365,624.374,8
106,107,enc,enc70,old61,5,1,366,0,632.364,635.373,1
107,108,ctl,ctl35,,8,1,467,0,636.359,639.368,4.5
108,109,ctl,ctl36,,6,1,304,0,643.865,646.874,2
109,110,enc,enc71,old66,6,1,370,0,648.863,651.872,1
110,111,enc,enc72,old07,8,1,406,0,652.859,655.868,2
111,112,ctl,ctl37,,5,1,472,0,657.857,660.866,2
112,113,ctl,ctl38,,8,1,434,0,662.855,665.864,10
113,114,enc,enc73,old76,9,1,412,0,675.861,678.87,3.5
114,115,enc,enc74,old23,8,1,413,0,682.364,685.373,9
115,116,ctl,ctl39,,9,1,474,0,694.366,697.375,0.5
116,117,enc,enc75,old51,9,1,363,0,697.877,700.886,7
117,118,enc,enc76,old62,6,1,463,0,707.873,710.882,12.5
118,119,enc,enc77,old37,5,1,430,0,723.37,726.379,2.5
119,120,enc,enc78,old16,6,1,419,0,728.869,731.878,18.5
