,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,9,1,703,0,0.089,3.088,2
1,2,enc,enc00,,5,1,1591,0,5.088,8.088,3
2,3,enc,enc000,,9,1,1991,0,11.088,14.087,2
3,4,ctl,ctl01,,6,1,664,0,16.087,19.087,1
4,5,enc,enc01,old64,8,1,1600,0,20.087,23.087,8
5,6,enc,enc02,old04,5,1,1313,0,31.086,34.086,7.5
6,7,enc,enc03,old62,5,1,1269,0,41.585,44.585,0.5
7,8,enc,enc04,old41,6,1,1353,0,45.085,48.084,6
8,9,enc,enc05,old46,5,1,1202,0,54.084,57.083,2
9,10,enc,enc06,old66,9,1,1187,0,59.083,62.083,2
10,11,ctl,ctl02,,5,1,667,0,64.083,67.083,4
11,12,ctl,ctl03,,6,1,548,0,71.082,74.082,2.5
12,13,ctl,ctl04,,6,1,544,0,76.582,79.581,1.5
13,14,ctl,ctl05,,9,1,692,0,81.081,84.081,5
14,15,enc,enc07,old65,6,1,932,0,89.081,92.08,1
15,16,enc,enc08,old03,8,1,1101,0,93.08,96.08,3
16,17,ctl,ctl06,,9,1,565,0,99.08,102.079,3
17,18,enc,enc09,old40,9,1,1374,0,105.079,108.079,2.5
18,19,enc,enc10,old12,5,1,1114,0,110.579,113.578,6.5
19,20,enc,enc11,old35,9,1,1047,0,120.078,123.078,2.5
20,21,enc,enc12,old30,5,1,1243,0,125.577,128.577,2
21,22,enc,enc13,old74,8,1,995,0,130.577,133.577,4.5
22,23,enc,enc14,old72,8,1,1288,0,138.076,141.076,4.5
23,24,enc,enc15,old69,9,1,1036,0,145.576,148.575,2.5
24,25,enc,enc16,old70,8,1,1257,0,151.075,154.075,1
25,26,enc,enc17,old02,5,1,1456,0,155.075,158.074,1.5
26,27,ctl,ctl07,,5,1,445,0,159.574,162.574,4
27,28,ctl,ctl08,,8,1,677,0,166.574,169.573,3
28,29,enc,enc18,old38,8,1,1254,0,172.573,175.573,1
29,30,enc,enc19,old23,8,1,1286,0,176.573,179.573,1
30,31,enc,enc20,old26,5,1,1471,0,180.572,183.572,0.5
31,32,enc,enc21,old76,9,1,1283,0,184.072,187.072,3.5
32,33,enc,enc22,old20,9,1,1223,0,190.572,193.571,4.5
33,34,ctl,ctl09,,8,1,755,0,198.071,201.071,9.5
34,35,enc,enc23,old10,6,1,912,0,210.57,213.569,3.5
35,36,ctl,ctl10,,9,1,557,0,217.069,220.069,4
36,37,enc,enc24,old18,8,1,1013,0,224.069,227.068,4
37,38,enc,enc25,old44,8,1,1174,0,231.068,234.068,1
38,39,enc,enc26,old19,9,1,1309,0,235.068,238.067,6
39,40,enc,enc27,old47,5,1,1190,0,244.067,247.066,6.5
40,41,enc,enc28,old27,6,1,987,0,253.566,256.566,2
41,42,enc,enc29,old49,9,1,1443,0,258.566,261.565,1.5
